REDI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-01-31,-1.2297415469853639,-0.8213181745840005,-0.3576869697119597,-0.35632124615342553,-0.562135858579309,-0.4603100621120784,0.0006116929949065119,-0.33332044347728446,0.3978349730307282,0.21862645045959875,-1.0231533439762033,-0.49753741835719717,-0.09822566694334835,-0.03991942889766545,0.03916773442422874
2011-02-28,-0.055616591865448366,-0.9072531117512977,-0.32999324690964854,-0.3148645018756369,-0.6063890402378909,-0.607022384437544,-0.008237349714646656,-0.2722786764069389,0.4251308684523721,0.1982876333624871,-0.8954250283165942,-0.4524798307748591,-0.1118093611703526,-0.09606470026444804,0.05864369730944856
2011-03-31,0.0026075559514347076,-0.7323489982772314,-0.6264427168005786,-0.11512532790479872,-0.6306870906019781,-0.7399377105440517,-0.7701345719190857,0.39735538787549424,0.13943028261118776,0.3064789912650242,-0.6383653709965114,-0.715569385320312,-0.38956866840900073,-0.0565658558870778,0.09751065027697356
2011-04-30,0.31964294701220913,0.14057021997189914,-0.5982236661129526,-0.9233996824060319,-0.6596678907484052,-0.5632893837775382,-0.3591655562299092,0.24424204091657628,0.6137498773349478,0.8872599529782775,-0.2199932139291897,-0.6436040270873804,-0.46805888786008565,-0.07313454690875677,-0.041171402183392485
2011-05-31,-0.6839659783024479,-0.18524931975308123,-0.7250054245653266,-0.33968993523196794,-0.5679556236896427,-0.5276277240761282,0.05987751628825116,1.4055849452393676,0.1478064150391866,0.4276893482104151,-0.47062510458179796,-0.7368516178331864,-0.6583305356674917,-0.0411074125724739,0.02218421391038072
2011-06-30,-0.037455350679422024,-0.25535185259034027,-0.7141517101033796,-0.30785425927697474,-0.5044127642681854,-0.2686967754150032,1.1427877500549877,1.2556520647554175,0.1906211689552218,0.42809574073958007,-0.3274599416720064,-0.7080136369806522,-0.6584835902429483,-0.039449493031802715,0.11814222184697071
2011-07-31,1.1396214683102979,0.0002655733359999999,-0.6207932109772233,-0.07985262467390426,-0.8189323399373717,2.5692105092560613,1.8260148205252607,-0.8078360132638238,1.3501866357207115,1.6461152400989063,0.580226134115808,-0.4828369605473748,-0.6066428965003314,0.730589987644687,-0.016553243683874817
2011-08-31,-0.6685327462758318,0.3411525601238447,-0.8192648734104127,-0.12353269057046315,-0.6878594822234426,-0.5372087841279047,-0.3224962530798714,-0.3779833221933589,1.0453818127723422,1.3713530315021591,-0.055301034762554185,-0.7247459363379292,-0.7982838823495724,-0.10632271461732308,-0.0411002166824449
2011-09-30,-0.9338343483160866,-0.2584580803083661,-1.0368034830381108,0.32088679114375857,-0.4933593945528491,-0.5337754892459418,-1.1024109071467383,1.3869526802190149,0.27111643557710297,0.5068920178302909,-0.8008524959327931,-0.9540730727351865,-1.0043972105624102,-0.08133135697737666,0.03271969413682312
2011-10-31,0.12735178751702897,-0.9981642920070545,-0.7786195937792568,-0.8490032775847823,-0.731006775679703,-0.4084866779161946,-2.1001020454637493,0.296415231616907,0.7073585141635099,0.9261963209665363,-0.47287151755328294,-0.6546413213120259,-0.7664442933040648,-0.12824602755191228,-0.19908231830916076
