GILL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2000-04-30,-2.7967451975752318,-2.7766904365662253,-2.055224774900848,0.8406933011251668,1.554386448336667,-1.2506555958698418,-1.3797299771335723,-0.02127550193838559,-3.3040124214097157,-2.959544437844954,-2.1587548565568033,-2.1269073529553553,-1.4507281549603674,-0.4849828672349053,-0.09655999970455273
2000-05-31,-0.693334236580598,-2.1761485065719803,-2.406554951367564,0.8170837562779318,1.4283991187912846,-0.4582582338766513,-0.7609303274074337,0.04178829478195702,-3.1807668592926324,-3.1455674450484206,-2.259145910771908,-2.18198775328325,-1.8342168902991463,-0.3395638938347433,-0.14677057252963568
2000-06-30,-0.9928707351029249,-2.5371052680568678,-2.548847931285829,0.1258386553594698,0.8320591065132759,-0.4504011535169288,-1.003302302038951,0.22984604076217188,-3.0015661521781882,-3.4122478567078325,-2.2472060566471805,-2.234295559943283,-2.2136196475291294,-0.227831733012019,-0.23274835363394344
2000-07-31,-1.439952123626719,-1.7184380237713242,-2.587119981972675,-0.7500678207260979,-0.2484872129128545,1.6624424048667914,1.856331776121633,0.6737820339995296,-2.8084691126125008,-3.7235844282463395,-2.2063708772866124,-2.584205138814382,-2.7140882083827598,-1.6093740526141889,-0.06287365357150511
2000-08-31,-0.34985956887235375,-1.4571849339290532,-2.28706478693997,-0.5638934257834707,-0.17921652266319363,-0.9169127576880701,-0.13445047094263982,0.7081755296110821,-2.248321821654696,-3.0315560280793097,-1.6978640609795062,-2.226776292479348,-2.506151860124441,0.12539690885608554,-0.012196081443749746
2000-09-30,-0.053660168564181654,-0.9355195538751436,-1.8569293051583198,-0.23678535977243972,-0.3390221561453868,1.2448439326761835,0.9146261403143161,0.602453894788829,-1.8132283101399074,-2.4523705886897926,-1.0478600193413354,-1.8747821364032795,-2.002599442623959,-1.3010852530911838,-0.10702912942726178
2000-10-31,-0.5806370809957354,-0.5066523920560789,-1.7124938188707195,-1.1031387693692738,-1.2479619377259727,-1.132714061818019,-1.3194772763365006,0.8167609127684933,-1.6102335111887753,-2.2970228635535945,-0.9579263319727794,-2.3173043884782545,-1.9978303904006744,0.2122533921743096,0.059362042273316436
2000-11-30,0.38106802370671,-0.12848774306019226,-1.5562759707710245,-0.6679486563435092,-0.8400307536797904,-1.2800716981482316,-0.34646640086803904,0.44014549890902704,-1.2990526646210507,-1.8210300924818694,-0.3810575334685456,-1.6585372397836782,-1.7258979494622781,0.2614597189370733,-0.0329203948686341
2000-12-31,-0.16550674255138972,-0.18637494999072618,-1.6171798911758932,-0.6970530738949775,-1.0004327874542096,-0.5800403138433003,-0.9390894051721357,-1.2253957035853429,-1.2244997339247687,-1.630514512365277,-0.2261847855202026,-1.7989981831539983,-1.3144249186028596,-0.21820472199213273,-0.05413549340302341
2001-01-31,-0.2483778092250096,-0.015449285764022923,-1.6232097035419304,-0.9629946005391951,-1.827562423610482,-1.0575068722535823,-0.15180314127173405,-1.0403861360346727,-1.1104505421174788,0.1923180098002075,-0.27450433615470976,-2.901559844029594,-1.3940802334972937,0.22266384749443743,-0.14854515602448348
