HDFCB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2023-02-28,-0.16830891271225976,-0.35029682501580295,-0.17337810958187824,-2.204510182808217,-0.5945202753075277,-0.1946419427097802,-0.44431287993191915,0.49490997613412185,-0.033341302635363425,0.6511243414274248,0.18090203543674074,0.17787945381530795,-0.030529069378163198,0.4159443320755753,0.006207251729335899
2023-03-31,0.0979067628487122,-0.4063343879162272,-0.2533995506076563,-2.0858824484967835,-1.0801002325291522,1.94484533526236,1.9106229374070074,0.8161522073313668,-0.8162192984686598,0.7150093709119653,0.007482184533590048,0.18039089195468785,-0.12498572374229963,1.1724688379828465,0.04734655154818424
2023-04-30,0.9767576644596337,0.6728534879160063,0.41844913920382776,-1.0523144082430547,-1.0916508615590244,2.277835419234396,1.5845972731608573,0.08548157733551193,-0.018371292232164053,1.637814242123881,0.6923669160145803,1.3299716085655517,0.6573995124595439,2.416252121969591,-0.04653920339445725
2023-05-31,-1.2174285767473931,-0.08683075636099373,0.18382497724189023,0.11522248950411237,-1.3391141683268755,2.1654417667849084,2.5128117421319875,0.5533652552370025,-0.558759249670765,0.2789831406832848,-0.45364451045261206,0.8574414838232122,0.40488818038309055,1.7518913323907304,0.05468324368605769
2023-06-30,1.1990357913780467,0.7036384770690352,0.8847170059956646,0.6846118423338096,-0.6323310491929377,0.9961953309111224,0.062190812697200684,0.4353943922721353,-0.24909933526436154,1.3011562629209739,0.6857705265184216,1.4950416369817074,1.249542777507634,1.4303471251706288,-0.02994914525454041
2023-07-31,-0.789785513775399,-0.6090482040978056,0.31202634803072005,0.59379894183043,-0.38662920949968227,1.6284971947599258,0.7788364092760314,0.6948465359497948,-0.5550447622386687,3.964935551488365,-0.15157747674842004,0.5632532174572422,0.5369269603981947,1.410310389986435,-0.049497172762046675
2023-08-31,-1.269193083475224,-0.6310817339285578,-0.1947605104111051,0.6809909175518947,0.21352784799269717,0.9505382112441289,-0.04713039047110904,1.3193025134462273,-1.2223193897769573,1.746634100813974,-1.2630916520340987,-0.15387100366371784,-0.08938513201522491,0.3316241385797569,-0.02915861760412071
2023-09-30,-0.7220457000822887,-1.9470521553405087,0.0017077358715927935,-1.9450522587781327,0.40513719881394844,1.0926288561080797,0.8396618142707803,1.9809266364994058,-1.8767804285580036,1.0159003289356394,-1.6189838195705926,0.009561448401213576,0.16505060766835267,0.4620018360630718,-0.033172083737098915
2023-10-31,-0.7757664980434346,-1.7795105788583991,-0.6102276634238444,-1.8855415399901307,-0.4273354897370006,-0.19833410692290815,-1.1053195284874235,2.1439607862393126,-2.273361274726424,0.5262212230807286,-1.7152691263790965,-0.5685893031901875,-0.6431791765551107,-0.3366872528988093,0.05424187228057668
2023-11-30,1.397415139169221,-0.04718656007375385,-0.7369266630366709,0.732038907786058,0.6375251907049234,-0.4863410384052533,-1.0525142510085455,0.769145992039101,-0.909407650133982,0.6663047283730975,-0.2944695511173038,-0.618705704989482,-0.7735025896771136,-0.45093630881456953,0.09214423383146855
2023-12-31,2.21871039456674,1.7971140715884761,0.10512533293771607,1.6179470650629062,2.1525342827503007,-0.017081048518741048,-0.868104794640208,-1.3226964385177309,0.48544230299458246,0.9148346518498105,1.7609075669884535,-0.041212132961857245,0.1252354156084018,-0.3175427505498149,-0.15587220339051416
2024-01-31,-3.629530822257812,-0.21509886722151578,-1.2783311266144852,5.60978762913151,5.89401671492934,1.2758602247482382,1.1142542246456044,1.7613881096518873,-2.5467743390452005,-0.20150344830677785,-1.2801877356811482,-0.7296650172192798,-1.4574918971356348,-1.7200887021387943,-0.04129046108732018
2024-02-29,-0.7319337140310168,-1.7155047123807359,-1.5133572689351789,3.163270232067098,3.6625703814864603,0.09956639937206242,0.6843546527561334,1.9151430592054772,-2.192635892947683,-0.5352027302116267,-1.670955467894464,-0.8346948588747052,-1.7943504019964063,-1.041834211617718,0.031216366969187684
2024-03-31,0.5742380831021635,-2.491050847300495,-1.2434067741706643,1.5513374195857892,3.0036212126624817,-0.1456987872815527,0.07243640869302215,0.8257633383950291,-1.5251091572103168,-0.43169268757365054,-0.8633209373512726,-0.7668640802608212,-1.392352875508547,-0.7302949569783235,0.048661891362597756
