GRASIM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,1.79728380152761,1.5075383040074608,-0.3943988994944862,-0.14625913004372113,1.8023855155218926,1.2020757743255996,0.15861117379808987,-3.078198913613229,2.032276983983107,3.213966057173792,2.3533840768092804,-0.4758792413598871,-0.46905793368663184,1.1330660986956458,0.1685021974776256
2006-03-31,1.4837224643828466,2.5564552881854556,0.2629188543837663,-0.4417106475331853,1.9325545019211603,1.4824758682889916,0.9127331955624903,-2.610155801288426,1.650562730501286,3.1169775490801124,3.2665889241081527,-0.06017888452601329,0.02115127384254246,2.7065929269520765,0.19919765817773605
2006-04-30,1.648745597277516,3.1845715651252218,1.217457039680742,-1.8877521012028329,-0.6338536617043016,0.22556364569898038,0.26049662020429554,-2.9349584306018115,2.6857812265605405,2.386396167492802,3.304700312654546,1.3109557268186796,0.5005421612127587,1.4417225414149575,-0.3502634223460675
2006-05-31,-3.536386260304917,-0.3262516853806518,0.3899024434241519,4.873435431250778,4.635585848446451,0.9968737450634569,0.2785401344231265,-0.661809315173714,-0.15792476451219467,0.22592633204425,-0.6630476960086409,-0.29564757554185017,0.28480887695598406,1.8855074095713278,0.08719710088695422
2006-06-30,0.5145235485813783,-0.7815344454775556,1.4138245664243885,3.1149980132327295,3.271645275758639,-0.255997630986733,-1.095963956551803,-1.022832341571112,0.3329349120729276,0.5040250917029709,-0.3883991162289975,0.15940037570858556,1.114101425322454,0.29981262997236496,0.07251357693352373
2006-07-31,0.35825349527902484,-1.471129536483929,1.3013082469099035,2.002671638062979,2.6183543082749767,-0.1958326468634643,-0.18140680897610603,-1.197998394788046,0.6975035232716119,0.6394139406574626,-0.27477567966341776,0.14140489919416857,0.987265582271479,0.3717791479295403,0.07910276122603566
2006-08-31,0.37712764525558057,0.880613372163164,1.2002786902385902,-1.313065174930104,2.0307478392422484,-1.498847992095965,-1.8166229663028337,-1.3073471562766892,1.0334188636105615,0.7117780771084683,-0.014679128227481365,0.19763675005019238,0.8614707007994437,-2.016903923638579,0.11448974245965508
2006-09-30,0.6805841991132152,0.976380031120572,1.789936930929842,-1.0357601689315414,1.6842082254541708,-1.2493030243142056,-0.7233310977718104,-1.434893988505968,1.4551194537989203,0.864451936465831,0.6422151001658756,0.6095814985043152,1.2318001613762954,-1.8210559088568834,0.08465236667952383
2006-10-31,0.40936333609922243,0.9920304062146731,3.3339990665110166,-1.0277987112646432,1.2422980918007684,-1.1670560175730698,-0.8280802679212795,-1.3632360381031183,1.5135645305075194,0.8293833817375565,1.213362572196175,1.8390139892374437,2.4909177968666105,-2.3248457355177465,0.012746829145921009
2006-11-30,-0.20722102963306302,0.584306800099543,1.5983685938122985,-0.5748542856436688,-1.659743201001515,-1.8140188549383711,-0.6694050249724662,-1.1177625827576385,1.1743976930872555,0.5295507556744959,0.5800236785059121,9.10620323297547,1.1437597964301351,-2.9397357358180933,0.006586573384430294
2006-12-31,-0.24717711829209515,-0.02751412593736321,1.3954920824371793,-0.6802232188267894,-1.4036105635988236,-2.280996271335495,-2.0458233024818275,-0.9331407043004302,0.9265972507654154,0.262989863083592,0.10464300486205959,3.0428995996749744,0.9980794383829901,-3.05856041178967,-0.006644542718668613
2007-01-31,-0.30828904052936,-0.499050528502925,1.0479423518477995,-1.0353828729222994,-1.1905503453596231,-1.7056223834136057,-1.4276979710823705,-0.767985655990685,0.7118019200525121,0.016076301626508308,-0.2894742551652513,1.741313902706342,0.7286108267572456,-1.6501330226610376,-0.22939493461519614
2007-02-28,-2.1126331275178676,-1.7314667723708794,-0.5003164941221389,0.42983948721956,0.0962758426034627,-1.0016743880890393,0.0592978156751356,-0.16043523582007324,-0.24075877341526222,-0.9257295391194411,-1.848222396738976,-0.4370250410717764,-0.5748253132183667,-0.18672398889204483,-0.05550839342963334
2007-03-31,-0.5680505039559702,-1.8648340273710755,-1.0823255766981605,0.2287626575991083,-0.18710061931752658,0.34362332500510284,2.464204624672725,2.220679512043762,-1.3396250607958344,-1.1696764580646677,-1.814270588170531,-0.6908375288789547,-1.2239908984122965,0.07099843068692725,0.1565428083941132
2007-04-30,1.010029201901685,-0.9538025072716425,-1.1545177462609724,1.0787429571423786,0.12285917158672388,-1.3746417968640956,-0.3371946291848536,1.3603125878561364,-0.9108842947044706,-0.6639532282868245,-0.6403374927897277,-0.725425689613675,-1.38429092010434,0.10067900491106839,0.02132388188826134
2007-05-31,-0.07212756688695789,0.22627370194707483,-0.17208647121684592,0.027822664931644498,0.10470926464686359,-1.2917094964409206,-1.2694790915459104,1.2627363599379293,-0.8884763535870683,-0.6980303145197972,-0.3946871018679989,-0.2931788373679001,0.5714256083010246,-0.5373802091100108,0.052840583716943015
2007-06-30,0.14705974301597577,0.7006739310490528,-0.317224844119868,-0.4220315526763557,0.13499525469832901,-1.2202082781859094,-2.7673550132530536,1.125503500819043,-0.7975648780014939,-0.6076390208268823,0.017600279781129647,-0.3642058948424454,0.21329325936420784,-0.4575001617120704,0.11492297241975676
2007-07-31,0.580922910443937,0.43091901680011746,-0.2166567489309773,-0.7247579025464433,0.2615458166306344,-0.16271730616339453,0.7730124746722989,0.8025411081905586,-0.4831721157384283,-0.3004513764637452,0.786818783069462,-0.3469808888808732,0.22071986880133143,0.14834025711219853,-0.003415537168377869
2007-08-31,-0.3159660563356511,0.2716854002146141,-0.509723957210999,-0.562980192216536,-0.963532894082081,-1.008432663772813,-0.42044793932377855,0.8399348652620005,-0.5889775020549992,-0.49519413255561084,0.3012594482832248,-0.23220907389511908,-0.257348559848292,-0.2954843527500935,0.17513370394044298
2007-09-30,1.0688955201631478,0.8740096013058155,-0.3324738936807205,-0.1784772287613857,-1.031692345504414,-0.46555347883291853,0.5872281564115739,0.3228893375686778,0.1450697125672956,0.15159929174162556,1.0280172216889467,-0.07305468718926665,-0.20760650710100972,-0.08026278748060817,0.05478036132856546
2007-10-31,0.10422523736538411,0.5571972718077591,-0.46254176204912695,-0.19653261154225082,-1.1869479572651174,-0.33223700984201565,-0.6511682969871131,0.23596601399027337,0.3322578193227858,0.31373954663264025,0.826930093242601,-0.08597774121195713,-0.4496633331786659,0.011757780037220313,0.025064399337565976
2007-11-30,-0.19378753852446162,0.6466389486004789,-0.4674734882076725,-0.30966189092078966,-1.137375603872346,-0.6231326148165244,0.11511877325490955,0.24164917170715858,0.3125620390089594,0.18109691736154765,0.3937531239557287,-0.07497308987186362,-0.4858335437235604,-0.18471566974237874,-0.03767098769043982
2007-12-31,-0.6482489640076105,-0.44892347095331614,-0.6402566189273273,-0.6436863061656013,-0.8050049192960415,-0.4414993982732685,-0.3104566751879375,0.3830215733297939,-0.05629357033798134,-0.17448745152178077,-0.31042142800578704,-0.3249643064417013,-0.6658050020111616,-0.037063672949753323,-0.215775873630105
2008-01-31,-2.051450407634762,-1.7806109076545977,-1.3347151154734211,0.3384527570360961,0.13497328935631045,-0.08368445177050568,0.1202531529992491,1.0734521981885286,-1.428655801045145,-1.6355338626140077,-1.7400010311933989,-0.8004087440995186,-1.587693319947487,0.21225455727982193,-0.024035563046919107
2008-02-29,-0.39554910544083366,-1.8244086329445564,-0.6926526509558741,0.11126652397606694,0.13495787014517652,-0.6499804607656671,-0.4745376557900649,1.0451870800396308,-1.4594083202069033,-1.739877091776698,-1.6912216896203678,-0.5505123102652344,-0.4419517605149843,-0.14173867885702332,-0.11231469869741521
2008-03-31,-1.0113235770128637,-1.959970606564696,-0.8821955552078745,-0.02876727625400611,-0.4017982527821272,-0.2712824591146852,0.09857488938581034,2.6181571038963307,-2.8614930222675126,-2.5229088330962965,-1.864330035576258,-0.5536564729199988,-0.10402020017707554,0.09081845840033581,-0.06847396493663814
2008-04-30,-0.5953028524833593,-1.1320809470964068,-1.460843962253849,-0.654290808916219,-0.6393907179994087,0.17048980730777705,-0.0892094064604764,2.076368647041448,-2.2996083817491786,-2.8528159069087518,-1.7115618891258528,-0.8684507790816299,-2.014358986346955,0.45085950685615345,-0.0791570509235587
2008-05-31,-0.6183140064076151,-1.3407912806711315,-1.604037384882327,-0.9327160923503445,-0.9062040421418375,1.3061411204408275,1.7818551060646903,1.7881789833810275,-2.072349795951389,-3.3126687340156593,-1.6042200487370475,-0.9823691225513065,-2.6478913253820893,0.4465683203810782,-0.18315690287554454
2008-06-30,-1.8825396399099419,-1.559114610665299,-1.9222710811688606,-0.3509612687782334,-0.7713134564319643,1.1072001535713716,0.8053239531912127,1.765261609130391,-1.8988905574289985,-3.7831815911328786,-1.822942299143083,-1.2653830051869661,-4.142990102033686,0.6095118637720429,-0.02337997981102887
2008-07-31,-0.19905616591278882,-1.247573328968987,-1.9273855880587483,0.03514876471064402,-0.9637382671432048,0.8204179382846368,0.3778302731021332,1.3451999691735428,-1.5418650505784464,-2.8635208271329975,-1.3773189674618105,-1.4805652897211414,-3.809119248684978,0.7829284140362729,0.06993566874980858
2008-08-31,0.7086488373825486,-0.5815423027665501,-1.6097364042841098,1.2464667451844174,-0.3649272295929096,-1.2139700793695494,-0.7547988460490935,0.8852650696059244,-1.1997214983841262,-1.9944584877317668,-0.5680039811302581,-1.0724757666991256,-2.478673945443596,1.713398845668579,-0.13827520061237594
2008-09-30,-1.23781088074967,-0.3325220055657176,-1.8391672052005077,0.617109209711498,-0.20913981229336437,0.8023905951083008,-0.061833773297453876,0.9743984624225187,-1.1173581422941912,-2.1016161285157877,-0.8675180706951461,-1.2270605251717515,-3.403134350573946,0.7788840771807729,-0.4980049353369292
2008-10-31,-4.509985935433567,-2.373435974398497,-2.089105660395412,4.835706220828869,2.9025630130258215,3.914997256696493,0.9628000084915682,1.729287642522235,-1.2281950509754525,-2.7099988839982077,-2.3560996602229043,-0.893406363035937,-5.944728704472768,-2.002151817061993,-0.14622692531986578
2008-11-30,-0.7364962489356485,-2.971768553771568,-2.1152159686594154,1.9523591194281846,2.676270337267636,0.7249521008314435,0.9108015997142079,1.424889355121859,-1.0773511873604997,-2.1003764332734343,-2.1098582148061436,-0.8587217090894194,-4.528181066211243,0.46888785766036506,0.31950400804985946
2008-12-31,2.5520365621185994,-0.7963212223997924,-1.7182824105673922,5.031139120144624,4.244884101213159,4.056140101241871,2.134904511594428,0.3372092404852786,-0.7334369091712796,-1.1493114578845816,-0.41919690066527865,-0.6787763438165074,-1.9362990626926493,-3.2112965396006343,-0.019901818884814255
2009-01-31,0.09095997393854567,1.0063362570765202,-1.457447972672525,1.452478249001209,3.135582192877134,2.1804954199440316,1.0976330444551428,0.19174442277603668,-0.5997919009386027,-0.9796573523981358,-0.1165565711371765,-0.6390441877323553,-1.5356682599577718,-1.702296479456445,0.13825042594864423
2009-02-28,1.0708749061453244,1.9870159722543532,-1.215187885605948,0.5287725233370251,2.6973024466146165,1.8129361145339127,1.853962571893181,-0.3092349672085026,-0.3420954464750652,-0.6250031303004043,1.061710412494268,-0.5752014251140314,-0.9736545049165645,-1.328625209020508,0.1417292088290825
