EID IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.25709491130456064,0.13269221216048543,-0.32310305951082113,-1.2337529743319895,-1.3748314131955166,-0.6715716076271013,0.5774103767864538,-0.7265954674718219,0.023335314656428734,-0.717259493317557,-0.10943421414970875,0.8901101199091503,-1.1332778706969011,-0.6525158721074046,0.16961702269541068
2006-03-31,0.8019335927579749,0.6250065223786911,0.3277499538002022,-0.7175391120290143,-0.9271852937736863,-0.5289719450584791,-0.40482128822957614,-0.8135153154276605,-0.5063664687756662,-0.08498448395899416,0.8459581886054658,0.7221185967635317,-0.8464520507044052,-0.5788313197585607,0.011600171755490737
2006-04-30,-0.5966864954169087,-0.04085993340368483,0.4272690656886125,-0.32911149391227634,-1.25666041897089,-1.1504571144202353,-1.5877848048877412,-0.6001814923098039,-0.7997801240656092,-0.7494590899681538,0.014232135721823955,1.6922524036233568,-0.7505379535885579,-1.1889133545518653,-0.022347298691996774
2006-05-31,-0.8352231575212924,-0.4410344710923581,-0.3446363797552836,-0.01842612445418262,-0.8678962669919404,-0.6099520026031106,-0.1796727295275957,-0.40237653822715286,-1.3292409742362432,-1.282080083117003,-0.819669057600492,0.2270813914125049,-1.0755011600914595,-0.5977307244636071,-0.33857897400885123
2006-06-30,-4.413724585836449,-3.7167264694227042,-1.5370467167635045,1.5603166890851035,1.3900216149080626,-0.9320163877300008,-0.49827814744582216,1.0442011675317842,-4.280314437257983,-4.399216284982467,-3.905717778015022,-1.3637062714219392,-1.2739008512970913,-0.6348297832063634,-0.07272944421825045
2006-07-31,-1.1327606757651028,-3.452323473876252,-2.7961123002111568,1.316964146396641,1.2579798874483683,-1.1952484588037064,-0.2586480398747161,1.5589388226711198,-3.7943195456920673,-4.274924098467195,-3.5300529165940797,-1.7112804570762572,-2.007884462044126,-0.46655646965563263,-0.10045926872679008
2006-08-31,-1.2612884153004222,-3.287818409057824,-2.7935675254270302,0.9163507093525328,1.1800153510864713,0.20522233279267266,0.07444372980647318,2.0672253450576514,-3.441746818277142,-3.993220529780515,-3.0900201890322525,-1.7635942795659576,-2.069398688579199,-0.40888878143947066,-0.04247766064068088
2006-09-30,-0.7073817916682238,-1.4877709861395982,-2.511482262168713,-1.194598682009146,0.38122469918671653,-0.23383700321358347,0.15189127670810026,2.0878895758560634,-2.953265789657262,-3.372883686561394,-2.300406106416901,-1.753223934179917,-1.9694299243554485,-0.3766372451844079,0.004293168200910592
2006-10-31,-0.31244900754942084,-1.068104296620262,-2.124218218612867,-0.6798667106947213,0.44402224854420597,-0.7492793642054731,0.24203115823630042,1.79349952413571,-2.4913304875685447,-2.809629461600082,-1.5593532598343696,-1.6343194500947664,-1.698760213637803,-0.36567073825472735,-0.15741999209763052
2006-11-30,-1.5729562431622075,-1.1923450807263962,-2.134739292161248,-0.07749922798125022,0.4231676341703766,0.4071336046356711,-0.03711669271757245,2.3828185655062875,-2.6002436418392927,-3.2156173562695796,-1.5195944633553298,-1.6895064635328887,-1.8457510381515423,-0.4907750958232536,-0.032765945362118916
2006-12-31,-0.4590399755596029,-1.062012745866335,-1.9815804190074626,-0.05836210971189453,-1.1045970573344044,-1.19049270854517,-0.7508496944033137,2.110273880214885,-2.3037854607590225,-2.877083893496438,-1.245527393460696,-1.8923250979426736,-1.791119883120966,-0.217949106600485,-0.12773244126941696
2007-01-31,-1.1578539380405044,-1.450124363718096,-1.944122269864719,-0.4618292746080399,-0.9356749278875861,-0.05766078576361263,0.10248268441368001,2.356544088942271,-2.214220166113225,-2.972891950970074,-1.349876382714144,-1.852869272516305,-1.9193545587541851,-0.4243432706209326,0.05162965496926197
2007-02-28,0.32679538725026613,-0.5868161142349311,-1.7218241474134062,-0.035361709634825635,-0.5188980798623539,1.3128341169250255,-0.07009452950333525,1.66663911545503,-1.8185167957536208,-2.3283747977287796,-0.8296744293090467,-1.5256745455141423,-1.673002907106305,-0.6931435529490915,0.026483262763258988
2007-03-31,0.1428330272461122,-0.3175955930422058,-1.616782613200095,0.06349406055835294,-0.4099310819242061,-0.12868499834896932,0.5495268542776172,3.9996954264018716,-1.9390550029726727,-1.9870069622712923,-0.4630129361832014,-1.4247589921121313,-2.281582017596368,-0.22120129692979099,-0.057634386388980365
2007-04-30,-0.5101381052199051,-0.018007784166717056,-1.489844027835107,-0.7371882977877198,-0.5329095179769413,-2.40835543579782,-2.035091142447465,2.479656040597488,-1.734516156995653,-2.0018829287452458,-0.43406942643613317,-1.3937969797635317,-2.1680906377608413,0.5994960808648734,-0.03607471117720193
2007-05-31,-0.3240155262821098,-0.3241616677080044,-1.3681845796933467,-1.01600809749096,-1.033660181358577,-0.5908753723963164,-0.8226868057149074,1.8172384448193462,-1.5227305161129217,-1.8695717357924038,-0.42750619702493575,-1.4401119119076027,-1.959005853394058,0.04480636536637842,0.08118545235507868
2007-06-30,0.6590302054778354,-0.08888137447596796,-1.0551832222410977,-0.378521076030661,-0.6862634378120119,-1.4915653024319127,-1.551210568916265,1.2141053244350264,-1.2599776862626664,-1.4565930451471605,0.06326488900850452,-0.9978961491101991,-1.1953554917250986,0.20676102142259106,0.0058116868203400476
2007-07-31,0.015252342442123151,0.1581918350370107,-0.9243182647262161,-0.6476815086818049,-1.306481382624277,0.7631382373656941,2.1812766368105345,0.9739649308629197,-1.0825352564439374,-1.2613118124808567,0.04088176861968658,-1.0261725570754736,-1.0025592121501652,-0.27905596394257365,0.06252984887999846
2007-08-31,0.6808111764874843,0.6073488099096012,-0.7451801280707363,-1.0020926610350558,-1.152035906686004,-0.4468594455857796,-0.005345779097514191,0.6730505818209059,-0.87916066295836,-0.9405623544604965,0.37863847289782065,-0.7498884903321681,-0.6188281634720372,0.16976215298086625,0.13635952151815592
2007-09-30,1.4045171305647937,0.8911482822978377,-0.5195918920142127,-0.3647189322777711,-0.5781887073032667,1.4355239470428345,2.0554825218691164,0.3079491746973113,-0.6159277468696598,-0.4455046925258817,1.1105383267951878,-0.43865955205530344,-0.16096171559470018,0.13710765460517838,-0.051360859672532955
2007-10-31,-0.4050555054482481,0.7625581718903676,-0.5133079750894672,0.39187194139693826,-0.5598223156452853,-0.825503150370073,-0.9840570407998724,0.2956479525080635,-0.568414696642609,-0.5191085319758576,0.6132310803324716,-0.44656006140713744,-0.21782250859438826,0.3262360874745073,0.06727969312285141
2007-11-30,0.6899830785486413,0.7683539248543976,-0.18360245556439683,0.38361861317151075,-0.6958604411214488,-1.0305160865681025,-0.821891771216191,0.08296996975617603,-0.38315288534557923,-0.22589480600795722,0.7396271321081817,-0.12587282796652277,0.4124092675605287,-0.08217718081717285,0.08474517664691743
2007-12-31,0.8583250677550125,0.5277550262183247,0.05485106574145042,-0.1345765694431032,-0.6233433987268396,-0.47837791262081786,-1.1405271315385288,-0.1499917700693479,-0.16144868209745217,0.13632367241715437,0.9676865050159523,0.08389953595181669,0.7809759975190723,-0.2298983826062108,0.06765322431842362
2008-01-31,0.6956313679158055,1.0369308677320128,0.48910707292100325,-1.6499076864593007,-0.6629641673351375,0.9529913116500769,0.9933552290010732,-0.3576953710487191,0.07247401707286956,0.4793729091166491,1.0004416594389245,0.5114438258129249,1.415206626157706,0.5949035950329135,-0.013983186108929072
2008-02-29,-0.04458357152738422,0.7043791923031978,0.4324498792356234,-0.6180060579493051,-0.479999805350586,-1.2575339116404083,-1.1553300985890917,-0.44313064555990855,0.20983907721760583,0.568353693886777,0.6111456472847553,0.3899875369222672,1.20055043533196,-0.9832519637140479,-0.04696015648706873
2008-03-31,-0.33262093420703576,0.15521472005869408,0.36316157403753513,-0.5031349859505365,-0.6633062392109217,2.23883052978871,1.487500367939543,-1.8492487377866138,-0.023065757876418753,0.5904554784728825,0.23679887377823766,0.39699308670278444,0.4315225987900908,1.3176709745511597,0.25507383120481175
