SAMMAANC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2017-06-30,-1.0121497125775043,0.007083913014823596,0.7549483996490579,0.34611081192370724,-0.3799885040572726,-0.8740626545235649,-0.9706462703291017,-0.9206921584417298,0.42045768556115265,1.203149716469661,0.3383577576252209,0.6592473656013799,0.5159300116080636,-0.8574542771478407,0.08808453410174485
2017-07-31,0.6267421133749207,0.41460266205781204,0.559732774093119,0.41231069494836436,-0.5311724034121611,-1.210881819396681,-0.4911134343300115,-1.4764665914975506,1.128313412594819,1.465317060508234,0.4898380274580982,0.5441188800839025,0.25812555041849006,-1.0707132476058245,0.03367624947383139
2017-08-31,0.14250451254864743,-0.13897537938853938,0.4450069817253746,-0.19893356139079071,-0.8265988728338721,-1.0956785055923444,-0.9961188799698245,-1.3860466774923437,1.4226661381450023,1.1785661956953435,0.336543591912579,0.5557290837356172,0.14068830310039107,-0.8998018968554625,-0.007225063386661542
2017-09-30,-0.2695832975753737,0.3141981636613549,0.4793649189475321,-1.00418286741484,-1.117898235247781,-0.4363648678675914,0.16273634659423067,-1.0560581010372367,1.3989298809738884,0.6807450317527195,0.007382616627347322,0.7248174833359666,0.19130324846632085,-0.4076221957361602,0.03044256670963099
2017-10-31,0.12962506874830948,0.0014736977760671786,0.6658161973908063,-1.5123767482988082,-1.1974995460758722,-0.7575028590026134,0.6075595196541439,-0.9857573437930394,1.5751268664429638,0.5729095380062876,0.026465619296638297,1.2481539108762327,0.30198532544938483,-0.8288436976525877,-0.031186559006429686
2017-11-30,-0.5542778424701451,-0.4193846297916939,1.2005699015645535,-1.2207745266823662,-1.7965786729190043,0.937837281944372,1.927457639126422,-0.5500258363600256,1.1585024641069346,0.10210008713839323,-0.3359407216396494,2.7825018413501743,0.8508514255157159,1.443398489058416,-0.007704881895053538
2017-12-31,-0.32181782785438023,-0.4521031972743068,2.273282382227998,-1.1473857512867767,-2.2115779433500493,-1.0216566645910063,-0.6840673512089998,-0.3367607849542676,1.023105044706102,-0.17189748427317153,-0.589283415808203,5.767711067581043,1.905824828038131,-2.17393295501637,0.15050238986456893
2018-01-31,1.3500288065680242,0.28682420727685354,2.1299081680297562,0.2860340538600008,-1.1260001294895783,0.29099700650553284,0.7497558427470679,-0.9348005844897236,1.9289414128241589,0.5547654909766782,0.5813006057374484,2.1260991450460898,1.4729028140588722,0.6509413808463722,-0.1035635555011216
2018-02-28,-1.3295302946512735,-0.2082617914666146,0.3934996300262129,0.8511754683132722,-0.4363900437813511,-0.7046196240005995,-1.4794472957570115,-0.22441771585789588,0.906832199058801,-0.3114378460216441,-0.5367243893436037,0.21485301556268052,0.23390010185810448,-0.6478058650208428,-0.013527106965679615
2018-03-31,-0.5087505598136266,-0.32126238411837016,-0.410816356260494,0.8783681805996497,-0.401163245917367,-0.8340163319830494,0.07129780696524739,2.045763418117136,-0.26258726304018537,-0.6121475892635379,-0.8674467490215076,-0.3426078450684904,-0.2517970782822843,-0.3683062836969254,0.05483954824768264
2018-04-30,0.31548044026480826,-1.0580152451817773,-0.2557921843058317,-0.09575791545792212,-0.27898937232672927,0.36021059304273084,-0.39627341734651594,1.5384773051454455,-0.03847902083639527,-0.39558130872753894,-0.3971066286808413,-0.26004233624679884,-0.11313748859186855,0.35433872951540124,-0.05044254487292358
2018-05-31,-0.8671672095924409,-0.6623477357723195,-1.0894567537438151,-0.6143640227299221,-0.15616272561488828,0.6429220936530532,0.7090806267138752,1.9212634701392566,-0.4665756976159053,-0.9328120622574556,-0.9868786998617073,-0.8234184611112196,-1.1091542391259457,0.2273981283862046,-0.08407028878198337
