TEJASNET IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-02-28,-0.32061159752453894,-0.5970057333805759,-0.26657544948025863,-1.5205748039596465,-0.8168451266297005,-1.129946769598032,-0.5057234380977788,-0.333312719115325,0.2719964163896419,0.569721860611146,-0.7257513362817295,-0.19445508521933347,-0.30196260836660305,-0.3246332797074636,0.0464028578818446
2022-03-31,-0.22521798289168934,-0.4202547751527376,-0.037227008482991354,-1.4651024576344098,-1.784677169878598,-1.0198663980029048,-0.23139384682790845,-0.1712422911272954,0.7286102247041293,0.4816408659479047,-0.6066850902803457,1.1443491757311006,-0.3029025121468622,-0.5609351864772386,0.09717242727645242
2022-04-30,-0.06413956625978053,-0.33300098377971243,-0.1780416691787993,-1.151410982325832,-1.733811679674999,1.7026969668475553,0.8570017879548186,-0.01752424869931239,0.7578743761385771,0.4324905423312059,-0.47651311321580797,1.0946737963647004,-0.37638818111674066,2.0087429430499535,-0.09354690432967701
2022-05-31,-1.1739847247741089,-0.7778483173410574,-0.24706657018435924,-0.5796303629354813,-1.4871808065948242,-0.8211122173517655,0.03407396487189714,0.13156832802375396,0.3277937214327062,0.4874448692098739,-0.9263009054125344,0.7412818069294015,-0.4434511934829241,-0.22549350342230734,0.051421700805713136
2022-06-30,-0.3297879893511375,-0.8778657584797166,-0.29746389827750463,-0.508117545266892,-1.446911053760251,-0.8688494003724614,-0.042728199399683225,0.2778123373858158,-0.3772489418533364,0.39799275099596043,-0.9448847143608864,0.9202577428329313,-0.5174834077205089,-0.2719847635068961,0.040529203823584256
2022-07-31,-0.33420504593092193,-1.0031901681206012,-0.7406476830744751,-0.6852192100023833,-1.401993746722123,-0.42591440904792416,-1.5784490684985162,0.42264252941943153,-0.4437832265557154,0.2825651320886101,-0.8690311624184963,-0.1407006035827953,-0.6511627991396141,0.19314428974543138,0.2709038309882578
2022-08-31,1.1665443337486663,0.24209904572404276,-0.8834228882662659,0.02454513604438939,-0.5978093278363639,2.2700753571565926,2.104473055380512,0.5656865506794182,0.3235654158682425,0.5413689961004422,0.12582527385101666,-0.9412061843933237,-0.7075318433585571,1.2406243319523367,0.09047730394539837
2022-09-30,-0.03727179771429064,0.4098421006538012,-1.1144743811038873,-0.07437427276548227,-0.5401542297054912,1.5451181193161017,2.0858661279388984,0.70416655933644,0.5070547802501247,0.5227920354816388,0.17770380175683723,-1.3027244702089655,-0.7656687547194061,0.6599225525770834,0.018013206240070676
2022-10-31,-0.46528629441067787,0.33866361175845167,-1.0084139488758388,0.020457383978638326,-0.47812534436355875,0.5193048623345395,1.1214503664435536,0.8361162975970375,0.32794122005864407,0.3090281318904554,-0.05880308143532411,-1.1479156524867373,-0.7587302025766864,0.46945824601352193,-0.04447494717493299
2022-11-30,-0.8116585469232087,-0.6936922544276903,-1.1266507141444184,-0.8455841457967105,-0.6405999045257548,-0.17531259828398021,-1.2327290546835084,0.9561783666616844,-0.2508798190415541,-0.1685387918902845,-0.5636072609437819,-1.3049527784197406,-0.7594045405987673,0.23003039291139898,-0.12651496150800584
2022-12-31,-1.2662566618340987,-1.3565399882353386,-1.186941013611898,-0.8112560776276332,-0.18182824118000046,-0.5279340430692478,-1.68305039504463,1.0591672019782965,-1.5573994299241687,-1.2216675261259433,-1.2150042045876295,-1.5136697587932255,-0.764326421048957,0.15078949884605414,-0.020437392562453163
2023-01-31,-0.5039322378604003,-1.3763092216930009,-1.1836757681144268,-1.0376222350841513,-0.18694538915579204,-0.7162867531892904,-1.3717010658649564,1.1275340513579748,-1.577395779510953,-1.65390348499051,-1.3143943591037526,-1.4772524641153073,-0.7307542476435235,0.12105879195373284,-0.013145228808718377
