GICRE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-08-31,-0.8703095678350009,-0.06000587536958044,0.4566393080841626,-0.2936470696295951,-0.6419151700316872,-0.5837265293716813,-0.11915391562566793,-1.4303782060973464,0.982612822842757,0.18268414339924366,-0.27785947849001424,0.8886498682090207,0.21809276742545877,-0.7473391683470083,-0.0328224391409376
2024-09-30,-0.6739324075272435,-0.5768437796280251,0.13701463421883775,-0.19106797691276087,-1.4419268985101477,-0.5655174585262305,-0.2106674690802827,-0.9423321293429213,-0.7828847312490161,-0.06371339265287464,-0.7944180959387241,1.3708642806017455,0.03946138949481838,-0.5887045237753108,-0.06906509711986009
2024-10-31,-0.9574313788161559,-1.5931602249765624,-0.24114530361745737,-1.6304497293722018,-1.1385652502554162,-1.4160707032571245,-1.6182129783081765,-0.5383513742198168,-0.9837355856186671,-0.4365504182967705,-1.396542769214737,0.4603127447181596,-0.26536168169756524,-1.054522626052876,0.07912554414570144
2024-11-30,0.26849552643137164,-0.8302485466865988,-1.2172350252622146,-0.5685417644328657,-1.0824931930433128,-1.2859849322150654,-0.9646817820633629,-0.793385775757543,-0.8583986729396819,-0.43936927386290014,-0.8923097841626287,-0.9539066972598131,-1.4499735901824873,-0.47882440937885085,0.10592342026036211
2024-12-31,0.5323064302463787,-0.09524892741612725,-0.8004912455815073,-0.2542343404809803,-0.911811429663062,1.2084638931507052,0.5776977923240054,-1.7949310785219916,0.8766482732094631,-0.28526614555560753,-0.22038669310649056,-0.476520164956589,-1.3614087065148583,0.45946853196375387,-0.07669996098303877
2025-01-31,-0.9645051601149697,-0.08250577132142259,-1.7222783673185054,-0.17413822333966486,-1.107325336895472,-0.484529398499041,0.8222065100576079,-1.2677882185325502,0.4343963698584337,-0.6962211227890523,-0.7199454632234102,-1.6121076941014474,-2.0000333051239183,-0.20780163423776546,-0.109161901449092
2025-02-28,-1.1776888049266923,-1.023000637776088,-1.9490038030675858,0.11328768844968919,-0.8410580585811172,-1.0215605830690515,0.4730276062561921,-0.7538087729565308,-0.0002856980768539477,-1.1734814995845468,-1.3627739247371107,-1.9403932609683985,-2.119479233954677,-0.13079950505114576,0.13234473056525217
2025-03-31,0.8403991387361099,-0.8598992534891488,-1.11383664340044,0.4698549436945051,-0.29785858859510783,-0.8557253449947377,-1.5789020594097727,-1.234833127733613,0.0954688360190374,-0.7928300413543603,-0.4001553088232342,-1.0823954695559168,-1.401346956336297,-0.3768729380684293,-0.009424465819798607
2025-04-30,-0.5219174568715639,-0.6105173241445478,-1.3080235549790644,0.29366181546571885,-0.4162097209955252,-0.724043761766874,-0.6201399334312138,-1.1995182784264435,-0.063349225938458,-1.180763023432486,-0.7340508135017544,-1.2698501613468842,-1.4896532445296147,-0.29385886420119284,-0.013393865388188854
2025-05-31,-0.5073166930620182,-0.11406325348999595,-1.4352974959491112,-0.3748503179199094,-0.46329923560745045,-0.6971885052787106,-0.034438391518038805,-0.9719184824613651,-0.22212010116181496,-1.4755168338624676,-0.9128283116691575,-1.4211934051783446,-1.5336978093612785,-0.25407150983959403,-0.0664191351609198
2025-06-30,-0.9539319028292876,-1.3098970822879301,-1.6659733281683704,-1.3263153616781096,-0.7333168070187299,-0.4190216498415438,0.23133208986347306,0.4123531465320347,-0.7173758159444095,-1.9252789257213105,-1.1937623484885498,-1.748411260824789,-1.6333989020226907,-0.141366253357803,0.01801155085970061
2025-07-31,-0.12296171825839355,-1.0351273817290465,-1.7569604908688912,-1.0220472557756448,-0.7622094692977768,-0.4038660863020212,-0.048291357348759965,0.484203663228075,-0.6920841170156407,-1.6816346278956527,-0.9056457851616899,-1.9444044689350322,-1.6771585790195267,-0.10215783799282085,-0.07545255305812579
2025-08-31,-0.9776293523784714,-1.3392097160403693,-1.62793533866485,-0.7946320929359832,-0.9423634096137392,-0.24793709980065132,0.21493253113372618,1.4882950399582633,-0.9041367810236712,-2.3279200398385016,-1.3934432481848928,-1.8503247778193668,-1.5662119212076464,-0.11773670824028379,0.013655817835109989
