CHALET IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-03-31,0.9079901974296486,-2.0175182175699327,-1.8441237473493712,2.827554502397954,2.8382073738434013,-0.44961562132424204,-2.2578752617377265,-0.7892514024163308,-3.8456490189157875,-1.7593446157836017,-1.080192674778216,-1.9280062251113974,-1.993406297241938,-0.19835670773445044,-0.03464033499004991
2025-04-30,-0.8002199510903915,-0.4647528991556751,-1.7680219324513051,0.3105385866299359,2.3994039902767006,-1.0133370935196426,-1.6135523178088171,-0.7581377575550884,-3.1560583997097194,-2.000010679019333,-1.2185342844690128,-1.797498075130633,-1.8537788180925807,-0.16359816742396097,0.14787749130518107
2025-05-31,1.3590845509624623,0.8465984578180459,-1.039832731097208,0.5392649617661311,2.769882085783097,-0.4312550154085542,-0.9801655548573706,-0.9124439710128956,-2.1331526748050407,-0.8897355894406037,0.12980918441395128,-1.3559914342940096,-1.3665037676981118,-0.30096674738664353,0.0041864951726640716
2025-06-30,-0.3076562032305776,0.14695184332482383,-1.0444560959194886,0.5189126458750858,2.0895088399625,-1.0570010970227677,-1.5283954497704277,-0.7819802954029021,-1.9146073384691815,-0.8473095309546856,0.2959677759213753,-1.2900655287517928,-1.2875330043953592,-0.3674356382353292,-0.012777284238379902
2025-07-31,-0.5081182082492466,0.3073728070154222,-1.1635214907808482,0.2948294919956765,0.04253028669466801,-0.4730580387259684,0.8191719797636835,-0.5478558252426234,-1.751015821136576,-0.9745947093949366,-0.09818735651110785,-1.2269696364658331,-1.2784351746146665,-0.2514092234165096,0.10472284467443481
2025-08-31,0.9204874547898514,0.04860148296683908,-0.7965674793283427,-0.3130932352207101,-0.11268410404666815,1.7675362522717115,1.6501038551676293,-0.5688471736840598,-1.2300535640429304,-0.06063493898464495,0.4649566328393313,-0.8940370761276172,-1.0586075348466952,0.23142383163780683,-0.06027825005711438
2025-09-30,-1.0061730196058198,-0.3582297078610705,-1.026520232825216,0.21795206751561136,0.0937660167922549,-0.6349347767149481,1.1982184367854158,-0.2980137624861127,-1.3052695830465688,-0.6635564350774487,-0.3311731900101555,-1.0813974767111814,-1.0974762092810715,-0.2720426402083954,-0.0015255533088371798
2025-10-31,-0.27424549982465757,-0.2202138620061281,-0.9397556946299073,0.1675515358145512,-0.06150296719313626,-0.7948725989262778,-0.5288416613094448,-0.1641119902473765,-1.1835118377495042,-0.5812564561161844,-0.5776256256399656,-0.9858564076147889,-1.0095217588355703,-0.3065117487632245,-0.06903047607471566
2025-11-30,-1.063421494137213,-1.4564990102339075,-1.0878765012581983,-0.9735112639335546,-0.6339702288654026,-0.6732645027463985,-2.0349223006641486,0.09121921341541565,-1.2316745315929056,-1.5570388868486071,-1.1365280335679815,-1.0961307246177465,-1.0378677363789397,-0.22575130102919816,-0.01804312018041192
2025-12-31,-0.3991847983299463,-1.0457723972211228,-1.2242861065507573,-0.9909568754757653,-0.6289763007666864,-0.47842114250506745,-0.11277288401495231,0.1990208640222331,-1.1034296976600073,-1.8738830930256622,-1.126319236802682,-1.235360834503289,-1.0729848366376373,-0.2042121689653287,-0.0007469332991123408
2026-01-31,-0.12253179542185251,-0.9575103030042085,-0.6395120391563717,-0.9118452347861672,-0.6090236283643455,-0.19743054052148362,0.5722696086158825,0.23673933038672765,-0.9630085216906412,-1.8510672184674655,-0.988335749417713,-0.6500772631699908,-0.7403928163506801,-0.19992989950330284,-0.07369244927409305
2026-02-28,-0.9904669890513296,-0.9463252581286352,-0.6460443528312445,-0.8324133051828129,-1.5259818743558209,-0.6185842591333737,-0.48513705885957914,0.4192566192889774,-1.0375304300269765,-3.5149128133565557,-1.2962647685979884,-0.48769493315844387,-0.7022852772125368,-0.20531033950801378,-0.042984749028734205
