GOAGRO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-09-30,-0.016828237965882314,-0.20814007525435066,0.8056116311005681,0.3100894338776258,0.13261978848419148,-0.6932636932014048,-2.5130084821625718,-1.1903445559617225,1.5678768592259207,1.0965705480729995,0.16267322157426756,0.5690491745442497,0.7000287549078023,-0.5264683751837658,-0.07526248450054686
2021-10-31,-0.9062305596165899,-1.2632408141592912,0.27572754958392365,-0.4261745185438714,0.2463169740081053,-0.9933503332231104,-1.8229722737499465,-0.6903344539189952,0.8176401935504151,0.5824124256461012,-0.7664204211832358,0.05672793797041973,0.30721721710568867,-0.48832014125393425,-0.11853087249428679
2021-11-30,-1.281367797194789,-1.2796061037950885,-0.2796917828923041,-0.3034141993953885,0.4507021798710691,-0.9786463399928218,-1.3823549651952618,0.0025028347447442986,-0.10622053489009342,-0.06247785533470409,-1.6148306304941469,-0.43789178760419056,-0.16448807557183304,-0.242684759384171,-0.018182319083190474
2021-12-31,-0.20790506055065783,-1.354565471969486,-0.5849441740224286,-0.644515863708444,-0.29064512475027915,-0.7752415131631104,-0.24959733019585764,0.16774491500177346,-0.19696585239511316,-0.1830264629460176,-1.3706689654090989,-0.7225053399315841,-0.46788106073826513,-0.1341618927523995,0.0326807843089222
2022-01-31,0.3261426938439855,-0.6348040888753096,-0.4282876552860091,-0.10396856901992492,-0.748445227762058,-0.8611726965546428,0.16226113909971152,0.019043526005065835,0.1166391692763465,-0.020034506000440735,-0.676197882445591,-0.5534354976452723,-0.311200066116032,-0.17838549135239484,-0.1415347063625982
2022-02-28,-1.4129442389529239,-0.7163233551131938,-0.5969057249048955,0.13576587878056234,-0.5435760218166343,-0.8475616827651258,-0.0677818379331382,0.937161549271633,-0.8733314020004836,-0.7306339549373131,-1.2909979754023424,-0.7396010012508819,-0.5060054242334997,-0.07830160298341528,-0.04898938720027329
2022-03-31,-0.5114147111741427,-0.866162239172144,-1.0900526135957058,0.1375474482674967,-0.6892138997248674,-0.5334731345377436,0.13760252226245814,3.084306103973245,-1.8025229073149913,-1.1138056165738222,-1.1434244724138252,-1.421006892008337,-1.3314015023453105,-0.009890089321703028,0.20977859935300788
2022-04-30,2.454404620913699,0.08054910983202002,-0.012681562814671875,2.3928456268929756,1.0510670090129277,1.832719080627863,2.6006205116601966,1.329374521110377,-0.46670982182308984,-0.05497179908176113,0.6125383243678184,-0.21133969099687502,0.2010834159389835,0.3219670992550564,-0.014219999538216684
2022-05-31,-0.2933535125433813,0.8255967948932947,-0.6352480425567929,1.4350158939226196,0.8049557953482468,0.16964793105179252,1.670358970241731,1.511117257026809,-0.7528352470272394,-0.3341408654385263,0.38545254890362285,-0.6154474767628814,-0.5764684924690214,-0.27082071184158607,-0.05879541143794652
2022-06-30,-0.8355233212319969,0.6927794242644962,-1.638012899084163,1.6161450346728858,0.9415992084918887,-0.7081831653228106,-0.6556879752426745,1.8379664910413316,-1.2920203970507658,-1.1789135072954353,-0.21072006138094512,-1.248616801645838,-2.02669432642223,0.07253962682199994,0.004330289219085663
2022-07-31,-0.028693497102506824,-0.7039798139389243,-1.945142414158717,-1.0317301781560277,1.037293090044637,-0.6582356686307652,-2.840874378832634,1.5699284891076708,-1.1648584413908305,-1.2739733221075094,-0.09365420126947073,-1.4547900223213386,-2.408594256604187,0.1445110454828928,0.024445877339635685
2022-08-31,0.23810561363252658,-0.38415867071963733,-1.2981393141714905,-0.6977979429344633,0.5286632687123249,0.05519347745754884,-0.4727869641954924,1.232111785629669,-0.8655413211229271,-1.0242157612245033,-0.008336632856134523,-1.163226969716141,-1.4505524989814456,-0.36724914590033003,-0.015549108484087817
2022-09-30,-0.2189042998592366,-0.00487026591128346,-1.3095756043506113,-1.2314580878244898,0.5014084509465292,-0.2927387942588596,0.4606383103196047,1.1450237246803476,-0.8590901728637543,-1.1605454640219515,-0.33324815676329883,-1.2114553390735794,-1.484537707254375,-0.13697178081585806,-0.02523295710965122
2022-10-31,-0.3064219719230067,-0.17821053100330853,-1.0360163027207676,-1.1088151432843834,-1.981349856097759,-0.5144072398168774,0.200784345688507,1.0982626722090956,-0.8872216539141893,-1.3373026608199041,-0.38547253660704356,-2.3723098740473416,-1.1477186511181126,-0.08660411400111442,-0.045541304889298063
2022-11-30,-0.5303574154187312,-0.6708836435245936,-0.711243393757112,-1.3687206843597912,-1.6802698067420858,-0.40658382320868397,-0.7326124687412212,1.1315619298930717,-1.0055918965752149,-1.656856772433776,-0.595749153338178,-1.2338953623206006,-0.7376636128542331,-0.22953972343382878,-0.018770982441323653
