GOAGRO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-12-31,-0.19188514731486925,-0.6496794398531739,-0.6845805175761613,-1.3677338718541678,-1.8022680172899963,-0.5643718628604427,-0.8099887267254665,1.0251682525915746,-0.9275094572042032,-1.5924266592490233,-0.6130165455094403,-1.4099747293006044,-0.7147121193092774,-0.1963245924742913,-0.04173611598455675
2023-01-31,-0.4352266633510067,-0.7272122583979758,-0.9300141245449663,-1.316423454226328,-1.7464247060897071,-0.5370142949716208,-0.323069086019364,1.0181687720932922,-0.9592099165824033,-1.6934706317114177,-0.7746610435841512,-2.035678981594689,-1.1076687424468468,-0.09282866464157916,-0.028253328439294654
2023-02-28,-0.2516985981790567,-0.5481624972912327,-0.47748062642424166,-1.3418542663178312,-2.141370589286454,-0.47964260087253485,-0.3923484170196923,0.9437697061200268,-0.8960632783711612,-1.6612615474816466,-0.7116362809858369,-1.386737139448329,-0.44364131460559036,-0.27977703699517575,-0.05938381185056187
2023-03-31,-0.6742068671439693,-0.8342512362929024,-0.4982196976002475,-1.152417856155751,-1.844219915942936,-0.3882166498716561,0.4711097832572443,-0.07560024741018256,-1.0858844360819178,-1.7537793185968806,-0.9172151139846911,-1.19871513202809,-0.3951478433745374,-0.28748724986749924,0.05938381185056195
2023-04-30,0.860181017725081,-0.049921127544520834,-1.0038731196048207,-0.10934586207154486,-0.9167235686081439,-0.6200108699781742,-0.14588597132167394,-0.3363368907440616,-0.651251228500626,-1.100641051699236,-0.07031806302238233,-1.2014793514317061,-0.9601329141932553,0.018873180052885855,-0.018319539921489894
2023-05-31,-0.15797353718777868,0.010239829089111776,-0.9380298862238061,-0.11258630988145751,-0.9222955735809181,-0.19906290075104183,0.27353481792256523,-0.31478415388806397,-0.5957676819924445,-1.031972891450594,-0.0743711241141395,-1.1794888411014564,-0.9183287303295433,-0.2817753579184581,0.053650977982310125
2023-06-30,0.8168120313847059,0.9069191497385162,-0.4361050985377967,-0.45246380024870136,-0.6158360274053053,-0.14071773272996788,0.03892835235359037,-0.6078638670404786,-0.24525239107979133,-0.5594297757413992,0.5759501385351418,-0.2632166218404132,-0.30401105320715666,-0.26719756941497413,0.0685666547419391
2023-07-31,1.1327852054308847,1.0498458925182124,-0.04927117716305357,-0.3406903758648925,-0.45420407837118415,3.934952871378894,2.1624293202135836,-1.0598757760113706,0.2388466882593031,0.06385303655556097,1.3581606479484065,0.23612804882556584,0.1446556218870172,-1.7791434181246342,-0.012841932903839098
2023-08-31,0.03088162761148358,1.4088364277764776,-0.14322224540347464,-0.42938811167262475,-0.4655880487616968,2.838586760170985,1.2848736489850066,-1.2301966103037938,0.4119264178000945,0.15734348159065992,1.2766873656913698,0.10382584631661834,0.04971292163590504,-2.4934626332518373,0.0011458931406478359
2023-09-30,0.18286545885762456,0.9392957662314034,0.08643585233240447,-0.36566945292121145,-0.776249505658827,0.6406456345554455,0.6972285788987868,-1.421680306494898,0.6577382584084875,0.40142134799136237,0.9534172437372809,0.14834725326863257,0.26900800218697907,-0.6453997863462592,-0.03345289181513626
2023-10-31,-0.3116059928499942,-0.06328599209986624,0.16330317211655654,-0.9070595352527191,-0.6571224165647337,1.3372949536750052,-0.19650875170275206,-1.3950015924068764,0.5083238532661416,0.10104229520992163,0.37454402574809254,0.2031162089159766,0.31275892169114494,-1.346776997371549,0.07645055013640464
2023-11-30,1.278214598033067,0.7641862910571992,1.699559041646671,0.0021143877825502894,-0.46285902424330916,0.40668362051979823,-0.5244738730469674,-1.8627100809403814,2.535161980360932,1.896329204761803,1.0530437924723628,1.7084639538240731,1.5472879592098723,-0.19436663062894763,0.10606835324364625
2023-12-31,1.6408393021177676,1.7697273487684928,3.2790009703265297,0.39461836288641317,-0.11529967682876298,1.7695746398684526,0.640161824910853,-2.164803936653764,4.890663722616671,3.7784219182408276,2.0588028347644594,2.7923648689626543,2.595301528770547,3.3823063375495246,-0.0028743395339565297
2024-01-31,-0.08578414233578868,1.9764051355985017,3.1057260283056674,-0.006440633841062031,-0.12090485407073956,0.2801895229113716,-0.1834104884981769,-1.8645675793821224,3.591208807469144,2.7962533533564518,1.46737766543774,2.788930667193709,2.5863697464238835,0.4475927023399985,-0.07915107806781074
2024-02-29,-1.168381578485175,0.21308604031365497,2.06282461349625,0.8264328200673184,0.27221443968293113,-0.015785295975027105,0.06547917371151213,-1.3302147132017121,1.6367878489736578,1.269220974263188,0.06537454811330931,1.7231709437178404,1.9529934612840174,-0.2646374781447002,-0.05308327252922352
2024-03-31,-0.8878631264390761,-1.4852789070233527,1.890199944956841,-0.37847618450101866,0.4188178773968253,-0.27251190097661865,-0.615223281299184,-0.15456743464375142,-0.22927071483995762,0.42920581367573507,-0.8205387618455454,1.559208347153878,2.10116449775936,-0.6329019147706568,0.1109608210594809
2024-04-30,1.6536585260247518,-0.32613326634035755,2.127368596735524,1.0949307784108995,0.6638097001855823,-0.8980724498569331,-0.3671026648607273,-0.6553327107263627,1.3603865559594792,1.8831795930688862,0.41462760223777145,1.5881811125775045,2.129199393100827,-2.0350609804746007,-0.04712840130888723
2024-05-31,-0.8856662922757181,0.027419392664661403,1.7103508739909055,1.13590012390576,0.7884797886760595,0.5800173461083172,0.321422493876784,-0.3316457601850686,0.6343166975963407,1.1664993723935522,-0.42746593874664807,1.3504770111442401,1.8023162276218445,0.8636177381579878,0.26306049374761287
2024-06-30,4.906927420395438,3.5700958245119954,3.3224595236245795,3.182766167323278,2.4844761914953106,3.1399285166635327,1.3466865150652163,-1.41813220652646,4.244917021581309,3.3597902298138753,3.846885979964787,1.6662342311337686,2.680915973983363,12.82910216240433,0.23184246352194676
2024-07-31,2.9338080164037037,3.995358297855258,4.055820431058425,3.48849262319466,3.0337478214689577,2.4490550379290372,1.86688352892279,-1.835268753534612,3.9332036684424767,2.9988430211961976,5.473630180521185,1.8859504514530583,2.7384375275612736,6.700535916108227,-0.08297320604392405
2024-08-31,-1.1956826050653413,2.7181149392885944,2.5453058547952168,3.2059045266802206,2.7115143457104423,-0.33562025731648676,0.025655424472806374,-1.247366825900788,1.9821168574623296,1.7007915688965187,1.6786201139686736,1.4489174566094192,2.1492312367678723,-0.3358421533892641,-0.028276608143455225
2024-09-30,-0.5032679858638177,0.44171607717931016,1.9881474338127634,2.1103778905608004,2.2644298317932794,0.867064121037692,-0.10797584942284805,-0.9435213473613449,1.414003335903684,1.2310189953378132,0.5728671511497758,1.2647174597045527,1.793470225322961,1.2482084368163469,-0.06654880975876423
2024-10-31,-0.9208016588479081,-1.4583409120406965,1.5804220855411484,-0.7184534076853233,2.2279112899637736,-0.5374744270014453,-1.463054287328172,-0.5822472755250617,0.8986188991853844,0.8088834875336678,-0.40796483207364204,1.0167090097369178,1.5733337458272785,-0.5567903297727637,0.05160539494958564
2024-11-30,0.40412102215213513,-0.5502767376339004,1.3012693241640618,-0.1283216749398272,1.8018560747717085,-1.373711968580017,-1.389658279247706,-0.6049820905943902,0.9468120444301991,0.7981683201639959,-0.4233732128881326,0.9114171079544894,1.2224129896725635,-1.4036318793991067,-0.009504756962952682
2024-12-31,-0.311533835382147,-0.4514627060821266,0.6289077839472327,-0.188597537809603,0.8742464740177096,-1.0503556502871503,-1.8044812277063953,-0.4389087090179401,0.7441850507981258,0.6126600531414418,-0.647838151827897,0.7295452979477718,0.6180710380869527,-0.7920173727817239,-0.018393975685645735
2025-01-31,-0.4144834566397231,-0.1774238229204434,0.5014097507811273,-0.632292609775311,-0.620256865519298,-1.0893225759609582,-1.1092504722598169,-0.25237271728274724,0.5375009382329442,0.42667398243772786,-0.5929331891772277,1.711173327402157,0.5127362759973891,-0.7637476134676683,-0.020415227556677504
2025-02-28,-0.450328281478606,-0.6670385704407061,0.7274499609068564,-1.29415910345226,-0.8440577323988085,-0.8380251069216812,0.5848467471053468,-0.058963575150622526,0.3421097342984649,0.24548378745058044,-0.6667382612852937,2.659366504014433,0.7515143474171548,-0.6520169135743571,0.05250209994851517
2025-03-31,0.35706749664065346,-0.29110077934974565,1.222232495537442,-0.5876123666232895,-0.7200232593090855,0.10979487486988464,1.1152974478616773,1.280312043272306,0.6671471880412154,0.28646163485596027,-0.21451943764914244,2.740853437550588,1.4961748743730845,0.3058946352340328,0.021720726627353092
2025-04-30,-0.03817511884852124,-0.07722821252191243,0.6515893506345194,-0.7177217257839797,-1.0506764837555336,-0.3689577141673245,0.9818665542390205,1.2181027031074567,0.6048644298970581,0.21669726597671496,-0.18840141533179233,2.4632298693294934,0.8080695169569269,-0.22758975201361226,-0.00971926375051334
2025-05-31,-0.37743423315367675,-0.02995870822790316,0.7901820157681059,-0.7980648593654159,-1.1493251814365628,0.3513980693959062,0.9858557280492602,1.4442604425238414,0.4104658592425546,0.04282121020442488,-0.3330267075927005,3.1462951063835454,0.9861768918068308,0.5043722291844862,0.02421927613526741
2025-06-30,0.0038159306288028756,-0.24073076025597917,-0.511264987296199,-1.0010083971221677,-1.1151410632587226,-0.8271505706984703,-0.8119213495335225,1.2703068445693741,0.3819315433467588,-0.01434036667315366,-0.20060645812994227,0.31023270553653576,-0.4836300095721481,-0.3822756491467891,0.08072164442566555
2025-07-31,0.6621363824138042,0.16678903226936323,-1.2604278365679442,-0.45568924723524845,-0.8896205914437917,0.13181615658415263,-0.05108357384370857,0.4702586362880554,0.6299168335773593,0.17824159885535945,0.3551951749140337,-0.9720599076037658,-1.328179215262059,-0.2751221046263083,-0.1348812848381442
2025-08-31,-1.7958986419578178,-0.6610205052863581,-1.4924001208610924,0.8059021900686019,-0.05853593294428829,-1.04163786745565,-1.3539729758540813,1.9910089615153093,-0.25490826640181724,-0.6324480201555953,-1.0040790542431466,-1.119782055307189,-1.6110147041701905,-0.2145183421318166,-0.07007409878514956
2025-09-30,-0.9425429665151337,-1.2391148144892172,-1.6718104634480504,0.7239639307152045,-0.049442388312149636,-0.6729094047572545,-0.2335065991587619,2.5876547513365837,-0.7517489928112396,-1.16033836884295,-1.4248216901113249,-1.2485143164223502,-1.8674189093415263,-0.23827677745363673,-0.039829417646054126
2025-10-31,-0.5770959474397308,-1.922750440148327,-1.5492988324255343,-0.5025169469970089,-0.12270988355276476,-1.063952595173565,-1.2161544565758247,2.623113938292116,-1.0975011683641251,-1.54027274530652,-1.4458754357651344,-1.1917343683896449,-1.7227464841621527,-0.20162371557860562,-0.10934717613426126
2025-11-30,-1.3024611638930932,-1.5987109642923856,-2.1341315651284214,-0.8024439782565744,-0.006643067156092705,-0.10112979385436903,0.45491212281138005,3.0624492902887472,-1.8569377946839023,-2.4454009483880026,-1.8736630661083984,-1.582531201127535,-2.6339313647128413,-0.36621584026701226,-0.04006540585821307
2025-12-31,-0.48305669922552164,-1.2867289661947685,-2.044407073884084,-0.6777571553381455,-0.18453905862431952,-1.0537298097053358,-0.3800526198947244,2.535655894705345,-1.955664309023376,-2.423938069524307,-1.6102200735338261,-1.605578297515,-2.4885459443608675,0.05455366438115696,-0.06818662396280084
2026-01-31,-0.7227618267906605,-1.3363477656299456,-1.9624227562328513,-0.7437233661594372,-1.053424515845344,-1.4110464951670583,-0.37468639534706727,2.3477414692241054,-2.025056806948408,-2.4470466238220405,-1.3830572731095525,-2.303589196597864,-2.434059763358546,0.33996703115310006,0.18230593801706088
2026-02-28,1.9012573532598707,0.36918062553169456,-1.1963136273849064,1.196561513141468,0.4674516935226374,1.7181386200867172,0.859957645198702,0.92150320694883,-1.0155876933039727,-1.2160830271624128,0.20226492102453603,-0.8499539004427354,-1.186521848774978,-0.6765069923941991,-0.054648760455931714
