360ONE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,1.6007908083878604,1.4792552595819595,3.081898782152022,3.261726537394138,2.2807746238714657,0.08464368455576343,0.5570142812566294,0.31412924382939583,1.5695297516802762,1.5689342923841576,1.7008177474995578,1.6648580669500184,3.2469204807960645,0.18598984028701285,-0.06219062934010505
2024-03-31,-1.052242183906687,-1.0691116655236517,1.9376871928466892,1.7157763577916838,2.452637857218283,-1.0978242920898302,-1.8330813388992269,0.6275385816352844,-0.010029471069973471,0.5693240813124328,0.033204364238772446,0.8223135018522109,2.994764974059249,-1.630519705009672,0.14887160889339549
2024-04-30,1.5167103862998186,1.4677031976577526,3.3720446092476366,0.9954418007339589,2.3543222727563946,1.9870138575314116,1.4533694974303117,0.2935052217710831,0.8129235793985624,1.0921445959729623,1.1732922760366014,1.9587892363583457,3.5242914819098736,4.519248989988537,-0.01012699335458818
2024-05-31,-0.3951839383620012,0.043139443850606425,2.741249115650434,0.6700602857823156,2.1471952925260527,-0.6886606217291633,-0.4745322774242218,0.20531585827380308,0.4475102674315832,0.6372730782677549,0.32416567532729657,1.8268651593338503,2.7226338136533816,-1.1282288882837592,0.23335982070398104
2024-06-30,2.39369552526538,2.476269191552731,3.5002211110336794,0.9468709651604448,2.0324019258867443,0.7501915371709738,1.3629513424405497,-0.2537138642852572,1.5066496212867284,1.368547986860444,2.770248138808867,2.687732268873522,2.4984635227905514,1.9346014318455842,0.14430062014356057
2024-07-31,1.1130667104389884,2.1387014037008583,2.782252717384049,0.8701783799772579,0.8728088180574022,-0.2915017621443251,-0.9634774414858552,-0.555042188808699,1.5203196987028456,1.2758429789739674,2.938640240055852,3.400666153460362,1.7531144577828333,-0.4200132151289869,-0.053792498689295386
2024-08-31,-1.0120397255509348,1.5614134751971405,2.4022234754228204,1.3654507284068715,1.1876167534223627,-0.14638876361680178,0.47828165165018943,-0.5952734019737446,0.6284688401205832,0.5149950290070734,0.928502649984653,2.3669954292753683,1.7878963799482583,-0.051447530443418946,-0.03162243986336336
2024-09-30,-0.7379784952234613,-0.43607223680577933,1.730721577007347,0.4762682185912959,0.9399717866438893,-0.8479186915588763,-1.0913735347311848,-0.6723646337119584,0.15553403876904864,0.04602385521236891,-0.19252700519227542,1.8348126411635841,1.390758423032638,-1.3921787298504573,0.04780028287434856
2024-10-31,0.14375495369946936,-1.0721929346299637,1.5696727365831198,-0.6982005900247102,0.7135475273679069,0.41443678245237503,0.2439373618634152,-0.8965743567219467,0.1465430815402096,-0.03700935921861655,-0.21957727887492492,1.8259958918425032,1.171334800585684,1.069866058791837,0.022262940296443254
2024-11-30,-0.16085886136236482,-0.4981911719402859,1.1165274084082026,-0.9453600141550392,0.5929186562827892,-1.1575349682405514,-0.8527391050997224,-1.0818295618760407,0.015945336071163586,-0.031261222257527095,-0.5484997538632023,1.3416376480925611,0.7569241221623618,-1.6649184626916465,0.11807695037839604
