GRAV IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-10-31,0.22204799998028948,0.4707859725461385,2.0180607301929148,-0.9696689759375913,-0.5088147839754834,-0.39592144330770507,-1.0848494406112899,-1.1955777282525963,0.9694388558420293,1.2737393138830402,0.6954141947748376,1.0668934486937063,1.5506245482846286,-1.7522004029736036,-0.2920970906608977
2014-11-30,-0.8205618561472741,-0.026724643182579708,0.5218242655483314,0.004641283033208077,-0.028088618788738858,-0.47115795208524786,-0.4439143929248071,-1.0003813614398802,0.7940252152901853,1.0120923966430202,-0.25208056042577925,0.018080588072605177,0.7907327722802866,-0.8190715774406422,-0.14497461984686533
2014-12-31,-0.3272507340028575,-0.45251060656249736,0.3414839568506453,-0.4091040780157629,-0.8382245542113423,-0.27630226021201937,-1.1438735896118022,-0.9119381132550992,0.8707731498208603,0.9620247849038814,-0.4917452359023474,0.23398441642057666,0.6792245506774138,-0.6141649262745085,-0.06153082939997298
2015-01-31,-0.0427664513299038,-0.5798799590604535,-0.10499886360438018,-0.7652234812183013,-0.9571455668340159,0.23630175952212398,0.5500667253223517,-0.9139456660083143,1.2434375215567306,1.0601153445965452,-0.4994621884355933,-0.1608408525827672,0.22753685973348795,-0.388649042971596,-0.22246381864954248
2015-02-28,-0.5390305654445301,-0.4434172230663276,-0.08889380365435168,-0.9968625791275312,-0.9487686121158492,-0.7843485738141883,-0.3587496772728829,-0.6334602426915702,0.8612117461375975,0.7214206974890609,-0.7323707486810215,-0.11617454479882719,0.23808314054879198,-0.429672145197426,-0.195775185779164
2015-03-31,-0.5450128591676403,-0.5360010981135839,-0.09502975363367513,-0.8816797561319462,-1.256335496176822,-0.5558393727142569,-0.25513355930893195,-1.6222010014762067,0.141371980797987,0.2649987906337603,-0.8459701825613386,-0.09769734970828907,0.21356893028275717,-0.4194078663959433,-0.005524875931969692
2015-04-30,-0.06190719808158835,-0.6267569882287204,-0.09997175301511338,-0.6069709313571536,-1.293757871312898,-0.1102036447824096,-0.17260743755716573,-1.4597281905087247,0.07896124838545084,0.17818347949188448,-0.6547349387883706,-0.05118589063687002,0.18474488350107196,-0.3902897589991021,-0.13630531950724786
2015-05-31,-0.6436394097205066,-0.6542218934580591,-0.4041995554710197,-0.7354590914842674,-1.4472352228957757,-0.9714827502325745,-0.40161629642682845,-1.1752922963840775,-0.335197707752215,-0.24592115691806293,-0.755062735815258,-0.76365974842688,0.011579224799403653,-0.1268638899388973,-0.019231361927887644
2015-06-30,-0.13752776463969046,-0.4269102436050991,-0.7044458117840509,-1.1007541794534907,-1.287304694313981,-0.8388963023275177,-0.8026285079184872,-1.063621977058277,-0.5092855044613673,-0.47854371201917045,-0.6587828348819085,-1.326560876293787,-0.1904875614898332,0.13502835018880377,0.12173064530468171
2015-07-31,0.5361919861556245,-0.14033234283965668,-0.6983565517523003,-0.3600328115513771,-0.8220789129975355,-0.13133730036774197,-0.26375197015555985,-1.0983345744783566,-0.30923010709109494,-0.3172485324250959,-0.16288412814651032,-0.8844321591564658,-0.22207421355003615,-0.16144895564413522,-0.2184981972396761
2015-08-31,-1.1764686901601178,-0.3899393620821646,-0.812686614905474,0.15193594288776124,-0.8129973815387777,0.6731824077802577,1.619195901804717,-0.7349375574044297,-1.034328251153515,-1.2461606312002325,-0.6572597318839088,-1.0086226959013205,-0.42174172267663185,-0.5098570660427236,0.01240051319845501
2015-09-30,0.032067447441841854,-0.30333441431282704,-0.869023043765381,0.16603567806282915,-1.0342562405897457,0.053592126025654045,1.009380298036471,-0.6339130765671833,-1.044439061845437,-1.306098091075512,-0.4878178919689721,-1.117935305199164,-0.5309115507069039,-0.19844079910047954,0.031198370855861333
2015-10-31,0.14261546187117075,-0.49811942845306323,-0.8845612243453796,-0.3157942575781583,-0.9173902380841119,-1.1299391659137217,-0.7479819796904106,-0.5807322011969404,-0.9926347454997666,-1.2707389886654759,-0.25456904393415825,-1.0791998089838744,-0.6044854029861816,0.4006042377672053,-0.07437054272107006
2015-11-30,-0.38525255703455336,-0.10702027128910521,-0.8250418470972742,-1.3944065985791716,-0.9934809842512646,-1.2157159939048294,-1.753051092126785,-0.25213469150817686,-1.1249286127170564,-1.489750299646085,-0.39933606092592827,-1.01746618552941,-0.6892194114098866,0.3727226321173117,0.0879300725067022
2015-12-31,0.5203485322574625,0.129010641614975,-0.7408909980429841,-0.9681439333671915,-0.808561296954004,2.312632351487764,0.9291423668738381,-0.31347355016933315,-0.7807330470210361,-1.036363719115814,-0.02862264195995654,-0.7959725158858043,-0.6377003009791584,-1.0496221764933378,-0.1292117314800061
