PVRINOX IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-12-31,1.2077362578990412,0.8163451592914598,2.223875752198578,0.0695579691931871,-1.0620761567908332,0.2282541836180515,-0.5577218054111046,-1.3130520622936106,1.6150537638383147,1.4607002097418074,1.6281621193065194,2.469989260401019,1.1401344325666094,1.0437581403894451,-0.04270053164687688
2010-01-31,-0.07624731088273341,1.221294951709356,2.2715202539857176,-0.6767388073366317,-1.175318673134055,-1.2675829365234186,-1.924888387088755,-1.2691067544712646,1.7569511188251845,1.656220211472886,0.9893038756456987,2.578787346348243,1.1961886008867173,-2.3466108852359904,-0.03233322754473588
2010-02-28,-0.06848585361669765,0.6525647130208412,2.3973213418379524,-0.4707786240151507,-1.1511932377599452,-1.2964919650457087,-2.405980971349803,-1.203296035126474,1.9340669855447805,1.6834558676462057,0.5571515381866414,2.722510886495139,1.3047788984259414,-2.713744286359663,0.024448521507077922
2010-03-31,0.20445542965245075,0.03458899671532258,2.520379728739082,-1.8191124151942528,-1.1873051282731641,-0.9997660717981154,-1.190766682263067,-1.4153937592555215,2.1499978809611715,1.7783280332165483,0.5152757967774979,2.8805433785648464,0.6400509101802795,-2.067078811433886,0.02876134351659395
2010-04-30,0.15610965364072688,0.1771377637674177,1.9753016271861443,-1.6519213068957128,-1.7384982456471412,-0.9947877730510957,0.5771538075853129,-1.2691767332290878,2.153133538563554,1.6975122752090968,0.3263505466892784,2.8385722641891675,0.6265897630006381,-1.69665913341727,-0.20345046181542242
2010-05-31,-0.9832730310126312,-0.36187519145345043,0.33472598995380376,-0.511258010583122,-1.0642170526645944,-0.9671303159144455,0.8291897118103861,-1.1006354043661744,1.1592071318711914,1.3233344171817065,-0.5730512700810221,0.2272923402567012,0.5323339946725648,-0.01580832677086969,0.06885983206350392
2010-06-30,0.3810974272731893,-0.26698448374392847,0.5522260743645584,-0.331959628177495,-1.8402107855929664,-0.4317308367868658,0.5640146386363807,-0.9605830727914352,1.4188195334235039,1.3671106984009358,-0.21851570691651398,0.8132514753218645,0.5388568960789057,0.14078504219868476,-0.030785709121938457
2010-07-31,-0.14650275840051533,-0.45329910209952196,0.6190739297131037,-0.4479586342494498,-1.685478553594918,-0.4069906764184975,0.6386806379122516,-0.832760375117745,1.2852716434275588,1.1832556264749052,-0.2881775758776315,0.9375572941376702,0.5276982149913864,0.09670166232189871,0.0769757606556835
2010-08-31,0.4046191920697039,0.39413831285536555,0.34106550310442724,-1.2365147171810242,-1.4131729982266639,0.47429702691744846,1.534835176451331,-0.7198545426630842,1.7662680664995305,1.2682348416970441,0.06975083396320551,0.4057872597789722,0.4939103848047841,0.7226709793960215,0.04649492541464115
2010-09-30,0.25081167724930403,0.31053565121787086,0.1419857562591681,-1.2176205927108887,-1.284975611345075,0.5564668252297682,0.40201079552931057,-0.6080717936782307,1.9064748858540184,1.2235366298222703,0.3014500159371267,0.09312337888792921,0.46905596803008415,0.6228957311068686,-0.035697858314731906
2010-10-31,-0.2134618606927335,0.2732699488005421,0.34851352277444525,-1.1072448605373089,-1.2555556701241892,-0.31902525410865357,-0.14842712904740177,-0.49334512013819004,1.439946428335793,1.088666921612264,0.15590184209014243,0.42397302766336276,0.46181251932537953,0.28288068509001674,-0.12083647314327374
2010-11-30,-0.8471256463957746,-0.4466338235358222,-0.1890395535605334,-0.7790752519123321,-1.5689175555718464,-0.37756270898698674,-0.8505058693894613,-0.4093740288020166,0.6490065271299944,0.7155496651704033,-0.5274170457495128,-0.3809002842192715,0.37524130421046314,0.3804288467681551,-0.011153299782706717
2010-12-31,-0.27812135233929197,-1.090511966001643,-0.5774343714703369,-1.002421313288804,-1.527262361135086,-0.7873792332336984,-1.304217713609429,-0.28448067066026705,0.5016832280527764,0.5854409380309269,-0.7475753395994083,-1.2157037446064098,0.27098582301770474,0.6322391944049417,-0.09812499339631169
2011-01-31,-0.8191993272615287,-1.5526839971524635,-0.6926147916161037,-1.014417025355158,-1.3193061044667922,-0.9069770192920521,-1.0457271421646095,-0.14862581881862952,-0.13397499668573964,0.16525802290681402,-1.264636574132003,-1.252036862536599,0.18462612676032653,0.7036017838589672,-0.19883100251951233
2011-02-28,-1.5381014472491579,-1.8245859731218932,-0.9189095584371992,-0.5319814058824472,-1.1095753666249548,-0.8383931528635934,-0.6932896687824244,-0.164350558834407,-1.2512457670604087,-0.7140367105967558,-2.0358093031896014,-1.4564192099296267,0.0529995732246351,0.8578375312781048,-0.027870114278165922
2011-03-31,-0.2889319822499381,-1.7066027711403402,-1.021862859409078,-0.5815843509642671,-1.3295379229992197,0.9246934093757059,1.148932610784773,4.648945206588147,-1.8225322721968258,-1.1959536947021308,-1.6856172446894142,-1.7288126183581245,-0.8019664694540174,-0.3959948121919616,-0.020910732875133595
2011-04-30,-0.25388476725541226,-1.3355781322742928,-1.1029561073505858,-0.4170250765940121,-1.267328703578612,-0.13282077601898076,1.008723102512658,3.947911708579962,-2.0902679760003577,-1.815313356765823,-1.3002984751079236,-1.6751093190434014,-1.0344914909395613,0.430836595524763,0.056021873964546526
2011-05-31,0.3170090336693246,-0.14507238838333172,-0.8498253992588448,-1.1962831538859302,-0.9170202574711221,2.1590922360352636,1.7855437039376252,2.910964160364192,-1.634250821521014,-1.5837852978788616,-0.6503047020259536,-0.9689822266686898,-0.7463474673468667,-0.7250528189677774,-0.07299149980554952
2011-06-30,-0.5971905790057475,-0.2899706859522286,-1.0291001295992612,-0.8393600977874122,-0.9107935619434394,0.10172561262813008,-0.06604119668564089,2.7184731767766595,-1.7931843229556659,-2.0929197526278034,-0.6338779880380377,-1.2014961618685505,-1.0701000477866531,0.2522774259461009,0.20786322031773843
2011-07-31,1.8000863130637585,0.9623279960302339,-0.7327396232163664,0.41450361842787853,0.2732706468550418,0.44127115740310296,0.5119016470655414,1.809521994462531,-0.7740403972947655,-0.7250391960901843,0.8921633046617252,-0.5783758324756058,-0.5462830844500737,0.22848384036661465,-0.11772241673720013
2011-08-31,-1.0202777936017233,0.07977071740493771,-1.0071394570919052,1.2301027942637037,-0.12958176699044,-0.7624900396998686,-1.513150875422472,1.98836856731926,-1.2747140060728095,-1.696105757981947,0.021881266276736085,-0.8963080544370219,-1.0102396754807845,0.8355087545278229,0.08627612463989352
2011-09-30,0.7617989370500222,0.924064935598811,-0.9612891506610672,0.9811957793926572,0.018366424884424436,-0.5240060329821746,-0.6412556421408592,1.549480694229299,-0.7428937772072808,-1.2988121519758238,0.5231514198360102,-0.8178378074015188,-0.8935806920271074,0.626715731089174,0.09113858387750634
2011-10-31,0.8415538732689319,0.3377001698098748,-0.7697297327548588,0.15723820477534411,0.09798621416321819,-0.35008549925446075,-0.651291943171276,1.2596337711483754,-0.2752455749275959,-0.6526896588973082,1.0036106629076924,-0.6236238681776953,-0.6086783357309667,0.4845908912995241,0.016313329070572365
2011-11-30,0.1119221711493782,1.1037198803150159,-0.5312147115889853,-1.22331917894238,0.2448429377562571,-0.12539815764267506,0.5295485067492461,1.1507137953755713,-0.16233295264843528,-0.5373943580232676,0.7916744991750386,-0.39285818900614466,-0.319346566620174,0.3783117466103573,-0.047794330862995
2011-12-31,-0.41817041263532173,0.3573033740819379,-0.5257684793856248,-0.6050413191547553,0.1666107954756913,-0.7311115705317888,-0.43972360802362337,1.1465503524267802,-0.3262751252442595,-0.7739827347391183,0.17261354865366885,-0.40067751035246085,-0.3283626559465948,0.5741652523355709,0.06752498131512247
2012-01-31,0.8746937903506431,0.2830584639546939,-0.18395283387640127,-0.8067288439669306,-0.880425537255094,-0.5188790570489362,-0.18504150477455314,0.9081331246884747,0.1507477458524787,-0.1644171591016125,0.7655370254945554,-0.03239982508927116,0.15687063038817103,0.3801511178491861,0.026312538929214348
