CRIN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-03-31,-0.2573195248707614,0.32074862279591804,0.8298761079635268,-0.6862226548546841,-0.9024918848663158,0.7122216344670106,0.6838861110344363,2.3325520664515658,-0.1734605406411465,-0.05639809614991799,0.35568507859223697,2.2522841047204767,1.3318362374907942,1.2219000152821065,0.0004806536982706546
2005-04-30,-0.37980785991657956,0.02890471214651095,0.12050412157217429,-0.4932620463677695,-1.356299746355465,-0.7098652633453505,-0.7726470046305323,2.3083322618584137,-0.31995989693453974,-0.28220304092186005,-0.08260404383286367,1.792626212985348,0.4150542061661797,-0.5642065052140981,0.031222971485146533
2005-05-31,-0.13800011586405564,-0.43473979915770233,0.26067554435782525,-1.3964937017021157,-1.477681220716481,-0.7572890484222518,-1.1446634066110903,1.9642650777669797,-0.32390369550855735,-0.47029949615348077,-0.2209103724770618,2.571156751243998,0.5646444200659179,-0.5768355301824186,-0.1107052083485432
2005-06-30,-1.2094071676841953,-0.9402785785312592,0.05346958316153447,-0.41685001698387264,-0.7706479102116801,-1.2686792453771891,-1.6319782591281813,2.75723963707207,-0.939250078015304,-0.9318040283517072,-0.9642303855803156,0.5776690676481845,0.5398687261917251,-0.9891150659597852,0.18258166864351602
2005-07-31,1.1155600508496808,-0.12008906044443085,0.7370688033036469,0.6811589564263787,-0.2921012433948859,0.8462433038448754,0.5938636157768924,1.2724748182979642,0.012069678859683705,-0.38711252046243777,-0.09812388558645212,0.7717241035978876,1.0156484399285013,0.9657104944772988,0.09503430142552814
2005-08-31,0.34746004337875824,0.14378115352942256,0.5286411697410884,0.7537082864871231,-0.40284824425396654,-0.653871269404423,-0.013664442454426448,0.6561489097495518,0.44028082187072276,-0.1872400846979336,0.24965127237591406,0.7073596206792289,0.49200864035716174,-0.6358276983636522,-0.06809232547010508
2005-09-30,-0.9305148455974734,0.28411012770815836,-0.44636988180542586,0.35683971923553504,-0.2277858825516912,-0.8058506763501598,0.5871644831617471,1.2028048321722729,-0.15665854098631285,-0.6089551499076621,-0.3566310251696679,-0.3907280965534065,-0.49187982881727116,-0.6479735854147767,0.08876792056440654
2005-10-31,0.32298670208399927,-0.14140465926154697,0.27612772826688436,-0.1940849217719184,-0.18224883970639666,0.20298369990921136,-0.40809902562847095,0.49143832405657684,0.29960209768049173,-0.27363617468870277,-0.030601571696606145,0.21335498106416734,0.15774139649663463,0.18338134170646272,0.1442841844007846
2005-11-30,0.7862919614084559,0.10216424322732454,0.4056009572499967,0.051278959437874715,-0.019411803967105644,0.9716107062559838,0.7299866254572325,-0.5529902731372139,1.033370991198038,0.2798610488433046,0.5633532871533974,0.16110361036007056,-0.07510567757796939,1.003565646524012,0.17438012475523904
2005-12-31,1.0802984622658522,1.2642710162863309,1.028171144352416,-0.9631540092167031,-0.49893773532094904,1.1256383436850286,1.0189890019564045,-1.8087737546458298,1.8477063459010912,0.8689971496209054,1.1623529432138608,1.4070602869714215,0.041575632403767285,1.5122122106622171,-0.03107876645961452
