JKCE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,0.15137352774188842,-1.0234030917784869,-0.7640476440596411,0.1721188920088713,-0.7300651164986366,-0.8206981845379135,-0.6081767617406367,1.2545224555371757,-0.6040363462044767,-0.3656663157484488,-0.9237937783145493,-0.9900708296175854,-0.43506059564302635,0.29588371315957723,0.04905615698919421
2011-03-31,-0.04127721370174427,-0.576313242662536,-0.7867180939434835,0.24373467594572834,-0.6493119035115431,-0.27253561329307463,0.8928959028417295,-4.838240068134466,-0.9003339269390458,-0.5796834486982153,-0.7093290611748928,-0.9815364933463033,-0.5347951845440756,0.21200685929225743,-0.10536051565782628
2011-04-30,-1.0774261759946495,-0.43940387316264784,-0.9019485611301198,-0.24063989103846278,-0.581886376809184,-0.27334930966062687,0.6386540689290502,-3.419122714105532,-2.067405046593441,-2.0883090290515756,-0.9060530195972136,-1.1006950689336836,-0.7233496910024808,0.19982922720944007,-0.10369829577464448
2011-05-31,-1.0400005736372615,-0.9401415563380716,-0.9642674031595054,-0.301828287148338,-0.48148930906253345,0.08287703397522984,1.0571597477949395,-2.0143947114954455,-2.7981701165311885,-3.625365871871669,-0.9975075729860072,-1.1449095055585203,-0.8391581957471457,0.12285255037066767,-0.05433435096332962
2011-06-30,-0.6195055040208459,-1.2912910497702659,-1.001656477666773,-1.5659892770212582,-0.4617957567086586,-0.1407126323785694,0.060014656248841156,-1.3462424339170467,-2.671906912457511,-3.5792220107897728,-1.0047820548084394,-1.1842071730258183,-0.8914327015723317,0.1707430450544378,-0.015814283065008324
2011-07-31,-0.19146040107840703,-0.9714384182240362,-0.9472400078588818,-1.1243217489046529,-0.7545370878208646,-0.47588579789707935,-0.17378853402121253,-0.9818318764482162,-2.1805837449346805,-2.8122641484359456,-0.9469658564929251,-1.1735430807442693,-0.8765833828058923,0.2091258506781969,0.00979713924498326
2011-08-31,0.1565465915254664,-0.38384434215283986,-0.9068683619358875,-1.3325970615512348,-1.0384037765757423,-0.0015132301728455764,-0.16102099553371624,-0.7587638286385495,-1.7501070750990717,-2.193917197713511,-0.71503637236707,-1.1888318068274417,-0.8530661781200117,0.1430614779011308,0.060351494783354734
2011-09-30,0.6848513036138444,0.34944094793667424,-0.8829420935585295,-1.0727635975387764,-0.8879118968957004,-0.04047411811493332,-0.1641355086951676,-0.6899731981848821,-1.267665141844218,-1.5067303234033702,0.04371654049243236,-1.1051559205018349,-0.8334245410359777,0.14600610316778037,-0.05156937224325882
2011-10-31,-0.48455944490707503,0.22600088154039594,-0.8850740739618755,-0.5984200891422832,-1.0921235442342767,-0.6071231363957751,0.043655704950116204,-0.3980683864354539,-1.2634808431670372,-1.5907926442910034,-0.05018822146364751,-1.1959163058979834,-0.8357204009241691,0.23291799355935083,-0.04759437687705609
2011-11-30,-0.5119172394823077,-0.15134528930387328,-0.8103694816441117,-0.3610316543574665,-1.6173066502434907,-1.0920836475693314,-0.5639088940798359,-0.16627858546473523,-1.1968661022060543,-1.5439061861121042,-0.2930934132882777,-1.2319015210056716,-0.7762637603823941,0.25340970064599094,-0.025416812984123183
2011-12-31,-0.17625288182728704,-0.6674068647582543,-0.7052444029425069,-1.577684200691924,-1.6186670293153447,2.3872889858726625,0.6276325586074428,-0.022628569353924037,-1.0584729169976894,-1.3709406048969595,-0.3601577817819179,-1.084826886437607,-0.6917059505035431,-0.20379747962974895,0.11491865119270107
2012-01-31,1.6653976411129807,0.4687455314474253,-0.4715178276846601,0.5351423672422768,-0.5559874205758628,2.243722933296869,0.8479929485851277,-0.15545614988788334,-0.6050714648852088,-0.7371226944293419,0.6538697503881947,-0.46926140123892196,-0.5204817226468748,-0.11048747347621396,0.2026345845925832
2012-02-29,2.5649670728764824,2.20892905547784,-0.2998750570050319,1.3058813678291907,0.9692952473605694,3.8144003584105626,1.9790591153447612,-0.3936794402087036,0.13168678644509102,0.16568531486248275,2.2811261276081183,-0.23827470411076962,-0.4030512673748099,-0.00435333696502107,0.1502822030493379
2012-03-31,1.973404049855075,3.302194974910406,-0.09196328694368035,-0.6751107561500601,1.5651586256213086,0.004378455849314414,-0.11262057471088865,1.7659278236674107,0.49105023193042,0.8768205465142713,3.264860318545462,-0.042024386226830863,-0.20368913668513752,0.24736905438739556,-0.16042354313459903
2012-04-30,-1.7940213713889075,1.2099215907677072,-0.008656583865973996,4.247091423910349,3.068050252158192,0.5449092225865002,0.15619626898835656,2.1952477022467747,-0.04928132604595511,0.26893370148516443,0.8940389288060925,-0.0016906839385293544,-0.14258727617348127,0.24952737695846683,0.06210107901597224
2012-05-31,0.8137683649667978,0.45782843643082743,0.680576862957581,2.2806620334981513,2.2663686347799197,0.6264429634339141,-0.6000355953962501,1.7153716549928457,0.34900398122948373,0.6889415341434573,1.0143151279840954,0.4454138905882301,0.5469223392026167,0.44173241212280334,0.0952168715604738
2012-06-30,1.1212695526386298,0.13667026830290685,1.4797010300683346,1.5043160209087438,1.7803308148962484,0.11521357958296467,0.24138572072497463,1.2782642353313234,1.0379509370034037,1.3165381662793303,1.218421387990669,0.9174340972081841,1.3193032822491224,-0.023983294204417367,0.28167651682819234
2012-07-31,3.018432435630821,2.729492224482293,3.4070948758644937,0.9124683167061258,2.5599250994149187,3.0446957707486146,1.222437544841691,0.5347805890416046,2.9542894172868777,2.57695841354478,2.9074147156215018,1.656103760142244,2.6194094629436346,14.351070580139167,-0.051528008624046495
2012-08-31,-0.5593229415258368,1.6979677528391175,2.479540623041304,1.9109641436474534,2.3225370726790575,0.9093008117715939,0.6305484075533127,0.6886929298050312,2.105477880334137,1.89121051272696,1.3556020020326642,1.3861463108070098,2.197396317742158,1.338485984718441,0.21962860920676536
2012-09-30,1.9154089918648378,2.1345613222773423,3.006459713471304,1.9067946045851125,2.3161216509819704,0.17995869859092659,0.5466137634074759,0.26240099636018593,2.842835412736989,2.2564496678635884,2.418592756187539,1.764846742070513,2.2614191041740317,0.34452158558134455,0.0
2012-10-31,-0.13748560588761083,0.599870947285437,2.7368972618042258,1.067099198822577,0.9963784984666676,-0.0717336079414227,-0.970617723785647,0.3208191710849787,2.141713769159519,1.790203521682773,1.2844867693194117,2.303123672402061,2.231336563803516,-0.20897608864816872,0.16763377713729571
2012-11-30,1.2884367503154692,1.5493860280958016,3.4023895939309137,0.426954081259614,0.9390242330373328,0.10708135613889727,-0.28730000764285535,0.09083698834105601,2.1979231590643953,1.7810237372992204,1.5706787250636682,3.0934769867163463,2.5380801404196323,0.40952300340620085,0.18981452370451457
2012-12-31,1.3645443356167184,1.2809888469632946,3.7554112324055904,0.17848383861575026,0.9276811974503162,-0.04961230310117109,-0.009042533389697776,-0.11958131763655393,2.076845001504827,1.6825471128464384,1.841572403777357,3.4162535308421225,2.5034840947517347,0.10201398126608702,-0.11797384059360652
2013-01-31,-1.2793151216711145,0.676788364499457,1.9405134385774216,1.4497741419198296,1.169398242952305,-0.8537342020345419,-0.5459199878089084,0.13911667715112153,1.2625373326880305,1.1495761714082053,0.38356995718469733,1.7273846593380577,1.6348215240467812,-2.5525340407700834,-0.0068933376520303275
2013-02-28,-0.38526780407993727,-0.1692864302337012,1.1056500318172575,1.0265608261573218,0.8961321777185567,-1.2713780109399262,-2.142506900495507,0.2155199198830812,1.0074942622208243,0.9325040925253086,-0.145329708258931,1.10928905602319,0.9264685850384142,-2.4866556248848593,-0.1805937624428197
2013-03-31,-1.808761119490407,-1.9493300463922434,0.2851740490117846,-0.2859612163302101,1.1763537995606224,-1.2045008169718274,-1.928643046736838,1.8817865671917207,0.31736162066753726,0.5428059505799225,-1.2776132756634815,0.3453328975823612,0.5645058916198497,-1.1308419314555236,-0.009841108946158078
2013-04-30,-0.28391019142205337,-1.302871392855201,0.5533096842906079,-0.04572219259401105,1.0887723772386741,-1.0280666504748843,-0.9545755779139767,1.7145411739691445,0.24084622562440494,0.4432134530096003,-1.3107618256873406,0.5465567767029074,0.9853732026612715,-1.2885926696270564,-0.10878974363256487
2013-05-31,-1.1156968921581154,-1.6550030353566054,0.15169805054289318,-0.30355095241783403,0.5367628760003476,-0.8589502389344089,0.4164474913010781,2.067973654762223,-0.009338450323108398,0.20446287276946948,-1.635907787741391,0.3034655738225187,0.5106642887599607,-0.7281681371247662,-0.03188551032141541
2013-06-30,-0.4963684327044496,-0.9695999792584348,-0.12180851652101986,-0.9293818413284877,-1.071322637862041,-0.9704316877088067,-0.37151054877290574,1.9310722640936495,-0.14074646200271007,0.06842893868956201,-1.3686230848081637,0.43070256342748897,0.10403909931548941,-0.590212535579829,-0.23011834412277588
