GODPI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-03-31,1.0973052195886124,0.529236659729009,3.176062377528315,-0.5383356783204338,-0.8027765962014575,-0.4199484653042202,-0.9081303756043829,-1.0361343152599636,3.3080521788415886,1.44990230318151,1.0070027397785222,3.238181183784145,1.3506033093887704,-0.6230836619552284,0.09093866397819585
2010-04-30,0.29115262857470237,0.7359431975590395,2.0747553057472916,-0.9792453056966017,-2.1336641025660517,-0.21001766969226757,-0.20834846242762664,-0.9668676664541427,3.0186033524989075,1.4579000283707657,0.8471338218342502,2.591672706331103,1.03124694635349,0.3354965855866189,-0.2481404521983504
2010-05-31,-1.0852835164262988,0.1721509574055738,0.30476824045211626,0.7889399931627684,-0.08195014967180485,-0.7206070263283028,0.5720749339538386,-0.8429095169571921,1.5249358674623898,1.012928570982083,-0.18933622821108123,0.22235854569995622,0.5137980345661934,-0.4068640194864655,0.05040163137706887
2010-06-30,0.18004570572160494,-0.2899397749086486,0.38196457562480934,-0.19934734763283338,-1.990563386307113,-0.11219020150922668,0.20311988114890786,-0.7973317059748929,1.5844803011838287,1.0504335703396492,-0.12589118849891076,0.4988995643870726,0.5391652309815081,0.26812782320360257,0.014303988098262754
2010-07-31,0.03141949843599742,-0.4167527881822181,0.41928608140054685,-0.5160818493130671,-1.8606982560222514,-0.3582763141334365,-0.2571173640388225,-0.745496814087017,1.5074888979734733,1.028683263539239,-0.17155390955053548,0.5554326553348474,0.5557715950768786,-0.029837300325144422,-0.14059771342255487
2010-08-31,-0.6003521240251397,-0.1900360667260732,-0.04395180117631428,-1.5361340027223649,-1.228153802986279,-0.850222383222424,-0.3012671608600161,-0.6563760573249128,0.9826718987376438,0.7997512123666035,-0.5447665549793856,-0.04489861715345572,0.37664363858430905,-0.238281597978251,0.006708218735118483
2010-09-30,0.019773451936847753,-0.2680458046220266,-0.2899201540497854,-2.0104888778947276,-2.7934415075133874,-1.2768296614502563,-1.5019106899162555,-0.5965560153595615,0.8991171954871495,0.7603135861252339,-0.4159580327839501,-0.2691337817283097,0.25454886432301044,-0.09528172867443538,-0.038953318151974635
2010-10-31,-0.2565563054599841,-0.40743129425674496,-0.19725441414798162,-1.9598988050232131,-2.758078721157849,-1.365627612535499,-1.628176367335223,-0.48688467339854646,0.6622701614743257,0.6072516577392092,-0.38629252338903786,-0.06316963097263656,0.2928808024144339,-0.28628856071428044,-0.13140569211460226
2010-11-30,-0.871052219431033,-0.5037358087492166,-0.3076862423116407,-1.8296726580988991,-3.13252124696628,-1.1765603535111906,-0.8245207783944241,-0.3289471463989217,0.18410917651533779,0.3072102153464725,-0.7189151819205946,-0.11785371676527558,0.21448596590237817,-0.06628553682665651,0.15204524541115036
2010-12-31,0.554746385298073,-0.3399343734126572,-0.5085080164307341,-0.6315194209218757,-1.9449755741141297,-1.075324644091252,-0.23934026989205825,-0.2586525686796518,0.5113474904539529,0.42476837171647264,-0.3119801798035141,-0.5744369860325831,0.04689635692395993,0.203815479398714,-0.21756575099141906
