HUDCO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-04-30,-0.2851371699749189,-0.1232450870916608,2.0427509737234577,-0.2014631503745724,-0.6298137052041056,-1.0050517691134921,-1.5178062381167483,-1.4840971669751777,1.280194205782285,1.4129008550825182,-0.09123182100275613,1.8669017718593128,1.802280314634968,-1.4310064479457263,0.1684366370747348
2021-05-31,0.9755639192917892,-0.0008655816083959889,3.0889549802790244,-0.018616843438424464,-0.5426964480338896,-0.2767442582007893,-0.48812734842571964,-1.7285892536566136,2.3669714180921333,1.937348746578813,0.612519041512611,2.7292023208877336,2.3011037907555933,0.618673782544581,0.07229709918050148
2021-06-30,0.3778216262119329,0.6721694040808467,1.1486007607883593,-0.4405695596171004,-0.6225911531712166,1.7063852823629477,0.5899830410743568,-1.6861187332106145,2.4742577476494785,1.86570704289301,0.736921884516941,1.0317486025471208,0.9297037685571775,3.4709315401251444,-0.15903219491405698
2021-07-31,-0.9723472346000603,0.23064841630976038,0.664127216986488,0.16649867799532098,-0.31002085608599994,-0.3552225619768673,0.6904697809042699,-1.2314412580444072,1.136760442347656,1.0623004769681834,-0.3322905541806682,0.39886478078770987,0.681783931824934,0.00035394263019778224,-0.0498404392721954
2021-08-31,-0.35201552119080565,-0.6071810182210039,0.35061536440016716,-0.4376605513754038,-0.5172451860343973,-1.0844882354730465,-0.6679707329036677,-1.0441716842420703,0.785407933222679,0.780017568353983,-0.5310350227651025,0.1785149018878314,0.4445895938104191,-0.48118904276463037,0.04541075318060717
2021-09-30,0.2188440435530087,-0.711621022428944,0.6672396948212056,-0.584341882603207,-0.6140055121813088,-0.9796455897754224,-1.6506666530065612,-1.0561182777741236,0.9455984793179613,0.8239527050571028,-0.3057614435101959,0.5152423532946381,0.6751852745763407,-0.6332289873594472,-0.050067339010558015
2021-10-31,-0.34657360657245034,-0.30752813892572406,0.5310720943393561,-1.090579976448964,-0.6410582605611042,-0.8169043327412966,-0.40577691045899844,-0.8991799055507622,0.650480423136724,0.5831198295258925,-0.6325748246463694,0.37815381855874625,0.5949411194496307,-0.4645844808937905,-0.09158317805246871
2021-11-30,-0.5409920999120308,-0.4257104911527777,-0.047382906134758984,-0.8874904678737806,-1.019002816722073,-1.569714955967086,-0.6437740764262784,-0.6781535837624927,0.2032077786678581,0.2460422029746666,-0.8806643757411642,-0.12665470979231566,0.1356260521466533,-0.5274067701598382,-0.0051282163669195665
2021-12-31,-0.014102804810761647,-0.5764529891162311,-0.34111452849631785,-1.1466820021506587,-1.1934344710945834,-1.3526091479707474,-0.7673908392663914,-0.6470961174009396,0.17770827750174342,0.1914154613144998,-0.557112018612146,-0.5394164865971753,-0.1278152608253112,-0.1639601163050072,0.05257781607990718
2022-01-31,0.2893705904608471,-0.16953113070612943,-0.40488302009598204,-0.7671386742403019,-1.2944842995620534,-0.8176778922552933,-0.4216040396924637,-0.7466753034223219,0.46096460055589833,0.32925420034410274,-0.15504898376615642,-0.6688720811949702,-0.176503598749743,-0.15738961487486364,-0.19459164938576903
2022-02-28,-1.1512757455973073,-0.5390296823535471,-0.9971403050805488,-0.15227903141019225,-0.7882519546804854,-0.9305382113547822,0.09842060830710676,-0.24009967709345617,-0.5017057415358914,-0.38159242706257596,-0.9748460492663269,-1.3299649741108943,-0.8086002801599621,0.32410490179534945,-0.03007745523727795
2022-03-31,-0.2216225193759481,-0.6781613449861299,-0.8605970002481914,-0.14616207796647895,-0.8470400813246236,-0.8347036982458719,0.06260112443809462,0.3709274897368705,-1.244347322000012,-0.7458025365756433,-0.8865258778627891,-1.1989492496533238,-0.7317270685992314,0.16306219531228397,0.07356256717701665
2022-04-30,0.39306955848889075,-0.744956684883457,-0.6961282120755544,0.023239281125121067,-0.5964997300579539,-0.6117249706492961,-0.20416733089287925,0.4225072992539153,-1.110984597179242,-0.7321569525947199,-0.4390910538307416,-0.8216805553890331,-0.5946810488986864,-0.10292907345004004,0.019663554908778063
2022-05-31,0.046526265217797354,0.11020440898619162,-1.0079804978837592,-0.9178511816445395,-0.5717242971979035,-0.6735336723617482,-0.11662165912801555,0.8697153628712991,-1.2770733417477882,-1.0151229418295518,-0.2744688675207108,-1.1370529997425358,-0.9910701899015448,0.06997789511458896,-0.032511697386627174
2022-06-30,-0.40943724954244337,0.037785471415800895,-1.2261115946374903,-0.8769164180364019,-0.5081502358242528,-1.2968978637369515,-0.5964374098778342,1.55776527359562,-1.484330744524347,-1.5626782448177285,-0.4715098838353143,-1.3005672920356415,-1.4125339195196251,0.7977324285095108,0.053159368280096056
2022-07-31,0.5734982646561619,0.044705214996076915,-0.8168590509825527,-0.9910854145691855,-0.44850462449523204,-1.5904289233362103,-1.293451259423536,1.0152843175490298,-1.0575220762912947,-1.0571098107963026,0.2061128276449338,-0.8434429182632173,-0.8328169776613733,0.34732231184371753,0.09975902550089719
2022-08-31,1.0349230929495854,0.5896061641678559,-0.4870929850270791,-0.5445800681523292,-1.218664777974996,-0.0010431009658409393,0.21054366878565245,0.07180662906744267,-0.3924156877453395,-0.19622051783475364,0.9242969341993009,-0.6009226847971827,-0.4052005546633754,-0.47085421921675025,-0.14007025130314424
