IRB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-01-31,3.5457790554680324,1.1200026331986213,-0.4458949436762881,3.0910437531846595,3.1244468063698485,0.48500025399364244,-0.5814735413997455,-0.4725685016886709,-0.3764372765059199,-0.3896955494447112,1.9844966807717934,-0.3999019625411225,-0.27437297102547553,0.28272748765510625,0.05292240145434253
2012-02-29,0.6044825555340801,2.5840929843785787,-0.22089124456297463,2.038226297673171,1.9243226854230693,1.6458333945937769,1.6361213330244408,-0.9272637215386681,-0.16189274486907632,-0.12856949265531217,2.010193380378274,-0.31273209520274226,0.03410288283261185,0.32688160935717636,0.013473661118964543
2012-03-31,0.23666620206695801,3.3283867207618023,-0.31457543528503873,0.8636830976721713,1.6295138699344789,1.1752032303628295,1.621382073686903,-0.8189789491014373,-0.31960223584707315,0.008714083686894244,1.729860586659245,-0.2986910142048127,-0.18773106010634522,0.054374556695170856,-0.08196282257724843
2012-04-30,-0.6133518046249752,0.16789169064254014,-0.05827732812700015,-0.6498344562287898,1.6605035728669821,-0.422739850037008,-0.37814400208287724,-0.3976624001986678,-0.3499125750730493,-0.17304806592862376,0.6925910275491116,-0.14235869346545965,0.17764630760017253,0.17239154591830544,-0.4233462821717632
2012-05-31,-3.6781144249270183,-3.0781507271039747,-0.5963934509231607,2.1539277377216477,3.627642303577234,3.015446651731823,2.1205352624978975,2.193883360525516,-0.8102536731390718,-1.4773426596832948,-2.506073138349667,-0.16787616039202763,-1.2529909465947648,-2.3698349450212883,0.12103122986029119
2012-06-30,1.149336684428211,-1.8608177569536084,-0.43421852490768126,2.6207172057960775,2.9059495474240604,-0.10287299922601453,0.23929773777991048,0.6683180233473198,-0.4734877212934744,-0.7997761284817781,-1.3163357217342084,-0.017963327309560472,-0.7908055337597191,-0.1680761058925176,-0.0031496089028963314
2012-07-31,0.19944486905963005,-1.2179360860029964,-0.40505209740784104,2.3579540308351183,1.4920271585609133,-0.4978731415378597,0.39241441468760896,0.40126155276240744,-0.35429433148079476,-0.6642915365009836,-0.8672655349922554,0.028437128840143062,-0.8050560795733555,0.027643744455060282,-0.01190018010110297
2012-08-31,0.1662612510176355,1.1332210023443086,0.2539670455434613,-0.669256632192786,1.2567616634293988,-0.4871655881012495,-2.44704933992997,0.21602115621419998,-0.24354935824956508,-0.5714568198408839,-0.3816820808086685,0.45170966089989695,0.07514923251079669,0.16472803110346337,0.19382733736322466
2012-09-30,1.6529627528273974,1.5018609627974195,0.8138328110836093,-0.13571023567017812,1.6463018554775006,-0.00576697864237543,0.02274747826625582,-1.3739735689729509,0.39562724067355765,0.478445990551884,1.7362147951425702,0.7932776325888046,0.831499455728512,0.1207506879051696,-0.2196978181485882
2012-10-31,-1.363497244214245,0.2723640098027031,-0.16896672727818998,1.0134380764602233,1.7108559475319944,0.13654257715623394,0.7112362944008642,0.13233292454605422,-0.11709952048642554,-0.5534089426774251,0.22730602845107797,0.5231827972662623,-0.7107862379230665,-0.21257080408310464,0.10339297936151559
