ATLP IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.38605773814690947,-0.08524962095666615,-0.27300207819641514,-0.7247211639812483,-1.281921478896382,-0.7164129755972952,0.943191536621701,1.9888899521690213,-0.003978340596665006,0.10488005350326687,-0.3986945058468506,-0.050789410983239795,-0.3634214118337926,-0.5003173636821825,0.23269570862267536
2006-03-31,1.3684089137352038,0.8785697904485356,0.3183374325067686,-0.13266086453971432,-0.5024471940291861,-0.5982111147770914,0.743279864413711,9.17024340589228,-0.3950488391542868,0.4841097598392105,0.7239681202915814,0.11707040766037638,5.1501581533966405,-0.5646185062421609,0.07552623868317929
2006-04-30,0.09894038965272324,0.7056577629486083,0.39285383016734726,-0.08011145317096288,-0.532933618661678,-0.6820313030016558,-0.14488334580626536,3.0054342389935345,-0.35182084485899195,0.4044288942234507,0.8246910969079868,0.21219648654206674,3.454471625580856,-0.6832769407994861,-0.12755906467431535
2006-05-31,-1.421547362083461,0.06909101224394257,-0.36570284769438416,0.8990921144619073,-0.23441313846141204,-0.6726807130498813,-0.42629781036111836,2.287836187106265,-0.7988470418339443,-0.014106845878188631,-0.43260509689786664,-0.44712930840522896,1.1275597626730172,-0.47228753995363865,-0.18456152304719659
2006-06-30,-1.9598390893759554,-2.3885250603572756,-0.5794137113093045,0.16346263401642835,0.5888986353192766,-0.8604425069421596,-0.855064353505844,1.9717285234847777,-1.48909681146367,-0.8237381747617929,-2.0246298386714114,-0.6621430297006986,0.9070612087665852,-0.4798348214331776,-0.10758134407023884
2006-07-31,-1.2020440538366504,-3.147459967049103,-0.9256738626495677,-1.484971700550321,0.5874455338759176,-1.1142251621731094,-1.7910325838099967,1.6276680096819762,-2.033328828609609,-1.8482779959865485,-2.624176621140895,-0.849484874031352,0.15844406726242638,-0.39752306245039326,0.08253059443978596
2006-08-31,0.30218348267862755,-1.651047255741845,-1.360451177607736,0.3259254819514752,0.7889659177751489,-1.0207545185912141,-1.8042279077936274,1.1259119167062046,-1.8739572879532598,-1.6529706547226928,-1.7625033508862147,-1.0883066052306816,-1.132282879602782,-0.21585597678410806,-0.022958469555907857
2006-09-30,-0.5073210575539191,-0.8077172778463616,-1.5278746349101135,-0.41495466767969785,-0.6152676421764649,-1.1814902838744366,-1.305029968000667,0.93123201210188,-2.027740200779647,-2.298355353473337,-1.465978772969113,-1.218946161216013,-1.5638800271160695,-0.12173632992283502,0.08841446021027333
2006-10-31,0.49473790606278817,0.14043288867498138,-1.2633396382900024,-0.9405723763270951,-0.46210947976431394,-0.9074275172866774,-0.005141030203214679,0.6262082760339779,-1.6230827208244412,-1.431056187053962,-0.5133144402342895,-1.028993302025809,-0.8527512854020767,-0.2396461806551017,0.09799708183520645
2006-11-30,0.530934944963081,0.24313647914872477,-0.9034038564651826,-0.7932615638086392,-0.2381729132935761,0.9434399729471544,2.317430195669324,0.36790400672021006,-1.2303928323912026,-0.6402760770935116,0.2968819613668417,-0.7771710727774945,-0.038191260087665935,-0.003304637555614638,-0.1250371745719034
2006-12-31,-1.3611301285602366,-0.18160770178142202,-1.065307183205479,0.44872757601727975,-0.7735690846417619,-0.8279524355564075,0.4892361408916725,0.4257617867830207,-1.7067717233967195,-1.8506845489063484,-0.5706566870930536,-0.8747210822008928,-0.3874873196486864,-0.32208289011672747,-0.011630542475007482
2007-01-31,-0.3064515224459228,-0.6474375356074719,-1.320201979257611,0.13048916178540382,-1.2142175860495237,-0.6627823231137443,0.05487159589986691,0.32231420120720977,-1.6910599113465432,-1.8989095402926452,-0.7098726297213691,-1.0921565854978768,-1.1023979752611526,-0.20894495922047762,-0.2233602125651928
2007-02-28,-2.042645872450846,-2.1890685233341842,-1.5219338971274456,-0.0459799665351549,0.16162314243912113,-0.4162655927885809,-1.5406309604793282,0.558493025980683,-2.3621343345707357,-4.063421531555463,-1.8865379673335314,-1.242534609106165,-2.2301248291024227,-0.05842937402743783,-0.07828369226835685
2007-03-31,-0.6636666508763568,-1.7047243777912222,-1.6979667317407339,-0.0755359888740381,0.21102031167067295,0.45862526850230256,1.2693969315645162,-0.9788705254450861,-2.287035769023272,-3.837836167809743,-1.933396472149853,-1.3778741900792242,-1.4989327553394454,-0.15764781850858411,0.023734833421040314
2007-04-30,0.1487701387495825,-1.3755939194074063,-1.5726328968412073,0.2630848114894479,-0.2581219183209868,-0.09951262093988575,0.5354303659669579,-1.0130674233570789,-1.871656052064656,-2.8475008474840537,-1.326685110732323,-1.3463993800909293,-1.3920808069002648,0.19748513346939553,0.0017147760703709373
2007-05-31,-0.0194303717143258,-0.2926551661839768,-1.3196386535276161,-1.4275297846121795,-1.2064128593858687,-0.12938984272339646,-0.2087238691989913,-1.0340297050526048,-1.566558964926336,-2.3027704053390576,-0.8014145593769769,-1.2526131514239431,-1.1727287755448559,0.16729262020977825,0.0073969042808848225
2007-06-30,0.0838434463552652,0.11695219086659599,-1.064584135279393,-2.2673252981253036,-1.3432458513560566,0.28099590682828807,-0.7440383826970586,-1.0539098711562171,-1.3480897850708045,-2.0040118521621384,-0.3891204284038442,-1.1378648354909513,-0.8962876237728381,0.29968201758048907,-0.1038499413524594
2007-07-31,-0.8725724716152844,-0.42614373822507645,-0.9972120372363275,-0.9167642959205597,-1.263949443833252,0.5110673626167958,0.40289129367735266,-1.006000604091938,-1.3166315894898937,-2.2670094068679543,-0.5878708192712992,-1.0962875584484513,-0.8553468146890524,0.2829053608908461,-0.07034148935824512
2007-08-31,-0.5451784636084324,-0.7067060919439258,-1.0914575032662712,-0.958882278001839,-2.944245161662666,0.16803183090331536,0.42885147776462595,-0.982166518541613,-1.207188400182768,-2.0499430708502437,-0.7538801853499101,-1.8458583420743397,-0.9882612772286481,0.36765117694852084,0.009402352678390334
2007-09-30,0.2639648538560261,-0.6365543605138688,-1.0656211354149043,-0.8867151370551838,-2.4959937689812426,3.2638414933285316,1.6865355808359692,-1.015254223363344,-1.0377753864299193,-1.6110607674725639,-0.504041714032915,-1.747987992262613,-0.8732626453224152,-0.6137753950652775,0.18776571223255872
2007-10-31,2.000407292636237,0.7993572548291893,-0.8673857953387522,0.8603131681877126,-0.5014024276047566,2.300425265404073,1.2687575951802152,-1.1508022727174538,-0.561309863245608,-0.6802279431781902,0.954606802592832,-0.7847672586077639,-0.6435806278257462,-0.11387579048055273,0.058634701245918276
