LTFOODS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-1.8713548070229657,-2.035799964975281,-0.9437110280815783,-0.17637742098442388,0.3041308609381232,-1.1923366683818986,-2.2519426791392765,0.7547682585663062,-1.7691142026199218,-1.0260527090510814,-1.7906062412743706,-0.7095020350672386,-0.6832941969600244,0.2894116316222084,0.10833092798699971
2011-03-31,0.6090009344828865,-1.432351865428292,-0.833688194889863,0.703082280998297,-0.39279357170564944,-0.5626178925074993,-0.1791493198032893,0.12008256430392016,-1.6824180270031517,-0.9220647947952366,-1.0631798384225923,-0.7439542365369437,-0.579824231560568,-0.04122752426834423,0.06748591867077716
2011-04-30,0.3031415418452251,-0.5260552998046747,-0.9783006442306486,0.811735620494298,-0.2258887114571145,-0.6514419394993414,0.2607817258255928,-0.04575889098907234,-1.5300530321411894,-0.9543390837608173,-0.5518282060817451,-0.9202999430535274,-0.7604754590384758,0.0032922434547707994,0.011450506787995285
2011-05-31,-0.06662371116426193,0.5309719444318077,-0.728203606315574,-1.3763013698260278,-0.2563840333722302,-0.1298476704756112,1.205864367728964,0.07502182127107275,-1.5793806339327097,-1.2846779648474873,-0.3077853232862607,-0.6908883959868589,-0.6466980577146927,-0.2342712569667756,-0.0525924501191705
2011-06-30,-0.4514266338724612,-0.12546252879802064,-0.9692966387419452,-1.1182782700051015,-0.2582859075424991,-0.7066525271145433,-0.2926393636333644,0.9500853470692643,-1.9876293414744624,-2.26147697521145,-0.3174504292207817,-0.978763939004654,-0.9108187272187267,-0.08752035692956275,0.0
2011-07-31,-0.06266301132131563,-0.36978219858566347,-0.873409833304731,-1.44459978083357,-0.48407785816142984,-0.8711613029123735,-0.3543325075419389,1.3374447806287917,-1.7683442850257642,-2.4589861212830426,-0.17361243116945513,-0.8897286491810725,-0.8347507918960134,-0.08409042412324119,-0.13010868534702053
2011-08-31,-0.936968670939923,-0.9613974124843377,-0.9701519564602241,-0.9229428578238752,-1.4540839730974588,-1.0508416531634237,-1.3860400037152356,4.590024487784522,-2.191460342957129,-3.5060014199520544,-0.8230338223857241,-1.234320526558578,-0.9936918962638138,0.02527909515877891,0.0022753138371356054
2011-09-30,0.1178032096176015,-0.6319869444362465,-1.242660542921656,-0.7346307073536356,-1.827554439567769,-0.8192241807657934,-0.6226369508892228,3.00532285430068,-1.907673112093938,-2.5026413693652554,-0.6927466243179687,-2.047817994301656,-1.282375150649983,0.17460919052865878,0.10558776256256495
2011-10-31,1.052178013953987,0.0711138965355408,-0.9700890253989226,-0.15940972391109248,-1.468114003759906,-0.8416339030208346,-0.7659791092911781,0.8793974255072341,-0.9503402591739896,-1.2533953523974304,0.40077452050418366,-1.3095006537517442,-0.9455513010910602,0.22926563645102294,-0.16649651564955764
2011-11-30,-1.3960233842900647,-0.10730044259664528,-1.119592273911056,0.23491870387531338,-0.8494180119957472,-0.8589583542684734,0.2933055916526689,3.698654270668524,-1.6130082043152727,-2.309770579796702,-0.9286609564861886,-1.3491651947112144,-1.2066945908866378,0.47919740274562667,-0.06744128079553253
