RAILTEL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-01-31,-0.33689767954379307,-0.6764147412170692,-1.340075403941856,-1.553520044361642,-2.4434003652708363,-0.6370849042247835,-0.13447426041022206,0.5232581817990133,-0.6203492008209917,-0.7464305555449592,-0.9607621999002502,-1.7267698054969185,-1.7419125194220022,-0.22643796499870067,-0.3689415664560357
2025-02-28,-3.3651768908161066,-1.9244257028029212,-1.6323233212015975,2.2866125221418763,0.8276830468105993,-0.7277467287904963,0.5180949080598697,1.4871771777976774,-1.3944479311561218,-1.4902840894796194,-2.031556904102756,-1.763967822184639,-2.2706174563664723,-0.12863244808207625,0.07335821833011992
2025-03-31,0.23186559841142143,-1.5133869868828806,-1.3545704791310185,2.459820042347362,1.2343628723218907,-0.49378792487972223,0.42099011471371767,2.2650856099746273,-1.4274939975419076,-1.47523525049589,-1.387526177754309,-1.465797725348238,-1.72724242595591,-0.22158448381645615,-0.021718194090545304
2025-04-30,-0.46569499663487324,-1.5820905102955525,-1.403473348920173,2.017283969700896,1.1702109317579172,-0.8679152483043077,-0.9967620494905481,2.6110314789941884,-1.6486441358130015,-1.7799374142835722,-1.2375227377712223,-1.496124111849986,-1.7731295179146715,-0.14871268456355644,0.29730460189614705
2025-05-31,1.787044346903186,0.75583941446674,-1.1557218853513158,0.8075087601879384,2.653104280494187,0.26295678465063216,0.9586886915685221,1.4380929685784658,-1.0052152155709604,-1.031424532443684,0.10965793277293745,-1.2708622895895905,-1.2744311505918422,-0.26968729715341533,0.07222437769966145
2025-06-30,0.1406806947937925,0.7061613662390521,-1.1735734859899245,0.7626137020429563,2.2834928392124216,0.37904504488564017,0.6834038432901218,1.3120861220329092,-0.874375056778489,-0.8646502407901514,0.3996208747916974,-1.262851235915642,-1.2626488194915775,-0.28239741517935324,-0.153197974753497
2025-07-31,-1.3224627793706334,0.25385327147399644,-1.3034805899994506,1.5857368024374001,2.1943800030957172,-0.9291367934916781,0.05240253106425697,2.190348416563223,-1.4937115515019672,-1.480411850491005,-0.28408339180272124,-1.3072979041404114,-1.4379374171797459,-0.11408731654343168,-0.11323618516410612
2025-08-31,-0.9555120402566297,-1.0953222691116173,-1.286779064864819,-0.006497062593495414,0.6537961311628905,-0.967721639950081,-1.9933856976414004,2.546466539205868,-1.794363975849763,-1.9530602155179662,-0.8352582265672229,-1.3420109413294896,-1.4512241870851603,-0.0344422987182346,0.12580816555215985
2025-09-30,0.7150091482358026,-0.8318672984667834,-1.0737480813000633,0.393902918241626,0.7018622248443394,0.19945681479578306,-0.6083598202417242,1.5488460574983112,-1.2828647198020409,-1.325030148570305,-0.3464048512201913,-1.1407252356149353,-1.0992408136402254,-0.1861728725209205,-0.011076703823174857
2025-10-31,-0.21352661085315944,-0.2568369542447402,-0.9429443501180726,-0.06684452665631888,0.6283096001846351,-0.9102245474648067,-0.4344762852896342,1.4804180605000432,-1.3177059110997917,-1.456906689625632,-0.4977326509643149,-1.0042383099322403,-0.9315255849895592,-0.05435301281737905,-0.08264956177196987
2025-11-30,-0.6856430136362887,-0.10435413617070191,-0.9305105452550744,-0.2581798413266789,-0.5418464305438511,-0.9505524452288984,-0.5081554294072848,1.6688095127992493,-1.5439238614092459,-1.9557896513043473,-0.7101088557337366,-1.0321362824833784,-0.9411115939837952,-0.018462275017391196,0.0919783659904728
2025-12-31,0.5980650076676087,-0.18636466162201973,-0.7937982659941951,-0.48986172221280494,-0.4649516822422849,0.12553247732530173,-0.0779939755307265,1.0311576310522241,-1.0493383188997243,-1.205163685201219,-0.040418933677062875,-0.8636319555329486,-0.7450919814112479,-0.09673487786731111,-0.05008288471788229
2026-01-31,-0.38333941174918074,-0.27864871480740894,-0.7731618016086268,-0.3897462957680896,-0.8069594471446874,-0.3652445608247723,0.6561463343633238,1.1274163459411104,-1.1531925834387717,-1.4270065153153961,-0.21037677953651873,-0.8644112470146512,-0.7520810193675843,-0.020682593165147627,-0.11932284534284379
2026-02-28,-0.8466470361679206,-0.3595714795752192,-0.49821568247311954,-0.2030194155023735,-0.7597591655018632,-0.09674937602933949,1.4420754166511383,1.6282199845162983,-1.604357615209352,-2.12714045784741,-0.859809495496301,-0.507724399029965,-0.3624641292703233,0.03175460508427147,-0.09684172025876038
