SRCM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2017-05-31,-1.1838417428630286,0.376318677115036,0.07515892769860306,0.7163016916174325,-0.23160017911268493,1.1184292924981538,0.4412674529563384,3.1493268300794166,-1.050008238860917,0.03626026069504202,0.222198001794553,-0.01425133826216045,1.1670895495405034,0.6850731008640708,-0.06017866090471826
2017-06-30,-1.043437753619481,-0.5670452393599962,-1.0233769276105404,1.0057029195537652,-0.15317647149165148,-1.2086352258129203,-0.27714996277813514,2.4005661963279845,-1.6368988273964569,-0.7041045216896618,-0.6914164736583598,-0.8993377408227831,-0.14094985713195157,-0.7701295562187517,0.09279046924983336
2017-07-31,0.9775268283562386,-0.7267954847869188,-1.0072424004457545,0.5977070922503411,0.12805453888391638,-0.5683579071158062,-0.027242887376773384,1.5499805516940242,-0.5425019076366948,-0.013269109662063008,0.024715474371120955,-0.924380710050019,-0.32090921259882565,-0.5075585493078374,-0.0558627244167883
2017-08-31,-0.9610161248452677,-0.615268568060245,-1.6976900861953048,0.49963722970736757,0.4522873217917401,-0.53490878992727,-0.46691480816325903,1.4277762973498438,-1.164505152690671,-0.6977883713306721,-0.7392186632435819,-1.3961062597759755,-1.335725872350329,-0.4281793236656333,0.05470086552723211
2017-09-30,0.43305833874004335,0.26569799194634336,-1.1605433915741572,0.1756610910518358,0.3881949593470388,1.5365059602990847,1.4774442633732936,1.03631256833092,-0.5338220620898694,-0.35071980078687254,-0.3006973986690359,-1.0355511950583698,-0.7208996983011549,0.006175652092358422,0.018677979976171658
2017-10-31,-0.005751083399746102,-0.32922662937245184,-0.8998024960020206,-0.40372108671192414,-0.43556637973325824,-1.221983739586986,-0.11715161907788896,0.8238139568148103,-0.3144645147422011,-0.36069413053164634,-0.05374620549051233,-0.7474709121227208,-0.45522378753336473,-0.8118556051821235,-0.09600797846423019
2017-11-30,-1.4594138090736486,-0.622530101792693,-0.9254648973153647,0.22924099518428742,-0.10963877115966361,2.6047943376851865,1.6872955152696874,0.9251664137355973,-1.351231416473879,-1.3992231174523084,-0.9910725335023848,-0.8078677587005306,-0.48261621116753417,0.4112099172173295,0.0497409881304504
2017-12-31,0.4045928752735183,-0.6393902885725234,-0.22984899535064154,0.19954792026826132,-0.22747805444971064,2.2804206896627526,1.3426410422987205,0.6404614150376522,-0.7710455561345292,-0.9777385271152699,-0.5701586139572431,-0.2651655937429181,0.4581645759114746,1.5130849847604142,-0.04922650931955296
2018-01-31,-0.8713557618831314,-1.1587069301987227,-0.8346629013984799,0.13880120930201847,-0.7254979501285439,0.7369468069625416,1.6766751667029776,0.6397736033279517,-1.3090864398297974,-1.5837389780955473,-0.9429329484054516,-0.6522574244222951,-0.44243543153907605,-0.1553871719737391,-0.03446124671263478
2018-02-28,-0.7187680109723191,-0.7219144178206723,-1.3626782464478142,-0.44527478242294155,-0.8050749184522455,-0.9466621296259718,-1.6283934651542713,0.5977809351019547,-1.7226197572799733,-2.14821489146613,-1.2287678933520825,-1.087010358101579,-1.2268782224987902,-0.7293535227215535,-0.02602226669062601
2018-03-31,-0.6240210132392692,-1.377993659682599,-1.9090882436861607,-1.5852022452393815,-1.1968035803594896,-0.63618039346733,-1.9520869337231261,0.6206620450261238,-2.99815482513725,-2.678408745378869,-1.3205133692336,-1.5964413361376297,-2.1206814131966927,-0.6697157848111329,0.04510990277898576
2018-04-30,0.5350266254885039,-0.5304961517406024,-2.100375764932777,-0.5987983011316867,-0.8721659824444269,-1.2770950333883269,-1.9100965730286743,0.35875852008822895,-2.0575148974449258,-1.744926187037692,-0.5406735873491476,-1.8248659738788988,-2.4941332082823657,-0.391470934084987,-0.0037369516412986475
2018-05-31,-0.2464389869554479,-0.23004609805809142,-1.5844121623092209,-0.8170217867309714,-1.740188750370778,-0.7824332526361857,0.02259165032282604,0.24921230807755965,-1.7382621859431364,-1.81928869679589,-0.496958411577438,-1.5097340262223178,-1.7190120196108385,-0.6703292251471983,-0.0818343349410156
2018-06-30,-1.444657939424567,-0.6383180993572407,-1.5646854661541636,0.3312191055977183,-1.5796718813983615,-0.4736176182509023,0.05129817368570101,0.37412170400368944,-1.7601928222142857,-3.3590270567675207,-1.050244543093875,-1.5342970282614152,-1.8001981416807498,-0.7572452606775879,0.08994678492247354
2018-07-31,1.3740399785683897,-0.1838703495047043,-1.434956414575382,1.1670021277067613,-0.2733108071207878,-0.18861878433335508,0.9737740740858349,-0.047056550811902687,-1.0665461607420432,-1.1689573550198302,0.06374307303436651,-1.2837321345158,-1.590320098570287,-0.8195313894093892,0.10624858701563135
2018-08-31,1.6595501435045168,0.9469900213532967,-0.5974769228886394,1.7798307761576442,0.7021773439848674,-1.444477524559645,-0.6063015577561787,-0.5167140190197346,-0.3929234523405841,0.6672112602975895,1.3748176384420052,-0.574899044924518,-0.3995012305142219,-0.9244471901655633,-0.11367113368942736
2018-09-30,-1.8108686933565417,0.796792361254327,-1.3177678911388304,2.321813151750456,2.175291901194071,-0.7985524325349279,-0.44255359413652595,-0.22694745819565879,-0.9399932978634561,-1.3163182946862912,-0.3030268334527794,-1.0425650037684158,-1.4536306524119538,-0.43714863344562177,-0.193718673647752
2018-10-31,-2.7902234367720897,-2.3537020398650936,-2.0308105381606074,3.1408442885510093,4.1542990109662385,1.0643912833427476,0.7689206468507862,0.5236946569749752,-1.7551149556563532,-4.198426113020529,-2.589484125627801,-1.3134831147294477,-2.8705969384345353,-2.117992073389693,0.16945715698097474
2018-11-30,2.2255877208519683,-1.3758546645299243,-0.8069432290841605,3.5885176138613364,4.706140675187774,0.32648153024373083,1.457510010724301,-0.4962232902182835,-0.5979246677999297,-0.9996837003006626,0.05925172123344538,-0.677522056992381,-0.7478586890719824,-0.6247477255126038,0.0444126013462429
