RELI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.2362838908981692,0.1300823474349413,-0.4721694777691371,-1.094655675091956,-0.785337937184358,-0.5968510369000731,-0.4058387573839191,0.2079634347317099,-0.2498521486842847,0.06152750150801255,0.19359089652755698,-0.256957898293048,-0.47038473335802217,-0.020060964572583145,-0.013880656323391131
2006-03-31,-0.054075230663643024,0.02170908856655822,-0.33326818525102075,-0.9882772978219118,-0.7291016487786098,0.17036834961067285,-0.38888966257203583,0.09108873817657759,-0.07976427754293959,-0.07294467822119294,0.1798324575059486,-0.05175484964528522,-0.3231649139076892,0.25287206852751903,0.006111741307785642
2006-04-30,0.13167300317110633,-0.1242204799685176,-0.044233911410283655,-1.2456301544439066,-1.1289155528795065,-0.26827410766140997,-0.07292470156236915,-0.38988700917658,0.48882041377757685,-0.11725476093998984,0.11827052233213735,0.8443585155797403,-0.03627994877945147,0.3049848681463874,-0.22275772925461668
2006-05-31,-1.8372747693402651,-1.192964245717139,-0.6110764423912673,0.3633025833708888,-0.3637024914419064,-0.8205846337102496,-0.12028307816262616,5.505034691235451,-4.521101452108794,-5.234843736193623,-1.8710678921867117,-0.4986142949640708,-0.58817091654704,0.28470218846020834,-0.08260070874649693
2006-06-30,-0.8727537290152859,-1.7972124519255102,-1.156564129606008,0.28518992648606467,-0.34278230149138117,0.32413056551566816,-0.3377120072301009,4.4481969179210115,-3.8384896329169935,-4.166255820564412,-2.403766560014088,-1.3284070684984903,-1.3314279003911982,-0.055455045685056166,-0.001655172791668485
2006-07-31,0.08376016240250037,-1.85059572288777,-1.035905125837893,0.40353874013737895,-0.44100108615699185,-1.5934460961170736,-1.0623671946953772,2.783169420710954,-2.594369669918056,-2.9455332472612774,-1.6743441390179732,-1.2106199580062351,-1.198235096713491,1.1244872808854527,-0.032094316538158106
2006-08-31,-0.23785519435351887,-0.5939186302953052,-0.9720644941323624,-1.086622853949998,-0.38866960751716273,-0.7659191696648187,-0.2166308997143645,2.3537204543990486,-2.2141120252561954,-2.603593646271732,-1.342300834755867,-1.0299727258327338,-1.1673041494032395,0.5925813279348978,0.10018120071325232
2006-09-30,1.3468175773697648,0.6854889775363363,-0.7454483062953581,-0.2985425684398103,0.2858064359006108,0.6866904209051509,-0.10808992821302811,1.0049955186737944,-1.0858675907763087,-1.1022895382841702,0.1603307234524492,-0.5241459852908358,-0.7640896872667449,-0.4722249163084805,-0.004446060159576274
2006-10-31,0.0740026239574085,0.6863731245007375,-0.21465594792313172,-0.28134705346275096,0.4556856429860819,-0.24013151036182565,0.6549163193803837,0.8817947145679579,-0.9441283886368922,-1.0096219998333489,0.6360479491410872,-0.08809014352965445,-0.16733871064606556,-0.020759856997765887,0.09115648743563128
2006-11-30,1.135866354691817,1.5215051724900603,-0.34284496824187904,-0.5794938557320486,-1.0218682760219746,0.9962430592912617,0.49216439007996116,-0.007428582499788723,-0.04317775712779351,0.019038182168446414,1.561810525533563,-0.383551916765958,-0.26447512933943057,-0.8941424960469542,-0.01621244741552989
2006-12-31,-0.1536808544128864,0.620668508590541,-0.5131465399354372,-0.5623847086471044,-1.66256868494039,-0.5684173073911375,-0.7304335559598542,0.09307825690194067,-0.15276159521270816,-0.18410852525368107,0.9706659585193765,-0.7637093621866651,-0.44563413328979445,0.019157128299707983,-0.012674931430529095
2007-01-31,-0.13927168918295638,0.5062665832497079,-0.7767834869385136,-0.5187749027461732,-1.4854722578094677,-1.032898790864124,-0.6073358838114221,0.14388798730566754,-0.20637198498241016,-0.3280764536965414,0.5269620638550097,-1.063457718842962,-0.7276546471773895,0.5710798364083195,-0.0681933581046564
