SHYAMMET IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-05-31,-0.6217960514034547,0.1868205318619641,-0.6945557899212023,0.44312901590042786,0.21587649781675147,-0.3357431824451119,0.8389682072835116,-0.8806959297668795,-0.32663558201735843,-0.7926765958428327,-0.3875666751395732,-0.7079806231971127,-0.998308253294642,-0.28812874885403794,0.03186730117304823
2025-06-30,-0.11109475726052591,-0.6141489421260551,-0.9909078293011998,-1.7821547001105384,-0.8404510536530224,-0.7880687228276948,-0.6196932040837295,-0.9994524960448533,-0.2853054210151695,-0.979112680077892,-0.3823231574226986,-0.7905500672019642,-1.2573539830126992,-0.46988368107902967,0.12531181269795974
2025-07-31,0.8744066274093377,0.05847442453074555,-0.9126794132425723,-0.4279255132307613,-0.40340981014098315,-0.14106325178136853,0.427510705740952,-1.759975904407063,0.6661145654057757,-0.38991876974974005,0.3477036458733537,-0.8034778224521056,-1.2094945449865417,-0.18475253515398984,-0.08599830831824322
2025-08-31,-1.2169753653615285,-0.2558329437085164,-1.4186100009918425,0.3795611931302672,-0.20625196240658114,-1.0218900717494908,-1.2420549875406062,-0.596160134227446,-0.40281745134390523,-0.9610624392188069,-0.6640066458883755,-1.335840180431567,-1.4147929010527946,-0.33617964816844786,0.008798033216238534
2025-09-30,-0.18588381441613827,-0.31824033282172703,-1.6398104343102098,0.32791546725496196,-1.4878242267282304,-1.0636293781015993,-0.4708466471428167,-0.4832375296394232,-0.4303167311447393,-0.9220590573864589,-0.6261341463435018,-1.5430221194995892,-1.492086131635954,-0.11925665826588928,-0.03958867748241556
2025-10-31,-0.7007762394317386,-1.249760054186093,-1.438861439481152,-1.13717830002061,-1.2501533082364455,-0.7221749928014929,-1.123926573475346,0.01645740524904271,-1.040571780898994,-1.182260435086744,-0.9408305863217767,-1.3336646228207416,-1.320285095551866,-0.07602686169585081,-0.07563822788222187
2025-11-30,-1.0376619317042903,-1.0986486802437825,-1.4809071200908772,-1.1714560379057999,-0.8881418205602776,-0.5062005766288465,0.41800106962635514,0.9903321040469825,-2.160085231031185,-1.8621832375158958,-1.4420498946179083,-1.4265838846732286,-1.3103537185421201,0.0017013886752868114,0.04063030641096624
2025-12-31,0.17318316380562693,-0.8721654432597401,-0.9627384489159785,-0.7153966369258803,-0.8102135189504552,-0.7660531621466045,0.19023700823500728,0.632743892666879,-1.431490885997888,-1.3345657377915807,-0.9805336455672131,-0.8308221370345238,-0.938581484068512,-0.20872039038427256,0.01009457483247308
2026-01-31,-0.028270579087506013,-0.5161034983545736,-0.9723674580214013,-0.6320770998986041,-1.89697901760675,-0.5669442095473306,0.014885628119505534,0.6136463329177182,-1.1552728489330393,-1.2884023877746693,-0.6319179198259658,-0.700869322717969,-0.9227487412813141,-0.032230221749309396,0.004718776050867256
2026-02-28,-0.041072615781844304,0.07954675138432263,-0.7076115211012872,-1.6314467015281218,-2.0641101999625886,-0.7612634136650055,-0.30778296942268374,0.7015542265634938,-1.0970585484213051,-1.429024865602591,-0.45012357159273786,-0.0904016064474801,-0.7259408346490609,-0.036838968357428295,-0.06284287714163946
