GLXO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-11-30,-0.06435580823765495,-0.6512730853120758,-1.3328054250142796,-0.636888367872204,0.6966049346599074,-0.7294838815734419,-0.28342291320209095,0.23251455099307575,-0.8086806625269336,-1.583851513032171,-0.27268420658536374,-1.297587225712312,-1.2428509388727405,-0.7248344916815588,-0.006752960789789449
2006-12-31,-0.29550161784938334,-0.7426688927065568,-1.4223374938070905,-0.7622146821783389,0.3499139689762033,-0.6608612201352038,-0.24775095094397143,0.6504187189928244,-2.0041385947569643,-1.640339802474773,-0.4593141100943163,-1.298313690008357,-1.3729022574154568,-0.6647133674535806,0.0041189047042532
2007-01-31,-0.1485693342835451,-0.26498899601285114,-1.7886304847418253,-1.594691848650026,0.1965908302918253,-0.912613569213339,0.03973281922478259,0.496544381663959,-1.8391088149005725,-1.5703963107075551,-0.5886608916600885,-1.5180109019679946,-1.888595375229635,-0.5060263599079435,-0.005719552189362213
2007-02-28,-0.31283075014002987,-0.38823001000636587,-1.764955784839684,-1.584926619166542,-1.5083401068351376,-1.5810786506376056,-0.8182774666613413,0.4325746790871852,-1.775678023036648,-1.5996809142088726,-0.5631842602189616,-2.0119681471575674,-1.873769711908607,-0.2105178126808187,-0.036128436044312436
2007-03-31,-0.6447306989301783,-0.5589434510360243,-1.9928701421943011,-1.084044991201608,-1.415956617787548,-1.772654582171285,-1.2775668719100612,0.5093576057035405,-1.8278498977830129,-1.9191424828945147,-0.7162010894393641,-2.5515349295949967,-2.2202153563674742,0.3109493024658718,0.044328296721214536
2007-04-30,0.3016933284499564,-0.33113343620956187,-1.618005603326361,-0.5591413099486082,-1.4431483644342595,-1.4833794044975752,-1.178745042543245,0.20667484411828776,-1.572934022661502,-1.3958277706900066,-0.346324385444663,-1.997958860977587,-1.699373792296643,0.03528746445184799,0.09238135980681525
2007-05-31,0.8371176035964311,0.2514811766892378,-0.6145817512896392,0.000766173161277264,-0.8336731215474582,0.7419134937913499,0.7781522676524404,-0.2622580933103347,-1.1427427797296223,-0.4028999650068384,0.33805954906462915,-0.28327390755760684,-0.5020030537797258,-0.2546131477925663,-0.011325929971944466
2007-06-30,-0.38437823385358116,0.38031105500810913,-0.33583842675572884,-0.3233784226746,-0.802899339045057,-1.0662555460646008,0.22236431912486532,-0.2471565572926566,-1.1748173973830187,-0.5786225244240237,0.07035436746892086,0.034125395474389364,-0.1868604804437657,-1.1051055832667094,-0.09395151282054708
2007-07-31,-1.3068927885861277,-0.43995568350139636,-0.5196103031389155,0.6398519336353323,-0.29712403893247846,-1.8351672855197583,-0.0863088600754052,0.14449837768039414,-1.485694849703663,-1.82914999212202,-0.7372657942786893,-0.3548551062971166,-0.35884506048749537,-1.1390495801012628,0.010843853031398624
2007-08-31,-0.004698249849993785,-0.879043612389237,-1.0446973373093091,-0.3402845338134686,-0.31938463266388967,-1.574505648793653,-1.8124890247590868,-0.01610116916308652,-1.3054222228287,-1.6348898270590122,-0.5916267628687175,-0.8021208663905911,-1.0473352319925013,-0.22278851650344186,-0.043616369876038764
2007-09-30,-0.6313328200645327,-1.00438136687587,-1.1336379344996987,-0.4161402621613845,-0.3173663712246104,-0.9705486584458698,-0.4272080501785402,0.13664559209626384,-1.3407196572703413,-2.2865856877841773,-0.9086723833398864,-0.8833020980569445,-1.198444698164114,-0.11497508668436346,-0.02764986005250878
2007-10-31,-0.42160556539352845,-0.5449102094499331,-0.9507877303715209,-1.006815044366522,-0.4429233583424361,-0.688154451796094,0.12751581468855946,0.2207236409097655,-1.2852768979529843,-2.6305028008279887,-0.9735736289686794,-0.7265439276206985,-0.9901427559002043,-0.29873997702105753,-0.1424081466184321
2007-11-30,-1.6876108390230231,-1.4101979900300425,-1.2745383229027816,-0.19874017419113776,-0.637855607360171,0.5468558561050094,1.3760950025751764,1.4695150618512278,-1.48715333985855,-3.8463801758126954,-1.6038173877779485,-1.094280484384486,-1.554199011923256,-0.5717958513042449,0.08499556812709178
2007-12-31,1.0411405427637905,-0.5537764102696913,-0.9585268904169204,1.102621677628351,0.01918933803202941,1.7686045097693461,1.6339077890500984,0.27013563744017177,-1.3955151527878253,-1.9820719249177041,-0.5522173948046197,-0.6789539447440683,-1.0608370803527758,-0.913869488959525,-0.22777849728408298
2008-01-31,-2.536928224910458,-1.676171531851133,-1.3765321780808788,2.2007067460989993,0.9174158517765738,3.0033429557209343,2.543869430954679,2.7757026762203494,-1.5958828639568605,-3.2379042431958953,-1.8198682306508716,-0.8281546540519231,-1.9305664508092673,-2.8255671073213335,0.30634635802037796
2008-02-29,3.4413039867233826,1.1839337157072292,-0.5756290117040439,4.27185027872246,2.9855909694439586,-0.09154857742564117,-0.2791201526609893,-1.2269445340546221,-0.7285267959161308,-0.44413351932803263,0.9771005807909814,-0.327176488401877,-0.5382779024102226,-0.25413630302549434,-0.06311160249960329
2008-03-31,-0.4863814582394533,0.2814880832184458,-0.5877756872885366,3.170197008260929,2.4609025884399887,0.02721377242699175,-0.6493546928813734,-0.5983567761276791,-0.8279230131111646,-0.8145609751700931,0.5589186655822471,-0.28408804012078026,-0.5822791745885888,-0.1774609546915804,0.04458178879297174
2008-04-30,0.5140473468711232,2.2155106397598225,-0.5426698245189248,1.3735749662147523,2.126528842972142,-0.8318268297968626,-3.008098846470731,-1.2500810814123595,-0.6071871610259574,-0.2898029058932794,1.2405996703299906,-0.19099069434384874,-0.5114394245044055,0.1424606153919573,0.04350422784473797
2008-05-31,0.4748690862991097,0.35263654608786416,-0.7296423053524355,-0.48497085474908125,1.5962809706896945,-0.7200677804213245,-1.198588293045785,-1.792622023676168,-0.255210061785939,0.20541896948495716,1.408806823725301,-0.16287463394205254,-0.6525450914841042,0.375393329922949,-0.022152523757090117
2008-06-30,-0.21351185276746762,0.5684485846178412,-0.7270374828045383,-0.7600015572834378,1.4659645790908722,-0.06730334821190705,-0.3311677017452926,-1.3747659309787104,-0.23150796263315748,-0.01889692448302088,0.856206093601962,-0.12523894074853836,-0.6584202060900743,0.3324828036560471,-0.012916225266546288
2008-07-31,-0.1530569574240176,0.10919626824586817,-0.26068797397732935,-0.753595557470606,0.5962660729555215,-0.4294739546758075,0.21354508180291631,-1.1285031076288763,-0.17159985939602923,-0.1752690862213613,0.10159248157034687,0.031675314046085215,-0.18696903876868656,0.3037192402091384,0.06651951222386618
2008-08-31,0.6036219019766682,0.19212335038315967,0.07645209691003128,-0.5337657504637718,-0.938997486109517,-0.7572859003589397,-0.6904216977696603,-1.9527508721573617,0.3405852140891615,0.585168628016968,0.7908028983778497,0.22738906142720455,0.16269204518508038,0.04896685141471737,0.006020998337307111
2008-09-30,0.07480276098622304,0.43062940775088854,0.4939204010663693,-0.5812893307092828,-1.122382907569146,-0.5901481706987831,-1.570976798973287,-1.9020523537172294,0.6077465834135442,0.7147839812906573,0.5468061626787621,0.8059504066691263,0.5558404589772123,-0.19949417329611485,-0.0872481394334477
2008-10-31,-0.8853182624449433,-0.13075991666703307,0.24006969494906477,-0.04873113664334526,-0.7019300618794279,-0.10713424095792179,0.3008977934691831,-0.7582616090789381,0.07203863701214905,-0.22673362505272546,-0.5843280709382395,0.22503304180263264,0.29966430780152725,0.1001645183241016,0.07297653699625002
2008-11-30,0.7762071246401268,-0.02397803110197955,2.311575299237469,0.023144784837772235,-0.5371131918727418,0.09450067144379605,1.6637240444108246,-1.641419351009116,1.1857111725481864,0.6683955449072442,0.35346512187597107,1.7656601582394276,2.1480402657513946,-0.39582030612618774,-0.013243397134770322
2008-12-31,-0.13280496320028123,-0.19800598996948895,1.2181304545540104,0.0014540567137643653,-0.5162102759410053,0.10776824876778418,1.32443051379033,-2.8912952073444593,-0.5764447844830605,0.5339895876416617,0.10985295091880432,0.9476511710165999,1.057337473322646,-0.1602749167515801,0.01255705530961222
2009-01-31,0.1320492369269038,0.6488881596632665,3.393705458658184,-0.5169942814525444,-0.5018999901905334,0.09096800539102226,0.09976859997769542,-2.320196657365084,-0.14749841624269552,0.7017654287305339,0.15131923722509988,2.7343879671419637,2.729257504637878,-0.7774648311066815,0.029645453888646405
2009-02-28,0.3019561165993819,0.2530824515503988,0.589151092777313,-0.8622239259481046,-0.5758199354364891,-0.0640966401578482,-0.345922626003543,-2.0313814737479574,0.48264771141497714,1.0369385500126131,0.49065505136679816,0.5304616651306796,0.5695733381106993,-0.10187268482482771,-0.0941244734208009
2009-03-31,-0.9680628954656878,-0.4496348463199921,0.34057839647083826,-0.2345788031543348,-0.3627017397567956,1.989053606027196,0.647247268487011,-1.173624942907317,-0.6401356202917385,-0.07661325450309783,-0.595193271516576,0.2248858976787649,0.3888606537891777,0.47925706875916013,0.07067332075005262
2009-04-30,0.7148432129167287,0.05049389731433951,0.45648321054527097,0.0037121800766652096,-0.47117542736219625,0.15590221182958933,0.10293285518255775,-1.3957088066648786,0.542690523350456,0.7697822764177848,0.15766160207521987,0.313114659669692,0.454526629908683,0.13439737228497253,-0.0028870402286497975
2009-05-31,-0.029219316112863193,-0.22744979977207805,0.0872496983667818,-0.07073347311021845,-0.6479918536391719,0.6270920117590703,0.5487307693303284,-1.2155716813578867,0.6011807325113107,0.8014386126804567,0.11238221553283284,-0.070223178289626,0.15165049764703556,0.3133752656297251,0.025871518446354488
2009-06-30,0.3006650876795767,0.8513229621221153,0.4490561688447539,-0.7453182669894949,-0.6517416756156589,1.272691616822207,-0.11810838950016336,-1.1910112976009863,1.2407398338476967,1.2194727442325257,0.4200413231183297,0.3601779823138491,0.4349036473045991,0.6734010745939877,0.1313952458867628
2009-07-31,1.348175947017995,1.4041032611071544,1.6506555154577587,-0.24409976168362713,-0.28089915719975445,1.575174755754968,0.7322804000171095,-1.4744973076895431,4.3309506217524225,2.525908074362104,1.964655442699285,1.3068416564530214,1.2169738229494074,1.9853367216667999,0.04630337742052665
