MDA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2019-01-31,-0.6509658112306359,0.5059665089829986,-1.2198934227923806,0.2772220714377881,0.20307017847158515,-0.9134427840536258,-0.4235040455520453,1.027550656624739,-0.52047591216435,-0.8823709629805431,-0.16511018832987195,-1.1501578875810494,-1.5010144428642562,0.44283628850658063,0.04449813006413824
2019-02-28,0.23400365100646645,0.01074162504118384,-1.0185612927403063,-0.507613004136058,0.21911639821641962,-0.6640134764440716,-0.35364677124987015,0.931494743346436,-0.46153459059274066,-0.8259474344104165,0.11428556220293515,-0.9767566199204809,-1.148987956425488,0.19099700813331147,-0.07995770618595935
2019-03-31,-0.9032110120319192,-0.6382671922278507,-1.0222537304043118,-0.38826256664413217,-0.04858854012374395,-0.5360122313455836,0.2579999808636866,1.6807127883636883,-1.4652566039332477,-1.2714812470147865,-0.39856987426070456,-1.020326994051397,-1.275645009284763,0.17413427832526174,-0.06623424904787174
2019-04-30,-0.7445125127474671,-0.6838559854076894,-1.1440056306942534,-0.325856435798546,-0.2778294584086989,-0.937671253125362,-0.4542899291307139,1.726775088681413,-1.4728362778643345,-1.6286670082270822,-0.8147667530294951,-1.18723037272916,-1.5446694751218768,0.5228640954618146,-0.06629790606943682
2019-05-31,-0.6803110676697085,-1.1210529830570475,-1.1451018067749785,-1.6130359077537024,-1.006300733139216,-0.3402016839497367,0.07852951548271717,1.6794439330235502,-1.376519630318526,-1.8889703969164755,-0.9729178442753735,-1.4478163668921322,-1.5971612721064075,0.2064726146059937,-0.07326728273892864
2019-06-30,-0.7682309554251817,-1.0152380056638224,-1.1137538896552348,-1.560199186707063,-1.4071246790677812,-1.1069508383503537,-0.7947830172496889,1.615033088208221,-1.3121488295684371,-2.1158061729694935,-1.045077828702112,-1.678157338126995,-1.5903031559499368,0.7012001972786277,-0.27479413743425757
2019-07-31,-2.6440633603970993,-1.8345113972873066,-1.344162477431356,1.0343996645805864,0.3250710388182256,0.27711570562202525,0.9460601255742777,2.0403103119285593,-1.3568200706792906,-2.880876038548667,-1.8412751902463413,-1.1646066134087283,-2.5465805837314353,-0.2000369161922347,0.16742053604374996
2019-08-31,1.49647465700796,-0.7184937477842848,-1.0369827981574276,3.1630620379579137,1.3615791705975013,2.1910443223486347,0.7284427398115918,1.0995019433317061,-1.0724446480768164,-1.8026058862988787,-0.6668621762055601,-0.7773942039800428,-1.400060236269511,-1.509893950760563,-0.04218732582514128
2019-09-30,-0.310344783174749,-0.5465395145641456,-0.8973270142081917,2.5395974397256076,1.2650437319853531,0.42224916026847925,1.0468036046477922,0.9994382860829222,-0.970898475136445,-1.6692344094156504,-0.5344011430357479,-0.694376827466232,-1.1478082397744156,-0.2988178564425084,0.0457075708483939
2019-10-31,0.4765343572170914,0.7843699568639686,-0.647264366631458,0.3313175135057931,1.3507441838988286,0.4386242751670642,0.1314559970550996,0.7097025641373363,-0.7935071227913209,-1.2894602934293107,-0.037417676400158056,-0.5257044799072748,-0.6354053873908417,-0.1165858150768772,-0.09250287898330492
