PI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-03-31,-0.34347699460519837,-0.5282348198162146,-0.9810851460948068,-0.7395236779203285,-1.0014862457399,-0.6387384442911124,-1.8117985690818703e-17,-1.4441156035858866,-0.8024578897323805,-1.0247874784962123,-0.5846397791224667,-0.35867624919064234,-1.303862942859189,-0.1486464232288256,0.08485653546011905
2006-04-30,-0.006486687112279629,-0.36529062502472753,-0.9423617839464593,-0.46666056517965426,-0.8524712028184271,0.046641567464684744,1.3573954515947648,-1.2852570447572391,-0.7040218560989261,-1.0044405349012842,-0.39085089129994954,-0.45346959439203266,-1.251985707654629,-0.09254302376897217,-0.005097717071668718
2006-05-31,-0.3787742046625026,-0.40673344640436,-0.9446016540358225,-0.4465336434858422,-0.8753927416298127,-0.43035110487254935,0.5995508223084264,-1.1333468074889823,-0.8496602010602503,-1.0980706816508459,-0.4626357432091325,-0.3710213689150011,-1.213506448390918,-0.13971795231207898,0.0
2006-06-30,-0.3575135270771533,-0.4157093404113953,-0.9188801713603157,-0.4598961589969064,-0.8604486704010385,-0.30246133911236533,0.5681310445947467,-0.97545128268655,-0.9868610940313949,-1.1831995552939452,-0.5142741051264984,-0.2910363936593585,-1.167637969610084,-0.12809539042733536,-0.05066585744678555
2006-07-31,-0.530263239332318,-0.7068525405854839,-0.9762281495974747,-0.5604849701113893,-0.7813523297887754,-0.6718235138933014,-1.3797468225872422,-0.8015043262858714,-1.1914503783800974,-1.265919211227513,-0.6472066293963618,-0.55769167195867,-1.1562958737882447,-0.15623074220987965,0.0
2006-08-31,-0.31895738413013025,-0.6676535243303858,-1.1087513830747633,-0.5354320532135484,-0.7580295809374813,-0.6068842578543124,-0.6300954497384926,-0.6889417678285406,-1.208089811334253,-1.2479117413986072,-0.6398555081280498,-0.91699688666104,-1.1524413777142881,-0.11317894302544634,0.0
2006-09-30,-0.31895738413013025,-0.6413304301598199,-1.1157963029404228,-0.5178339610911067,-0.7480611712209756,-0.528149973127693,-0.5784201402790027,-0.6633749518393239,-1.2240444851223446,-1.2214393426876038,-0.6361120623000545,-0.9550664488826197,-1.1091811196768142,-0.10912591161467701,0.0
2006-10-31,-0.31895738413013025,-0.5247393055335257,-1.0760931302895989,-0.6703928926448305,-0.8713910186349139,-0.4811062412925958,0.07834047310246028,-0.6878106603099626,-1.242777214611318,-1.1907838172832035,-0.6013688274758844,-0.9021136878366923,-1.0490853427552183,-0.10972266096034229,0.0
2006-11-30,-0.2896470152908317,-0.5056462325001512,-1.0383959937790141,-0.6431926809925055,-0.8430988006451111,-0.4158666928919629,0.11499222529049094,-1.5341618343913104,-1.1939327179060848,-0.9482772343841226,-0.5542443922442402,-0.7686345302198285,-0.99942958765059,-0.10336523991888273,0.0
2006-12-31,-0.2896470152908317,-0.48690588273820473,-1.0323955388211654,-0.6168047289971738,-0.817634491261115,-0.351614382195034,0.153317757990762,-1.5054428762798022,-1.1744949142545174,-0.92698038973395,-0.5161941382867747,-0.7663918342771736,-0.9802711755853546,-0.09966156778707323,0.0
2007-01-31,-0.3019728266006034,-0.42614634528945844,-0.9617951501003041,-0.5721349444570552,-0.8764778800503953,-0.27620578211730185,0.22493777628796277,-1.0552843227198123,-1.3138587684848495,-1.0488444516375803,-0.5016182148032107,135716.31691776685,-0.9165868947572963,-0.033458123994888574,0.0
2007-02-28,-0.22709364920264588,-0.36885784003302136,-0.8889853548733542,-0.5571549821066242,-0.8181797995961837,-0.19462986296406426,0.2583030477855197,-0.6958834801871261,-1.425548330211113,-1.17061978710259,-0.5112227630007489,4.6948553373039035,-0.8553519561890603,0.042408216663844936,0.0
2007-03-31,-0.21743875275748623,-0.40991533196968877,-0.8167184977654937,-0.9159314981932949,-0.7694059931602076,-0.06723955752980805,0.33806840263996,0.09833880507620923,-2.6560789293039386,-1.2777445523035058,-0.49368157750844205,3.246793288707767,-0.7904320497086916,0.2251444177312975,0.0
2007-04-30,-0.16018649001736476,-0.34248490831013517,-0.7831472182635938,-0.8445081429699112,-0.7334052970377939,0.15079437449664948,0.3666690003822212,0.4642461991465884,-2.4613390512595,-1.4041283640011348,-0.4743492556000462,-5.808527715714226,-0.7387014167057042,0.4145973362151842,-0.05148195583514345
2007-05-31,-0.9328250271337188,-0.7341969825790526,-0.7357944462426288,-0.21286318292218365,-0.5276687288429012,0.5877041209188132,0.3666690003822212,1.1400975138425844,-3.0719556087399313,-2.822714745829111,-0.9459641113054094,-0.09243865141618304,-0.6855860778221032,0.4843986174956555,-0.0018885746878681362
2007-06-30,-0.15223945059869956,-0.6929229356294506,-0.673116081043277,-0.1986710379655954,-0.7013652492741845,8.699355288081781,1.1506119079892727,1.5571704726944444,-2.8453956648298306,-3.167348224582993,-0.7892746945400817,-0.0924382880832191,-0.6288480796428328,0.2771532195595301,0.04797968188813515
2007-07-31,0.5699603502871514,-0.2876799364112942,-0.5666664722354967,0.2040229127603697,-0.4143689545915777,0.14960331699830756,0.2400462473962012,1.607452351971264,-1.9458992244411935,-1.6585441283378743,-0.16588941968795448,-0.09243388403873035,-0.5474403838419567,0.5003614591259533,0.0
2007-08-31,-0.16512450567419026,0.13845801329137766,-0.5046992916000059,-0.2187022410396029,-0.3943912759490299,0.1447087386604663,0.21489392754131728,1.9947196820430024,-1.6294120143626787,-1.4666203294577307,-0.15529349586516697,-0.09243164627596895,-0.48499743066078377,0.46735535672380957,0.0
2007-09-30,0.028124912488168504,0.2562809632556109,-0.4445837797175101,-0.13417116011868846,-0.3315337118181144,0.1276099142712577,-0.5981286175130225,2.1371859454740725,-1.4802683757980954,-1.187576805421916,-0.0234063500454302,-0.09243028528683683,-0.4233830145340912,0.4087801507165257,0.049219072604058015
2007-10-31,1.79436812746574,0.5531456058989269,-0.3588164963518682,-0.011924913821690968,-0.11632005743168726,3.8861677974798536,1.7349460365568734,1.8429423935494165,-0.4097608780791154,2.1772849234068494,1.2958055408697307,-0.0924279292723755,-0.3490234621680674,0.431251357849327,0.04854509616183379
2007-11-30,1.6271147171669118,2.0608427766012496,-0.23429541783605784,0.2608961103713982,-0.31700263100429793,-0.20934677789195721,0.07272580128539753,1.6110012386059476,0.734166756872436,4.04677914020693,2.613978804072423,-0.09242535739021676,-0.2548954128753391,0.24219279818722478,0.0
2007-12-31,-0.17648834443345546,1.8183896674748572,-0.1506480028006786,0.36063727482289515,-0.24711730372317817,-0.24292798051382064,-0.0279439868614399,1.7727856479187218,0.8011776620018798,2.4821883572103696,1.5550009514349399,-0.09242446555896183,-0.27978467486651176,0.2363350537512283,0.0
2008-01-31,-0.17648834443345546,0.7384484421578729,-0.04169999705264955,0.35297139267322575,-0.20307719744642197,-0.26977699698441265,-1.9547504524917794,1.902844067542921,0.8606905026440136,1.7891728759594308,0.9382433077021954,-0.09242428788748822,-0.18323500909414023,0.12432464586788353,0.04785602117763514
2008-02-29,1.4923263832540359,0.6593080057683914,0.3696016579003495,0.334268615990085,0.033993553195646356,-0.29021295268111086,1.467621591491404e-17,-0.8773395942967852,1.9857730073340008,2.4103292084888133,1.5649246651931334,-0.0924231220320267,0.1260099175548813,-0.17894168499724977,0.04418083328172057
2008-03-31,1.239789811504463,1.500782906324435,0.8160829073072517,0.22519461372882926,-0.06975381044065024,2.9385980709275734,2.5530500932465876,-9.384440756526388,0.721087070499869,2.3030076454926403,1.7968832163554023,-0.09242134275411835,0.41476148827743076,6.446577194345244,-0.10354067894084033
2008-04-30,-3.6461211371591187,-0.6253622553819591,0.03627490533432445,3.5994778341370264,2.3565245091285996,0.82736019038338,1.4511206326421826,-2.37969729883908,-1.334654568327958,0.09955974724868773,-1.3276387186224392,-0.09242570277599159,-0.06111664921247537,0.5654791386085649,0.09756158788478227
2008-05-31,2.803240482407837,0.4194656324145093,1.4082594386519247,3.7470697768753722,2.784728387596161,2.627460305034758,4.110522337888086,-2.2697691283864274,0.8723986362381817,1.4555402208987092,0.9998643041918998,-0.09242400717872676,0.8840941569641068,5.402517094311068,-0.0030030052597695457
2008-06-30,-0.2101633617111675,-0.4948911185920403,1.5099257652899307,2.799012706492253,2.358647919968914,-0.3494846768570628,-1.1892318146870136,-1.5337099783053194,0.8793436020227322,1.0406593480991781,0.5369602671517774,-0.09242385562514695,1.013891421300333,-0.44992003202463865,0.0
2008-07-31,-0.13113520078024835,1.7570031370417405,1.2748084646503075,0.9291361558631107,2.0574356530228615,-0.3605920827188409,-0.5322959525414456,-1.0816563699032702,0.8538559236348644,0.7622394731327101,0.17056389701352448,-0.09242418629536073,0.921931404710237,-0.4013629118840773,0.09872198795866145
2008-08-31,2.415394202127614,1.6267317473064669,2.648516442825108,0.8947941789126831,2.2430782986454907,-0.3896955777259085,-2.6845309055675632,-1.1439732451443803,2.66586483425435,1.42986145522955,2.306413024250405,-0.09242321122669572,1.9387461593059119,-0.6188616379590686,0.09728988844397601
2008-09-30,2.0377398811124046,3.577719289391016,3.4098319236198713,0.7995477776781904,2.255609744870754,2.302130203793298,5.265290273673156,-1.0931963634510893,3.0310477677268777,1.604392668866135,3.8158109886446896,-0.0924224686797304,2.3653767971669595,6.610821932262268,0.0
2008-10-31,-0.3398888071188142,2.838771980310713,2.199581861761522,0.7528249727001497,0.8652728802134132,1.2537963004728827,3.4488085748070656,-0.7409340085332633,1.9772618529011872,1.04473695370098,1.7999756626347119,-0.09242164440179965,1.6544384643676335,2.0400828539897486,-0.011187189390564381
2008-11-30,-0.5855748455166502,0.6694353672031151,1.373099328810671,0.7878207848229646,0.738545047825072,-0.4881829715231348,1.3898557060389736,-0.449402773684274,1.389949780418601,0.6345779862619042,0.7361639263931269,-0.09242271852794283,1.0547942276243,-0.49991759280566767,0.0
2008-12-31,-0.32805219530729046,-0.8758210401930843,1.254868700494961,-1.0451688601710536,0.6677853612285337,-0.5147271955279443,-1.620708372572543,-0.25878386800858466,1.0998110442351337,0.39541137901904055,0.0629589188053976,-0.09242281187072608,0.9756342991149727,-0.5123318864616321,0.0
2009-01-31,-0.32805219530729046,-0.8636292444005808,1.1512633603765483,-1.0656534587034663,0.6148687353740104,-0.5410502952644898,-1.4912001186949841,-0.09755275604057395,0.886135874832902,0.20288141455863257,-0.552832426583169,-0.09242293286393867,0.9028515187081831,-0.5241556691711028,0.1451820098444979
2009-02-28,2.8448718161358415,1.517165630027215,1.9067204317911601,1.5382498680026693,1.1253573950520854,-0.7305798316285579,-1.5078617255299132,-0.28807918504983526,1.533543893257201,0.7257772478932105,1.6763699835183457,-0.014022117452899203,1.2442571600616072,-0.8915319411272038,0.1912902267767149
2009-03-31,3.227210387087718,4.177436098990293,3.062367538854945,1.949291831645735,2.0776441670975947,-0.7082410929994206,-0.9787320494812153,6.434489983655621,-2.0978328554097567,1.1191298633968474,4.491809419180683,0.08025666487564846,18.90007272959601,-1.1034303903920275,0.0
2009-04-30,-0.46150913104923674,3.055114834003631,3.429130110380193,1.759088216757772,1.8991955443409199,-0.7095230906288271,-0.9269750138330951,2.944482998544528,-1.6975229846907396,0.6568460256028509,2.1686834135466584,0.20412970395116434,5.90216473512217,-1.269858576427173,-0.06453852113757105
2009-05-31,-1.4875133672518075,0.46041869644938105,1.5270646587097088,2.6899081139192105,2.2052374196307265,-0.6985558187964954,0.3322261400488671,2.183860947853543,-1.5515050038443936,0.13037687732089626,0.25795108668281364,0.5927907789937291,2.4759571675884553,-0.8485405314476382,-0.035873938902885615
2009-06-30,-1.0106640749176619,-1.869410664569062,1.1834652525791525,-0.64118065363444,2.1213884801659346,-0.6746925013558602,0.11716714071945537,1.7350010166327163,-1.4165084848746297,-0.2409617533466946,-0.8409171416411837,0.3120778965517967,1.9673120995438678,-0.7222191955029351,-0.11827674092437267
2009-07-31,-2.2445785234875273,-2.936480697537422,0.34487798358781,-0.37253939861810526,2.618470160211058,-0.653635017301136,-0.2690283645684119,1.5640238961641508,-1.4058043670593532,-1.0787788401614629,-2.707416829862791,-0.5863706364020005,1.182275604102525,-0.5954578697554573,0.10636001599090983
2009-08-31,1.2141360015636282,-1.035172820902485,0.33606591451504086,1.7058345623111304,1.968436056251099,-0.5406718841275565,0.4677168207367621,1.1378948360166725,-1.1251020851792712,-0.7595576985354207,-1.226935545896388,-0.5676956715552849,0.9568388767229458,-0.4692900572668298,0.6238688394735674
2009-09-30,8.210555004373223,4.434143001112395,4.812657764214743,8.895571835885931,7.1231337211850585,-0.09347134302710129,0.7264019108597071,0.3778465654141729,0.012861910158946614,1.7444006333182127,6.758516441400608,0.02804438988617913,2.3691966768973254,0.5320881566137491,-0.2194032316984864
