CYL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-1.3078669096905957,0.08750052953541668,0.450442724845105,1.164458700362859,0.08583682434448356,-0.7964932497620512,-1.4496620626180545,-0.16130363377693993,0.6045355749303247,0.4036605250246921,-0.16469788388897988,0.23065860518370748,-0.020010535834510904,-0.9797929065148453,0.02480657919827877
2006-03-31,-0.2510996682863658,-0.6531440647617992,0.0967332086685691,-0.5192245228694299,-0.44165687054206254,-0.5337496344890502,-0.2964310475925937,2.3141690516751976,-0.21507097772661293,0.27219422081597905,-0.39424150530131336,0.24978703508731592,0.37786194113118704,-0.5768370948438095,0.17593845504698075
2006-04-30,1.2092862288056323,-0.3166310093857314,0.7066699226399176,1.1662183075901014,-0.05476478884443859,-0.3738095721114625,0.5655047769486725,1.1582987442468144,0.11692386206461465,0.38327314639590127,0.199661828848113,0.6771117876186704,0.7084579972573404,-0.5724160472956425,-0.1313628304582763
2006-05-31,-2.1779612294404296,-0.7178694199832297,-0.0776301673317929,1.7562516829998718,1.1760763152959042,-0.5684180830876372,0.5765931838615606,1.660056876158207,-0.44449049296808546,-0.08755568561295504,-1.216905302385596,-0.36664940516832856,0.1336750981978919,-0.501805192360582,-0.12770952483191372
2006-06-30,-1.9351679426912152,-2.0686956351485226,-0.26701732432492736,2.3555756049750154,0.8483395566756678,-0.4851915251054007,-0.20916785771229254,2.0360419713079545,-1.0314663946603342,-0.66033630417905,-2.381104868258583,-0.44320139106313416,0.10763852092510945,-0.3767124222780533,0.12279282549815679
2006-07-31,0.5882250195517472,-2.2626416364538366,-0.03704164693488725,1.238569947981767,1.3013623204429923,-0.4207451942923178,-0.45111385449759134,1.183108916766545,-0.8079029885762107,-0.6187242345063632,-1.2807729818994278,-0.35890892806255076,0.19089387016462891,-0.37710704842727377,0.12280872087657606
2006-08-31,0.5977013525439315,-0.410222028181552,0.32881596040699773,1.109331416540252,1.3480259493662696,-0.21768914641556864,0.9898856128675639,0.5668080453760456,-0.46088205936863585,-0.44941109026613896,-0.4518695203241296,-0.09647919280686487,0.3385681066903088,-0.25078589025892234,0.02440195716033514
2006-09-30,-0.3625851750900308,0.5451117188129433,-0.5123290767451494,-1.2605316871901489,1.3503336184826238,-0.3450966686109868,0.09047281928229914,0.38755328985264637,-0.5518227123627072,-0.6855372723673309,-0.5081592752027094,-0.7540283148710947,-0.4927216461532342,-0.23114704624829502,0.1649502689937941
2006-10-31,0.9457785284212813,0.7756318038495956,-0.37646097521247945,-0.8308038781044995,1.1636930057113795,0.12996946093837353,0.36561572774175943,-0.29808138084109953,0.2189795142365146,-0.24360157616397535,0.7055313377419281,-0.6551014404998607,-0.5858911704483055,0.09589249577813842,0.2549683990339597
2006-11-30,1.7437473737866147,1.5241504630617533,0.2224853385595007,0.28801608996237266,1.0926834400760055,0.17675670463870166,-0.23696522308350415,-1.1658315297441215,1.5451206444776622,0.7659131587684722,2.205576764554897,-0.18861936981657754,-0.5427949797883143,0.1814836183419243,0.0004347421116201764
2006-12-31,-0.5964486005383695,1.2968656962160374,-0.6727858512493692,0.5737552320357863,-0.7450735516918566,0.7457812067843596,0.595146448193469,-1.2216181977665606,0.8546646387944954,0.2720157794460117,0.865704016816005,-0.34034076984210826,-1.125807114071241,0.5338395804142675,0.15541833744583122
2007-01-31,0.7540821592224439,1.1758391804151094,-0.3999699910836023,0.4918174133245123,-0.8077960038363684,-0.07862602771672748,-0.09232584006427681,-1.6265908045338413,1.2862194093263237,0.769389317395612,1.135415278944264,-0.045884915149540184,-1.211565416299802,-0.014149733301322139,-0.05759938266496952
2007-02-28,-1.1381648480622424,-0.6218441269573006,-0.35613115347110125,-0.07273889860288364,0.4434276803923736,-0.23119062230788287,-0.05518183230496193,-1.5156087340990005,0.3353330832789144,-0.10324508170511902,-0.16643103327320824,-0.5113775580716085,-1.1696195955557656,-0.18587578657671863,0.01841056184317982
