COAL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-10-31,0.9081492274273385,0.05412200696675393,1.5790865087520307,-0.2601967300358746,0.7704162580685284,-1.3753485560118506,-1.7929489329917319,-1.6887572966145867,1.8148642144848932,1.4562675512782155,0.10745922893873915,1.2066650826463912,1.414405827065745,-0.8465914928588265,-0.04287059892195208
2014-11-30,-0.48639203282021853,-0.028472264024739256,1.5456355850951808,-0.23815430438231625,-1.1055078326179926,-1.2169095137913561,0.0821175674759153,-1.4025393789232505,1.4412446302380058,1.1479768715151988,-0.232553744929611,2.384077798915582,1.4457093881613754,-0.6335444707449914,0.07813406179849175
2014-12-31,0.8485664910402134,0.7702982889662966,1.5333826689682717,-0.28717414817327735,-0.8575132630459039,-1.035206001492515,-0.698908372054488,-1.5067400194969367,1.7094316812535588,1.5092523554123471,0.541027298930976,1.965598901525246,1.345175654812718,-0.41765850680597383,-0.06178949175562525
2015-01-31,-0.6866382416710219,-0.20191269292584746,2.0589615901988467,-0.19464574942054294,-0.8403279374995462,-0.7425500867841968,0.609500081002885,-1.2018633711754239,1.2538355357310758,1.0919642435081096,-0.050167876548692494,2.6046895578759877,1.858886174994983,-0.1336195963144556,0.08776163817341467
2015-02-28,0.9080334782512496,0.6531839239022473,2.4810876502700197,-0.04446501210802739,-0.6732181053485344,1.7392019701588228,2.6054221018681294,-1.291049315472019,1.488666635034819,1.377345337915948,0.6293231244693314,2.728822176215763,2.0474195479233623,6.308462674395287,-0.08209668347267254
2015-03-31,-0.991236390401702,-0.46263055923948826,0.7926657877141512,0.15287259742784376,-0.40355230458188046,-0.8787600911047073,0.10786457174765636,-1.1409797030415885,1.1275746408137701,0.8386397199379777,-0.3262515757681178,0.7664383049301942,0.7603143935704365,-0.1814312275508694,-0.0004134224547273061
2015-04-30,-0.0748940168596731,-0.08254593135829197,0.6822091051728216,-0.050182726590031305,-0.7463677938115036,-1.120492200462058,-0.5755193126458324,-0.9894737629482638,0.9710787452605859,0.7371808139108674,-0.3308950860161247,0.7543927864598048,0.6674340032896705,-0.37158020394176167,0.07512153728332323
2015-05-31,0.7374167254631186,-0.19991591441737525,-0.06255856235533105,-0.19841329165402546,-0.6448296343548878,-0.7631075721623903,-2.2455147670146824,-1.0011068800952918,1.129388267068975,0.9541901834896573,0.23756898814951954,-0.05717189649355947,0.07706668689396733,0.015865015569089865,0.07439105261895113
2015-06-30,0.6964286052968477,0.8788929771216322,0.07732419810454924,-1.1650361060810563,-0.7134354554021254,0.09496578065499924,0.5462012035618086,-0.9787681218708015,1.2394468192153598,1.0905288151257313,0.823188108921728,0.09025182422585976,0.15954761564944528,0.1924064462206384,0.04138682013943313
2015-07-31,0.2901625640878398,1.0995106301067656,0.41480784972214224,-1.7381191019348667,-1.153400382565035,0.14301274222535254,0.9892359504758204,-0.8916320626721267,1.1889468344391811,1.0519355814733333,0.8428934745717903,0.5566401371757662,0.3531528186058128,0.29415962010085245,-0.18102414120003166
2015-08-31,-2.1349284145226637,-0.7061399510756642,-0.2702057537511438,1.2200051975204727,0.3121228790112035,0.5794869939690708,1.0567339834057747,-0.39628919161444603,0.2598055464414618,0.2041120257847222,-0.9375580596863017,-0.3199261086578021,-0.08430493915525665,0.09606318478532029,-0.11179580862705855
2015-09-30,-1.2942097847311804,-2.181184119807576,-0.6127513601106024,0.520398903707471,0.4485042016332312,-0.10135488387810565,-0.16402652494619055,0.04207995091752656,-0.34716181820305186,-0.45694398367434746,-1.946748647311049,-0.6336266914822019,-0.3898442249765629,-0.022617353962953456,-0.02378490502344218
2015-10-31,-0.29122591368242595,-2.3732859719722006,-1.0454906747673438,-0.31240183824290046,0.4214410171030991,-0.8263975799601831,-0.8285422870227107,0.23782181435443356,-0.5780563571018411,-0.6518834834369975,-1.7963841913149965,-0.9678522203697906,-0.7848394814501903,0.17194776803669043,0.032749486824114875
2015-11-30,0.2925660326661069,-0.7655323229532144,-0.7779697164753988,-0.413466513451295,0.1359891690413624,-0.9122858460522895,-1.2931386910259344,0.2599894072809004,-0.569342598921551,-0.5820257153036582,-1.1532746145921833,-0.7807299642734357,-0.554193544333797,0.09643970223978142,-0.0022715236540886002
2015-12-31,-0.10812596125309178,-0.06114834962536054,-1.1544727478464267,-1.53451024652678,-0.3473699476927848,-0.9755279921412221,-0.9254809795647566,0.4440413682946965,-0.7643217216629211,-0.7298158438004935,-0.7720978416334998,-1.1503696440869435,-0.9169409691911595,0.2514414539666084,-0.03032167654002938
