SARE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-02-28,-0.45541638680104785,1.0907045342362982,-0.9577702512827447,1.200094662655502,1.8654254348228683,-1.0784409909275348,-0.049508466794692264,0.6316723566355327,-0.047783217148407046,-0.6514114110282238,0.052225237863770896,-0.5533988830312655,-1.625288726105681,1.3439348629953078,0.07506201897437736
2009-03-31,0.6320169640544581,0.14196793813104763,-0.6195342258861384,-0.8622165221846103,1.39425216182426,0.9929029635645135,1.3508585529418964,0.32060700191587727,0.2581492630994568,-0.43796099879349526,0.657727520083312,-0.4097797964802207,-0.9419321759098167,-0.7428738198552698,0.13868338753395063
2009-04-30,0.8793691707699061,0.6310898884828497,-0.5863275726030346,-0.4341191636324834,0.861905792982413,-0.7847381375154024,0.2931854448218647,0.14923814069450766,0.4626846755818899,-0.21140050325508983,1.188040536751123,-0.466282238759036,-0.8567242496323422,0.6865785855683302,0.5596157879354228
2009-05-31,2.816395121704782,2.5563309872087303,0.08466041387461741,0.6996478001404713,1.2731354653453248,-0.027221623599917224,1.8072970279517746,-0.01091475395943304,1.1741983672128313,0.3922383759033933,3.3769408101818263,0.01827297353528148,0.24839719534774557,-0.11587472729813166,-0.2326957086226757
2009-06-30,-0.7656473460314853,1.517091949596829,0.05389394095245263,2.064191165081228,1.3723539647078276,0.05088977671457547,-0.5189188894050168,-0.1743241440277466,0.9405755918803678,0.2700255828106144,1.2650201581848577,0.010772439288998565,0.18913791875345295,-0.1279543579684005,0.009038150615062081
2009-07-31,0.2745082916951119,1.22337245340703,0.1243719591051504,1.9870970102577243,1.2171094886358724,-0.985277502715265,-0.28991408560923737,-0.3562748802855715,1.1295320969557185,0.43131935156067464,1.05804744914545,0.1001744949607216,0.21257728488506017,0.17347405070581648,0.01657144358926216
2009-08-31,0.2864144919351659,-0.12442669382536826,0.315699263298448,-0.8294004644448955,0.7187821990854415,-0.38828599624794086,-0.687932381884878,-0.53456973649831,1.2666582587568636,0.5946707296966302,0.7762765247544507,0.27299866271569995,0.3582577235789022,-0.06617796144452863,-0.014004048084016443
2009-09-30,0.12770366064510638,0.41568025129401176,1.1562898614888832,-2.027871211490746,0.7356466463680679,4.391657332329733,1.3970151087420895,-0.6672364703445249,1.2807162709092959,0.6777343194312522,0.4297225120351213,0.8874607881445215,1.4633486744775328,0.7887995585575885,-0.21834737905071683
2009-10-31,-0.6818550475339347,-0.1495110441375462,1.5497814323806263,-0.7990763447794972,1.1607793599739658,-0.24064961897935863,0.677271218911464,-0.8540993470265755,1.0695136015680216,0.503231501109392,-0.3450503107960951,1.1629744163209086,1.7819759413091611,-0.49898617838853837,0.07672473227935434
2009-11-30,0.5585473456540502,0.006941301022082973,3.117678030164,-0.5484405192617402,-2.2156151625260825,2.5062442238276925,2.1264172729185913,-0.980815685896853,1.257597994731976,0.788658589738898,0.1292769198463857,3.961543838540091,3.464551466603438,3.900227120049013,0.017569998101383485
