AISG IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.05022294021992816,0.9798167254547067,-0.4595861802056773,0.5287695076966178,0.14579333819150844,-0.5566960325923942,-0.32531260409509777,-2.3457757955904928,2.645187518409076,2.064240330309787,1.3567665842955487,-0.6438500720640503,-0.5932690672185373,-0.136218206109297,-0.12470653683407401
2006-03-31,-1.693957746372955,0.11602510412186444,-0.6650998424294282,2.09363239366286,0.7892470779122919,-0.9090900889497457,-0.31327280343223246,0.12348623407452014,-2.2394884245034468,-0.060367370261389164,-0.2499620802987151,-0.9260518062039713,-0.6191375154834277,-0.2184856568508829,0.03271829462296748
2006-04-30,0.15149494682358766,-0.8360162837803689,-0.6462951859864071,0.28611034434036664,0.7798727291285236,-1.591527811660887,-2.1110716264627523,-0.021471429263315772,-1.600656858444281,0.05028642063124665,-0.3246999999468381,-0.8322561142848162,-0.5986407922939293,-0.458680993695642,-0.08401158901051808
2006-05-31,-1.1154440951180062,-1.4241552780077593,-1.5142449665090503,0.13375460924895874,0.7232460700519011,-0.6176870707782426,-0.34194011870394003,0.8326245791980557,-1.9704367386648978,-1.2077922937038041,-1.0718823754265616,-1.0633685747917534,-1.2161155456931632,-0.263422855998443,-0.07888610445870638
2006-06-30,-1.324699437921708,-1.1815806603252377,-1.640778683523187,-0.1866394044884814,0.9942421925134614,-1.016768926187224,-0.3053179440511426,2.1891376349292093,-2.1347893994480547,-2.5717888022937947,-1.8038533996753197,-1.0602722936241802,-1.467528311296617,-0.3094444566582062,-0.022346585253999518
2006-07-31,-0.5789806355581063,-1.6561801953487654,-1.6098332472862353,-0.9424500963653956,-0.6161033904778543,-2.0513685366176606,-1.072357275792026,2.833845732938961,-1.8449046528019797,-2.885469690363033,-1.7241763728475923,-1.0505712609093119,-1.635698440012127,-0.31705710292661277,0.03227316045035079
2006-08-31,0.16350955380303026,-0.8938004129892351,-0.989000662359237,-0.29172357388921416,-0.45297897178197943,-0.9723774620332623,-0.7320656796725958,2.140062526313531,-1.3668973787022682,-2.1067214649046346,-1.0049345863492054,-0.6990604155648936,-0.9219823713808625,-0.532933857864768,0.28128506098519657
2006-09-30,3.5517444949785433,1.5034081826604955,0.9966456983485414,2.9926967870197254,1.9591083662154862,0.5959658283286117,0.602540256826128,-0.8191081036046763,0.04885522349539685,2.129470206087571,1.5249344028719392,-0.2143891852147491,0.9142675635954662,0.5423935105609288,0.03213202423181106
2006-10-31,0.0753778419167047,1.8403289865469705,1.1397082092469453,1.9757629585140197,1.952491366325074,0.15317439049063586,1.9263804644381135,-0.9543719223008099,0.23619589133110033,2.142459706415528,1.4444954708552937,-0.164921123387319,1.0085255991404496,0.09680505920714705,0.1152004473636704
2006-11-30,0.9487004294509838,2.1734751543509048,0.8247259314522422,1.3838288768274778,1.6665731839563573,-0.012881793290992804,0.5072018188202061,-1.672573875257609,0.9028288688749576,2.714602900719075,1.8463121975335908,-0.2127984719647328,0.49911038802447916,-0.11953993494572303,-0.006045276150881297
2006-12-31,-0.3731281687492162,0.3293536812713012,0.630970909828378,-0.23137216026019028,1.0954894456987834,-0.9030567418441175,-1.237825730044994,-1.3183206141646662,0.8799773232710674,1.6633815204153237,0.9399538735474348,-0.19585944385851115,0.3536885411833641,-1.0589920859075013,0.05041204746868039
2007-01-31,0.28948877652563576,0.4368080404433742,-0.24915115204212757,-0.24036357880411732,0.7450028689601558,-1.4066205574259125,-1.6519982831967983,-1.4217242280875393,1.2838804559456802,1.4431171299636456,0.667308407697709,-0.4994130825474271,-0.47466665131428626,-1.1465252120270724,-0.1232224225142513
2007-02-28,-1.6206682015943095,-0.8728195958547983,-1.011793033481336,0.38172636892883627,1.6377438848883907,-0.9435407549101353,-1.1981440603549027,-0.49954629284480434,0.597405357777226,0.06631414529575275,-0.7656126128659578,-0.8424830348622058,-1.0427332991751115,-0.5599464933634054,-0.03214962357582491
2007-03-31,-0.510180596062502,-0.9519051827735353,-0.46625777053201795,0.29733712779914756,-0.12356145026736916,-1.2821659444740698,-1.3030281650582483,-3.080374453723752,-0.26225862928332727,-0.3499815111679855,-0.9920119130173897,-0.43655392829277284,-1.0224091398648212,-0.8952646963762155,-0.027214446458507745
