HCP IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-02-28,0.13409412047172609,-0.011679230820206145,-0.35232630674283444,-0.6426605961070426,-1.1167242164825784,-2.294573503762916,-1.6156724396773365,-0.7295469762129562,0.65059823411588,0.23940076269871507,0.07574558357510318,-1.1792098505796718,-0.632448701395443,2.0038992801205913,0.15063658957060877
2014-03-31,1.3414231773430045,0.4846991741781957,0.38946540792702117,0.054369960601302655,-0.9244418677391641,0.7500463961627067,0.8806617444589849,-2.0763899314491194,0.9025580437760208,0.6249532530795322,0.8985995159542779,-0.10207047578871489,0.4311333670966167,-0.2784984953502955,0.07639440008806091
2014-04-30,0.7924872822749462,1.3133904087038388,0.41521752468841766,-0.33823817071065354,-0.9882461051096906,1.906852183613994,1.5819616286165645,-2.093840698249762,1.091339416579409,0.8573139784779287,1.3598599099825377,-0.16826181801311507,0.5024165348092072,-0.8175453925192163,0.3007541540191337
2014-05-31,2.108037132645288,2.4109212659465,1.4158177247056007,-0.19129518774844678,-0.1500268789777428,2.940293849215746,3.1900095185820505,-2.5085407627254632,1.6211637976561641,1.5357358143457,2.963005777204864,1.098680491102909,1.1751827327919637,0.33383858930106197,0.14396626991710218
2014-06-30,0.9945198656315578,2.055228671217113,2.9516676803831388,-0.19701848199462899,-0.07519557852947725,1.4961374124837377,0.6272166231773888,-2.398091576958723,1.8913063916071249,1.8327855106611481,2.766291941616529,2.4698221900309316,1.8675172899257002,2.086410408774977,-0.21968931644612225
2014-07-31,-0.9955925204318787,0.9965202717052701,3.6570126109238617,1.408532607680991,0.3760468555923013,-0.7338889017035011,-0.780697861857611,-1.8291346851225292,1.4696971181709995,1.3678380401000976,0.7947285255292961,2.8690422989497115,2.6354252417521815,-1.0661580145782594,-0.05083967677940922
2014-08-31,-0.05199095090275866,-0.037016608711015336,1.9967997124255488,0.4023756636071055,0.3260913678934779,-0.9688356288911205,-1.6549786053651423,-1.6265509996270382,1.4049087571408467,1.2966614517683184,0.2905261756158195,1.6765256585706407,1.7482639219448946,-0.8641070860104335,-0.10071022134779165
2014-09-30,-0.29597385739852805,-0.6997466348870027,1.1909398106302989,-0.657887161824763,0.3610431194117414,-1.0023111495361243,-1.5764220647036464,-1.3867602119245954,1.2453017043186427,1.1240004820173142,-0.18155325127234412,1.0313930559565088,1.211420014191045,-0.38469352063188944,0.02843207587114597
2014-10-31,0.4121960800360573,0.03324491881022413,0.9191785524885887,-0.9211451295943599,0.2636311163984205,-1.1773046371763738,-1.1349931082696199,-1.4114713318481202,1.3067526289881242,1.330478082998317,-0.10470869044728336,0.8570246669224267,0.971961885973474,-0.2224762400277615,-0.08319616128112088
2014-11-30,-0.19277436668798484,-0.04074834350248805,0.8166870061361241,-0.8851900377715837,-1.0674894336503704,-0.9730453345596746,-0.6230692768555489,-1.1978811921830934,1.0703181109291913,1.1048481505477037,-0.2272688061200495,0.8932454947046512,0.896494276711403,-0.07581405084057666,-0.0663945471244425
2014-12-31,-0.22228496029984424,0.01322362617463095,0.5915306379075213,-0.9254011081187443,-1.8363262986525077,-0.9136723342605223,-0.4835661500418506,-1.0111598604357128,0.8098626568445516,0.8416445430197368,-0.18997144236991825,0.6051843598663039,0.7120517745067247,0.08121724870943547,-0.013537791364058319
2015-01-31,0.09464667320046517,-0.17169725870196703,0.8196633375127755,-1.1224646781643897,-2.2640917590610616,-0.8266723855577406,0.14169626775113048,-0.943808048854142,0.6965645220828612,0.7840683449887879,-0.09798990623277758,1.451710251520208,0.9275164570897986,-0.14682953323526257,0.03385372652442497
2015-02-28,0.36146602802708394,0.12182120634794179,0.9415581201176174,-0.8758277918400157,-1.7858080232310085,-0.45924335938878197,0.6787166042422174,-0.9876943290223752,0.8566986572716787,0.9614014949534507,0.1485884043025618,1.6783159271217092,1.028580173066124,-0.12396286254648137,-0.12544057394482688
2015-03-31,-0.6475103371941475,-0.0989007800311989,0.28698320162639407,-0.5337216560209181,-1.4983492699971905,-0.5430827101563043,0.47877773891464337,-2.4401812321435488,-0.10151631290050736,0.278542615317277,-0.3032170145106095,0.028507332511928243,0.5542511544244474,0.19767328630397138,-0.013454892334183162
