TVSL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.1885637668500762,1.0155947438193007,1.273701552174575,-0.521702855274783,-0.10341171483735694,-0.7470938402690411,-0.8388429174618568,-2.604104523812432,3.177871332569532,2.3073224535983816,1.21785772123705,1.0602873564201043,0.8408522923423506,-0.46550337142496345,0.1581222892667629
2006-03-31,1.3176384705249697,1.644313202369,2.5025690563122356,-0.5314267087695442,-0.3431184987527309,-0.8022242449958854,-0.43685815035437525,-2.9665412926446137,2.9984153887600797,2.4569801760584196,1.8683700476232743,2.5754847653662627,1.1031212732059783,-1.3978827863709975,0.13513221828076885
2006-04-30,1.013783590339909,1.4024386245865785,3.318680527267842,-0.6373425229819145,-1.503840941453641,0.5614251406084625,0.7409369637121275,-2.177333279192779,3.0185760903275174,2.0143769684207764,1.9090974760324997,5.387660233290107,1.546605441228291,6.792009546681553,-0.26076067407108544
2006-05-31,-2.4787362693667117,-0.1023277536480006,1.3060918003414008,2.9127487339253504,1.8438368561885037,-0.5080289085824452,0.2014949229607257,-1.1779914011357178,0.8504235328950354,0.7523625757878714,-0.4506955994043732,0.43638202200658965,1.15013276431916,0.029391214975975855,-0.23561400964893733
2006-06-30,-2.307914132730267,-2.390827948232564,0.4787720524395425,2.2042259386891216,2.864887285542819,-0.6283814285676153,0.3183307548999144,-0.412483238504076,-0.3190195652556168,-0.30818193449618464,-2.0225253986386558,-0.04512992314206532,0.6775891167436612,-0.024238912466401273,-0.09377855138421395
2006-07-31,-0.8693011020574486,-3.4257506632325554,-0.06341603897508506,-0.2712551448767496,1.9874066205861491,-0.8681981565661979,-1.1477884216058598,-0.018220849497899327,-0.7133811584561756,-0.7577525568936271,-2.287857799905832,-0.2546239754317499,0.12351938483098897,-0.05399280238862061,0.0413336481150121
2006-08-31,0.21850373587449,-1.5430746012751795,0.04572270722584944,0.6396775514433326,1.8037482407362124,-1.3963907629841343,-0.9470494613199494,-0.031767154123180166,-0.5373257654815972,-0.6075879005385674,-1.7487758907331836,-0.20531377488972968,0.23911725769812187,-0.31822658956653055,0.2928913965492961
2006-09-30,2.3103029609073795,0.8722082951720569,0.3598275252738104,1.63334585582372,2.5441614553484535,1.7180169728776293,0.8142197981201075,-0.6705738098578561,0.7737641161428204,0.5613597679920826,0.26278330395028415,-0.1238848575919401,0.364227735960466,1.996529488687709,-0.1330035367398696
2006-10-31,-1.1097809649886072,0.6939255195563657,0.16697778938380795,1.7896641220046028,1.9859831931741423,-0.9659637786854804,-0.5119961424583432,-0.20088655399181068,0.08031960209090017,-0.07293896660206195,-0.09100135668650167,-0.18363199374173783,0.2782660879394518,-0.2710394581789295,-0.11112846439740069
2006-11-30,-0.9265131427492359,0.034498055577990905,-0.5586512461682699,2.0403369638779774,1.399544059341601,-0.36039491430483234,0.4695014903489084,0.1973328589163416,-0.3742656215926822,-0.5602089071246988,-0.517757635438499,-0.4732937805552584,-0.4542178811350743,-0.0033702554443318577,-0.11096021030833784
2006-12-31,-0.8511298707398691,-1.6767634597674494,-0.8716449664463787,-1.4955885273069676,0.8785145314626281,-1.1269101985558294,-1.97477478412106,0.5890333118019399,-0.7295526651405662,-0.9999358700136861,-1.0145824525917617,-0.6289576681504937,-0.8480532677579442,0.16141174255395008,-0.15273827717228977
2007-01-31,-1.1572565692296746,-1.6104393018434904,-1.468096035263678,-1.1976542956756877,0.9732648838651285,-0.6635404231210111,0.0053280748853767705,1.1726210669256971,-1.1132269321691004,-1.5652535439256097,-1.6144230248830838,-0.9038722228456361,-1.8140896342224404,0.08640128829828563,-0.20102678911854469
2007-02-28,-1.4588672291339486,-1.8154502394760637,-1.7625381849051862,-0.8078497443869229,1.0864245665616303,-0.7612005683896406,-0.5876162709990946,2.0161731820435387,-1.4236385387994959,-2.1365804549627208,-2.118190550734013,-1.0287425043148386,-2.6740630404007515,0.2590361565585949,-0.028142893588820883
2007-03-31,-0.1474931546853612,-1.3832220394538612,-1.8906227455287747,-0.20699741321560833,-1.3127944557461606,-0.5187705964711703,0.41880446160204826,0.5148159186146815,-1.4244950376634322,-1.9337821410971017,-1.527083510522047,-2.4963576037463824,-2.054822999451134,0.02073166398867907,0.07906066857148344
2007-04-30,0.5932910128189904,-0.4870662801233972,-1.8132736116373755,0.4991865668703437,-0.460896673762664,-0.7192630499534647,-0.2840480382310966,0.3543915383707523,-1.16180862698498,-1.5065610041839097,-0.6938012592431834,-1.456648851028556,-1.871416002807019,0.3435145071797999,0.016920877488337177
2007-05-31,0.13466201446924272,0.294038698309358,-1.414532824539862,-0.8611473921723722,-0.32345180175413135,-0.18569481577842467,0.19384628636644646,0.4144326518134991,-1.0400715881355302,-1.3473805713065092,-0.24192683067109533,-1.099219479402692,-1.4488490955081184,-0.39419806308332395,-0.07274784249723817
2007-06-30,-0.47475464488725466,0.12843519385984406,-1.1131374400618952,-0.5089323134620565,-0.40172129074287083,-0.3004775224307547,-0.14528399125436448,0.8074453336840846,-1.0647180150553102,-1.4254728706287059,-0.26449223890773665,-0.8904527156301015,-1.1770022236529059,-0.2845702926931359,-0.04530215984710233
