IIFL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-04-30,0.9024561422359375,0.9808308074641992,-0.9663908043916217,-1.402986736185125,0.4009740923499464,1.7245748195686343,-0.08051744868639693,2.425707618070313,-1.4363422898326539,-0.9254278462794522,1.113205675421231,-0.8806722890815756,-1.3896402552957812,-0.34166433985711914,0.6855999749245625
2009-05-31,2.306096188230743,2.0015038912133942,-0.6318148759224512,0.21314002583149194,-0.01582685824330634,1.5193217035601057,0.8920724035679614,0.7883116756754667,-1.1348238490746165,-0.05878102837414817,2.7326526815411,-0.6532327733767938,-0.40742280277863213,0.07011357491318869,-0.218093677728297
2009-06-30,-0.7016670682610199,1.2498394861177073,-0.5069785073953296,1.633506713340878,0.5959072040035304,1.1575531362576936,1.117625704109197,0.9915772434665164,-1.0338543164516845,-0.2640106962937265,0.9663377631069426,-0.5580673362286058,-0.198428863801654,0.18656626277243493,0.11457683829986035
2009-07-31,0.37653322554672003,1.0003915134303463,-0.5171282001099813,1.5133485341424495,0.18527207997491335,1.602273377043191,0.6211857509955727,0.7126249951796162,-0.871910797675286,-0.0602547027472505,0.8166449152094757,-0.53710863272844,-0.2768063602960349,0.29981486605512,-0.00664669708087506
2009-08-31,-0.007858124962331566,-0.1789064711722358,-0.4522222345248072,-0.8260682856450938,0.2513847049011939,1.2457620014356818,0.6306679838413203,0.6341168572480578,-0.7560479428993363,-0.0173494805991919,0.3989222826481119,-0.476168350375824,-0.1854404833735024,0.6214696246185015,0.09282291096310909
2009-09-30,0.28845952685469967,0.35942781192448137,-0.14633284212129716,-1.6815262322816096,0.21185390009483038,-0.13775119974544298,-0.28244970038337486,0.42929461152486403,-0.626026065198138,0.16470754193947337,0.305886526385323,-0.2625022940319585,0.3948619294131045,0.6388192901126126,-0.1414829599804479
2009-10-31,-0.42765447667524203,-0.07856910636240212,0.32766757130294527,-1.188385838062886,0.4062857608597831,-0.6457230768825718,-1.2801287719444328,0.5344444698714425,-0.5445187991387395,0.05241110278386917,-0.1934508981445225,0.03695622946880012,1.607381746472185,0.1291886045538542,0.020284671171505717
2009-11-30,0.13483950877580625,-0.0021950943186323435,1.347399203771215,-1.1177531119604311,-3.0781839230211867,-1.0591249782414045,-1.8017333679012055,0.4070766946657889,-0.4246389977038115,0.20119675880127177,-0.0508597070943021,2.133891199788858,3.7032342628662986,-1.4686361466773348,-0.023363175398593124
2009-12-31,0.009792978002330305,-0.16046489102451483,0.6762688064606249,-1.42430112550666,-3.7932988916921366,-1.121591232368113,-1.2600368715134016,0.343634960159739,-0.372158329514148,0.33562075852324913,-0.08510349970807919,1.8932532548955394,1.6849262363207325,-0.7255760753401311,-0.08542429734921242
2010-01-31,-0.1336754943835848,0.010753399049569054,1.094158179085631,-1.5871885550448837,-3.2601584049496064,-0.8342971559023522,-0.5257648684780327,0.3843579975985332,-0.2736463575549953,0.34293790847159905,-0.15612659685273286,2.9671522061074267,1.8751994316623701,-0.6314379430024649,-0.03396588725005933
