RITE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-06-30,-0.8834931268107522,-1.8024433426454125,-1.6341576247876743,-0.11167403626298891,1.2265751254846384,-0.4686284761892687,-0.5474377244774921,0.8186942871412893,-2.4375078894205418,-3.1275433897123053,-1.6115050528788024,-1.1836705829644083,-1.6172035449169886,0.8864617717286071,0.1133925511036975
2022-07-31,1.992181504238767,-0.37940877880919904,-0.5729818999891112,1.7001565595603378,2.4062237250091973,1.8622740686578598,0.5420346697310113,0.29993066214102626,-0.03522482281620756,0.20061652227229695,0.6923528659006207,-0.4099158131788247,-0.4259932167136179,-0.9471747293270216,0.12289761912381925
2022-08-31,1.914210331907105,2.48100505939616,0.5978054028104924,1.2577182357599113,1.654674523483946,0.5781570197507747,1.2043548805264006,-0.2612030853168199,2.5026043938164992,2.818209030886949,2.4180607692468175,0.3289387145750777,0.6286213950043,-0.18464179735616323,0.09302766756143713
2022-09-30,1.2823844048666206,3.948935946553943,1.632641749465752,-1.4235255281505284,1.7460722719104125,2.344119886713514,2.060332708029744,-0.6504801427761694,3.409127410923743,3.2523613959563176,3.149972585594854,0.9853411379354491,1.4193062251249393,2.8018320847440754,0.16804794026852518
2022-10-31,2.2998547161815437,3.4792690993357165,2.9344315552838167,-0.6533806304715082,2.4307916516173473,3.6897758777050145,1.8407265475230246,-1.3909514471571096,3.8053523998153507,3.248487957453788,4.361639996149815,1.5904041364858346,2.0797110438637634,9.5345356772694,-0.05044871124807867
2022-11-30,-0.9504356733279544,1.3535591893178323,2.153295377516684,1.6087847299238194,1.5871246960871388,1.7682467948595675,2.2416817390779995,-0.9467423724784799,1.8767351381802893,1.7610954369110992,1.5515661196911148,1.4324336430063365,1.7487283590002138,2.131554612186821,-0.07913988367875864
2022-12-31,-1.2718141104730967,-0.06659647632354712,1.624801762748077,2.1609709759477806,1.8552490785021911,0.11080245739083858,0.03303764878509883,-0.2573918832964775,0.833905025986166,0.9420180382253062,-0.1002924030275418,0.989216537842146,1.5065844943267193,-0.1764671846676365,0.06338461033991567
2023-01-31,0.7154329405169735,-0.8523426618126679,1.7069400639978862,0.32100166032238575,1.4977451528679628,-0.22970567395787603,-1.991344029593251,-0.5893728947298361,1.0868418849097181,1.091098785753419,0.08586877283851421,1.136048937920283,1.4571139922723475,-0.6409911423900261,-0.10264069522057905
2023-02-28,-1.573168723266519,-1.1919913743372594,1.833929499017821,0.7203336789391765,1.8656234607672422,-0.48340552589047175,-2.0834892425429112,0.4620666507960077,0.16388670806889413,0.38761376263232755,-1.1191467779372772,1.0827983910679884,1.8576186229382854,-0.9928465376252467,0.08336689393195089
2023-03-31,0.9188764838340558,0.05971948563971405,1.7164969418880198,1.0485408296746976,1.605711348582222,-0.22596805131798636,-0.31074292962734895,0.26276826242356627,0.3142684257525781,0.692279113628799,-0.39239979839173117,1.076581739922985,1.7176756328785516,-0.572860207810008,0.0828850958051061
