JBCP IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.07709156902397085,1.4510489081430207,0.07672894021035796,1.003796894685311,0.7874694252373082,0.22736711460382567,1.2423069583056836,-1.9176203042916968,1.7746019169570348,1.690054409860242,1.4963930269624415,-0.14327470188970792,-0.3688219817449963,0.1996226043256281,-0.06736553182757607
2006-03-31,-0.9057718992315088,0.8856381757919355,-0.02017259116320513,1.6351437556166184,0.8400696790624558,-0.6059674392709165,0.020409764912537105,0.7513556661831787,-0.3573876288402335,0.5345224759275663,0.39695725449843433,-0.2460648853682889,-0.16579183122806354,-0.5731996327661435,-0.017929817639554164
2006-04-30,-0.4050308634155508,-0.7106349126109153,0.8079897367420924,-0.7224918773020529,0.46321102915973944,-0.5605368187298667,-1.7414354383797237,1.0063540786334917,-0.55777017643094,-0.13660563624514144,-0.16572282777918926,0.627157379978738,0.584506050201215,-0.7579129110247288,-0.1362208621877041
2006-05-31,-1.481446802433176,-1.604359114140308,-1.1457004508728021,-0.5993384453807,1.2456751557670451,-0.0980259816291401,-0.31266709897037276,2.7116923644767947,-1.609284008731869,-1.38805621951581,-1.289476572441756,-1.411832696547485,-1.1491541118845554,-0.2772625919994515,-0.053649512678032946
2006-06-30,-0.7080072367390665,-1.4470074064703358,-1.5482836625258105,-0.5475148145126343,1.2723569447570564,-0.8080811173119994,-0.5127350542544271,3.285673994281155,-2.0004446525742465,-2.043641985953828,-1.6703529746544086,-1.702904881674998,-1.6266605633236424,-0.374446142104081,-0.07409147581178549
2006-07-31,-0.9146284134630948,-1.708323168127709,-1.8723924734378916,-0.8558028624634835,-1.7564986654393997,-0.9343242768183461,-1.4522396771762929,3.8964642367460556,-2.4549092358107028,-3.0194742815067843,-1.7940039427376224,-2.223113131538551,-2.030315551760138,-0.23212307850556166,0.06266031499415886
2006-08-31,0.40153729285196427,-0.6490115151684457,-1.552755924875312,-0.23752244323702906,-1.3837585640468448,-0.7117913536423589,-1.2455090473971673,2.442912678855776,-1.866265247602237,-2.055281718382592,-0.9681703338486186,-1.6560790123250069,-1.6112808586655292,-0.35858225819616074,0.01720472544963076
2006-09-30,-0.013635687207929617,-0.27442467795784375,-1.1588000488814585,-0.3100753197284048,-1.205420601236955,-0.38097929064794644,0.44391914198820903,1.9454417094031555,-1.611491796933933,-1.2075512299842701,-0.5682945009430503,-1.0404980747043997,-1.1236344990319216,-0.44180250147191097,-0.028109958931893206
2006-10-31,-0.39924469348389485,-0.0015197537903590822,-0.8904953655169516,-0.7939449737138392,-1.1496701175412063,-0.6753315679533675,0.6748172549343603,1.9327939225303554,-1.6147156628755168,-1.6074198890695925,-0.45414622969114854,-0.6524438223187248,-0.7908387942688752,-0.5457860412171995,-0.012134732465993597
2006-11-30,-0.21523286414608508,-0.3421709666044756,-1.2155164098191962,-1.2371879865052375,-1.7487233877396986,-0.43575448868103855,0.5423495169610307,1.7285260328071643,-1.4819980927560747,-1.7378262002479334,-0.38320920448748846,-1.1937696388778012,-1.2053063134920947,-0.43891009367310285,-0.0060113728837380654
