KMB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-0.7100839640114291,-0.7553294171408168,-0.08802292994280134,-1.6912064691898934,-0.4687882068715469,-0.3425722612178651,0.5776307738689944,-0.643455334115782,1.0276784101446685,0.056788300743244535,-0.5193265815860549,0.038681905467206866,-0.16860342024783748,-0.3001579971456601,-0.01005646140901274
2013-03-31,-0.3910492958290724,-0.6733148059254003,-0.16942163653138365,-1.6874942115792422,-1.6198006816234989,0.01373810461309083,0.4989840426183004,0.1422298473302695,-0.1895880204421795,-0.3866948527534679,-0.8554759043803633,0.32118940071781027,-0.13707769907007533,-0.007562229853456214,0.07959496933376393
2013-04-30,0.8671586227744666,-0.25017562428224577,-0.05169348493480106,-0.8902725073395464,-1.8172377695309727,-0.6236213873541542,-1.8343826607744012,-0.4973304440198548,0.8746483717355059,0.3689977605336587,0.1751170385935179,0.6141321368539568,-0.12779671320729852,-0.5432508028701274,0.10196059738060813
2013-05-31,1.0984646497445045,1.4369278216767067,1.1500101107966474,-0.806129921784162,-1.6901402546334214,0.05592301785542242,0.381997616136006,-1.1531294619752281,2.0886547017020125,1.4286377024831676,1.6263641418568142,2.3907318042990258,0.8128284636242511,-0.24012034217296765,-0.0808305871474457
2013-06-30,-1.3812918939265102,0.4938449342692065,-0.08707378369212027,0.7698512334328957,-0.7110015721139495,0.1886635513058378,0.15042545694528858,0.3279185345853661,-0.699012919035122,-0.028181647946476752,-0.3894699828335016,0.1296699662300184,-0.051416902442279463,0.12326028234035395,-0.1016442380964987
2013-07-31,-1.5293912707023314,-1.6907358047186032,-0.09169291121777673,1.1779596360817157,0.27910032900916804,1.70430308737269,1.3198703123076145,1.424205868061243,-1.9716798679784682,-1.4031869811966509,-2.0040292632354757,-0.15924839519793477,0.11502764507690784,1.3271128932212275,0.010975719938584908
2013-08-31,-0.06256551286195478,-2.5704721084832074,-0.5761830869388895,-0.7851236581591828,0.21790047544888846,3.1200088989785115,1.832673160343133,1.3541027993290649,-1.6394098434982407,-1.369862752995306,-1.6547148058262269,-0.614984981651077,-0.4595781241924532,1.8048727018995074,0.027661179004352717
2013-09-30,0.1396758165608219,-1.127462105453139,-1.3303818009493094,-0.3765207379141111,0.24310652468945385,1.3932347154981701,1.1935773889068328,1.3923882929414872,-1.570483746738263,-1.1485415823957204,-1.2386547056427384,-1.3460499511552764,-1.3234618382779704,0.42641651583741796,0.10410622693323422
2013-10-31,1.1127740343101853,0.9323507921646246,0.04141504428828667,-1.1502311888867855,0.5463395862555365,0.4030652815316322,-0.059861785648618056,0.27939034294326304,-0.4380310183840955,-0.01116336660914099,0.3133047902723453,-0.12826140280029977,0.06093810355255696,0.5070863541252353,0.005698021114637796
2013-11-30,-0.13092467260045781,0.8785268491553981,-0.8691492325572697,-1.0531398766909634,-0.4525393962157039,-0.7126790738494982,-1.920831593315453,0.27784805974963583,-0.418962060140636,-0.09696036196017888,0.5505018515562483,-0.808508377637873,-0.8944531480735205,-0.24793251146631212,-0.03838596651379917
2013-12-31,-0.7771006327945182,0.18600053681678594,-1.0531208837429888,-0.21516591266884844,-0.9507157007692041,-0.714221462357448,-1.328725387707791,0.9305525603034478,-1.1854977422566988,-0.6954041520619548,-0.171749147920297,-0.8950809318792253,-1.0587219287419147,-0.1787811033016162,-0.10287683732004739
2014-01-31,-1.7014636946238697,-1.9471376606685051,-2.628392836064873,-0.8331090531757511,-0.8693361587959711,0.046920930561573815,-0.23709410033655312,3.10989222611091,-1.9523815550132622,-3.1240411448686345,-2.009450608940759,-2.698037958733557,-2.9040547823808662,0.22984706021579931,0.04085243082468147
2014-02-28,0.4040753908706068,-1.456375618964912,-1.6459986085523277,-0.08177811994498338,-0.6516389853126162,-0.40645813060753094,0.3516468574613433,1.8169156123148578,-1.3677025889710857,-1.9333219021311796,-1.2462496603353135,-1.6253656508979384,-1.7113601942600485,0.14030579928368292,0.13188650511118236
