IRFC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-11-30,-0.42723470152827014,-0.28415070943763693,-0.9097084175286779,-0.8605113352829423,-1.2609401507039133,-0.9766089156309149,-0.032970832288302235,2.9143522641669564,-1.7405277736453937,-2.246833136145881,-0.5936970580939442,-1.111732011541537,-0.9687374021228933,0.259618529046307,0.05823520623642625
2025-12-31,0.23991539195650277,-0.18455948033523378,-0.8385238415949345,-0.7216089400578068,-1.0547806911188724,1.9597172209808755,1.7603829053378195,2.2602103445750346,-1.4425331901066585,-1.7709722523194975,-0.2103085247133251,-0.9375774222601235,-0.855436407706686,0.0016724476926873292,-0.03694437803013812
2026-01-31,-0.3011790321535353,-0.2757554695446901,-0.8023916077357659,-0.6167833219750919,-1.113713547965953,1.1856487627660477,1.4563387244380894,2.168853955160587,-1.3855818144013443,-1.7725833197428895,-0.25728879941401267,-0.9791314509259244,-0.8207353027247316,0.1183911241677172,-0.14827014124434462
2026-02-28,-1.3501189501003314,-0.6482062023049416,-0.6706800780247194,-0.09235524236806603,-0.7674357056201704,1.7954913893838655,2.1479531230967637,2.7963081377740826,-1.6926828890663956,-2.4378161363498236,-1.0400322250758651,-0.6650971607133388,-0.6665416302502782,0.4082622508045104,-0.04594534921292663
