ADANIGR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-02-28,-0.9168768368110647,-1.028565832030762,-0.8590648799738588,-0.3235886079283716,-0.6281088051279972,0.778512982639163,-0.3552714264730798,1.1938363170911086,-1.227776430239585,-1.4718236437578809,-1.3658565089957118,-1.0627703127215287,-1.3533104193567522,-0.49081075451629996,0.20295138534777532
2025-03-31,0.9605412645118676,-0.20718258791933686,-0.7488857774219357,0.2813598858236141,-0.22261413798252921,0.9850540349205156,-0.09447703448046763,1.1668947049933445,-1.1360768089522895,-0.9779598743679384,-0.5779412645883447,-0.7406764058845309,-1.067486867101675,-0.4973690643276181,-0.0518676825204454
2025-04-30,-0.36075061891630295,-0.3431714339074162,-0.7712924451978249,0.5196533988779838,-0.15690854666164908,-0.28703296310417004,-0.4004519395496534,1.332512426113617,-1.1571314871070937,-1.1916112847880245,-0.4301285655978388,-0.7409731720485107,-1.1527018624466736,0.6670196280339993,0.11883105345764129
2025-05-31,0.7973617703730642,0.7458148934268848,-0.7502885764454907,0.042042711066915796,0.016662233211579003,0.14183408914915951,-0.2360437348069295,0.6856511338280772,-0.6711592000241597,-0.7244844531928075,0.28883606201579365,-0.6851255436716439,-0.9477537948940751,0.28706021926111314,0.011029793919066944
2025-06-30,0.06175381809215923,0.2463572243626994,-0.7034141843993221,-0.48356162457046076,-0.09112423986590891,-0.6164985367944013,-0.9041929068465387,0.6001923389074916,-0.5372193774545524,-0.716927470019293,0.32551689487711644,-0.6941649220248898,-0.8342378169638601,0.9300906856959109,-0.04069605991264903
2025-07-31,-0.2868722373680693,0.2817112755413772,-0.7559137274162301,-0.5853803381486002,0.0454419027745442,-0.8325715456912264,-0.3817582117955221,0.703326731124774,-0.5171682641698445,-0.8726718919507523,0.1325489259725075,-0.7129865692840974,-0.9548828316707733,1.1260710625533157,-0.07505365043569497
2025-08-31,-0.46871532458767834,-0.34362370530773745,-0.79983551696862,-1.151177446432107,-0.518997561061293,-1.263000020529131,-1.2132816632184396,0.91470561930768,-0.6046465943265312,-1.1487235868024481,-0.28155560162748156,-0.8910110337093863,-1.093802025717049,1.5756715818210547,0.11696776696804068
2025-09-30,0.79585456248026,0.009422096773528598,-0.760049038501314,-0.18788364829773,-0.9556991662380115,0.8614339055368792,0.8097100619936312,0.3412191402139524,-0.1295073585500828,-0.5454924240728699,0.19330883637229437,-0.9684548347700477,-0.8682791766886931,-0.32319544229194563,0.1045323986024391
2025-10-31,0.6892358144615162,0.4884562404098054,-0.5665671391243029,-0.07893206792059,-0.924884970881467,0.10640071960527836,0.7214292151106627,-0.06361802422845798,0.2772376322662992,-0.19937149414008284,0.5040951323940436,-0.7256958149482896,-0.453376689638898,0.32896163589726823,-0.08395385502047524
2025-11-30,-0.623213777916218,0.41620669596136667,-0.4940538579682557,0.0011909517777111455,-0.8479010900303834,-1.1545930874514447,0.44521667527193926,0.23767386162915152,0.07567789827895734,-0.6127021812451151,0.03182571740799727,-0.623246159052528,-0.36560663451968534,0.8856571877813145,-0.03208727757768048
2025-12-31,-0.22079022431223058,-0.07587488253076327,-0.29648708576295063,-0.23167387036755463,-0.785853551448319,-1.1255255929149341,-1.27395140328492,0.2860961265359486,0.1195923989794362,-0.6840706097201472,-0.10332493507017496,-0.3840075825439545,-0.011898882430605348,0.5441867985118536,-0.17480383126213359
2026-01-31,-1.3457685547624385,-0.9740421708593028,-0.44884076639515946,-0.5718641634851257,-0.20914426382778378,0.21086658506092662,-0.21536086460972978,0.8813136574569542,-0.22930137450730986,-1.2452139205449146,-0.7273362179375561,-0.5086700066343861,-0.3295005976390609,0.4270746778559004,0.10573003555011941
2026-02-28,1.1215557897117612,-0.20883319666865452,0.015698417867554007,0.7240368547283481,0.025506386192440094,-0.4501616141749414,0.19855579145998123,0.238312372301326,0.18747352315121316,-0.6194492500034673,-0.17383357935321447,-0.11488618333048899,0.5676981173528303,0.27486643336426775,-0.06870263018885456
