MRCO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-1.4367443382645433,-1.2890775577382232,0.6526625291768497,-0.21657693562465902,-0.6399534692415403,-1.2757837480660088,-1.1515868949871144,-0.02495025402529949,-0.47024723356373926,-0.5201768738288532,-1.0590105801043124,0.31786694898386975,0.5220914669063139,-1.3136410889207204,-0.0023063627367497386
2013-03-31,-0.45070889963534144,-1.1727880699968967,-0.584321081257848,-0.18856672152557172,-0.5955170898416223,-0.7745591154164397,0.49207148904865516,0.44356355940926073,-1.027599558279021,-0.9039924833784393,-1.3622667563617685,-0.309925956877139,-0.7648308427082189,-0.32779834928039797,0.057030126476078094
2013-04-30,0.7590316333837557,-0.8536399119913561,-0.07983284219199172,0.21040852465884255,-0.44462788567135886,-0.6492868146431928,0.2351171022183781,-0.11082377663989831,-0.5528404145981355,-0.41474704810780366,-0.5039663467187077,-0.13093884359209426,-0.3136772432246107,-0.4286657393436288,0.046172974159953785
2013-05-31,0.5054464172338863,0.46523542349712693,0.5465154739282384,-0.7466617768545345,-0.48459296184324174,0.5914607030259721,1.1198597592643846,-0.44123578865711327,-0.20901299988747682,-0.17120873765530606,0.1532883695235639,0.21271382022516824,0.24467512049700998,0.48118255935970544,-0.12814107717212442
2013-06-30,-2.8301192732825338,-1.0532578390821083,-1.2380831274384319,2.2189517742343803,0.9987252145831627,2.0376760849473814,1.3721031979508842,1.9708508272942946,-0.7250226955653759,-1.987018300656626,-1.8596218487305054,-0.9285506717778155,-1.3365371362375769,0.8462526896460604,0.009033839913377592
2013-07-31,-0.05024552108238964,-1.586291227261853,-1.6903592644854772,1.4871950969706285,0.843556369074271,-0.5828757175461783,-0.01446429116540206,1.5937478462683776,-0.5615462127176636,-1.7850146175348318,-1.3284040871627112,-1.065753920186304,-1.928538561469049,0.07172911408520327,0.014267238659606274
2013-08-31,0.08698670594599504,-1.8856680723383075,-1.5661253691642791,0.9540232492875627,0.6711523606769274,2.45829854661021,1.083842636338936,1.3279858715097927,-0.4148340271959583,-1.5869079573375129,-1.0020684547773298,-1.018925689315991,-1.7789968521397677,0.6193054877139763,0.034010761606184645
2013-09-30,0.37496518891095254,0.25728805313591857,-1.1956932470550898,-1.5868269490850861,0.8825861176970662,1.5020722923586733,0.26188836610483973,1.4544058884183355,3.1726667341107397,-1.2153509469423418,-0.49643353611218854,-0.9109755249717365,-1.2880912162674287,0.619315608835064,-0.03680931590554322
2013-10-31,-1.0926497132961814,-0.38916871654524543,-1.820479505344473,-0.5446303637546258,0.7111651597563449,1.3377219987966231,1.6313345720653911,1.8548689782194112,2.2006646647143406,-1.7723889179553358,-1.0348932081061508,-1.1394254910758195,-2.0424157984690363,0.2291727639369907,0.04303060901106507
2013-11-30,0.6011897160210419,-0.07615876820910286,-1.8062695875415355,-0.16414178342294605,0.7493887761385658,-0.2791453117260979,-1.4304971743743826,1.2561488989947678,2.0959907161906925,-1.4886711254927703,-0.020214448364660253,-1.158271283572559,-2.004519297260443,0.16878188460194837,0.002957761653474449
2013-12-31,-0.3033673757159467,-0.5376507239485743,-1.5413718500235762,-0.29265647706593045,-1.429740638158414,0.04206807899902694,-0.827822088542731,2.14046331607082,1.8498387495665245,-1.489914005127332,-0.24014084143718598,-1.0096193368346065,-1.6514712134766751,0.169228187886077,-0.0125378935204618
2014-01-31,-0.635259882900713,-0.2028418150773532,-1.7409941931275976,-0.7643209494062155,-1.2301787244824407,-0.5734006244315032,-1.3460950310918436,2.201888856482743,1.5408812395816085,-1.7390778290493034,-0.7009888048021936,-1.2849674942045302,-1.90536545617286,0.19687849680152664,-0.014117881545784932
2014-02-28,-0.6187424901621841,-1.036941336030537,-1.3078635346583571,-1.5877392282133411,-1.0783229727167831,-0.5080191942762458,0.038254232660339525,2.0660529173036077,1.307551723518579,-1.982580194360701,-1.008022154500077,-0.9640324152833025,-1.353779067615442,0.0998925790312591,-0.00875862415613668
2014-03-31,-0.4609681399952221,-1.1219245792487103,-1.2361740464801323,-1.7968030106808976,-1.2653932553879246,-0.6663318193835557,-0.42848464508611844,1.8437799515613853,0.8988608106778588,-2.094146908725244,-1.0229481287629303,-0.9339437434761145,-1.2870777929985124,0.10453001417969317,-0.024979515475713428
2014-04-30,-0.7689906629274804,-1.246627965740334,-1.5926121981445065,-1.3966041996103775,-1.3243683657637424,-0.8593178672173241,-0.05323452992418205,1.6875155066340064,0.7251829199948009,-2.619583619962311,-1.4020952775905036,-1.4280055845722408,-1.792602793122787,0.3049825425857329,0.17888428358403932
2014-05-31,3.9202762245753537,1.7870486727207517,-0.7283773932887171,2.8924581995056995,2.1773138498718954,1.4751029012857455,1.292727575020784,0.10867159675056373,1.445967416824638,1.611042241912619,2.0825258861250555,-0.7218361084508594,-0.7184762660503257,0.3661586108434475,0.0004098192754378835
2014-06-30,-0.25696250860373565,1.8368201096276262,0.08487912007448843,2.3697617220428207,1.9138825019248593,-1.54665246116776,-1.421758054247253,0.46007435396338847,1.2015805508201014,1.4146020458870667,1.4566076329086999,-0.40481001425769825,0.25614174030828346,-0.960264790281673,0.046434340036182256
2014-07-31,0.6043431308637478,2.6474946785702413,0.32639929448311095,1.4617085248568578,1.6392488554244542,0.4588717356093079,0.9678463427090808,0.05246154799545734,1.0641410538584375,1.8425205517578496,1.7283391841721882,-0.29259836909500114,0.4672067641739221,0.5021276149553652,0.06290905534445143
2014-08-31,0.9256577764365945,0.8639322039468811,0.6416518903789769,-0.4716625894373714,1.3633053974977742,1.4179946086314423,0.08496829716140841,-0.46608365709798294,0.9527505682100118,2.0926643306589896,2.079820170810276,-0.1418764740132981,0.703052744517804,1.6319814288592185,0.12981480539486492
2014-09-30,2.0741475489019217,2.5016442315763374,1.3666641762040128,-0.13136091017144172,1.3668750272514154,1.765290238295624,3.0909746031462353,-1.180704283819922,1.0150140357642248,2.445922142960681,3.1558236132051825,0.13043034510962295,1.212272478652204,2.7914698994744915,0.004056278297672002
