HMCL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2017-02-28,-0.20594163983155303,-0.10818053122754959,0.7819726640380881,-0.6911129065130006,-2.1699749073193497,-0.28456120312075633,-0.7937867637190638,0.3150924261853696,-0.15107241035690389,0.04671941308899363,-0.39571117504797154,1.935460426906668,0.8847514877389301,-0.7508537470117033,0.026369245088194562
2017-03-31,0.27638533148427474,0.42652889926715126,-0.05093358182513283,-1.080674356037857,-1.7358069293169118,2.064220980997743,1.8286436183431707,2.8090935929519167,-3.63648033750626,0.24322161489202035,0.04361918821763277,0.19928970021413467,0.020309009918154552,0.4354175066410964,0.029556240923785514
2017-04-30,0.29595642344145934,0.24956205722407668,0.2458533365187253,-1.1843594466772194,-1.4756872664236063,-1.3999327619095547,-0.8101768219919722,1.4319218189605767,-1.744193551988533,0.4601859715540572,0.4401504824365695,0.5633105160703085,0.33616781726636535,-1.3829537478777714,0.12099876271759039
2017-05-31,1.609595816521228,1.5926787358290686,0.5715745058133044,-0.30351799236004845,-0.7452516619718261,-0.18566466465554474,0.07773255962081861,-1.4577447804509138,1.452431094699793,1.4995063862550515,2.0631667671163387,0.6022769884348668,0.5599103393215582,-0.6831151952802886,-0.011844151996095266
2017-06-30,-0.3992191602145507,1.0503614272167971,0.3158034863150113,0.17180408845142597,-0.9637588323217915,-0.738426319777889,-1.4440922050125415,-1.229761703247459,1.1708642511015634,1.0150310059575003,1.026202098200254,0.4275739450103453,0.3075287596134668,-0.9812073628049516,-0.012396347458194026
2017-07-31,-0.45800195910653874,0.5364894068588056,0.14446033744525336,0.5869670714000607,-0.7465438084132203,0.6969143740260894,1.4831330399978522,-1.0044300651888443,0.9000260543901878,0.6198707757032261,0.33363166856838833,0.17040085443858435,0.14141026943044638,0.03916652514064095,0.08876733968422042
2017-08-31,1.2357627658646497,0.22884395081480877,0.04734665563777576,0.024844129793900372,-0.5482917776089183,0.9687177134654166,0.7563141278245599,-2.8307048415800296,3.250762371146962,1.235992599545067,1.1443931625138457,0.01479773713701881,-0.023608930219464194,0.18287434986644818,-0.05678743989661324
2017-09-30,-1.3667771316057458,-0.3400469963018847,-0.12801495748753372,0.6463727415759775,0.25854324420162306,-0.08045532522327202,0.6927504591765954,-1.2801962157504383,1.2743627236765054,0.4571327597834063,-0.34976512167618695,-0.29727133632334124,-0.16200601602462053,-0.3505387075277153,0.019766003638929386
2017-10-31,0.013576628432872212,-0.01593839539552277,0.05656797073856591,0.614425024366443,0.4090317692818728,-0.8993458875717814,-0.9623966710425608,-1.5525411619254377,1.678992088783626,0.45544004132319543,-0.4769750145714809,-0.13154642601119432,0.003913208413149272,-0.8639197848341507,-0.05780952120395719
2017-11-30,-1.2851407408221946,-1.779899776609309,-0.02763140483343222,-0.37978991776308146,-0.39331789784797805,-0.5555054204570115,-0.9405644301126422,-0.4959548665476153,0.3892651857752279,-0.4272985860410184,-1.3642010237738602,-0.014341358241547109,-0.026555224408894403,-0.5610095696461767,0.04084786349061918
