VGRD IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-0.9755317851552536,-1.2425369595216365,1.0657269004815797,-1.7763347548884445,0.03122960459412186,-0.5832496134149414,-1.5397774088700327,-1.1006830170299406,0.3562278399538227,0.0219809253455292,-0.7607911705004784,0.9693776562171148,0.6464878373711903,-1.3481708093862754,-0.03580784568370605
2013-03-31,-0.6702102484469202,-1.1683611289642397,1.0423271979990503,-1.6442415691357257,0.09629020489867458,-0.5579637290085313,-0.7277389913452731,-0.5283795054637337,-0.4108353398668212,-0.21156403789825443,-1.0268454382131718,0.916984365915184,1.1584508083817526,-1.280380953551075,0.15025989149827523
2013-04-30,0.9541109833398038,-0.3270284129336882,1.41193970077803,0.6006259098430168,0.39152497809836767,-0.40233536760977956,0.40323934028270036,-0.7139040957851864,-0.0523704244676214,0.03157591554029984,-0.3513566209098567,1.2991485221936974,1.2948649204391507,-1.129530259049015,-0.060693418899465695
2013-05-31,-0.8731293318755786,-0.2916347417533318,0.6743848197066565,0.5146341879342768,-0.848152567365329,-0.39451834499439853,0.7432102030375374,-0.48736441192710217,-0.26659942653842533,-0.25827940992849796,-0.5830744151464294,1.1852855808147744,0.7197003805131338,-0.7899348959197097,-0.03239029250940463
2013-06-30,-0.5619798064008091,-0.24488214757189716,0.3661470862647498,0.45926383499101187,-0.9022340343033651,-0.6881223722352761,-0.4646403436196771,-0.3548751908802921,-0.36390216977584444,-0.4253158386415685,-0.635089519990042,0.8088973087832502,0.49372168173214637,-1.0329550301390897,0.13432389035454842
2013-07-31,0.8822407423810812,-0.27538484403822266,0.0660363010403995,0.20580772958447466,-0.15042673647831992,-0.23632366840866653,0.11108654910922235,-0.5367748248045932,-0.005046846822340679,-0.18559774225693337,0.06062330399861154,0.15903652085712272,0.018078634842586143,-0.3187579165147708,-0.028661396738818255
2013-08-31,-0.5282769573988743,-0.1084329667690884,-0.6209651019289512,-0.067686569537891,-0.4964440572527786,-0.6891090783059267,-0.6443261013217236,-0.40648620141592234,-0.12349510744999288,-0.3507650297213939,-0.21086385525843335,-0.5791400949196969,-0.6922037510787984,-0.2415098616536638,-0.05444470796835222
2013-09-30,-0.7949215093964929,-0.22577937384374214,-0.6724007306002394,0.08531709334927068,-0.3909752373727784,-0.7710514673009057,-0.22646786482761386,-0.2264910674485945,-0.3151680448757017,-0.5693101972203904,-0.6058944280084914,-0.6500417216797495,-0.7101473561837355,-0.2255352184213237,0.0025791674993774875
2013-10-31,-0.27619321158409027,-0.828977883952374,-0.8504313710581767,-1.6053760210796193,-1.6351826421176145,-0.5952707915319093,-1.236223262889975,-0.15715157273528513,-0.33602504256441723,-0.6321353437522593,-0.5559665417045874,-0.7955570268480153,-0.9146950034800494,-0.04923689539243208,-0.014704027355478025
2013-11-30,-0.4386641618324387,-0.7840137105717429,-1.131141209262458,-1.49406553147162,-1.7981683963100679,-0.8801847607298108,-0.8459086926529787,-0.04454146996600667,-0.4154584115571249,-0.736472818203991,-0.6526301660258156,-1.2563451777863672,-1.2361128023187997,0.17918210118455913,-0.022915221259695626
2013-12-31,-0.5694425700104078,-0.6674220625317705,-1.0918952036368137,-1.7402037003920061,-1.7956579261995493,-0.7877427384507582,-0.11004157889749124,0.11829303760531946,-0.5460645593808786,-0.8800827975782041,-0.8309432213895559,-1.1899355734237949,-1.1866005161989082,0.1437354433890893,-0.08428646939375849
2014-01-31,-1.228277143627392,-1.194779730568727,-1.1570041537293876,-1.1204952941633906,-3.3832949777285157,-0.3837946441420406,0.3017894181550592,0.4997364669490223,-0.8841100672845082,-1.2721853417140985,-1.1900246261058702,-1.5955546141458434,-1.3096509089232409,0.14113551166145133,-0.03286526483237073
2014-02-28,-0.6462805153485339,-1.2711108992193754,-1.0899143605160184,-1.1520944302558458,-2.6749981565237344,-0.6914388106894194,-0.2943096822705938,0.709604394673386,-1.0166599317667093,-1.4484174781539931,-1.1491004500076525,-1.3637260178550972,-1.2122117149829474,0.14359375085196757,0.10819645049702517
2014-03-31,0.7072075763320468,-0.5777242325914885,-0.8703317351982032,0.3492353897848118,-1.136508168558461,0.14243664732884892,1.1238046348482624,0.8837406122306329,-1.3373440976529603,-1.0998172933826145,-0.4794274619437271,-0.775458278082863,-0.9036162988167136,0.04398010679376424,0.017536487444447385
2014-04-30,-0.19844919953268195,-0.06565205926345503,-1.0473671581270252,-0.244106927585417,-1.0203255981707924,-0.194840566042212,0.05086718122537535,1.230262815104355,-1.4439390804558005,-1.1074820214004588,-0.3525633646529319,-1.0899651702593698,-1.128011539504423,0.07507269392749585,0.17101251505728268
2014-05-31,1.2432136360778112,0.8741458384851197,-0.7090858626597413,-0.14730472999076452,0.0969705952137029,1.712291234011818,1.9572112277308202,0.543391764850267,-0.9212357785221763,-0.20990132894802416,0.527412775282652,-0.6437365271231328,-0.7311090007566113,0.419118374024001,0.04467846731047343
