AXSB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,-0.09640844444150394,-0.5159449656338071,0.6193935656133372,-1.188620953025716,-0.7765294334185917,-0.15215401934347686,0.9942514366581001,-0.9232956736441452,0.5463292583445714,0.016524801338205785,-0.33526084413705887,0.6345502022275572,0.32834686406874164,-0.4019849184963742,-0.026293744895492105
2024-03-31,-0.6182874958469438,-0.9741636590905673,0.2537124965789484,-1.3531262209923876,-0.8534356904316784,-0.6311174009194902,-0.18040309701638005,0.937166896962475,-0.5576164345525633,-0.38047371772376015,-0.7228716569829541,0.3540861236178264,1.0151437378290786,-0.810055777834245,0.10737338534355552
2024-04-30,1.3840423535572255,0.43997080296672875,1.0107502439404352,0.22654970809432606,-0.49340378012068214,2.9540766525988027,0.8996884739001331,0.5637750912594397,0.8446598934869132,0.3690597957791591,0.43617649944871173,0.8768269207252417,1.7873568445588062,4.6743387533496765,-0.0032215830788094894
2024-05-31,-0.3284565412578439,0.28942362542231065,0.43528481460265234,0.24590172653349218,-0.7864923925078238,-0.658401514447692,-0.45111212687978397,0.5953891132255255,0.6405117685455751,0.14606979434530287,0.15726895231557383,0.5723380673925725,0.9886844885724645,-0.8744637301313368,0.0849979932337511
2024-06-30,0.9333401279163719,1.3633185255485136,0.4390033698530157,-0.1820160662775823,-0.3839956555390644,1.2690587894860224,1.0602529778806782,0.4533182835512643,1.1872994143997264,0.8282045286386915,1.047674606334351,0.33772445128114553,0.851384082365411,1.2345263286893382,-0.08160488356790026
2024-07-31,-1.6833630311220014,-0.789446026628227,-0.03865210133533579,0.5511112235739902,0.16051621969766972,0.8248905409351872,-0.7218812713913988,0.8246916960892343,-0.5175336847788067,-0.33063812271239457,-0.6457281028908917,-0.2911664782050842,0.4977727456515281,0.6083395730095692,0.007816043377952784
2024-08-31,-0.18316300015066775,-0.6690759395187857,-0.21272992096754165,0.6214687946624073,0.17141068971082743,-0.9993984682027232,-0.3264013517511207,0.8217431525584792,-0.5220881023867456,-0.45356253927779144,-0.7556092352588176,-0.4213744845190476,0.28682427952023154,-0.8974341579589534,0.04732029867623044
2024-09-30,0.4382297623575403,-1.0485351238210907,-0.47238931673868284,0.06317916026635283,0.08570905117760201,-0.8766917610866675,-1.4543961915939192,0.8704189801947314,-0.586283918068423,0.10173679080400827,-0.371103331512764,-0.5721769063417101,0.020792414185970904,-0.6534279369953101,-0.06076919077925219
2024-10-31,-1.2668638487259578,-0.7324993331896712,-0.701411861035215,-0.31544570439293673,-0.13099104763627148,0.4054405671708295,-0.24933794770888945,1.1260660038371253,-2.911485758131271,-1.3452293069965904,-1.3352367017278335,-0.6279759176559868,-0.0450295474980658,0.21199696171091054,-0.020254628877254724
2024-11-30,-0.5748272997752453,-1.0081350635968818,-1.8155738354939337,-0.2440734246731103,-0.016047597376789874,-0.9915957241270079,0.15515753978740704,1.1256349251484608,-2.8683217943825303,-1.9808953653679584,-1.6770694282512861,-1.4678320705196253,-1.49968370476572,-0.2778482149378692,-0.06508430060340288
2024-12-31,-1.3996382382553316,-2.3350319468649174,-2.45016493363138,-1.5636723951557767,-0.6968370568500982,-1.026571049993428,-0.11568846392124225,1.3219910997682232,-4.112084082115185,-3.500880522127015,-2.311689432426656,-2.0018319762180536,-2.5623978181888516,0.12375354143294844,-0.07669057898227709
2025-01-31,-1.48833415071155,-2.4246649277632395,-2.4675997066910678,-1.3219571057197006,-0.6928991461151466,1.6450507915903214,0.9814890544885695,1.5021627919182985,-3.415167007970772,-4.8667693686198,-3.000067973048039,-2.1046181861869804,-2.933766393559457,-0.5843485930731065,0.02942784729921122
