ERIS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-05-31,1.361411346547033,1.130344768275433,1.5887388246456815,-0.3465796215254542,-1.050551118388945,1.4005486822450541,0.7822575644079411,-1.6981750419161623,3.1586212699934717,2.250747199727852,1.3196670617089816,1.694266758835981,1.3694280602758007,2.3490934256622733,-0.002681912822128733
2021-06-30,-0.12732351876628453,0.8459816727389236,1.8511286139007346,-0.20318508509724023,-1.068997253791503,-1.1671772556122757,-1.066699538576101,-1.479600657195824,2.562072167424971,1.7545582525670405,0.8667427458311875,2.1149202964522145,1.5825110205684396,-0.713455495751096,0.11124423266836553
2021-07-31,0.814807692253538,1.4604261380652284,1.8402133444560886,-0.3840057182072369,-0.8828989596189155,0.1356193716703279,0.7696527276883789,-1.752555136898308,3.3018103680408264,1.7881975287467002,1.4254957425017778,1.8845281222584096,1.4274920685247237,1.158714776001204,-0.07856840243597973
2021-08-31,-0.9634789821366734,-0.16239450866848165,1.3932238595443565,-0.21601950077609136,-0.597536238868924,-1.3681820001238352,-1.7973901286769205,-1.242987871397679,1.7215198912970877,1.2499003808275808,0.18740178368106722,1.1819148747796695,1.2070898220190995,-1.0922090384171799,0.039628396007973424
2021-09-30,0.11181929780368598,0.031072472047291334,0.9795206363061422,-0.2068792398947359,-0.5766661187859647,-1.1028840370499207,-0.49380573740150496,-1.3162846862539042,1.8322349052972158,1.191672628908517,0.11070791823109839,0.7863246322807048,0.833575577974227,-0.7529939823601306,0.07648125369467638
2021-10-31,0.5159141254521558,-0.3362557505653785,1.6015298928580388,-0.3826704168061915,-0.5670260574461787,-0.7096988094048717,-0.7943421868442705,-1.4768412274040421,2.14490160219334,1.2268158943552148,0.41667488413819986,1.4423972331710981,1.2125617743014057,-0.8471374181550824,-0.1318276073760501
2021-11-30,-1.498279867461915,-0.7854460930913725,0.6758005671537765,0.12861935711179276,-0.35760495262260455,-1.0469895049418483,0.024053549449122483,-0.5727971135276823,0.7022545958396934,0.5533297805843517,-1.450867483235381,0.4388629674976386,0.6401220252431754,-0.8954466724403866,0.05468871851365024
2021-12-31,0.3276562998875051,-0.5880872985188508,0.3908021823927783,0.17825494889955598,-0.27033732039718056,-0.0561196731550955,0.8264432172998791,-0.7525197298994348,1.0217759002143239,0.6135746493269669,-0.8087353181046331,0.1585730274392138,0.33652512389757683,-0.0676467998591915,-0.08444904189301193
2022-01-31,-0.942391036112341,-1.9562728377030096,-0.20279481867019877,-0.14253387324318995,-0.40771880831347546,-1.1642795033707378,-0.8673970517022427,-0.1460147483263667,0.27982314214552606,0.15815321271534355,-1.5286757222530536,-0.3269028622853562,-0.13009096822747565,-0.47666151979020266,-0.033408004791048475
2022-02-28,-0.40727537379782375,-0.9347567212260336,-0.25985970457096197,-0.6238980470110251,-0.49726303510354314,-0.9377963671872743,-0.2699291356300768,0.17369375441468074,-0.05757970522631036,-0.07882932596814339,-1.6448060500036665,-0.3612010576835125,-0.16381334554024973,-0.3875650634584011,0.019278588644684506
2022-03-31,0.007896391404536466,-1.2256199542036985,-0.40111038548619243,-0.8763734528852181,-0.5052575172363998,-0.6506259855123088,-0.9441018839584028,1.5708480539472298,-1.6072561651441293,-0.11284427001225306,-1.197246217479683,-0.4704681112959411,-0.24253179567751368,-0.2635696619190688,-0.011316880535686162
2022-04-30,-0.3933754839140623,-0.7562708926757709,-0.6092139591126866,-1.2301143461799264,-0.7658838149026361,0.9922032344897798,1.6327359101496213,2.006881175501979,-1.6374743219830232,-0.37592669302137116,-1.1848229219704003,-0.5174756813633994,-0.5020829414472575,0.2634440580662612,-0.019500154505412304
2022-05-31,-0.4362737623113597,-0.6431248166385513,-1.6753539753433428,-1.4440087298859685,-1.2173781654985407,-0.13501850494872397,0.6619098653404434,2.0708394275302178,-1.6285822356063793,-0.6331700285281314,-1.1872015888863678,-1.7296055370858645,-1.7797479818558029,0.03188076142329354,-0.0008988764650170498
2022-06-30,-0.17447174311471017,-0.7769235641267858,-1.6574570227660093,-1.8669662101588578,-1.4809233403699216,-1.1214028986308504,-0.7224453741625387,1.9928730324158404,-1.5507959205010056,-0.7913017578576471,-0.8066094257520413,-1.8037704757765303,-1.755379792130708,0.17155814239673556,0.01672093354742494
