ADANIENS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-08-31,2.407451248905797,-0.3480455541730511,2.2115184541238517,3.4317368978584395,2.3491791155133646,-1.3472622829604854,-2.9415038205214254,-0.7115471240499933,1.000462866858032,0.506062276922484,0.5836397751755388,0.7849665185841952,1.4278293337938979,-1.869201482078401,-0.014080701563483119
2021-09-30,-0.39724507659733393,0.4793986476070379,2.0273602646267745,1.8717235130010943,2.0956999576920117,-0.3660822888063995,0.46631162664268344,-0.5539942416114159,0.6442577765301243,0.26463382124203716,0.10206304521786536,0.7694420350620933,1.4128425689964956,-0.12207699679788835,0.12578571987651224
2021-10-31,0.19445616912942726,1.2255619833981097,1.6247484709837874,0.9270690049121866,1.8725015789895778,-1.4642906049389277,-0.453759878985443,-0.5123934470253521,0.6366842087234442,0.20215232288527019,0.22133254754080386,0.6311031346963842,0.9251500290591227,-1.7868913057697886,0.01799930843518132
2021-11-30,-0.2540901075873725,-0.2768330333257399,0.8945455461125443,-1.1614161723348306,1.3737392535635204,-1.2192138715270981,-0.4801704599160066,-0.4409369535582159,0.43931621561969003,0.07688501533584385,0.12260704550524132,0.32898337631141056,0.4051194073224213,-1.0781320746629712,-0.03313534884347231
2021-12-31,-0.45296884251412467,-0.30927215190195473,0.47689889068085395,-1.068061076169592,0.6071062205395339,-0.8627313342923825,-1.1974701577420477,-0.37063189683352166,0.22012317873392498,-0.05571166796218917,-0.3002512888448076,0.2361416204152888,0.13671886627715454,-0.5664892191864703,0.12411679152283563
2022-01-31,0.23316506828698894,-0.28595929226252714,0.5684489398635713,-1.0956253995397227,0.1116188351654252,-0.9561582269901127,-0.2611363428048233,-0.40082945588023433,0.334183465141995,-0.01693522034043927,-0.22574749398639135,0.4768704795164011,0.09053759286233125,-0.7097859434233518,0.07969528552285582
2022-02-28,0.02331384763692362,-0.11799922181128389,-0.10766578713081384,-1.1048595668384984,-2.2807117426653014,-0.6436271684166734,0.5830872872740455,-0.38290278668580124,0.3535877702593509,-0.029492993271577308,-0.11572695474759398,1.4798212258856052,-0.4092380000145902,-0.23605044163301106,0.10392348287100225
2022-03-31,0.06658523405374975,0.19913160857870554,-0.24494000403685073,-1.5446313689499274,-2.1154455966891037,-0.29168721659954067,0.4355252877787458,-0.43105332970325144,0.16827074221671662,-0.051753042817234425,-0.028779725320928783,1.217801086226976,-0.6067530026291135,-0.049543454453486686,0.1637533086932763
2022-04-30,0.2799324305787429,0.23260186755379664,-0.26058024014781833,-1.2557482717102162,-1.7703487265027977,-0.04558085523697375,1.8021303040392462,-0.35110650075988636,0.30954492595536676,-0.07108224743016038,0.258602800418604,0.9463174740073362,-0.6881675852603196,0.03922873160802594,-0.3055865203552481
2022-05-31,-1.9805909016017247,-1.1362167488198915,-0.8852531006508123,0.5160505279637553,-0.4151742136520063,0.156259632028997,0.567149151193672,-0.1329687601029556,-0.515076139801833,-0.5643155207057268,-1.244756061782606,-0.8435147711997399,-0.9220761461782272,0.0750456260360994,0.18541894471255385
2022-06-30,0.378016954892592,-0.9967729768693435,-0.4683503194816768,0.6656315376881888,-0.313378988988795,0.6936338668156948,0.17653157416366122,-0.029560092609783678,-0.3231450195924405,-0.6330353244255378,-0.825393452256343,-0.4447998822170258,-0.7990061618397187,0.3005963558132017,0.22879930789512468
2022-07-31,0.643789721811767,-0.7029644391943402,0.048394389716709986,0.8236708625696599,-0.13123707630919526,0.6883287743476525,-0.054593363170503346,-0.05610414898625044,0.13418983465629294,-0.41970200092017806,-0.07941433363172506,-0.011905148618509697,-0.6653494110140451,0.34308614368933016,0.24192667676571566
2022-08-31,0.648874776255537,1.2561721393168441,-0.47806527028823304,-1.2833217820377472,0.04096186440036056,0.7987682762839533,0.37758482566126345,-0.04982752372980134,0.6205089560584138,-0.23857746014562253,0.6156674668771216,-0.5352498697970618,-0.9029907264882082,0.25987572963366123,-0.1855940046656711
2022-09-30,-1.4371634126118913,-0.10632858927619808,-0.7204254111927247,0.46988363647609943,0.43801800931591206,1.5258625511144939,0.14863029651812854,0.15908857613831268,-0.4243967430878028,-0.7507995127737196,-0.734323597250822,-0.8101678633923148,-0.9324392530624286,0.3576021094591735,0.017745438164910768
2022-10-31,-0.4226797644885041,-0.9267075371911264,-0.872222939384795,0.1954769839293617,0.34717571997514224,1.108055539135282,0.14627986130656592,0.3267294909647366,-0.7160194013697807,-0.9404782478271395,-0.8169409757534529,-0.9159272754637744,-0.9780845246896486,0.22511140160369492,-0.14093472645215235
2022-11-30,-1.1267653588521032,-2.257067063091166,-1.0563650930405595,-0.6733877697636109,-0.16598831790219537,1.9911517815840731,0.37441573993101596,1.0364731339162212,-1.6582678196298837,-1.374417733384553,-1.5999983759250636,-1.0016894870577626,-1.0138740504965251,0.27740806388356676,-0.11626922588182795
2022-12-31,-0.9230992341232985,-1.7344165764385209,-1.145832719111026,-0.8177769206799844,-0.1726797591419204,0.7816285585949414,0.09779479356247452,1.5543178331040415,-2.09695201448724,-1.6499822104199198,-1.8815446927922241,-1.0828323081435087,-1.0182378685813291,0.09603972312160508,-0.3781313745994635
2023-01-31,-2.041077814981035,-2.7983998546392037,-1.4701451036094648,-0.3707560359468271,0.034858839797072154,2.3163986263728735,0.650136671067591,3.4469486029228817,-3.2078837023580395,-2.82896773252795,-2.5030309915437954,-1.372702689963381,-1.1350663708543227,-0.06751506956453517,-1.0150029717218838
2023-02-28,-4.4626001234013914,-4.717902304500182,-1.7544336457257494,2.1219808133459623,2.0353324837553513,1.6012051159273823,0.2848335157742283,10.783538903930829,-4.054937176756335,-5.424902419055334,-3.277300808731368,-1.4606540843607483,-1.6502434765995746,-0.33686222202969823,0.4347918240971595
2023-03-31,1.4292674017815883,-2.188678405294784,-1.539463536931972,3.7957663907994332,3.0684129105947067,2.49800332634421,1.3175903311773245,3.2634257718833863,-3.1250886335650727,-2.733376845118722,-2.0442444545805576,-1.2952868699224092,-1.3117373509058352,-0.3970237102374052,0.0359989427779528
2023-04-30,0.10111999807025072,-1.141384267439695,-1.420326786228051,3.007040533725081,2.515513067894528,-0.5778572371456683,-0.5129574182772462,2.4645380138335793,-2.4626075319065683,-2.270088509910118,-1.4461890625249423,-1.1981554033857615,-1.239827314699701,0.11920441856604036,-0.2817257825971517
2023-05-31,-0.8834360867050643,0.3773288358020977,-1.2913905682438966,0.5448727404994831,2.1477235360747358,2.0148289316373362,1.2930205283077782,2.839321319788643,-2.1304980037443517,-2.3874430651838776,-1.412588881533705,-1.104788125454278,-1.2750325595924192,-0.354340587720408,-0.012241481925756118
2023-06-30,0.045943063219903164,-0.4763657698006408,-1.325360450074407,-0.4289553631600892,1.9349187400479069,1.6478111416398216,0.7676584744746354,2.248327393812502,-1.84342820268466,-2.043130266977304,-0.7889556082250629,-1.236369513976192,-1.3429100216315848,-0.3117077815024347,0.06734494113582042
2023-07-31,0.26261166319152457,-0.37714859547587104,-1.2365797213317666,-0.3359766184958565,1.7462490552391394,-0.3670091389495055,0.7862417153405581,1.728384320980625,-1.5799105606213653,-1.6873143201869523,-0.05234634590448146,-1.1518227722630325,-1.2411975961534198,0.49184640684643705,-0.010718872724569322
2023-08-31,-0.02344932228677139,0.17853996013381335,-1.1650135413856924,-0.9817688245058215,-0.3285842282732403,1.3191521724604238,0.35491256933162324,1.4587912289298333,-1.3660586583511698,-1.4483025123444864,-0.20378667616479976,-1.289579267795144,-1.2278279278571265,-0.439342985729667,-0.002095919889439853
2023-09-30,0.09139596201601674,0.20137776058237822,-1.0812065847889796,-0.9175168853075394,-1.0734790093217224,-0.09593574417189774,-1.1099907835687075,1.2336561489194637,-1.1910936286148532,-1.2532970438919162,-0.042473129846170014,-1.461845825376377,-1.137001184154353,0.1716310962689174,-0.051212101172011124
2023-10-31,-0.085320116169302,-0.011294853495165718,-1.0600386103202988,-0.9271812856323661,-1.0262544353517293,-1.3311859347321535,-2.0657848954304274,1.1416217535652948,-1.0457434809689008,-1.136244239042111,0.00023823564706869317,-1.3738034931526992,-1.2042522373659668,0.8510935696157073,0.1254038182212
2023-11-30,0.5737922073620876,0.3526852932569795,-1.000321794315006,-0.5377875288146977,-1.347429199643657,-0.7722553184150274,-1.9818405727114754,0.7296093031166946,-0.8762929884345443,-0.8369411123740507,0.42374136801001283,-1.7261630556017322,-0.9856998385470818,0.462457816049561,0.18095505125146227
2023-12-31,0.7522357397321312,0.7588168785791252,-0.8759352463188904,-0.39377045353854323,-1.0650198519659897,1.0351547447824472,0.773890522523139,0.3191849267622334,-0.7067853898610313,-0.5162969551491148,0.9721462707460746,-1.1329746705508184,-0.6630603378034448,-0.733909464880024,0.020912949895684114
2024-01-31,0.14844555569547319,0.8960123182779945,-0.6544421169850356,-0.6026006305127979,-0.9912899154272244,-0.7206123952865975,2.1047234806302333,0.2096018498647115,-0.5957685891759776,-0.4037183493934552,0.8331192682390169,-0.81878809868581,-0.3386542107186086,0.23279320925193794,-0.0028133370644873117
2024-02-29,0.08045708338021246,0.5904810907186242,0.3894173368702546,-0.5098874658411131,-0.9401655874984115,-0.6865668106147085,0.2870230751071684,0.13652010368957967,-0.4945015330006196,-0.3189489933525006,0.6204071676722196,0.44625482031100216,1.3295618987780138,0.22565572720495505,-0.03648416884858538
2024-03-31,-0.02667579080812786,0.1225423771959253,-0.1598428500479874,-0.8695564225970411,-0.919722183897826,-1.0252926398719573,-1.792381505574786,-0.01481308163493117,-0.431321031803618,-0.27224130512270206,0.34115239651567875,-0.2118953606747126,0.4164701425711679,0.09840390768893785,0.03681279963485804
2024-04-30,0.2557091454029647,0.18833183204010817,-0.09835062172572516,-0.8328597560441279,-1.0084488194545072,-1.732068405157619,-1.3776109115204294,-0.1648274289561169,-0.3169003846166212,-0.12294236702023277,0.32226029630050673,-0.10398723536090972,0.468314874662099,0.054690429233801324,0.05266299054795018
2024-05-31,0.3344228066839646,0.3469911001511003,0.4248811525620991,-0.7763218334090393,-1.0654848940766481,-1.1638455866312991,-0.8360211689390091,-0.33794380326396106,-0.19657279150173682,0.04621245568685233,0.4245380646795721,1.0644171463132863,1.1115632107967586,-0.11860184460739692,-0.11847908297115373
2024-06-30,-0.34286341789936425,0.15694794169233034,0.2610597032880412,-0.4934902632462148,-1.0983554821403791,-0.4082896989718113,0.1512391786184623,-0.2111993315909619,-0.1507339029516421,-0.03412728975318394,-0.0024209467339254874,0.8046552329294199,0.9258031526822016,0.214468570750647,0.13196978893561992
2024-07-31,0.6314629366954102,0.3742488158116544,0.42308837608837785,-0.29065324595476694,-0.8954828900169617,-1.0366108419959565,0.4809994962908807,-0.5785217051791102,0.007318573058731941,0.2957284917870809,0.4685589500807836,0.7945491319572917,1.0149333474340345,-0.013764667593604897,-0.12194351714064341
2024-08-31,-0.3015972924861555,-0.007832620494430639,0.4420342483945334,-0.17006312408262308,-0.7500747182328836,0.663440521997653,1.022452334030307,-0.4453323218220875,0.08515484732933222,0.36938911715346084,0.07693461294179996,0.5127800986746427,0.9086259017019632,0.6263630826471651,0.0022309818132817787
2024-09-30,0.22899082487765926,0.35354466761293224,0.5950610304271307,-0.28981294269164265,-0.7193980933533289,-1.083628975898346,-1.005383098464258,-0.6005231726556436,0.2947285609404901,0.5827990134336456,0.18387924447033296,0.6001538365531305,0.9308384189526323,0.10589000840111064,-0.03369153167178457
2024-10-31,0.06026449148353389,-0.01272899161730001,0.7536127932851233,-0.5820032480790377,-0.6857298323646602,-0.771346225675924,-0.024258299930349954,-0.6728090455821152,0.4808057841839757,0.7331607319405474,0.13714609296004926,0.6901010061629659,0.9919323804031914,0.26474688116286793,-0.14967053060437682
2024-11-30,-0.38213402780336503,-0.05726351568478033,0.2758481810324915,-0.4700425356046518,-0.6039304753616094,1.1695105524202292,0.18431526739280157,-0.24921663840198632,0.5755733624150635,0.41161854980475854,-0.22512688599009661,0.01581267008192538,0.4429676368057095,0.28052392719410957,-0.04166510216560479
2024-12-31,0.03908155521287894,-0.17766939519311103,-0.040964720632668566,-0.5358877375778097,-0.612941539064417,-0.7014715808756639,0.2146463484895433,-0.15565620863908203,0.5697210336332242,0.3427765881448744,-0.24535204728289137,-0.39572927903283117,0.049752305867292096,0.5175902923361171,-0.07446106770790935
2025-01-31,-0.10054748573197446,-0.2788249830572482,-0.12774936935065517,-0.5771702133404065,-0.8447729347753631,-0.731245193785147,-0.24857206807827906,0.3336362948534294,-1.6717709104727845,-0.20035094281352425,-0.26735586833994013,-1.0326727283275894,-0.11936242892944712,0.597554809616836,-0.13951476239681454
2025-02-28,-0.4185447523731432,-0.3006114202677085,-0.29934676423940504,-0.5824916097148302,-0.7739335064023729,-1.147476926450679,-2.3442188948499494,1.5211234422000777,-2.3002232519698036,-1.8346511225915094,-0.5749353856964021,-1.23111404034831,-0.44263697957872544,0.9203081867258693,0.29243340333063805
2025-03-31,2.1396583780753713,0.5999213275660691,0.17892634514490846,0.4230822227344601,-0.08985159982479601,-0.45316536896547116,-0.1361413134236435,-2.215399706176753,-2.6136515788573966,1.5080249179914653,0.7796781892929986,0.05071310225598511,0.32790230847617063,0.4167770242389589,0.03121637488954807
2025-04-30,0.30869751032475434,1.1341399298987993,0.13184624318550434,0.5746726508130116,-0.0008263629923674386,-0.7820483889638212,-0.3455790552745341,-2.090000927785565,-1.6318366977996983,1.7604919164579025,1.0699581701482337,0.04352963586829055,0.2930130565882019,0.45566697735427686,-0.036736168113145826
2025-05-31,-0.26239949479766017,1.7293003687839825,-0.06970564505841946,0.8294306192847262,0.002962452140783674,-0.7263044023056537,0.4059887098236155,-1.5483553633265132,-1.3377286866190397,1.0898938610968423,0.702890372115021,-0.08251793419742666,0.11451310770595605,0.5060921397530523,0.016638938430779585
2025-06-30,0.11654255693853031,0.09865206786189473,0.1444733898389016,-1.0660115776390724,0.10778386122643817,0.202539078028943,0.3164861531818867,-1.4655682003638697,-0.9403381535184577,1.1087777967901737,0.6810831849752806,0.0801632127478209,0.279741248334616,0.16943566257564815,-0.0868515835866955
2025-07-31,-0.8966118766748942,-0.6582010258084648,-0.3122421910901793,-0.7158850061295866,0.31933230003173013,-0.9538790120153982,-0.26200256470342353,-0.7155309069617888,-0.9530743762285661,-0.13979729343676894,-0.2695061637532719,-0.17715414833009027,-0.16132286889106132,0.6195793724577671,-0.056292880555620595
2025-08-31,-0.5345712989359908,-0.8292862775064134,-0.2531734766319036,-0.6268793069694922,0.6936686374907644,-0.1894944472793153,0.2656040031732289,-0.13580418361549854,-0.8278297790534481,-1.018117412306909,-0.9151125358067367,-0.1377440423899276,-0.15099579973944988,0.18383605851641693,0.13231197509303824
2025-09-30,1.2874589370991092,-0.08093592752773737,-0.05643961500013367,0.5090464708588892,-0.7960099356637292,-0.2980263566209346,-0.5041342082802392,-1.0921189366235602,-0.19682407017326492,0.7484514565634777,0.21327906758592172,-0.1491057435250878,0.07031069838925205,0.09257036258352956,0.12278309372314228
2025-10-31,1.105457990076753,1.1974901959389879,0.27157292362977103,0.23892958959669888,-0.2897219685952473,-0.888564843081821,-0.09031193672661653,-1.9114776188542528,0.3346368244698222,2.4802464370617763,1.1907497330966412,0.22534848744623892,0.335209237338334,-0.0893190993008962,0.008431199761043954
2025-11-30,-0.017141867688479185,1.4836269387409908,0.7173810986293299,-0.4934656858417307,-0.3557817468496522,-2.0348889567867228,-1.3251802820629912,-1.692524170539239,0.4476126437131167,2.1802261099121245,0.9473067024430005,0.6240144134215179,0.6722920586387174,-1.0662604794161097,0.032447576760954056
2025-12-31,0.25104558609124644,0.8153458997970632,0.9558957504851623,-0.6307986152384127,-0.3974834922641449,-1.5053297405827313,-1.3190451829701197,-1.6624285847609448,0.6557633677121834,2.3345946869822187,0.9706588030422438,0.850970458781507,0.8387332949433515,-1.259000736370067,-0.1381377206960493
2026-01-31,-1.3591757529324344,-0.6481225748342915,0.6230534167660523,-0.004262042057883067,0.03971051422020176,-0.2826596519408151,0.11470583318848752,-0.4363690116550642,0.24227638075864785,0.24695182227886928,-0.3630373332342752,0.45049825167692875,0.6405988858945989,-0.5280844195153442,0.12263885730744827
2026-02-28,1.24104406601729,0.1215982616137745,1.865452110658037,0.7126146600690048,0.035207309773924646,-0.7414652301089762,0.6225389371652617,-1.2394421547863554,0.8094303055411729,1.8384863258165571,0.4426150586163372,1.4276412641961893,1.5400632499048452,-2.7028989396310705,-0.024569047489941136
