ADANIENS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-02-29,-1.9995732117316458,-1.2993420685073658,-0.40184784185962297,0.5396077176225154,0.19582576825272047,0.02501738873764276,-0.5789058455798075,-0.15673669521421546,0.17061814601547998,-0.7813624627549419,-1.2625279215795482,-0.6322349399325262,-0.42861754589756934,-0.15258742356739943,-0.28702065302162255
2020-03-31,-1.8550601599917762,-2.8706434620969934,-1.1130106621965805,0.32620283781072307,0.8504637428068891,0.8798956471901432,-0.30954385534113765,5.231285128289721,-2.2883702023633066,-3.106430186503667,-2.6170957965069546,-1.1687214651062108,-1.0859043410268003,-0.4041654229464115,0.08998236257047863
2020-04-30,0.5340425575824265,-2.0681417585153685,-1.081457999688243,0.8284203272634267,0.572738868659191,-0.594953326837594,-0.48779160438047936,2.627421454874276,-1.53715584354325,-1.9440631884282047,-1.6556854210487797,-1.0310198357352762,-0.9949060806005178,-0.24236492497979742,-0.1735134715471831
2020-05-31,-1.0787942874560188,-1.4968322621866,-1.8100452417251913,0.5261305815429911,0.29725942879562206,0.6593255019049152,0.6476256385806025,3.6905490223684696,-2.2025336912436124,-3.094004792798312,-1.963018469893484,-1.3971501918236655,-2.424874800753104,-0.48646791481140295,0.4029701447181674
2020-06-30,2.3577504650950045,1.1759285791737537,-0.25307820763811273,1.5346639077336315,1.6862905712265606,3.2317619383645737,2.220773620301079,0.5236909154443022,-0.14215280719115517,-0.13878201821365588,0.4844640737690222,-0.6196551825434026,-0.10514735757423804,0.8411297906445009,-0.09825455634813418
2020-07-31,-0.6519129086018227,0.3525155836241981,-0.3163151698677209,1.6850050866200814,1.5174642657784725,-0.15111081702151224,1.0167909497887808,1.0555135200336716,-0.7239349108261889,-0.8555629436275918,0.24838043136194748,-0.6222179595410985,-0.11079791914964399,-0.3212833338217804,0.07137854727735891
2020-08-31,0.31288590781313963,1.2766313493209966,-0.47020219689120246,0.9569917634294323,1.1003021352620115,0.3437167657134176,0.8764682982985128,0.5833502614804488,-0.27025077369070577,-0.37132924629473846,0.7068161907606962,-0.6473090550319278,-0.3168218943234517,-0.2147987318038173,-0.046463618826937274
2020-09-30,-0.2900462787466983,-0.45151136377934614,-0.49110699791680845,-0.7821026696685612,0.5048689099311389,-0.07928406138254931,-1.5717175885503782,0.8516399840229383,-0.5483800130309766,-0.7349692600224672,0.174681714841092,-0.6120105884269403,-0.33120229382341837,-0.2236013199725116,0.18228709245592484
2020-10-31,1.0479867131233327,0.6881230500931336,-0.48969515016658005,-0.43076568660488734,0.6448960823861591,-0.19993339965267296,0.27670569807225787,-0.048211632808436176,0.5240819511976108,0.4939357412746122,1.0457291423770694,-0.6156296378884789,-0.37001573274508065,-0.2427901864265051,0.2599886669627744
2020-11-30,1.469477946314322,1.392182927677195,0.02942073230349886,0.14531931581051816,0.3760634127558549,0.3368195931376737,0.05275818796926074,-1.037194890425043,2.205664537832285,1.8229119204141044,2.024258742620742,-0.3642813476925482,-0.035281448446285606,0.03926785587889134,0.1506900081982776
2020-12-31,0.8170826156385782,2.0287668100380105,0.4319252191873495,-1.0520547245653848,-0.3232036181856859,0.3967617683499031,0.6617158951473954,-1.3073778108811713,2.5183468162495464,1.9074241016127613,2.2872032214089955,0.02119996175258807,0.16276017842833368,0.21084348203480313,0.05047581748719678
2021-01-31,0.11157596996637903,1.3597518063476828,0.6280758417152339,-0.35335982446918535,-0.7029956864589053,-0.08876820896015712,0.3802685515276385,-1.189151563874534,2.003170195101609,1.452659004574759,1.494339915097118,0.3920321382724468,0.2339048732652026,-0.1624562697489844,0.4885206832454903
2021-02-28,2.9095786012178664,2.0736190684857223,6.76459538509523,1.3127851757993223,0.5317148417286519,0.9621828258030386,0.5094191797326478,-1.710540422627515,2.9500366310259944,2.1666266311537,3.5590095545853027,2.738315596501465,2.3204782035599654,5.7157189974770155,0.19161160370104732
2021-03-31,0.7571741754860367,1.9544176594372151,8.033107495455111,1.130614098938267,-0.010522994615553996,0.1882389115981771,-0.010345122671965933,-0.8691356094672408,1.8419373036220303,1.6330577455297617,2.464620672380562,6.739948438851654,7.003317655233004,2.577294812857389,0.14476539028949229
2021-04-30,0.4641431061085105,2.0170440664127494,4.336536373095461,0.5766508480009577,0.029759748334464806,0.06577332720532184,0.3546586252331085,-0.912800643987723,1.5740379065303145,1.236415558939176,1.6926349867669,4.0375321692370445,3.517749979144888,1.8576228201286442,0.3390134649801466
2021-05-31,1.487780059264793,1.3679349680723398,6.178037491832431,-0.5610764853975434,0.1522683829276718,1.713054132489064,0.3587694427319462,-1.0757889680429706,1.7121832191588804,1.1834571324679566,2.0928590992159117,5.701051648362326,3.778691199868339,21.000259775095962,-0.3299584809780014
2021-06-30,-2.1129652822928104,-0.12588392257277212,1.2111127878786914,2.581041880209239,2.056957131136155,-1.1315620375033295,-1.2111958552468418,-0.5658167709142591,0.5290423468945854,0.39504316721831856,-0.2252304093074549,0.38422835982119863,1.3863967103887664,-1.0130696197150966,-0.17041481119837062
2021-07-31,-1.1299117639316556,-0.98081945159603,0.9636013308980399,2.2694948599844427,2.2941753216077916,-1.5719389496608644,-2.5229740863440355,-0.24434899635954507,0.08781880503622741,0.004688272655602563,-1.0384465741869238,0.20020879852041412,1.4258942200249054,-1.3176553484828957,0.5704694274462045
