VTEX IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.6322587764215338,0.323589650010985,-0.5149041706290098,-1.046533135273106,-0.6202793069718966,-0.8778509065150196,0.316952366153762,-0.31532334972392667,0.5526610455628698,-0.45095004044019493,0.23209440055252745,0.16979482902366996,-1.1258864512291076,-0.7354311471929464,-0.015073892520569426
2006-03-31,-0.7955902959289055,-0.06230647490142241,-0.34337346187642354,-0.30594071047472726,-0.535774444221236,-0.5550647727015111,-0.3326232411302837,1.3519816342038895,1.75825088922787,-0.9071214705759728,-0.13346937560523578,0.2190847094222096,-0.4457414092167741,-0.545589268121187,0.02176288067136595
2006-04-30,-0.395792464802284,-0.24187186757937967,-0.9872726266745177,-0.2773796634937132,-1.2338266274494372,0.5988839592006864,0.31476911889245873,1.4637019160207276,1.3095415466723872,-1.0970757729869332,-0.3650030882942902,0.4357275069094784,-0.9847639583980115,0.15697480865694063,-0.011594737704875596
2006-05-31,-0.7830723517777451,-1.0192396945568976,-1.2611101030038567,-1.3872753875814676,-1.9662887163903342,-0.6217585690011721,0.004913311474782787,1.811147927289019,0.8211565722904887,-1.4000517630398917,-0.7648106190830204,-0.6077585724594036,-1.2164522155914008,-0.40548535439346955,-0.12035061176401228
2006-06-30,-2.15829433329217,-1.7277454801345862,-1.7398726278071022,0.10225423379289317,-0.43020961806818586,0.20244903429802663,-0.024732333635966375,3.5554107154760852,-0.32673293390440417,-2.4208279709116645,-1.8562827257350545,-2.4406120358579364,-1.529636232682682,-0.1755068932579197,-0.05824038238186877
2006-07-31,-1.2251102230411997,-2.1365813287107387,-1.9204051697975313,-0.4307161591405255,-0.4046603581934662,-1.8829336804180132,-2.0228922449171027,4.311082252768577,-0.9464976048314288,-2.8905107073323437,-2.1539851134213226,-2.5871921834155533,-1.6736760520819196,-0.31429905303988864,-0.016087045765711367
2006-08-31,-0.6676429139994773,-1.9016780812440268,-1.8214710007160158,-0.4244995844082124,-1.6101363789948435,-0.6960837867727613,-0.30546343467869164,3.465852589266454,-1.1310207914314865,-2.691376657057498,-1.7814112143414724,-2.4252942099494357,-1.6073312197733425,-0.2221437516767191,-0.07734349732906798
2006-09-30,-1.367858204799282,-1.504437732226416,-1.769343796470189,-1.004715228481663,-1.4311060966051354,-0.1801304110358754,-0.29766104105063074,3.3606195704886055,-1.7355374013821954,-2.874080284822504,-1.8474747457561338,-2.3847770697477055,-1.6571027724561243,-0.17888186860532262,0.044724366663186924
2006-10-31,0.20762744063003774,-0.8402538454771984,-1.3611388110765736,-0.038131932812500574,-1.0158289287650772,-0.1319700892511071,1.4350794291271345,2.2160466456927437,-1.2872477117191028,-2.2755755201176417,-1.130974921261488,-1.621381725004885,-1.2340793362606857,-0.1905875972059749,-0.07791387589140017
2006-11-30,-1.289372586564888,-1.148283400586332,-1.5840919744312303,0.2735500389590396,-0.9798830585168732,0.6645378869685479,0.7854564097575476,2.203364891722971,-1.816570010619685,-2.5321117715240025,-1.2520236574966495,-1.920231480759414,-1.643503474176737,-0.3186299187064485,0.04492415066715085
2006-12-31,0.42805559065906634,-0.313914743236475,-1.4482374139382048,0.27219955983682614,-0.9340971504353965,1.51532698578581,0.8260913411989455,1.5501926318353436,-1.3730146876924225,-2.0725295768204024,-0.6810141359389978,-1.7260627165969582,-1.4895201968601808,-0.39722998572390805,-0.08320726727649952
2007-01-31,-1.2924827227370852,-1.0970080878427118,-1.4978512230493533,0.35526649082255163,-0.6456307715394813,-1.2486644357491798,-1.0735065733147306,1.6736375008070339,-1.9437046896358763,-2.4198482447302863,-1.08830375766957,-1.7891722498324234,-1.639037590138017,0.012507558951264264,-0.13806963504023897
2007-02-28,-1.9412265070871184,-1.4047888747416446,-1.6327965222812992,1.0640078630173757,0.24236737357779742,-0.5111332252165917,-0.7472635204851474,1.915064001839467,-2.6220012968552915,-3.014401813080659,-1.7139476198269725,-1.834873852727798,-2.014522718749386,0.011123028810511736,-0.07409047786123443
2007-03-31,-0.9568892335135696,-2.0531311540443493,-1.525631086557991,-0.8694404410664349,0.2486769410538051,-0.6871764132780741,-1.4104504493003431,1.4503035045096633,-3.4243331601831937,-3.1922163392940033,-1.7502771982345828,-1.6992718067542711,-1.8441094848794946,0.15594838962097735,-0.05772044234526405
2007-04-30,-0.7404907401214519,-1.6970439899585794,-1.4469249941909572,-0.6135854426460435,-0.6130302135612693,0.5045814234527329,1.4240633315151145,1.3564906422946237,-2.929798375176407,-3.068504668040605,-1.5678318074081083,-1.7857127565773805,-1.8272074213623428,-0.2677167356215316,0.039180793790389114
2007-05-31,0.6301623829287747,-0.539388471250024,-1.2884676998844213,0.09670199061097899,0.3030772859723276,1.0655472837360924,0.7943382391765406,0.9527039296714327,-2.2206540469567626,-2.4636672324977744,-0.8781033970222322,-1.4048238007137894,-1.5565838807868586,-0.3276721171832997,-0.1701208400568146
2007-06-30,-2.3079743877186,-1.039615280434896,-1.271003038062292,2.034352894439918,0.4115607638818299,-1.021281782489585,-0.334141140756726,1.3010060300646902,-2.2106272911509097,-2.8229625393651,-1.4092062866749746,-1.348227223805491,-1.77069328814223,1.0913724895279697,-0.13129449127606033
2007-07-31,-1.4924112283871507,-1.4808226317952584,-1.3209289402652094,2.1205581160928135,0.8044242437453288,-0.6554050188857962,-0.6660186897617032,1.3964255380415844,-1.965990515343275,-2.4131794649230134,-1.605714412950159,-1.3013983847520405,-2.055771162081232,1.5376931395602815,-0.0030400293637334475
2007-08-31,0.31773780826788384,-1.6673939042781698,-1.27036768911021,1.0043071538025858,1.1128781747161223,-1.055984188732192,-1.5246118005782092,1.0537604533460851,-1.5859206525988447,-1.8433196790404867,-1.087631452687585,-1.1867447017656645,-1.8753041350528725,1.8684218337826444,-0.017403612782080725
