WHIRL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-02-28,-0.8553385771197346,-1.1437692665538632,0.5391605171298629,-0.7765615061750274,-1.459760331915967,-1.3475144734684532,-1.7750138165667095,-0.707329953459889,0.04112184457776455,-0.21424232048310538,-1.0706388220986893,0.6649906249851687,0.6322480545015657,-1.8064301976798558,0.014549017713928629
2013-03-31,0.16927657961066647,-1.0728957665794039,0.3369727754276671,-0.5529327479429534,-1.446342293339595,-0.4424879669144866,-0.3158846368414382,-0.5866095296852921,-1.7129222879813997,0.008355223162576404,-0.7663524343823799,0.38311310454145414,0.4679636660477886,-0.757418882074309,-0.06286986221654815
2013-04-30,-0.6072619158381009,-0.7333896334270921,-0.0864529036627916,-0.8679412200962762,-1.2482507670204754,-1.5632739908495625,-2.4835752296468523,-0.3656022205592625,-2.0069828303645068,-0.41761074098655526,-0.9994191892021471,-0.2302167374244839,0.08610242549881966,-0.1700927554748332,0.0411968341365408
2013-05-31,0.5913318219796286,0.09067511031699745,0.2945584946353432,-0.7320151285785301,-1.2974120690339905,-0.2728078206695113,0.6717677614206726,-0.4946514161239112,-1.1326638314448672,0.07459524677196838,-0.29935479495533757,0.201463210525666,0.4557045573290047,-0.6213810316152183,-0.09323668522431469
2013-06-30,-1.0373717643249911,-0.5612347707873606,0.07120555779076766,-0.21211750737321944,-1.1396222238490163,-1.4730759375059843,-1.7081731946604573,-0.1278005477115476,-1.691803281389849,-0.7260652180086096,-0.6655848732974373,-0.07509829435108545,0.24066080554355815,-0.40575144143413877,-0.15880283454876015
2013-07-31,-1.7145954264620074,-1.12673681993457,-0.7705429051138829,0.7730808998827017,-0.5597957523400128,-0.7006123507155781,0.9530284205762712,0.535546150290091,-2.1256814782488354,-2.0227915312964715,-1.4323230767742012,-0.9431966887031796,-0.7781884763257232,0.5154152451289874,-0.10437188483088677
2013-08-31,-1.0664966380053715,-2.0444667555453524,-1.330615831915469,-1.2104598107683213,-0.4000418436738666,0.48248007732300413,0.4629382773255773,1.0057300873251522,-1.9266269174943715,-2.2908856777886517,-1.7060283147876067,-1.4588620726319828,-1.6361988964819987,-0.8320683958110356,0.00689318337531381
2013-09-30,0.24795449970880798,-1.253243189347991,-1.308486878780159,0.39204544840901123,-0.40739884954512523,0.6410392237011977,2.313646237114187,0.9279203849845715,-1.3327485177606897,-1.6601251728358193,-1.1382667433720706,-1.4325679753248877,-1.5586962396792357,-1.112417217551494,0.09984977547691097
2013-10-31,1.287852926397182,0.2467948107221913,-0.9496696178142308,0.92987575775646,0.9389448151007133,0.8731061721179024,1.225984245402682,0.4699187393475984,-0.5493783893965467,-0.7513756592770658,-0.09349111567889866,-0.7647606325703443,-0.9373649477727514,-1.2646013664496887,0.0236957115694233
2013-11-30,0.37017570702930297,0.9573385541422963,-1.0102526070466926,-0.8530997033929955,0.7797827159012501,-0.7969884382047389,-0.979670008831477,0.4381595350581263,-0.1833594512906165,-0.5188056966802006,0.4357062719773419,-0.8394266441894054,-0.9709111786444733,0.9537894880502841,0.20640993052466977
2013-12-31,2.402337968159298,1.9901052365101888,-0.5009894299342006,0.5756503180840519,2.5850266572824725,2.628830637951624,0.7356665375942617,-0.2809519058772274,1.0568647041355874,0.6899794475815144,2.1797859387631533,-0.30810150632647226,-0.267589048835545,-2.2276644690691967,-0.17202666006709258
2014-01-31,-2.059696427438534,0.323548825052199,-0.7258191102693435,3.7170998363385785,2.3475315578372826,-0.5772975806286841,-1.1599550330059445,0.9010764096459837,0.1583551555344796,-0.5295433251553068,0.2936019408218019,-0.4471188560285722,-0.69288675777599,0.4324037369702385,0.08484422594396326
2014-02-28,0.8813193907289094,0.6153865922673244,-0.24520219069385774,3.3201122190214707,1.6686725614313427,0.570851065070572,1.0962907911608155,0.5677845519749308,0.7164112162181161,-0.008013132762287265,0.6340326631993506,-0.20635381415697893,-0.11429685207391303,-0.4063807703116972,0.17062048549561673
2014-03-31,1.739829546639127,0.3748404940839382,0.2763716319033511,2.4727028689264015,1.9075736236421397,0.6786543673351859,-0.6548503573516965,-0.7467905732999217,0.7040693776830199,1.1002005380230941,1.527563712436237,0.09629622586765327,0.4072328729847058,-0.03871070073661924,-0.017019830433338736
2014-04-30,-0.23199973272663818,1.3260556100715162,0.4123737991493444,0.23130205510811788,1.9302696921574425,-0.8119298425975102,0.006413895096574248,-0.5825197948805029,0.668064767701793,0.8797198765337576,0.8223983366932136,0.16408030793881523,0.524843548738067,-0.447488855310676,0.26587920657493547
2014-05-31,2.6633085306479476,2.3607965642190876,1.3720888582373558,1.3364917967812875,2.759876505218313,0.2435631220637098,-0.08185870572532072,-1.8193129003920827,2.2569255853400287,2.3367787680966847,2.504426562407716,0.572172040694748,1.0879261457204343,0.1794821122645271,0.12391206298980481
