HBLENGIN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-01-31,-1.0911931117953146,-1.2556468946188948,-1.9074011305105214,2.34826901653481,1.848400791744032,-0.4035452913283334,-2.812730218192424,0.953250300475066,-1.0441340899311442,-2.46313080161581,-1.7133219062466944,-1.416580238125112,-3.054903230812152,1.1593514920235926,-0.045542020446916076
2009-02-28,-0.07740474547324286,-0.007161466903534969,-1.8154102614128216,0.5567099836787792,1.2334053237464746,-0.036672647770336984,-0.2721275183844574,0.7280302949057265,-0.8475837999626368,-2.1764168272265003,-1.1157712311222714,-1.51408181964642,-2.806250670239428,0.5209757000908762,-0.05242579733984986
2009-03-31,-0.122530908520866,-0.7282190275536151,-1.4910911690709054,-1.088887648831768,1.2461531938213375,1.9348442784719124,1.4663959712060664,1.0683331130953584,-0.8576134317000231,-1.864060084389445,-0.6152709746451691,-1.2566822200832182,-3.1153867973953924,-2.497908934032048,0.28839003708312105
2009-04-30,1.7462635762539647,0.8777712247439454,-1.226821575628308,0.4694816273017366,2.070137661839284,0.29136399979910604,1.7803177975467914,0.28827492299236696,-0.5587099850307866,-1.1877600213795976,0.9351916953616816,-0.9552192619104927,-1.5176025729616776,-0.03251649059589818,0.449988665182647
2009-05-31,2.508207830280321,2.3687035932785863,-0.5238766944316344,1.4643349435812245,1.724902352069209,3.145378207316003,1.871620683404184,-0.3944299751684506,-0.08804188714399518,-0.43183102865645945,2.8902032981957246,-0.47831826862087856,-0.07973441411336402,-1.1923810024634838,0.16479521765343796
2009-06-30,0.8057661042314962,2.6804404538929316,0.06741459273814417,-0.5090538264435938,1.5804032160353978,-0.354246231057233,-0.9070161582824189,-0.5804762167564015,0.14890254880303058,-0.11171294351802519,2.6374717760282205,-0.04997808699548323,0.5217151331291774,0.368251731072135,0.0861180070112539
2009-07-31,0.42764099045820503,1.8290597733447482,0.15945460173640866,0.24383686790973425,0.31415907568663226,-0.4791800854869606,-0.684701896028307,-0.6862785950028453,0.29902074395021294,0.08489826917968007,1.8645151622356002,0.07196694128502422,0.5746706267696177,0.34442691137145104,0.0847851179413713
2009-08-31,0.38658793182852064,0.8024351419473149,0.16888029084253622,-2.3724435913640174,-0.20713599521550322,-0.5269841145777295,-2.1492240069176094,-0.7592655326269133,0.43271812695042206,0.27113195531439666,1.3126511171537154,0.11029818163753839,0.5621496162772763,0.33309631502470377,0.03518030361627639
2009-09-30,0.13192876880395416,0.4635891737927687,0.6179399163718204,-2.3985528748520184,-0.7886339391410473,-0.40820224992176346,-0.08617571411865839,-0.7825530513465194,0.5086748570619656,0.39355280161739653,0.7338796520440976,0.6551503951468202,0.8748171645249453,0.15727343245363884,0.02126100728867534
2009-10-31,0.11429749838187214,0.30769167416168236,1.7747515646128984,-1.9973127853053279,-0.7736639267727282,-0.3037601666623051,0.19455524914553177,-0.8572857771924457,0.650920634538937,0.5335186535400676,0.3770589825487467,2.040572372679066,1.6181059614794215,-0.1846222017521121,0.15762894420358325
2009-11-30,0.8639088720019238,0.5260319359085356,4.642304631108036,-1.211976366136042,-3.4172355346771557,0.24852450417590893,1.1624705593241158,-1.1150016090006087,1.2672177372008775,0.9138182717355997,0.6947015611303781,14.538782413017625,2.98267333415434,1.4739705097187186,-0.0026075634070809417
2009-12-31,-0.0059673072825138,0.4642112457084967,2.5074816834981983,-0.9606422126455966,-2.737960425941092,-0.09022630202249958,0.41115114336282105,-1.2121258098868644,1.5328330792331304,1.0565091066369712,0.43714934591495763,3.482805381146773,1.9596627115854994,-0.012046946267929891,-0.026456569536830468
2010-01-31,-0.11454063426762008,0.3533394625968057,2.9903911993947623,-0.7065354842977225,-2.130252101863428,1.9789733526588313,1.4941552019722708,-1.310835773685828,1.7413203881966304,1.0195244591210562,0.19198228532272862,3.2071880050842974,2.3508817644879616,10.030713809598716,-0.05794724404571826
2010-02-28,-0.32295749773798815,-0.2096193219301059,2.414944095678633,-1.622460689938018,-1.727056913003263,0.26566676829187336,0.22106019010811867,-1.300128918059193,1.6938146562136005,0.9292655442718323,-0.09006132410860611,2.2169525067613987,2.12474784579988,0.7780915789468117,-0.037631068217647
2010-03-31,-0.18611317821365161,-0.29375189385471345,2.1540233367763495,-1.6152596520653932,-1.4998355113138273,0.23394686341559762,0.44681580112757857,-1.2259057375281663,0.7584354249436669,0.8492728173581724,-0.23976086796961213,1.889600519518729,2.1456532019291847,0.7371097561750456,0.12854108562293382
2010-04-30,0.6535499687114636,0.05624468097369747,1.4260554749272998,-0.4331974148432532,-1.133603096344355,0.6587258868777148,-0.3533798022981898,-1.3100511546842162,1.2125477687719886,1.0891695226064502,0.06835267847991368,0.96841140450037,1.2978059615713093,1.327324095280067,-0.19879897941647195
