NIACL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-10-31,-0.6144073039470355,-0.6071214329763353,1.5911336655003032,-0.8669717722442559,-0.9183655255379471,-1.6546602267591466,-0.6784038351642422,-0.627624978218816,0.7484967179402912,0.9021923930821598,-0.7875696372794043,1.7980931524175243,1.6316444084667476,-1.7798542406741804,-0.0511723889786134
2021-11-30,-0.43287958794306086,-0.8564429140279595,0.6111002344121896,-0.8224354204481292,-1.163266198629664,-1.7669554839825632,-1.8570349582408558,-0.5947779915840895,0.5100153870514234,0.5644808361820508,-0.9863722424963267,1.086897321381921,0.6647643305343186,-1.0175163972581742,-0.03158157205029893
2021-12-31,-0.2870521639333076,-1.0593323835723987,0.11830626342961219,-1.03914812212126,-1.240597069678116,-1.4021979543091,-1.1690490587123206,-0.582650545123897,0.34315880580346964,0.3323526673081585,-0.910150635905295,0.39827566233976913,0.16209817007697985,-0.40002553551647824,0.02603947265537917
2022-01-31,0.23428231766817756,-0.35128090732537054,0.21734767748707995,-0.7246663537679543,-1.0672570573025821,-1.0970274289942996,-0.03112555066563085,-0.8368760755164147,0.3375496551746512,0.45629588184858194,-0.481141097647355,0.5241174210005808,0.27724220944218536,-0.4749754323466253,-0.19160382325198197
2022-02-28,-1.864646688395879,-1.2883580779624046,-0.9425836486172968,0.3871250507017651,-0.37681560689585786,-1.1520391127108074,-0.07938816161063467,0.5968747589195065,-0.20147114947063516,-0.7080126198054479,-1.5552125827574064,-1.0105043565359184,-1.086055830343223,0.5910315248542299,-0.06249321552003595
2022-03-31,-0.8215138385073086,-1.6071460636201014,-1.14377331042607,0.4772558229685134,-0.40610672840688766,-0.3182656988575824,0.7801659180789122,-4.721702843555772,-0.4216229773651735,-1.1285943689631726,-1.6063105360634804,-1.1951427864855806,-0.3064811850464096,0.028298702574020326,0.05658602534675001
2022-04-30,0.6998564356352376,-1.3573427403038483,-0.905997966858333,1.0310503925755492,8.169899755746484e-05,-0.5826038261803822,0.19663351462197473,-2.82275159272745,-0.35859831470036874,-0.7971378384265941,-0.8327224688712337,-0.7807520749006207,-0.33541329174044415,0.12621452337858546,-0.15337513073490794
2022-05-31,-1.8880184541043257,-1.1472495168742423,-1.5881429069197146,0.9559839295825505,0.38674093882436067,-0.7095058608057713,0.19716405367239828,-1.9961706061593516,-0.7791794457796751,-1.6202291834832936,-1.5881247968573906,-1.1476508414678537,-0.5331487421719574,0.6084251320706537,-0.23905636844224598
2022-06-30,-2.6736445321190474,-2.2872027236660726,-2.0299751617323745,2.161796543965057,1.1848029764964432,-0.5118486498991229,-0.6230815743207633,-1.4950117240618133,-1.2750446152726944,-2.395500488849911,-2.4879022400750532,-1.2186986966571538,-0.7677316001838769,0.5873058100426878,0.029023340027514017
2022-07-31,0.45439064866988116,-2.1547914113176603,-1.751140436167151,1.5050644003281892,1.4569543747289613,-0.2838972017288486,-0.10795419856404168,-1.2352284942397274,-1.2189016988577772,-1.7689103139844202,-1.4064107176266465,-1.0913542723054395,-0.761662187219961,0.1859262490472772,0.16822386698311625
2022-08-31,1.8320158428032982,-0.031953192148856814,-1.3209014914199007,3.150667426208454,2.677209197345824,2.502023628808382,1.5124475530308858,-1.0703926726425246,-0.9133703376104355,-0.965404330773005,0.06402063943753185,-0.7458818715975647,-0.6196326089664179,-3.2583190173678114,-0.1241691241229089
2022-09-30,-1.1127362924522561,0.6313841098408461,-1.4299651515411074,1.2490085047130897,2.446690360253462,0.1073729162880039,0.389378266699461,-0.8504604571519508,-1.2208419159191584,-1.3065209259904975,-0.5014132637199757,-0.7814527242672183,-0.6804679142318565,-0.2765808549091246,0.034347967257175746
2022-10-31,0.39707477684322684,0.6159624756050935,-1.1700743477496849,1.1484639608209233,2.0238102531899687,-0.8780348435326897,-0.9800568626382736,-0.7126838013826222,-1.2018553648577655,-1.1025475217257095,0.12215250555921991,-0.6884031135183156,-0.618182270798957,0.8510636892561602,0.20668927937503928
2022-11-30,1.974411071911518,0.7918088470868118,-0.7015755885289545,1.4724623304497424,2.4333069013106354,2.2651672170919794,0.32352600879144044,-0.6270384215573457,-0.7610211344986604,-0.396474138056922,1.6794398629233322,-0.5642988252243794,-0.5864527254265001,-1.7121516979455613,0.14065697500414903
2022-12-31,1.287765444649399,2.2746652029383188,-0.3135206240849338,-0.2667689554879974,0.7576865212731928,2.313575553961203,2.5658122584829317,-0.5203230655591567,-0.3965061933345101,0.06929995048350675,2.080013935947219,-0.4415362209572228,-0.5354687118361576,-0.7904720708871361,-0.05685440205130405
