GLAND IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-10-31,-0.5363531100996306,-0.9796350561566843,0.30515641446008135,-0.8541265228062321,-0.29925451334826464,-1.083700255544514,-0.7988400192464902,-0.5257063068306081,0.6308568745586406,0.7767821364440035,-0.5260594499902145,0.18209104505866927,0.4926999814026065,0.6540020201165458,0.05129329438755069
2024-11-30,0.38352390058477615,-0.1461624580598455,0.08279565364137252,-0.7716473967172668,-0.37368334522075636,-0.0950967454955165,-0.09172171851427889,-0.5251090715277624,1.0645573107782653,0.9436262181825339,-0.24028659269856428,-0.015523112182735199,0.3059277280146798,0.729077407579209,0.023513102231200678
2024-12-31,0.17179678033395798,0.005563890271977058,-0.06887648827805738,-0.7084119726456151,-0.375286535674629,-0.9513276478598892,-0.8363838338627132,-0.4594848368742769,1.230581388893731,0.9488305864033761,-0.1140733454885756,-0.1538156516378428,0.18234691766856123,0.8221505558139187,-0.15441766687997222
2025-01-31,-1.1361745190888848,-0.344581050178195,-0.4222326152223643,-0.151439716540625,-0.7798554190813376,-0.59507136203309,0.5353575014395141,0.10740296712724505,-0.18779778997762173,0.1215606507650978,-0.7367174471211002,-0.5659646770817165,-0.15288149721115174,0.9284693193300324,0.018229290678234814
2025-02-28,0.08403361067515545,-0.549938013945785,-0.2548737695072049,-0.3030836589412835,-0.9594142196303959,-0.5238585036735373,-0.5929021889802202,0.3462338526783567,-0.100722251613041,0.0941171398125877,-0.5490321069269447,-0.4266965170110709,-0.04194428351225805,0.7263722040217988,0.02518255927136181
2025-03-31,0.13274764869962813,-0.5992185149627213,-0.3460805972637459,-0.2943156218983158,-0.8949839280386849,-0.20512280452151288,1.081199372505143,-0.10002229823946954,-0.4483317669667304,0.09987001643775557,-0.300867058772352,-0.5305411375135031,-0.1316714344406944,0.5977246958949235,-0.12877007552281228
2025-04-30,-1.00213887364286,-0.5105482696379485,-0.514249278953513,-0.4937520606115341,-0.731382370290279,-0.009946063329644058,0.5002768653100426,0.829205128491546,-1.687377756433718,-0.849246801504312,-1.0422491550005004,-0.6934556479910345,-0.3316344007759938,0.5159066847067205,0.12638088859568156
2025-05-31,0.8929440116730888,0.024560889815981802,-0.46556602690317006,0.05650917212446461,-0.4205226176637642,-0.8419649153421396,-0.48691747756280546,0.12940055722650615,-0.8755332652238628,-0.32144723045613605,-0.043943764369023065,-0.5884055052295006,-0.2512401164687437,0.7275033957155029,0.1434281223213888
2025-06-30,1.0463905715525965,0.5445021318905892,-0.18559996079443544,0.48027965129957517,-0.046617417641394945,-0.6787649490032189,-0.5181376082927519,-1.772802945898181,0.7191317603295381,1.086235048358957,1.0541722653149428,-0.3068882176987449,-0.0774918273883513,0.31633002628169077,0.11875212188398375
2025-07-31,0.8301315707798812,1.7650207990115416,-0.38978082777963863,-1.7348915608185478,-0.40502003711508267,2.7354865389307057,0.8478507065944028,-4.075448228106389,2.7689059037765023,3.0959004059209616,1.5903255505658052,-0.44690684953850907,-0.30563895393062496,0.026891646182115522,-0.09829312105992057
2025-08-31,-1.05878773146953,0.4857714417234318,-0.29596564019764887,0.7488150455447962,-0.006000640236701735,0.028639612578034195,0.8526496142114393,-1.3187520771239236,0.6172768341704099,0.8716598344511575,0.3002929738210631,-0.3422054831569818,-0.26938223014377444,0.2031018321225808,0.062198087423544046
2025-09-30,0.607399596496989,0.226709078327288,-0.059656788163776155,0.20724888430405747,0.12082956547344308,0.11242967672750959,0.45245357634435507,-1.7793515059319958,1.6640346163018378,1.708124591910869,0.6998260181159072,-0.1623296505954042,-0.08477139212799756,-0.006935678773700278,-0.031988443537833096
2025-10-31,-0.4009944646175413,-0.6813130092585441,0.08563231063946064,-0.5197816593400097,-0.3472703824120995,-1.3820344629952748,-2.0383688643919036,-0.9884649660941214,0.8787957776084645,0.8939097160115834,-0.02828681331400422,0.029140011367021833,0.04251198202044901,-0.7565061979829537,-0.09186338175562997
2025-11-30,-1.048943555739207,-0.5749604839795747,-0.4543722809935644,-0.5503076033451154,0.08817467728416295,-0.38787434258935194,-0.3200741684199835,0.5212291287974016,-0.6418744269436457,-0.7946757753168053,-1.0288898836359879,-0.41599420790416486,-0.42648164454922805,0.2522531742193027,-0.021600104486888476
2025-12-31,-0.22501142542610225,-1.1375479090310827,-0.6006328584970473,-1.6716582394300752,-0.9223163124122159,-0.6882637643575287,-0.5410370001027238,0.8486918233442788,-0.8616037055437994,-1.112090355422396,-1.0641110833770344,-0.5475112086197237,-0.5668909027002598,0.4133213749620756,0.06985970435085134
2026-01-31,0.8020039950980055,-0.3341335654522354,0.21514995451626676,-0.29719144408709786,-1.7040492996403036,1.075688965488003,1.5324775313321195,-0.19153065808750153,0.5493881728526331,0.22551404183371912,-0.08472557186613337,0.3373429377993019,0.17726774762438713,0.5469448734200874,-0.013301548058769317
2026-02-28,-0.1158176964980637,0.31457184848804975,0.13793310808657597,-1.193093775209571,-2.3340133508022767,-1.1262578759212452,-0.6383206478659769,0.09711434969214527,0.3608132070898014,-0.05519649649358555,-0.1331505743720653,0.3277406774565216,0.11728157759379625,-0.8014180277618057,-0.06273281329580366
