DABUR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-1.4735558137356983,0.7878214929178592,0.4591616401339074,1.7838162236383108,0.5560533342846445,-0.5654287374848396,-0.20837886000548153,-1.2470512761092871,0.40131321955724636,0.31376502867049094,0.21251479228087775,-0.20956489166450323,-0.2876978897136896,-0.4693087197108793,0.11609078334875585
2006-03-31,0.9558482251957768,0.2620168459281668,1.1663143354110324,1.3080040774035289,0.7242379390641902,1.2456881436682596,0.11643162924311563,-0.007612405890517266,-1.433757164575926,0.46858216870673924,0.6472891368822628,0.07763479771718211,0.7999204959959667,2.1443553095915995,0.24908057233723851
2006-04-30,2.5927014490821567,1.1122411042070632,2.2609895325273572,2.629706658910124,1.5192337032119205,-0.7338092716656238,-0.8528831700480347,-0.7863907275471539,0.4174581911057394,0.9338577150666358,2.0470171098350702,0.24514042543768938,1.1743545703058682,-0.6439776962217855,-0.16467360007826357
2006-05-31,-2.5303386805378745,0.3680591151621261,0.7490959010338766,3.449675734420463,3.1380385737309813,0.5562751764853914,0.3776488928649398,0.00748012042097466,-1.3483225700655477,-0.03439271438414861,-0.41137448807042265,-0.5710380864011851,0.5025215185336572,0.9556656815688741,0.05325933910687439
2006-06-30,-0.01858635067441939,-0.16419672896935603,0.8398696051316845,2.623674839021372,2.4729298590847018,-0.42297725180570805,-1.0234381934464527,-0.08701568335795193,-0.9541195116056265,-0.09964571856343127,-0.4613725771966051,-0.4892013523315136,0.5209962374973176,-0.22867882594799838,-0.0762023157583042
2006-07-31,-1.6975653321442337,-3.3912827304773456,0.05991113584475763,0.5587417069712249,2.21793580478901,-1.7859669487358214,-0.7529700269436694,0.502945748451224,-1.8349941874322613,-0.8101759162590746,-1.6932369002270393,-0.7459310153448885,-0.0965682818988816,-1.646126666803449,0.0342200447511491
2006-08-31,-0.25557604725020133,-1.4930954444667148,-0.06611179547132319,-0.11335700855924388,1.7967914313913165,-2.5128957869439166,-2.2421728899015316,0.4898973256181102,-1.529203853765848,-0.9758856743710854,-1.8064063442509983,-0.7687367627251365,-0.27688602894649356,-2.259998841652334,0.0026350476380052534
2006-09-30,-0.634375953423267,-2.0625285931983863,-0.3595217337451899,-0.3083395546125509,1.5026391495150406,-2.251978722919653,-1.8340892491746135,0.6873233139234945,-1.556534946300997,-1.37841572785151,-2.0180464382343386,-0.8542804537341016,-0.5934941164178311,-1.8395443766375645,0.11093704314839342
2006-10-31,0.6418050512201358,-0.18505459706645822,-0.0716027834432751,-0.3445393871418475,0.45679628276320455,-1.4807265638797114,-0.6484756234099363,0.0659179581122228,-0.5749648743915674,-1.0250866601191835,-0.5555899200940964,-0.5264722322584012,-0.49334698012938905,-1.4330573577541812,-0.031299275751700426
2006-11-30,-0.9955526801372625,-0.7536185124111994,-0.4322548411268414,-0.024498290105192267,-0.30719123274232524,-0.9007912650801578,0.4967826693116501,0.5152757412596722,-1.0167537657259118,-1.6552710203980536,-1.088071783983899,-0.3252005260693279,-0.7643630232888868,-0.8430577529089024,-0.008337618202807484
2006-12-31,-0.6658972943783171,-0.7908027689643606,-1.2843582382063845,-0.027270264161143795,-0.33511347619966875,-1.6916919631666623,-0.6693923546017195,0.7390352204757578,-1.1667344478993014,-1.9288928918704824,-1.1584254471234643,-0.8380740134581289,-1.515077075362722,-1.0503015526883674,0.009754192354495168
2007-01-31,-0.42641741809604966,-1.614490522538023,-1.7916115616662471,-1.1082336921276055,-0.7049274860018335,-0.20589141992969914,0.46683745512383434,0.770358378605046,-1.1141899750980062,-1.9337664549731841,-1.1695021604496503,-0.9911076419866296,-1.9970773593973716,-0.4029396125103184,-0.012207679579929376
2007-02-28,-0.6363100487596263,-1.2983434978140542,-1.6158681459932538,-1.2845344152316898,-0.713841516747633,-1.4158478121296534,-1.391237667035409,0.9149798288316998,-1.2699976110769087,-2.0589426852306487,-1.32462782699889,-0.8355730118843638,-1.7901534680917888,-0.8175787925844905,-0.0280246674481963
2007-03-31,-0.7566537792401336,-1.358236789531216,-2.0553368356844586,-1.1065376917432652,-0.6902009102744808,-1.0437685888412946,0.3287967960100163,3.4692155037269483,-1.1570303117261174,-2.1938104478179916,-1.5804820568709685,-1.1686385271829516,-2.0407860731535608,-0.5136896746530739,0.00210305019677889
2007-04-30,-0.42342454959262765,-1.305840298723808,-2.5724828452203328,-1.0976417949878619,-1.5931892812391486,-0.9471742718326985,-1.6450631453517433,3.257590961027395,-1.1914560891488926,-2.024700317432081,-1.304849894268658,-2.0670964989961096,-2.5584416645385364,-0.26940438275156625,0.04818974385718825
2007-05-31,0.12202812004653396,-0.7311457920100888,-1.7811381403017603,-0.613130152325595,-1.247938380954269,-0.30632046200318,0.8682972332212553,2.447795286233885,-0.6331931671974231,-1.5345371255476368,-0.7572490364912301,-0.8567061770963413,-1.68155393641067,-0.378868695679463,0.02919915469226235
2007-06-30,-0.06937459464942991,-0.25189926897839265,-1.6709760705910526,-0.8482219151788867,-1.1466102217525542,-0.6930555090993,-0.04318232083834724,2.064600208091808,-0.2480960091626327,-1.2418771058343088,-0.4922047132054142,-0.9206657953283732,-1.580107706449226,-0.40226505070687035,0.017348160597291693
2007-07-31,-0.20960873850170894,-0.10538024815917398,-1.284659491852756,-0.9582253887090633,-1.0802566593923242,-0.040780093820439095,0.5995822314247055,1.7934600466178598,-0.0419254282496311,-1.0829661041379892,-0.3845613455861126,-0.5023433100077086,-1.2235923609419648,-0.3088877226450619,-0.03559648410280233
2007-08-31,-0.7874230370367541,-0.7292973557997645,-1.3399153799997667,-0.6015182231553166,-0.9168236576005965,-1.1995882758764849,-1.4208451424089799,2.098854041375272,-0.6831553951846444,-1.4676474189702902,-0.754102720735452,-0.7824784995036442,-1.2969254847286111,-0.38395994822244417,0.04699694958858208
2007-09-30,0.21470746069131694,-0.5320607993725933,-1.1256602657032704,-0.47201761764566535,-0.9091505438017358,-0.21828212012245954,0.23894598385741797,1.388183302968485,0.17476470177003658,-0.8751357695280543,-0.40293919084814,-0.5558996718530553,-1.1043629637159869,-0.26381007378644233,0.007528738742614727
2007-10-31,-0.23309940058853823,-0.556505902056228,-1.2635888573672736,-0.49610144943508727,-0.918965239384208,2.3744069647858463,1.8413799587789368,1.225481984983374,0.3106835688633578,-0.6877494565735216,-0.46951964681500513,-0.9099321961582003,-1.2851385038869094,-0.08289600146815071,0.0386219388192025
2007-11-30,0.13326371327845907,0.0803151499845166,-1.0090859733007915,-0.869258349629744,-0.9461926238842939,0.26812464691141263,1.5648154868606532,0.7472061706073154,1.1399392835349305,0.2924260090512455,-0.21369289901898905,-0.5406955016395795,-1.0217461178118394,-0.09903795599415098,0.02968315323025116
2007-12-31,0.030166516221008445,-0.0484329088509848,-0.8451094615158011,-0.9540602059146658,-0.9447532358876874,-0.057744451478512385,0.2733313851581417,0.3256149152633769,1.3497829926128238,0.9596851905960011,-0.06415055688335061,-0.2685700174375084,-0.8560581699808447,-0.14841452224541196,-0.21290715571310337
2008-01-31,-2.943231939433065,-1.8442558039128971,-1.241226445387398,1.2623014035360496,0.5592928601777761,0.8201306937071904,-0.9941270621401305,2.736133178874745,-3.533307575439275,-4.6717614721450165,-1.979366110847078,-1.3949510419858393,-1.3205804909653431,-0.08292732784550773,0.0781240418086118
2008-02-29,0.7973157540951119,-1.4214197983776085,-0.9742399429817004,1.395370210618739,0.6785232055731524,-0.6888924415219267,-1.0730599614535972,1.3253250161536432,-1.434850816086341,-1.8850820229635592,-1.0784800889447168,-1.242551110125374,-0.9835553666985337,0.04395116715028709,0.10455859099576514
2008-03-31,1.027706172614758,-0.6393950654606382,-0.5994369728425942,1.6822583810823317,0.8182275413627155,-0.6618775669336069,-0.8836590340713771,1.897971785585723,-4.6454116790225335,0.9691104722753852,0.08769813947828747,-0.8562173346234366,-0.5305006423409752,-0.15652727952350942,-0.0362072077835581
2008-04-30,-0.5449537684419521,1.078422801022577,-0.6315253102256968,0.001497842638872719,0.8189148612025047,-0.5939938550661426,-1.5013694459498779,1.9764143034936068,-3.515724322706916,-0.12188653572497514,-0.2860050092749517,-0.8941877222273998,-0.578196242750343,0.06564208776634615,-0.09619022255255508
2008-05-31,-1.3123804256340368,-0.5637760771225097,-1.016746468875154,0.5080268053338115,0.9005200848368188,0.5440142554719887,1.2098489190108186,2.4818236687795556,-3.526252402324676,-3.170012614326395,-1.6765039130760335,-1.2531420886832974,-1.0643244574457302,0.3029129290659946,-0.20512228610853064
2008-06-30,-3.0642311466243597,-4.065520217649776,-1.5629192951676356,0.3402116124970436,1.3484685532599319,-0.49079156102720195,0.06143220947121252,3.0470382633932545,-3.3605178322344567,-6.993170585601972,-4.081636308912619,-1.5590409773750917,-2.0920993036256066,1.08617076289832,0.13403720952959144
2008-07-31,1.7875833072243013,-1.4947676847478844,-1.2484883564982725,2.3582208023472786,1.3000605490078883,-0.39323483564940037,-0.02600850489564898,1.2283073917260396,-1.898686135330902,-2.1124207377042783,-1.1685750691838965,-1.236128419002716,-1.4130974456674488,0.9147389330483391,0.011657450831778098
2008-08-31,0.12659682136454953,-0.5213841932282567,-1.0357519354590967,2.080000340354015,1.2292858200372039,-0.25177158410248723,-1.0056558813636354,0.891199810465947,-1.5224157708949158,-1.7164510926913026,-0.7228844512175163,-1.05866425293469,-1.1270158713208662,0.7114913865481646,-0.0039439139639964515
2008-09-30,-0.050518958472473736,1.3660600337548874,-1.1534063492113813,0.12556090301481715,0.9697010266083984,0.31780745379406666,1.0773413074781193,0.7065167801446319,-1.2994268994968992,-1.5923378084802622,-0.23664775092110618,-1.1045162553751584,-1.3225571682727706,0.5707725860717426,-0.11012854229585134
