BEML IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-2.742821540843516,-1.9236527609931362,-0.963201597154671,2.0273056981598443,0.570607428546392,2.4613654018379996,2.8923432701665033,1.5018465714474816,-3.115200360096507,-2.757069449857453,-1.7682587403100674,-0.8384222996832917,-0.8385330910509767,-0.9413936566122183,0.09449640960589026
2011-03-31,0.45696012506536055,-1.5732407037346061,-0.9528294150828222,2.2079521333996546,0.7501300689739114,-0.0038190918512103667,1.2472911029776004,-0.3397011667268603,-3.043810240787943,-3.03200154977023,-1.2188711985664726,-0.8088820824842694,-0.7072576771203053,0.4520215339874066,0.018758088126356244
2011-04-30,-0.0342596628028984,-0.8904901750043823,-0.9635739872831135,2.1493810616826905,0.8455999744212033,-0.3001047124868196,0.5567620740762955,-0.7274913732171703,-2.805762114643381,-3.2725453627930827,-0.8439097714978703,-0.8062030982307665,-0.8181239388158458,0.58879371396822,-0.06198317370667872
2011-05-31,-0.5072554163900082,-0.022327852899954523,-0.9712085742080712,-0.3845037372458573,0.9014614619131912,-0.3527161398465189,-2.351213653043529,0.3590483792836217,-2.4821831740636893,-2.986565480914488,-0.7497940559691041,-0.8052182437794103,-0.9057835101011382,0.5896399995720615,-0.11834294342858037
2011-06-30,-0.9017734267129263,-0.6084601811387605,-1.0708062581355144,-0.47785361845078184,0.7029166746752794,0.10653706740989516,0.09667803875359564,2.9726259523184373,-2.20215054916614,-2.6631379640202253,-0.7480487328296107,-0.8869647692312101,-1.0594723226859368,0.3596850584138594,-0.054739049725282644
2011-07-31,-0.2896269970137212,-0.9190506534297187,-1.0491833053184383,-1.0389853579515136,0.6478633877293627,0.053663715758575384,0.5553159385686471,3.4733883697385157,-1.7849232072036936,-2.115133001489521,-0.6815508992268496,-0.8863297369542189,-1.0663257675407296,0.5547345049697707,-0.1700611485943996
2011-08-31,-1.4094540525168884,-1.5998095089281217,-1.0686931124436598,-0.5940753303028503,-0.3113894386670317,0.493053344364045,1.1617782187030625,5.197949693262761,-1.6802313386414478,-2.0484185403202093,-1.4487961714417932,-1.1226057373500964,-1.1992017182976273,0.4383736457016448,-0.012161148585954247
2011-09-30,0.23364344960470007,-0.9246375932098181,-1.0357707802706246,-0.11381085471767005,-0.7504962294189808,0.28812414881273113,0.06491885356661517,3.233990054717678,-1.3259565399926083,-1.5579482020278725,-1.1637290397370583,-1.3315833852700112,-1.1695079307062626,0.5540228138743007,0.14456873513603033
2011-10-31,1.7322339900167651,0.3864612990492284,-0.9193119799581696,1.1939768747706585,0.09962450585904088,0.19770253028919985,0.14657144156640792,1.3120350961596117,-0.8537900714172212,-0.9124283786339747,0.5116878247585173,-0.8918577572064837,-0.9370724067197268,0.596518343972237,-0.04754234856247121
2011-11-30,-0.2187849957516696,1.1230372551120855,-0.8033090241291646,0.1610147146072836,0.20587358405788783,0.11132111629678372,-0.2527326729924867,1.5539068415408896,-0.7607539495221605,-0.8442862222974785,0.4872761249617388,-0.7969792722847949,-0.8411017861882354,0.5799396354344533,-0.10283609478376649
2011-12-31,-0.6980095971150854,0.49883446785659225,-0.8328930341115204,0.6369969902793267,0.22425035439162722,-0.23752810534147023,-0.36697521661810595,2.058762570738936,-0.7520239904551858,-0.8886433415940234,-0.06064805685759104,-0.8065857039975985,-0.972157474597887,0.915085123397398,0.15281176228202825
2012-01-31,1.8552676065272387,0.5659439346862694,-0.5859606375831784,0.7218325707450083,0.8117185192128632,-0.048400661878901914,-0.028466830822029478,0.6899197416744453,-0.3827766876575325,-0.3920722151456934,1.5184992539585451,-0.5069054644599547,-0.5801819869221573,0.5558733049750053,0.227248034688419
2012-02-29,2.3369572926652884,2.3529913410933374,0.1603327282147244,1.34106579373455,0.7816503887732238,2.3796747846676665,0.4434537086546285,-0.6507283538219372,0.14817581219731202,0.23417987779526125,3.1907120450167605,0.030661222385153574,0.21222564228768878,0.644152443854376,-0.018111263820271412
2012-03-31,-0.0048532877570107305,2.5550511777457565,0.11960401019760593,0.4595973986416207,0.7487700672916141,1.679328612292446,0.7535872898301658,-2.956132810247434,0.17267741568321046,0.27228999861433006,1.836222235863409,0.026742865566109587,0.2734023635249825,0.11247459719622535,-0.20289344816087965
2012-04-30,-1.5153285075424923,0.36890757030606863,-0.14588213105360537,1.9129653008213972,1.354221786412449,-0.005365705730631541,0.05138613071144939,-1.8558737376247298,-0.130040706693958,-0.14659037372402964,0.09241573336401443,-0.03803300608314194,0.3166966691107537,0.16996345814666766,-0.21493303973781835
2012-05-31,-1.477743353190094,-1.8769122640471552,-0.4359049648719935,0.03295747772330707,1.7595647012614302,1.8786605911138627,0.06036611488823512,-1.2093796300412916,-0.3529040320269221,-0.5584803740948652,-1.1260991350796583,0.04325957031031827,0.2651214389761139,-2.3981172411145697,-0.13157545804249274
2012-06-30,-0.7414684647554013,-2.213256776943125,-0.4067923792827008,-1.05384343758103,1.6384229783835322,2.41445838921073,0.5065974786621239,-0.8430928803797647,-0.38716127457802474,-0.7014590029245698,-1.6322458301237697,0.14091415229884016,0.24134844732243174,-3.1153982274242495,-0.1695171842709567
