INFOE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,0.1259687041174627,-1.4623588496418771,0.032463326546170256,0.736961230645275,1.5317120522156802,-0.37334489456026876,0.3239705362515056,-0.5614749990932147,0.5861006570402251,0.49152685068889707,-1.746293034918062,-0.36581603569566024,0.04257448644664381,-0.17723984335295137,0.15266147627579038
2011-03-31,0.9901804733725442,-0.6695428945288749,0.2205573165286576,1.4808366287395436,0.21444312099846383,-1.1195160622435436,-0.4411283413664589,-0.39007565904647673,0.48529331163341477,0.943316704086548,-0.3564869866268519,-0.048865095570467004,0.14141730804253233,-0.7051074674058267,0.056354978073658406
2011-04-30,0.08620532261685683,0.8126458986637578,0.05621601445866434,-1.08057907368717,0.30313452133944424,-0.3294145100873077,0.3376009423416044,-0.4557974568557773,0.6502434340734271,1.0409424869293893,0.06162442310504133,-0.18506726908008067,-0.04884381625623663,-0.18372342717362425,-0.018338704284816165
2011-05-31,-0.5286270848177392,0.3740150240931321,0.21846467504599773,-0.44186091005121914,0.13407697212409447,-0.23146078382225094,0.001522478370591866,-0.19535509208943747,0.40145763040210125,0.7264520418213944,-0.22043423370070453,-0.06825513719448854,0.025640295530367885,-0.24363443841375526,0.03551669808283347
2011-06-30,0.05246669409046762,-0.2750433250265045,0.17141247792731001,-1.3234914795316415,0.1232171475352372,0.301726180745493,1.6825086136071845,-0.184953956180226,0.4803352781747417,0.6987904263982073,0.06866838032754415,-0.11982180021873184,-0.06792751640486538,0.12098452568775979,0.03710420869929516
2011-07-31,0.01822338773382736,-0.34036549588238485,0.1866175734333308,-1.3653446951397692,-1.5625343098539757,-0.8491983595130672,-0.5335383507225773,-0.22764782317003457,0.5901569601390363,0.7194974634181611,-0.03949950793612449,1.1457371129658125,-0.14815563576468654,-0.752998747950806,-0.0737693421653138
2011-08-31,-1.1146038842051427,-0.6751889552776467,-0.7936356290413332,-0.6190415055408734,-0.8619047696780936,0.5061285257619775,0.25994747848809907,0.520275678200546,-0.09840729331481612,0.021544717694738903,-1.042266191758201,-0.46339424017354236,-0.7843673786690929,0.1685741641162321,-0.005328737315845018
2011-09-30,-0.3414539787256415,-0.9273289441713696,-2.3203558522554335,-0.7268006617129358,-1.5655768283780689,-1.2751524999176136,-2.7732388617495314,0.8413064761892431,-0.2846205241684826,-0.23595812250709725,-1.054762664679903,-1.7885616244547946,-1.809762284811165,0.0644113388078195,-0.015865262546387635
2011-10-31,-0.46426496568970316,-1.2149732291646802,-2.1301405958743915,-1.069199536949335,-1.603118112987575,-0.6609485050205668,-0.021024405987002642,1.4494407826553617,-0.584203583996043,-0.6829059049575763,-1.0808788211935925,-1.6435180574836283,-1.6717013941503807,0.02820410145307564,-0.057054856650398195
2011-11-30,-0.8436677906462672,-1.0144141594801122,-1.8349425341032173,-1.188712659474309,-1.3235026153524494,-1.0844457858700918,-1.479476721377756,2.8518057571132935,-1.2632634561068703,-1.7441348297993158,-1.388626715196972,-1.4616330259110697,-1.4902468696497668,-0.007694350575347031,-0.12632359648995672
2011-12-31,-1.4780783307954546,-1.6746911041625436,-2.1199071828190146,-0.561207856442634,-0.9372336429147057,-0.9267641583503065,0.9497277755840404,4.972618359024309,-2.370574293432727,-3.5154157587517303,-1.9590939387757962,-1.926240779949285,-1.8255381825793957,0.20963070257726085,0.09652711456028504
2012-01-31,0.8481642081131319,-0.8529509411524573,-1.0777227984020883,0.548956772852057,-0.46129721620470915,-0.8635963025666954,-0.7277515335857672,2.3254431334904506,-1.3759984140949184,-1.8775671244105958,-0.7794642024631705,-0.8186940909162127,-0.9528650351385908,-0.2714180047933595,0.03953456027538708
