JYL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-11-30,0.21894493111847077,-0.7248297552134116,-1.4786202232246652,-0.6025704669084444,1.8768184686343299,0.09722247504195866,0.12060024883170115,1.1837768266184987,-1.5341203726470376,-2.5674161476447703,-1.2185603604164321,-1.176768473357559,-1.04262232267393,-0.3370882542737839,0.09431885382475205
2011-12-31,0.8207353768412936,0.19031626915330027,-1.3007375284402127,-0.2885005176089676,1.9103378274603993,-1.1485417755745315,-0.9183210444425427,1.1520626148204716,-1.2048510340504943,-1.7747575067029422,-0.3520230054873224,-1.1177513333783549,-0.9285984514324312,0.13290502676072977,0.01672033051869111
2012-01-31,0.16482469000750039,0.6531596879075989,-1.0761349364150226,-1.2474243371816853,1.3986539425583424,-0.5853544767165488,0.6983402035084657,1.3757395942313595,-1.0334382325348594,-1.5768470809699275,0.2683111467576279,-0.9944136590793561,-0.7781987525742688,0.019672098445997262,0.17657476589706428
2012-02-29,1.4698560816570718,1.3098704626896354,-0.7264144824793437,-0.4202950271090996,-0.2447895358248756,1.0686467922510012,0.5004671820390958,0.971346406990599,-0.689908706723561,-0.7402100290793102,1.2981651951578377,-0.765010098970144,-0.5489596874601406,-0.25301238936093,-0.19826652102220682
2012-03-31,-1.665206777895925,-0.034578867208033076,-0.9172264128222366,1.7561283245202401,0.6294013037726557,-0.6536643495981417,0.6838772168694802,-0.3079830443648566,-0.8072697567514163,-1.5384023309406998,-0.09288999084685368,-0.8967332141403379,-0.7187571990334165,-0.012028672246384167,0.08293296607616316
2012-04-30,0.6660723416122976,0.24908949566045804,-0.707051816842722,1.7326655990473068,0.44247097723089396,-0.5216213881112515,-0.14390340333787197,-0.5936677981741667,-0.6130852340423405,-1.0890035808354495,0.22675784590712172,-0.7357691834170386,-0.5561388524798778,-0.06896174748057578,0.229362704339125
2012-05-31,1.7670372704465676,0.4842698058701163,-0.32042637681152575,1.9501030102264862,1.1628028055279163,0.9921524452487378,-0.46585212403104975,-1.2282588450349623,-0.21372553423700935,-0.06482163697147927,1.2882317349019432,-0.4112936602673266,-0.27721566859269337,-0.09644746754036376,0.07210012261543494
2012-06-30,0.5221983098922224,1.6697540532246626,-0.2299813853486818,-0.38480127707941375,1.0566491910558968,0.765971657524781,0.7859602723500587,-1.1958119196758443,-0.0023985461884546513,0.28584629640585363,1.2912499674371105,-0.3270838770777633,-0.19028183443722063,-0.08397303170104913,0.05109816167547762
2012-07-31,0.42099029672569943,1.5303361334107037,-0.22194148789920698,-0.21486717775885777,0.952413435004069,-0.7789410908445659,0.03495024542928355,-1.1610858167511575,0.23096971869502148,0.5855129650457418,1.2246795455789847,-0.3110670504404163,-0.14791664011754774,0.06610304744476717,0.22690882198627058
2012-08-31,1.8638913506230854,1.6366179039313207,1.5089111205150407,-0.28869289907560763,1.1506800646686404,1.7236212660288994,0.22499316807484138,-1.4145995327435181,0.9876849085412951,1.5985930605851795,2.508873614701647,1.0288735706696737,0.6197385139315306,2.9040749350640476,0.025998547576317525
2012-09-30,0.13881239351920227,1.3588867569522791,2.1061308101633904,-0.022968359237347816,-1.0030883495213916,1.848402950707243,0.40973602284245136,-1.1912922700306228,1.2805580067986946,1.6382737899161564,1.5477726721410097,2.875104478650088,0.9284455047607472,4.172989725251205,0.10450887620049634
2012-10-31,0.7884838499623841,1.5339395685301094,3.085711542422698,-0.1486651881381919,-0.9892100642871283,-0.041710267603958955,0.6161688391538322,-1.1040291775885276,1.9110928455581688,1.8620865162551106,1.4463093713847013,3.97407054298681,1.3273890564615323,-0.7449771032631576,0.04735003151432789
2012-11-30,0.2852947225616625,0.6519635202435892,2.777268178643804,-1.1673406789994283,-1.3977251519009901,0.16517921962469603,-0.36780546671366754,-0.9201993616065723,2.14234070344872,1.724335463989203,1.0720012685166662,3.953041935835974,1.3785660117069212,-0.09959465015371918,-0.13386946408375489
