TITAGARH IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-03-31,-2.3569248410326646,-0.45614380020846984,-0.3555096224137133,2.036924635694491,0.2672027217122029,3.742812810791248,1.839696198389936,3.9485576238566678,-1.337224418958681,-2.8317129904268916,-1.233814155077427,-0.346284917557976,-0.23311227718140343,1.1967324629159406,-0.014870699211947433
2012-04-30,-0.14155747428423637,-0.9232483627399266,-0.7946402930533965,1.4312424513913269,0.16834797097112528,0.03647461257500526,0.0034275695642268914,2.7048515426068427,-1.1970713265268849,-2.6544038118670716,-1.005902193273081,-0.6868566632278524,-0.9469399625817969,0.1680042777900158,-0.10884131408867638
2012-05-31,-0.9886161249593962,-1.9380639506069175,-1.227866425456224,0.23328118723462657,0.35815148836769206,-0.4731040151806092,-1.3064852788035457,2.6514535943635265,-1.3378147813178698,-3.3939091412607776,-1.3402327432485313,-0.9856783891761083,-1.948085585075517,0.7309094973319767,0.01991074124839059
2012-06-30,0.18972133493517698,-0.5199700143066742,-1.1528544785947437,-0.8258828111133556,0.42404012122812124,-0.38320996932444074,-1.871105669668955,1.795613029018244,-1.0542912443650383,-1.8830042299987346,-0.9869236533953077,-0.9505519263897849,-1.7092026499160398,0.582043704762597,-0.010226998692932684
2012-07-31,-0.03549218653981653,-0.4595994026359185,-1.3538511316388486,-0.7708269447211964,0.07216703023485253,-0.31954678329364133,-0.44616468506303064,1.4433713212118906,-0.8867967748980528,-1.6438885943569814,-0.6950070188565358,-1.172168983292584,-2.016377595858569,0.627776422329405,-0.035309323472300196
2012-08-31,-0.22268370263441023,-0.03183542065891049,-1.022987743437448,-1.6864830153108734,-0.5450869488121755,-0.5415692897001029,-0.4218242445455575,1.2975120108697675,-0.7920718192291374,-1.610873668227349,-0.40022338812881453,-1.0117949267179172,-1.4684051482686697,0.7239124085473944,0.07498707220202136
2012-09-30,0.804639420772811,0.30769515885782134,-0.9185118086151349,-0.8615582541910387,-1.7924266720083384,-0.42948471393394533,-0.04790385019351439,0.7137641006137944,-0.4682226587844635,-0.8747425794905331,0.29681224605261153,-1.2733811948331502,-1.2025827488589662,0.5173051404299366,0.016230642625631207
2012-10-31,0.3194942900365942,0.5251179889365601,-0.9959889650560388,-0.8623789307741011,-1.5924961188819817,-0.382075601118484,-0.013811933395828882,0.48825486795422396,-0.29724191901284924,-0.6224678290815172,0.6076223769074117,-1.365961481688109,-1.3147802285159982,0.5079443638487287,0.0494842471402083
2012-11-30,0.6592050299037442,1.05689898204088,-0.8367816149232903,-1.3670113523892893,-2.270243233493667,-0.40183335815930543,0.8123680426364435,0.10048155383518981,0.018178242455146265,-0.08499469286504936,1.0013850177824153,-1.8954942512178097,-0.9339098049503448,0.3291553809607106,0.03633666859511362
2012-12-31,0.5125692496273611,0.889322561900395,0.0009858877499642862,-1.531891993850133,-2.009803134196892,-0.26866697395440253,0.5398625107055299,-0.24766530984482005,0.3949321771868886,0.46439822125997576,1.1983917309731684,-0.28936214466744853,0.08387158824503825,-0.2814115201989513,-0.11229214436278413
2013-01-31,-0.9582799803467155,0.12186951953907167,-0.9057962565993487,0.008953910064778506,-0.9822666834029679,-0.061631089053358436,0.6528204986536855,0.3682951655933628,-0.38356558514840716,-0.6439131825349272,0.07813606875251765,-1.063566607822374,-1.051780015942838,-0.22334721115687708,-0.49642574654882865
