PTCIL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2019-05-31,0.9642536126067373,0.6812146847067753,-1.0830438006609244,-0.593933790604071,-0.8361413178126821,-0.06490991976640731,1.2555963524891913,0.737624628396432,-0.7759959812045002,-0.8098812097833309,0.5132747328910281,-1.1457980598737194,-1.0821723798844565,0.16663479952855453,-0.1984470189408897
2019-06-30,-1.4972631837373833,-0.4410819743690839,-1.1639701424987592,0.5034750387580904,-0.3752654746026836,0.00547811523897429,-0.5017184650843781,2.184613721073513,-1.8482643000092367,-2.2503973671132234,-0.7076043410639998,-1.1997714010088272,-1.2764321473737674,0.1999718835670856,0.020625953464982406
2019-07-31,0.07711247075378816,-0.3382493871970265,-0.9046330134755428,0.4958414717490441,-0.5955481669912349,3.849831209489386,1.7355743325772586,1.75133495300094,-1.6384531380525627,-1.9632646868020445,-0.5015623855998845,-0.9332353086885052,-0.9212289319771415,-0.24160806350399133,-0.019581225978513337
2019-08-31,-0.19147673385593883,-1.1977153100606217,-1.3370755710573434,-0.19220979476371183,-0.6125913693058125,0.38178985043983577,0.21913897653143338,1.6226023512985959,-1.585238511530773,-1.9045392955236682,-0.5804634754878983,-1.4449606048443282,-1.5549321992517489,0.04431597081384124,0.03602030012544032
2019-09-30,0.23118651080699312,0.08514693105944747,-0.7711768448399663,-1.1942094449055292,-0.6058193004617043,-0.22522243275497206,-0.17352937890950512,1.1514154979315148,-1.2548530384201364,-1.4457582074369417,-0.27080094180293945,-0.7834939606917907,-0.76531988073423,0.15062881783310778,0.032149939808333396
2019-10-31,0.2323496383907418,0.2060608431952284,-0.8167663396228928,-1.1255342672463224,-0.5967100639998901,3.1555603020312324,0.21231855718814155,0.8054004322985518,-1.0222857451337828,-1.146360849794094,0.003144644700102679,-0.8503110672595016,-0.8415514479065983,-0.5067830561072098,-0.11705177419783734
2019-11-30,-0.8313869575793122,-0.2823196218876156,-0.7388602709599803,-0.45058471164331965,-0.9490467002733681,-0.09230146330236802,0.06071874115499536,1.440023413542303,-1.4929190566645931,-1.856270153154433,-0.5077045773047283,-0.8184624878953365,-0.797530611158633,0.21046961788735405,0.012327757007495511
2019-12-31,0.0800517563871821,-0.4024223884195112,-0.8407435825205072,-0.5054519001805756,-1.729127599312903,0.7050837422877977,1.1905041675277517,1.1710879969330743,-1.241534847503155,-1.4923483243118218,-0.35815741317456135,-1.3860602738171335,-0.9681972980209352,-0.0677128620091099,-0.06444375814650949
2020-01-31,-0.42483726615193745,-0.8932383057608702,-0.659200112350591,-0.6261600680959906,-1.51167456835554,1.740452140154542,-0.012768242876855084,1.5478971762681661,-1.4465182012114435,-1.7296343592227104,-0.6859531248630865,-0.9507863856933428,-0.7381496492029838,-0.2230289999796755,0.015971691351395652
2020-02-29,0.3212383815925146,0.0026378897511851957,-0.5121661996304114,-0.8131954309605771,-1.3491414457318367,3.1376402320986956,2.2038971405086363,1.3079326884110025,-1.2486860697377176,-1.4116578000559643,-0.338631123135904,-0.686556384959926,-0.5386993869279936,-0.4944505752156677,-0.19669175885117257
2020-03-31,-1.6039772975472308,-1.6029509877628165,-0.9530246354192471,0.08890820177310213,-0.6828440927436674,0.10915229522940804,0.23770942471584228,4.320532678589424,-2.665758220679795,-2.4946915441144175,-1.9653728045069006,-1.0551162181388702,-1.9497355353947419,0.5210379883487697,0.07665024181866663
2020-04-30,0.903966958563974,-0.3014334577486507,-0.7725596565200478,0.5481517992426281,-0.42042109707832337,-0.5481845400609351,-0.988468791974514,1.9516779979220518,-1.83795387295858,-1.5326393170622197,-0.39130845081552934,-0.7109327207620176,-1.371721914186403,1.1203606974708225,0.05978541477064785
2020-05-31,0.6979102798446509,0.07770474076830856,-0.9489134046053278,0.6326281156304769,-0.3405822388877994,-0.33470693527346007,-1.5310849671935187,1.1318055388198596,-1.2684982932660505,-0.8987168948134979,0.7076591938058241,-0.8471886307926771,-1.594769553702223,0.9516562299731195,0.10050382363406893
2020-06-30,0.9931638396558079,2.4834814497694864,0.12193359579966068,-1.3250048020977963,-0.020083391462938877,2.3249566829941943,1.4811220667457201,0.4230814683844312,-0.5800560994310818,-0.010367050747127692,2.1779114124700722,0.04888569048470938,0.178135115216133,-0.31634418948403875,0.273609312563453
2020-07-31,2.3692364271568533,3.6575069246128247,1.5494225239117352,0.012279467890720227,0.8982838103013315,1.3542158422243296,1.85524572999612,-0.7829326902487835,1.1505262271608303,2.1304867398848737,5.406312915085193,1.0907262944032927,1.7725289081866478,2.045027839012564,0.48938577469203437
2020-08-31,3.6823109726655714,5.600504080159611,5.676568758105764,1.1589685590907381,2.8521772422549048,2.7789936228664844,5.43067489662843,-2.2030172894195563,4.487620055492076,4.177089231924413,8.179315458756362,3.350865031359603,3.9627072069055913,18.22606386499736,-0.0017199099694686331
2020-09-30,-0.10882222745381555,3.129775797762214,3.649398561538,1.9482448487841224,1.3381991339484773,-0.27470183868928405,0.6169915753721035,-2.0506379355335858,2.7941529546686388,2.5876125957563123,2.5837616199149926,3.494057132026216,3.0150215676981547,-0.36885612242685273,0.061355663958892116
2020-10-31,0.24815857631477536,1.774793854616324,2.983597294092698,2.304603408537608,1.3370230264833365,-0.0228386139689092,1.3225532237336943,-1.9467886114377204,2.263806087927204,2.039912077369687,1.5692484253582504,2.8853545177876767,2.4821607731810555,0.13314618562210234,0.07569995437901553
2020-11-30,0.3558834819803419,0.23700021672524657,3.5237847902175474,-1.1125808393931576,1.280006133403464,-0.37728652411318414,-2.0679566240406375,-1.856207596549819,1.9578873538360317,1.723406538937094,1.0254640355683988,3.389251129598813,2.807926737784937,-0.5673986675244019,-0.07258683185998492
2020-12-31,-0.7327271694108939,-0.05588026636758173,2.3643440546136194,-0.4235831266697909,1.8061267142127253,-0.5056562842126883,-0.5896872753832608,-1.5430102136802912,1.3523930837069333,1.2718244137600594,0.064084049121674,2.086279812999317,2.2033852014282873,-0.739507577808945,-0.012601860027732278
2021-01-31,-0.26009514976237896,-0.30750272456054367,2.2475213505293277,-0.5001499228210555,1.6262293378650328,-0.5389629043912136,-1.2811566875685765,-1.3838675839543355,1.1177440567932009,1.0599563840176813,-0.3118137804519231,2.052053819597221,2.1307586331475172,-0.7931310236631827,0.3098098324455003
2021-02-28,2.004042055406267,0.47705277966145393,3.276853052363267,1.4669746429096493,0.15997908259743687,-0.4657488426515812,-0.18752384680976422,-1.5470206554270605,1.6260925002847997,1.2894412136156932,0.8136682611231831,4.451083127408129,2.1942435770234403,-0.7044233846960479,0.2768327830704212
2021-03-31,1.5505583478610556,1.6470020840601196,5.2668536070315,0.9567264486499248,0.5948868829835773,-0.6249008516819808,-0.09974563174187309,-1.813752343333153,1.699235249996599,1.3137621110924722,1.6245589797455753,5.272881020837589,1.0404879508973226,-1.7459859710405135,0.07233162311793728
2021-04-30,0.11321799296058159,1.7709677790718708,3.4294599744139034,0.20893428467021705,0.5377695348725479,-0.5988919317459502,-0.0002547461222877121,-1.4849766948618177,1.358333767407006,1.0911995639011873,1.1944855454238892,3.4459200741316884,0.8636503864137945,-1.6196456473207945,0.2439957188424352
2021-05-31,1.1877872684841413,1.3796357456117843,3.5011660619474734,-0.1191427632521639,0.6535916188483065,-0.7195930309570306,-0.8073548694556065,-1.2792162776583134,1.38893061228695,1.05213136367294,1.6099950305186785,3.29490036520424,0.7722757068981874,-2.437712370515081,0.043631544716197394
2021-06-30,-0.11054274264888832,0.5667244706650991,2.513251986336512,-0.16161890600575132,0.08214903285943703,-0.6849494496514226,-0.273368515569327,-1.0990014969310509,1.079698414285317,0.866485375013146,0.8762905719199232,2.9385035208112154,0.5957751760643517,-1.7161589640478945,0.20836289381150694
2021-07-31,0.905429127346649,0.9318303154006952,1.9297804934261191,-0.14585212125006947,-0.49836936152185696,-0.7428468416355705,-0.574015004420237,-0.9489006322314535,1.0863581353642633,0.811275846852669,0.9634732408269,2.863746147229113,0.29016956401995114,-1.6985783727142667,0.0633840014469038
2021-08-31,-0.10400281932356795,0.3122826519105403,0.6956047975539513,-0.36037103250018976,-0.6380636797778861,-1.1393250822334948,-0.38936046353393194,-0.8078221458439052,0.8669171781368161,0.6619695259156886,0.4914474353000142,1.2229151850714333,-0.0979496460617971,-2.052782989901594,0.11818074802013964
2021-09-30,0.23312430354136435,0.4900084923778341,0.8818190575138685,-0.5931349561954907,-1.048033336070444,-0.9357940853069703,-0.5454230666992363,-0.689197571389451,0.7775450894462633,0.5663781736057636,0.41542588499510136,1.950906085304235,-0.12461454927857202,-1.7461377784664167,-0.18628665388084364
2021-10-31,-1.7964663508447074,-0.7964316598158552,0.3346544589869976,0.7312244973207862,0.4246772177853622,-0.8530821967194536,-0.13219594954568276,-0.5663614365636599,0.31421705425821295,0.30589527342737305,-0.7564724186500797,0.21415598469273747,-0.21774715309142964,-0.8640098723470112,0.14782084085680477
2021-11-30,0.43839789569363397,-0.5209776146746525,0.41730225314788005,1.0243698616286476,0.06148059230645222,-0.7276840373429496,0.04960292691847141,-0.48264321387897197,0.3823805670811052,0.28603665401083395,-0.41244391061813734,0.4041682387747408,-0.2648942196021472,-0.8190610650021104,0.5004579296530568
2021-12-31,2.6356509318683425,0.6679270983309756,1.8271589835246316,3.417767688520723,1.788466379284087,1.0648228136514317,0.4452162465575336,-0.4099111974632623,0.8995884563856307,0.4476880276304894,1.2942940434948131,0.7094363835230307,-0.19309562573128755,6.031766242339398,-0.11021286910632479
2022-01-31,-1.238413918210475,0.8522355030967537,1.3423607819002674,2.2133856841862096,2.0167643069279375,-1.0298161896617226,-0.3201602266436959,-0.3086572067442254,0.41188440422509254,0.22138982582155733,0.08571944499877171,0.36254176586395187,-0.24291148441007776,-2.06387954063153,-0.1222810728116813
2022-02-28,-1.2801354696157823,-0.11751900314869908,0.21325122045465525,2.529032370132502,2.147912026273677,-1.1721979284836825,-0.45700970945411806,-0.20211634897620753,0.04154834205921925,-0.004902330789544452,-0.7975025765074025,-0.3103956110488524,-0.4659552001500535,-1.2566115148638328,0.2407171718461878
2022-03-31,0.7604991704198069,-1.0570461104970326,0.09077582565193278,0.5273515132182084,2.1580027912709854,0.00019792080691376058,-0.5014921721308561,-0.035780274668538725,0.12667573835536453,0.03094212216704034,-0.08010167655602349,-0.41895792037955204,-0.10170164178201456,0.23091318170704897,-0.11194557501961507
2022-04-30,-1.3225691246317481,-1.1680960385100472,-0.3003696567936584,0.4882182478472446,1.6632395543484872,0.14936497333997004,0.13703102510960663,0.18490655770837588,-0.2950927530801201,-0.2753817526508986,-1.132139750473126,-0.6114750066640214,-0.3247706405400308,0.3749874582743515,-0.11402456601723485
2022-05-31,-1.2457834468490903,-1.1837618668702896,-0.884888119454444,0.43068334696894134,1.7095519061996665,-0.966915838554857,-0.10126091593834953,0.4801701195785566,-0.7896894167412584,-0.6809151961100212,-1.8720816011762371,-0.9443722872262729,-0.7463052020628039,-0.19647044491560284,-0.12307477618584359
2022-06-30,-1.2184123970039844,-2.599625900969044,-1.1519598869523808,-1.7622838044583875,-0.5984162130682631,-0.9430481570895448,-0.6141743396690059,0.9646822680113093,-1.4704293229989558,-1.2991707469501792,-2.058863975223314,-0.9202094456208249,-1.0798291254353891,-0.03618803657578561,0.2306256006069254
2022-07-31,0.7083812333108913,-1.063949807148094,-1.1795791835122245,0.3801649672395942,0.049324853073264764,0.41177453626410204,-0.14006840367436246,1.3605885117092509,-1.2903883379125332,-3.448718875314427,-0.9656319534192789,-1.017054005686465,-1.221219371269691,0.377279359452282,0.22488738685192045
2022-08-31,0.693413252749639,0.13562206917280126,-1.0149071943703822,0.35217991650138153,0.18234489488219166,0.9092066922729432,0.4066732969154122,1.467741445552984,-0.6587989904250926,-2.360161452456679,-0.13199231087757837,-0.916282250502759,-1.1234847263680805,0.5946946917985686,0.05581975713954869
2022-09-30,-0.14987294049961386,0.8724957368273725,-1.0930437224533427,-0.7721027669205396,-0.20056622327849982,1.2556636867462987,0.9386093045966124,1.4167022687912068,-0.5658759453037766,-0.19180171068885235,0.10818275684193958,-0.9244625759490278,-1.1009438929202764,0.5673785307349082,0.2215283221460016
2022-10-31,0.7956966038171174,0.9273248136456402,-0.4565458298198991,-0.7374565094102921,-0.18956329903097646,0.2783444023641707,0.06423388229068505,1.2022152391727545,0.318271012575237,0.18430038479662036,1.0004310363048279,-0.44604475124657683,-0.7919580359377636,0.2582652350807344,-0.020020671615567
