ATGL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-10-31,-0.20667858730780125,-0.7122530427988528,-0.7242211874419013,-0.41483004098999543,-0.7757183316236681,0.11517056606405995,-0.14105679800502388,0.36880463861822915,-0.25858221099741463,-0.6956740363682591,-0.626433674201451,-0.5825040785326606,-1.0243011197577028,0.38649014467493575,0.00826473829270213
2022-11-30,-0.5098781912258629,-1.1986850263705473,-0.8216667496443083,-1.0714194679481654,-0.8927358210523453,-0.30959048014268425,-0.36155216591381445,0.5802219299204062,-0.5463071251053679,-0.7347822073127649,-0.8272659307750471,-0.7309766583980064,-1.0073588043277097,0.2782284284150509,0.016408580442609143
2022-12-31,-0.40612394211174163,-0.7061137550481986,-0.8649460380676197,-1.638885801083174,-0.8966419309808601,0.0826936480626392,-0.0680107740485646,0.5778782279711412,-0.6267474413795071,-0.7194969102604301,-0.9472612037121619,-0.8122285218732447,-0.9624500897874759,0.4034620836037013,-0.5605640148223257
2023-01-31,-3.263947568713863,-2.6021880300825684,-1.1790086379952756,1.4767774954533366,0.9307663157729315,1.9576817563001239,0.8882709372803724,3.0999960720423414,-3.4486568617384465,-2.533052097180106,-2.440116579987569,-1.4889656809371157,-0.9902121697970983,0.5367008254766827,-1.133631613293709
2023-02-28,-4.995133993024151,-5.345329942385504,-1.3775923452050551,3.7529797472541615,3.933329998868862,2.819486174551624,1.3744069492879714,17.5474531343356,-4.8432640881056095,-6.167078334362695,-3.3964627155482696,-1.5666495717760371,-1.2608673836288624,0.1031741401781269,0.24594548621451603
2023-03-31,0.6894565075596337,-3.032859736824622,-1.291734177316977,3.7657435102483623,3.4592719894636264,3.268937411918868,2.5720990763923925,3.335115684400062,-3.2558370737822058,-3.1731528163786145,-2.3557807838516083,-1.4259868219093312,-1.1178267119440355,-0.07088968978174467,0.0852812727518472
2023-04-30,0.2818467813719047,-1.4543290641605742,-1.2362811450204907,3.281168266751602,2.726945056632672,0.06213185097366337,0.3834011456444833,2.192867128309258,-2.5529111803578237,-2.4420267659801933,-1.8768927403166398,-1.3671670178678355,-1.1003765561382848,0.4839326771887536,-0.3526768999152305
2023-05-31,-1.0904213675314967,-0.03506322511330158,-1.2346048114052497,0.3386667710319451,2.195698155507748,2.1329616362637975,1.7846159213394832,2.71246430310229,-2.295064472054313,-2.6051830325343728,-1.8616422049603898,-1.360054995865946,-1.3021413688061958,-0.06691471601718246,-0.01448366551143212
2023-06-30,0.046793281664981874,-0.43376527931553555,-1.2719208244786206,-0.0815390092122454,1.8910197472651118,0.6723552637495561,-0.13574416160670388,2.0386308076831114,-1.9569893612911387,-2.157850351396161,-1.0705868621000627,-1.5258617783888677,-1.3172619993301014,0.3794692746105222,0.013805878084799227
2023-07-31,0.10186000185354438,-0.5356973152626345,-1.2051358659689175,-0.2060798549255574,1.656994612425183,-0.4259855876945837,0.01876136278431405,1.594565360383207,-1.6825700291973884,-1.8143122878056466,-0.31670144394410654,-1.4048747086701565,-1.3050565055845307,0.6449655674990592,-0.04294619167517714
2023-08-31,-0.09683916640097723,0.030030362474072574,-1.128931091409464,-1.0978762721622397,-0.44760237531478064,-0.3962075229967983,-1.6021016769875798,1.3673917344374982,-1.4603893556284089,-1.5673654301274855,-0.40084321720661825,-1.5866160401166254,-1.344194981427499,0.5578370934124267,-0.03611136533810358
2023-09-30,-0.005672809295616072,-1.829536761956894e-05,-1.1151302621350947,-0.9964338788881973,-0.7009819040812266,-0.6816162232151161,-1.7511984965181724,1.1774950840620402,-1.2799712130279453,-1.3693660557804381,-0.2934865344243834,-1.5895446724628064,-1.3555313203513941,0.6363277763181922,-0.08318665816350432
2023-10-31,-0.16167441664178928,-0.14634534720828854,-1.1267238003980231,-0.9485007112636898,-0.7727727804313148,-0.43820898580802126,0.2639776901257298,1.1077888257896031,-1.1362573189055967,-1.2461543543388127,-0.22527067314978658,-1.5913178553327179,-1.5037683682000884,0.45507760533270913,0.22798737431577676
2023-11-30,0.8973354794003742,0.40492727137858014,-1.097249054063283,-0.18064142971374808,-0.878108851949689,0.24296209654714399,0.8510760231810155,0.5128279503932536,-0.9327882611138681,-0.855650528901069,0.46184532529052247,-1.5893276645728889,-1.161608895504873,-0.04752738994107372,0.3320586898889553
2023-12-31,1.2152093707857197,1.0899279638390598,-0.9815176660782593,0.03668529568809878,-0.457611833687955,2.0406761455564575,2.739192638658108,-0.051434881081732435,-0.7029954832866516,-0.42844772128620906,1.445954568075329,-1.102616123524609,-0.6879465285174668,-1.1725581612797629,0.02439755067769865
2024-01-31,0.15352334260447723,1.244941116070779,-0.7692073535697727,-0.29862062179018606,-0.4487021834994377,-0.14242325462971606,0.8226473451884952,-0.14472459119629774,-0.5951859624377092,-0.32809324157972103,1.1463780880556018,-0.873517106455522,-0.37443051058611715,0.04663272736152473,0.013052197070620695
2024-02-29,0.12127213772726916,0.8049847652158867,0.1752538363906011,-0.206495741660077,-0.4813758715313624,-0.00240283808466067,0.22338342064439415,-0.21987069074566096,-0.5021887709474758,-0.24721080544422788,0.8356303655563829,-0.03139963844876527,0.9654357828588147,0.39910696550003677,-0.10161382611812822
2024-03-31,-0.2702598992026019,0.0029554189737509384,-0.16883110524530756,-0.7967243210396231,-0.43867413924540893,-0.3776322556142258,-1.4124495796368706,0.15248227146169277,-0.527134848618663,-0.2746494332525287,0.24705903385310587,-0.3227813924734279,0.5093737929314051,0.07844555311479208,0.002748364837249118
2024-04-30,0.12555134341527024,-0.014258799098809777,-0.20656968666786793,-0.786381465226333,-0.5245059211885895,-1.231625937893981,-1.2002834310232593,0.056019490968547275,-0.4319601787792859,-0.18248900870564447,0.07782490843886052,-0.35180322875461745,0.3956308401871173,0.04840254424776715,0.11208631294710904
2024-05-31,0.509590536785792,0.19138933836366345,0.40372400382590323,-0.5245603350064227,-0.6239142933944622,-0.6716796620469708,-0.7491592715863304,-0.22524103535632478,-0.2995827489475016,0.030194588026632007,0.284083384853372,0.3152491812895316,1.368051268356348,0.008351173113812126,-0.14836227561944554
2024-06-30,-0.37732569447191366,0.13990861146896355,0.22213889494127623,-0.39061293737667274,-0.9690083882623425,-0.5224164092186974,-0.35596431125773786,-0.041036452222043544,-0.2610666933961533,-0.050031709896724605,-0.09095602734622071,0.343765581004116,1.100849938836579,0.0709087361066601,-0.0005023583036629309
2024-07-31,0.13401689042854956,0.1451064466906156,0.25064303666225357,-0.4035164552494794,-0.9527626767705033,-0.711278628667413,0.34754237699435603,-0.13834139027952,-0.1647552264117531,0.053156325785502466,-0.010650652037165791,0.36425093633887085,1.0684060086855158,0.08165251490585616,-0.07559075601850535
2024-08-31,-0.07972471831391806,-0.17815152903106077,0.34644177768020984,-0.681293318920194,-0.9133651223421857,0.08444897411042623,0.3443557529427415,-0.06534599161098535,-0.0739003621308975,0.0747227904495517,-0.07787389216993387,0.3958575034371453,1.069464062852992,0.5247318065420211,-0.05425457615442961
2024-09-30,0.029295045590201036,0.048158381596930235,0.4126459960793313,-0.8392331662742318,-0.9247949410487915,-1.2852934799365094,-0.8203348687706035,-0.027773187147701082,0.05529486869684184,0.13219908465776242,-0.09964193895692905,0.4842221385839,1.0469846117503907,0.07024261141087469,-0.0906358070416044
2024-10-31,-0.10467971362788787,-0.08754920868989666,0.4905054785782336,-0.8945196222613206,-0.8894581887396867,-1.5101263712396877,-1.2792674847798426,0.16130823167662306,0.16303014021044612,0.10689503078338562,-0.2077975621491377,0.5341521053117657,1.0740368330704517,0.019506903455916557,0.12297436631903137
