INBK IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-0.3742583465551769,-1.5322655446962714,-0.4006697432653322,-0.6691587860953976,-0.46091009711097286,-1.1054616000025896,-0.27109481021497167,2.0528173031558734,-1.1709086563181124,-0.3715601253847977,-1.6808888159858133,-0.44519663129184217,-0.1994371339311144,-0.28858336045977073,0.12988605782762713
2011-03-31,0.8210477049496344,-0.5621446875718751,-0.3355318225734132,0.6840847463968571,-0.33465062724418493,-1.0916065239562918,-0.5071941360509279,2.042444096320698,-1.5206438735675445,-0.11525073268159494,-0.845159390476498,-0.39007825454082545,-0.1718898316509019,-0.3627020613646581,0.035246869029948856
2011-04-30,-0.0708972522277239,0.15470284152076438,-1.2201573182162941,-0.38606019874530517,-0.328476825591494,-0.5302392790734783,-0.08075884254545482,1.8003114789545052,-1.4696793450968042,-0.1645888409640397,-0.49422689912861395,-0.9765615717056099,-1.0913395412019444,0.14527904410825157,-0.08118396421697442
2011-05-31,-1.0751473300487262,-0.14939670878030128,-1.6823075099777407,0.22748380352816666,-0.23227243669575398,-0.7245848435366433,0.1469948260243799,3.4739070281486004,-2.2107741035354045,-1.0171871444410143,-0.8629001054048978,-1.227071769239003,-1.6269547562208941,0.22835275201451224,-0.04344012869598967
2011-06-30,-0.6677189099881113,-0.9538955902095818,-1.6934871920168757,-0.7432354968678453,-0.32484551602060285,-0.9499431882585345,-0.2814777935801251,3.5484826957714075,-2.2818004196146293,-1.5162218745795226,-0.9346178532831606,-1.2703757424208755,-1.6443500695486195,0.2947579371138009,0.056401203991373834
2011-07-31,0.42683431998064997,-0.807154377079588,-1.3528064572859002,-0.4138922562406703,-0.8798061307836131,-0.15471214309048784,0.07001575754615201,2.029672995835609,-1.649089910476055,-1.141863207979709,-0.4883105706970859,-1.080076445962076,-1.2932976688811058,0.2297424759060035,-0.0854785623617346
2011-08-31,-1.0894042019918129,-0.7689352747404397,-1.7156896782263518,-0.30203574889488793,-0.6468501648825299,-0.6102110720281162,-0.052361475954488985,3.1807642067296795,-2.0948710001137565,-2.0718192650548826,-1.1856037591719912,-1.4485073838544953,-1.7305844191247075,0.47166261055691844,0.03306282842130129
2011-09-30,0.16359883171298398,-0.2849889394802055,-1.796410947815416,-0.23861095990317185,-1.6599133255874563,-0.6952903888287492,0.1832855567450858,2.0530119231279382,-1.621379098251394,-1.7875171314600367,-0.6989223112035138,-1.7364114626354425,-1.800530951926965,0.5900959043756412,0.015324191215357682
2011-10-31,0.0467716297450279,-0.5048992141504417,-1.6973122528715343,-0.5047261819240326,-1.6884386817124486,-1.4787515869486314,-0.9992531149934094,1.619406312990742,-1.3655919911530465,-1.6205153263562677,-0.3357250414121196,-1.7045762070125952,-1.6905916435506594,0.939703570812638,-0.1378858232035176
2011-11-30,-1.687594704995832,-0.7867107062639344,-1.718202585856252,0.3534896052379111,-0.8821580733390764,-0.5252592266868279,-0.005978783877813442,2.73984333928525,-1.824998493202715,-2.9740349957949226,-1.2690636076981971,-1.5865327163077265,-1.8439188908786717,0.7221448538395049,-0.021926012058478956
2011-12-31,-0.29228977553957786,-1.0524124325106345,-1.4013463152939327,0.0012676824123855042,-0.8628117979420054,0.2160886957792992,0.6304300197442285,2.217241777125861,-1.5879836013361444,-2.6908517730190478,-1.162757822982961,-1.2936562656468718,-1.4734572501564438,0.4102299909304099,0.1771717961244774
2012-01-31,1.8589583847160431,-0.026399383359125703,-0.6562261345759925,2.1372363381249992,0.9349675873870035,2.7024878425862617,1.7419837021436615,0.497742911163834,-0.6773100886383325,-0.9394863810135173,0.463517305442697,-0.5784065794441187,-0.5621380128647314,0.2968629387203789,0.08919799426049091
2012-02-29,0.8022194604733982,1.3558553368154727,-0.33274068375614724,0.350131579709118,0.714902993844649,2.950815857831585,1.5454708572852724,-0.15674497816240093,-0.21419297727409245,-0.20816748436749558,1.0685582363838348,-0.33393769201587903,-0.26033690822351974,0.7136478873929772,0.010712916629770752
2012-03-31,-0.05412246870416951,1.4352686319111545,-0.570130200297628,-0.11383095264499246,0.687711548919502,1.5915498597661926,0.9804446887880507,-0.10792700160533235,-0.5526884394242745,-0.15481919429701338,0.8650690914650482,-0.49578785569372474,-0.490076232465687,0.1200445440586662,-0.09810095564502219
