SAPPHIRE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2026-02-28,1.0208625619598037,-1.2914599669161786,-2.2657969257695325,4.042400565975736,4.285267648180806,0.10532459987378728,0.4972919075590418,0.8550135331114016,-1.6904137875301855,-1.937140419352839,-1.6844234785502366,-1.365911089328769,-1.2562088402464207,0.039907584343888185,-0.08714933656769216
