UNBK IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-02-28,-0.4712015588540545,-0.7329615996060003,-2.1039514293085313,-1.7219335039437218,-1.5698388988717837,-0.6518579785598184,0.5691891405399886,1.9443464527950454,-2.1032142346217917,-2.329016155021538,-0.7961686369764784,-2.331121713557175,-2.1748952220478275,0.2140198626665095,0.11831812886454939
2025-03-31,1.066578202041363,-0.040657247920199216,-1.7445161877561204,0.19498234537966627,-0.7701365884173563,-0.6593137218781644,-0.09148630726297086,1.4912350402290873,-1.456144492862082,-1.3977457218127125,0.0814085053650041,-1.426484149867235,-1.762427848028653,0.13732980150457988,-0.0031751098273061023
2025-04-30,-0.32147450408952494,0.12872196538407762,-1.584911779936384,-0.056044617001930155,-0.8774612963042625,0.19202218139349791,-0.4220567207182086,1.355976011368896,-1.4108020327650692,-1.4179094284414242,-0.08081409131467493,-1.3850233682495168,-1.5963322013400978,-0.02938399006271662,0.15446864485378448
2025-05-31,1.4779982006495653,1.2208328906033619,-1.2503718365482401,0.0993399886249767,-0.02897481639064151,2.1110078483532986,0.6892127505606463,0.017825087109503455,-0.5447543091108978,-0.27763347726008275,0.9325379405453041,-1.0047599059505639,-1.2010370259607053,-0.2557092837227892,0.04534882674442999
2025-06-30,0.1641371340724811,0.7012515593981629,-0.7799527172110997,0.07264569182038366,-0.10605111494313388,0.8857430435942669,0.4167844560283685,0.0949013725387797,-0.7134973557947932,0.1521293312975877,0.8761609471505274,-0.5996910814432656,-0.726544885271038,-0.007232493909417927,-0.15945988765069227
2025-07-31,-2.0689362820427766,-0.24763329152598643,-0.9875381234410713,2.0992931123562837,1.0818692924849842,0.9760495105038398,0.08030752467833399,1.52213138692193,-1.639744493893065,-1.4523931697775396,-0.6501522236268433,-0.7817031523905629,-0.9645470520938043,-0.19504417252406384,-0.04801923355698269
2025-08-31,-0.6958959061453353,-1.407588546935809,-0.8109863909976744,0.604788088322633,1.2321524933218433,-1.349843832083564,-1.2822531081349262,1.7062888379552628,-1.772744051881928,-2.042631794936928,-1.0587729749939707,-0.6578884671045433,-0.7658212434473494,-0.18450392961670395,0.10406982568111031
2025-09-30,0.9570484010096295,-0.9491016486219596,-0.5531570599343278,1.4000642506405168,1.1117796484217872,-0.7195522033388666,-0.5936274520523205,0.5181294295568833,-1.2202557011295219,-0.684798691340658,-0.33066264855919214,-0.48720086715884664,-0.47563067682904786,-0.2760925788574072,0.07078655943825207
2025-10-31,0.7055428479898488,0.512001706870534,-0.20605101490872196,0.09012422038867444,1.2145502307363076,0.602898262065103,0.02665286345478804,-0.034482119963543126,-0.7594710536297122,0.22378635407006386,0.09425571420093233,-0.275590806325801,-0.09449497353391431,0.1693456710425418,0.03047198738555708
2025-11-30,0.1725759096830536,0.9917904901936996,-0.17583614018094645,-1.023140088893997,0.5789494996203349,-0.7301980405640118,0.7568899364276866,-0.2569187126993721,-0.5264427249875194,0.6032986656347837,0.3297301347940561,-0.20506026050090084,-0.07162302105299993,-0.4065237237499918,0.003191873211165861
2025-12-31,-0.1359967445185398,0.38554846405316584,-0.1350142592868252,-1.0328415340286643,0.5579999009018625,0.3620423312981046,0.946231166204244,-0.13228395807777407,-0.6842885214841139,0.5192627784218838,0.3850039234897794,-0.17364300063043023,-0.008111553547828108,0.07814332336636302,0.1617772393210965
2026-01-31,1.8369250287491905,0.9464665751765647,0.47851446576813783,0.4714137701370188,-0.22719319076770117,3.4705716730833482,1.6177600794028375,-1.2530233831083206,0.4908179050966766,2.48889696656321,1.4441783034513538,0.4459581433383724,0.527014416338562,3.064337541916024,0.11243325402192535
2026-02-28,1.2351963248133127,1.5515111049118595,1.0068199581832642,0.32920288863262404,-0.9179279353368872,0.9869291864739083,1.2876897494118305,-1.9084375491585204,1.5278670608857696,2.8343103488518584,1.8561347512832314,1.2854209993514345,0.8892021574355583,1.090269544151188,-0.05659729472697066
