CLPL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2015-05-31,-0.4854859116530949,-0.3450576790770561,0.780940072071189,0.32134169034760085,0.5585070301159502,-1.3639963843483667,-1.9805319347109842,-0.4475084159844106,0.34120604831690393,-0.16563121745252699,-0.23649677520917525,0.6856196200998116,-0.5077282111099434,-1.6798128177450515,-0.019995348440339338
2015-06-30,-0.6915402878297472,-1.2626110604401561,0.21515115427593576,-1.3486554129146024,0.207863870904158,-1.1954853434280674,-1.2156486941926257,-0.39371850582962936,0.05691584876776295,-0.4114594029178558,-0.815333467912707,0.20426906781683996,-0.6988675409500323,-1.1721950817998616,0.2580537077113248
2015-07-31,0.7558257012108611,-0.2851763658685512,-0.27752316958846307,-0.12012876161832474,-0.6530819935032683,1.14042579505111,0.32587709764400824,-0.3388886177608795,0.4675367320278732,-0.27751963011044684,-0.2810391528243212,-0.11790459598682139,-0.9599422347385079,0.6991923362652628,0.15431665493137373
2015-08-31,0.18179534025068717,0.09846224245694105,-0.35737567536909426,-0.1881392930249246,-0.9517320855237615,0.42248257442412196,1.133503307606934,-0.25673035465731964,0.5435844547961285,-0.26439317468870804,-0.05958438022164301,-0.12193138297125461,-0.9559131982361535,0.17686616308910103,0.025491163276394332
2015-09-30,-0.6262342088083734,0.18924699558389452,-0.2593166419421641,-0.42964983291321046,-1.6758614295942338,0.06980495979524971,0.8214439002598506,-0.16778664329741383,0.21202549981759644,-0.49233962917008334,-0.3213914207409853,0.374546352993289,-0.8667872949062597,0.0048913018789537846,-0.12192577031069364
2015-10-31,-1.5476818003193356,-1.0774356613969078,-0.46762193722079304,-0.09494705646132397,-1.30000585125041,-1.22188233479734,-1.2507794703868331,-0.04815552503942859,-0.5973111332648958,-1.087590316548236,-1.2956545579568624,-0.054698106167456045,-0.871901538963727,-0.85901090860209,0.09337149023551876
2015-11-30,-0.20748435507784663,-1.3401036461842124,-0.5344728170151767,-0.526122020417813,-1.2095912051881694,-1.100228394986685,-0.9401721571371329,-0.062294902447791414,-0.667469135778591,-1.2367025260337416,-1.1713985972787877,-0.11956904342648211,-0.9419099022797858,-0.7562806562188129,0.006294137380227096
2015-12-31,-0.6796089688749596,-1.3349122750478597,-0.4533813820682582,-0.5201783548551632,-1.1904550784379815,-1.7021687514466932,-1.4601251938816069,0.05802114919599742,-1.1135534250704642,-1.4826480801964073,-1.382052469388917,0.12831899523924645,-0.932328669765771,-1.2755102391125184,-0.15725723715631937
2016-01-31,-1.577689161032831,-1.337305188428468,-1.425728150087979,-0.26199695600131,-1.3953115238694014,-1.0538353944035308,-0.18718266425007896,1.0238783689544366,-2.2765704941133476,-2.1249491683657924,-1.9321566386687556,-1.5868322994768045,-1.1184288857465083,-0.5734692707711747,-0.24941384421189974
2016-02-29,-1.9465908995364376,-2.2931101452246083,-1.9861400550933288,-0.2984912318873069,-1.0869071779657862,-1.188136365821373,-0.6036329901623552,2.5600708681096744,-3.1595657737342857,-2.8389693738069197,-2.3529364354612534,-2.943892527481202,-1.2328466861607805,-0.4179452302498409,0.07287516096012006
2016-03-31,-0.03262083446783892,-1.8046991807878079,-2.0317055144815064,0.17620289471644907,-0.8829162473158958,-1.1560814677331397,-0.12444465202221108,8.249207520500352,-4.1601256258172885,-2.267708630276495,-1.6576603309464668,-2.8986397441710525,-1.221426193860716,-0.35276194559081075,-0.04117470965693809
2016-04-30,-0.599975760173909,-1.311819290754628,-1.8160579248276534,0.07296120895366147,-1.0819022182218057,-1.1683569923755608,-1.3581765783877588,4.532151245595639,-3.2223154802811824,-2.272365348035915,-1.5372053770684735,-2.337512352739378,-1.117483837700818,-0.34253317773232395,0.02339735144063182
2016-05-31,-0.2586794728048572,-0.4503094114944884,-1.687111824000683,-1.6053270122217904,-1.3923888780327243,-0.3677234574016246,0.4250570985442643,3.2061050443138965,-2.5955637489104912,-2.018539550320737,-1.1194858262172664,-2.058521063402156,-1.0495174856430558,-0.3348981653288442,0.001460038018962208
2016-06-30,-0.38849850755605414,-0.6250796397758386,-1.5610553308731512,-1.832190386547093,-1.318691879461897,-0.941527422828714,-0.2552236284230423,3.1178757987511565,-2.2423689314424897,-1.8955403251911191,-0.8183457674624519,-1.8377967350158249,-0.9764096958060994,-0.3510196593392528,0.15225869501742395
2016-07-31,0.49458454380836575,-0.07861759093252274,-1.470153731372905,-0.9353857401825799,-0.876372284099053,-0.18145495765391334,1.427422599155934,2.016884120663995,-1.8322859129893296,-1.23444217263836,-0.15297551763502906,-1.7305504333535824,-0.9649042584741306,-0.34104513707878414,0.04055582240211406
2016-08-31,-0.04954518452960147,0.0305265004227544,-1.386664479096353,-0.9213416626472506,-2.580804986919907,-0.46785281799486594,-0.4774662341055207,1.6757216698120223,-1.6176477110304306,-1.1191510427348943,-0.08361884831758765,-1.7420375475825696,-0.9314007531454048,-0.28128420536192444,0.07671823652656552
2016-09-30,0.23095987089369396,0.3694143301478777,-1.275013330575562,-1.1750805616693447,-2.207255680789535,-0.47942233165359766,0.4712531410288403,1.3189746747667168,-1.407211310953441,-0.8138647122651765,0.167627804061728,-1.523607739974316,-0.8581867459558526,-0.2291257580057266,0.4123829010792035
2016-10-31,2.4477233172786828,1.317277371488014,-0.8824015646169626,1.3925992226593795,-0.024274207306806718,2.3322906254040867,0.8565197941533083,0.15506494106458757,-0.6817099405235947,1.3313327236089485,1.875469268678107,-0.9057595075322263,-0.639243316039028,0.16019765120925455,-0.06815737368147935
2016-11-30,-0.8118731614004672,0.8614467434197274,-0.9520482938421828,1.978676888727955,0.3939971498624791,0.4829286676839656,0.6037990886436844,0.36675957190553926,-0.7973725179139868,0.8456022151820375,0.6534316781117424,-1.0107214350751177,-0.7020577117421695,-0.14648879948796456,-0.06773898939169176
2016-12-31,-0.7601442323897107,0.33201420572448737,-0.9382090213660367,2.2342657589733133,0.7048925070733045,-0.8832412541656957,-0.6398180453139428,0.613274816900151,-0.9051713428611078,0.6170330501900647,-0.13368310954580995,-0.9990577817012206,-0.7269387360109331,-0.2907431960722928,0.20529617286371873
2017-01-31,0.868239335249357,-0.3784792056752822,-0.5547871401464214,0.22804333613792913,0.9379062063946001,0.13920781699978768,-0.8854914576087302,0.04947598802189098,-0.459689791125011,1.941766189376559,0.3747321719397476,-0.6235906425836644,-0.4554767108717783,-0.22629638473285185,-0.04081210571981602
2017-02-28,-0.6031875157399902,-0.24693091471486248,-0.24714905524787073,0.18320978732081955,1.152159198870434,-0.5147218076851628,-0.8295551868102745,0.1329150641757315,-0.5164416441670292,1.1806199784672606,-0.20011322280658175,-0.3506884011435982,-0.11644004519794753,-0.4169034901785789,-0.04074474163289
2017-03-31,-0.5410310561535049,-0.097956787263147,-0.3269291857303073,0.1245037898804826,1.3430272828834573,-0.706838692250108,0.19270529774365008,1.8910527645426172,-1.4495621663858071,0.5683073453939572,-0.600047855366229,-0.44502787374573666,0.29676178351007054,-0.43296946710669737,0.01393617133936875
2017-04-30,-0.08994390063669205,-0.7689493877633162,-0.17809682024745502,-1.727022976475165,-1.1418254495095517,-0.7210009950301196,-1.0156689329238593,1.543061845582978,-1.283983972094449,0.45478166194904457,-0.4788353707849405,0.2517653201165919,0.5277964120401417,-0.4603247155335429,0.2999541005295889
2017-05-31,1.9393412308235547,0.7468155974134676,0.42542744217198336,0.8475943923918268,0.23263664681954677,3.0657962257953146,2.472357247629065,0.28261098963769415,-0.7052428180027527,2.0127581559430063,1.0355546495893773,0.4709650838101068,1.0301716486267587,2.7871767664955263,0.03901809210460319
2017-06-30,-0.0259131413904683,1.0656208531165472,0.7123810307711459,0.4640642770821957,-0.03686067492132058,0.05089286659050864,1.1514423709744745,0.0819405405888828,-0.5497841721311855,1.5516864474436787,0.7197357664242444,0.7977122314037576,1.411834665185711,-0.1306616035496402,0.20860009364970356
2017-07-31,1.0996111396042798,1.796883564704204,1.0227148794099958,-0.02229569183419481,0.049117975941372696,0.8622219316393025,1.8906758847907248,-0.6091619956597664,-0.006580370981964183,1.8572887000181084,1.4923284918130644,0.9983082593868852,1.324648861150182,0.8905215654019558,-0.044752212246104484
2017-08-31,-0.6041639228584442,0.2823633495763804,0.8020297186323705,-0.0642455355533085,0.10202999096261609,0.48975289273938155,-0.8893244040869419,-0.5911235287884196,0.025717785565174348,1.030167764293134,0.5692045906022807,0.7498468438671267,1.1001268343718427,0.37302243725869866,0.05918710602970709
2017-09-30,0.16717230418234402,0.402329351068463,0.7936535369043706,-0.08485338436721745,-0.235781741972847,0.2177317555167831,0.3396807662153934,-0.8803174947002071,0.414407978114434,0.8500190598878115,0.4000779692631806,0.8736026087708612,0.8857386663421942,0.04524379617744467,-0.029006696428708664
2017-10-31,-0.4514929131199038,-0.5406448799011391,-0.2247835189897943,-1.2742219728387842,-0.04352062356281173,-0.5583411245842349,-1.5723597720117148,-0.891017278691779,0.5264760044548246,0.41584393644062123,-0.2068289190584313,-0.17951149200529462,-0.22213981814550635,-0.37641065577637534,-0.033642084660575305
2017-11-30,-0.5217875179639299,-0.479121329347061,-0.08842616933293994,-1.2382218788824595,-1.320108819444841,-0.3012922643102291,-0.9063673387379882,-0.9104508087499181,0.6462929616852465,0.05394662765497109,-0.5596481014540488,0.3484262968771401,-0.07459817992033219,-0.2975760253453286,-0.027182803091060418
2017-12-31,-0.4378828466595509,-0.8385656432275236,0.07902357990821555,-1.9273650065420886,-1.1391383345434136,-0.6617496489902794,-1.597148497283584,-0.9727929155037595,0.9007733275608182,-0.22104447562129545,-0.7775722486107833,0.5200376896728262,0.08272111571392889,-0.5949952269273049,-0.06815049480432758
2018-01-31,-0.7143881153910846,-0.9815163679937431,-0.46286745785521377,-1.4604188667513869,-2.6754855021409485,-0.3057475732282965,0.41637152811705047,-0.8467291936578402,0.8313569233733735,-0.5924502997507546,-0.9695706974771146,0.820622754882189,-0.4403789232449993,-0.29868754149760723,-0.0017816998731851237
2018-02-28,-0.28247765256256424,-0.8289746494818389,-0.3424477715902104,-1.1796347330185275,-2.284889492513035,-0.3686653176544198,-0.04516322594588244,-0.9322783605292142,1.00485079737063,-0.7149935879906083,-0.9106302482707734,1.0905860207957931,-0.34010152996555826,-0.36931705923232583,-0.03323999206874549
2018-03-31,-0.6491577616725426,-0.9870896493766163,-0.34412267580182504,-1.0975867552284662,-2.485722658738613,-0.5745595080625815,0.39661175107795277,1.7957809714270385,-2.184527634109049,-0.9861490806588955,-1.0228656955372561,3.213532729262527,0.04467978032553785,-0.45168725582418007,0.05058195374395842
2018-04-30,0.05896858376247959,-0.539070785770919,-0.29889530583303187,-0.8878963989488952,-1.7310433023104883,-0.6810963736730311,-0.763817890688278,1.4872718128896878,-1.792267670967449,-0.9145886552837481,-0.6849655081699534,1.1014053221188134,0.06694565997297743,-0.5155422830770615,-0.17802434336568632
