CLPL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2018-05-31,-1.8119838834212492,-1.5149778748570981,-1.246189290465158,0.15822864558189548,-0.8388211204380204,-0.2872375050236579,0.09350794778928621,2.8550155234539276,-2.334298325106841,-1.8479402718044349,-1.5189696774415482,-1.2826693801890792,-1.3359652354320806,-0.09079885629656824,-0.15804737257329254
2018-06-30,-1.485465300960462,-2.014187784210426,-1.4926988865404867,0.27408554229462584,-0.5565188288820271,1.1821144270368267,1.51953693760762,3.381361113867524,-2.4063336769413772,-2.716080141772058,-1.960096324985959,-1.559380045694719,-1.8683814543893096,-0.3206765659091025,0.059180816520557664
2018-07-31,0.19689922882732244,-1.7871317342314692,-1.6018290213461979,0.2942983602762659,-0.2753133326537604,-0.6977838475482024,0.24568049803223263,2.130474212625172,-1.810499759843115,-2.3175869380348972,-1.3284456210563602,-1.6123200166070406,-2.004556842328793,0.11871261579545687,-0.03677544458269549
2018-08-31,-0.47702177585696054,-0.9994617128044473,-1.5348198887196196,-0.04587412844846388,-0.28476735713043705,0.7121264791143739,0.49649711335981955,1.8618318231436664,-1.5768343426091933,-2.4577093487290287,-1.1630035161033745,-1.5504451638180723,-1.882102243947273,-0.3017131282004861,-0.06329063249425358
2018-09-30,-0.6454432077184785,-0.5280948952881742,-1.6118214437423295,-0.6773001688626382,-0.3219137846391528,0.7321057361553651,-0.595959504268407,1.7221808208083482,-1.4081632842536222,-2.7189985630722946,-1.1163636456829331,-1.6473023430320648,-2.0615574534006815,-0.36053960202644886,0.0178468501470987
2018-10-31,-0.008641057475790304,-0.6529003498706606,-1.5114234992806497,-1.0033673491002226,-0.47789497289429095,-0.6916788892544257,0.08431078849690934,1.2842866410162161,-1.108010833548835,-2.2382549365187114,-0.63698712229265,-1.5855001942061804,-1.8045047001997319,0.139944356733608,-0.043105385099508814
2018-11-30,-0.42013348744222184,-0.6226821709049649,-1.400926925165031,-0.9129805750049835,-0.8281354897555662,-0.8112758497515843,-1.1812350362145878,1.1630735271274284,-0.9375426352091476,-2.1913868262609872,-0.6165779450542931,-1.6331710322364885,-1.6871215566916535,0.23891454947599686,-0.047792409035523654
2018-12-31,-0.475397781559552,-0.48401306722488174,-1.3301833634363704,-0.9445463894167458,-1.307818140377079,-1.0136425020045032,-1.4504403379974338,1.071752355306693,-0.7975557256741844,-2.184926061124552,-0.7269783026106381,-1.9625675965095473,-1.6227688062160104,0.3285531751150418,-0.05060463655439802
2019-01-31,-0.5114232760590535,-0.7735411939359629,-1.2438108557063579,-1.556739029426085,-1.5926787603880819,0.2716828527252219,0.627830260759166,1.0071949092524173,-0.7003189656971078,-2.043645234030095,-0.7485592584244549,-2.445937656639475,-1.5154880105569066,-0.10213810161310022,0.07133076707151506
2019-02-28,0.7808819788756562,-0.1458255126868246,-1.091265255123626,-0.22592581420384283,-0.9725401481111825,0.20787510878101664,0.8056144777384558,0.5586411687360947,-0.4334858187262053,-1.5288943797925636,-0.11879716988681657,-1.2844962432225524,-1.2110679005485825,-0.07224698045042185,0.02955880224154443
2019-03-31,0.3101393851291777,0.27068354762909697,-0.95159964052091,-0.314707347715458,-0.9569799816851503,-0.22031654323814195,0.925536747221307,0.9465512926526548,-0.8771535033451577,-1.2906795401841733,0.1350630823606234,-1.1185167577006985,-1.137410267318882,-0.004996307679626035,-0.10171601564109051
2019-04-30,-1.0307946636744516,0.027920136884479137,-0.9998715843726956,0.2923580851969516,-0.6291640436377383,-0.9058086053649687,-0.8669037073976095,1.0486211809801063,-0.7836065914488605,-1.5198645647368982,-0.37549516704221064,-1.0966016415310758,-1.4215957962326715,0.2038654445113364,0.10655864011687835
2019-05-31,1.0762680878431612,0.1936523797217787,-0.682369223702519,0.5455817828601588,-0.13747656541196968,0.2124420346060747,0.04648596563352408,0.4903979355238801,-0.535074403166687,-0.9546229415839461,0.33676362994129666,-0.5943173480724296,-0.6659656310474606,-0.2032411489138276,0.11069741958601392
2019-06-30,1.471054516090144,0.6897480965702086,-0.30666169257489934,1.0262374303512827,0.10419290918917681,0.922781785208256,0.3558600414457748,0.033809736153838955,-0.2913619525680595,-0.45961387470695964,1.0704919663038588,-0.21194698912765864,0.07145631914364033,0.001988689286551003,-0.0538762634313382
2019-07-31,-0.5267895896327391,1.082314834483512,-0.3894278422049905,0.48133903250442084,0.1899201279649378,-0.6907917029721772,0.5338275707464946,0.09092149159539821,-0.2151718693532823,-0.5453375712527134,0.48720126403321146,-0.30531840595601945,-0.15397461735505563,0.03672298524166001,0.00023402761632687006
2019-08-31,0.26890140127099715,0.742915803505086,-0.26127064535691774,0.2997407899941192,0.19864920353294954,-0.8303052682081421,-0.6300563651796127,-0.03469855078881605,-0.07254544202375736,-0.4250768768237542,0.6021939407186008,-0.2020817868213161,0.037122966241066466,0.1956279134620947,-0.007398307481445036
2019-09-30,0.13901540530916387,-0.1288045332434085,-0.06950517835548543,-1.0044456997859244,0.2981117648913635,-1.4442650523125093,-1.0065074913589696,-0.13229890904904473,0.046761256680350784,-0.3320694441027557,0.5870389212034413,-0.06952762463451985,0.3280506936214424,0.11432190018780813,0.012416699293727958
2019-10-31,0.4598721499949719,0.5859159795561109,0.05811040256072117,-1.426393877471154,-0.28607771756725975,0.8015988175703611,0.4715315432013386,-0.31894458031428946,0.20503147656686366,-0.12218004385337916,0.5807850203522842,-0.0057786334846805865,0.4283534741363752,0.26929058800339534,-0.3132287555160567
2019-11-30,-4.122792530561364,-2.349580488608776,-0.48302691193537606,2.945587202680064,2.895065869796974,5.01969400825763,1.9456672468993597,0.9988647357951728,-0.009964897477009174,-1.8774958971145388,-2.4703912277114926,-0.22173543679655697,-0.8110424100851918,-1.833620795529248,-0.042781184241892575
2019-12-31,-0.13420129322758895,-2.3239092066766824,-0.4068588768272317,2.2390220039992546,1.7395419629969207,1.0659666583161607,1.486718999076962,0.977825412248163,0.0558882297618585,-1.820072363536662,-1.9347203962254798,-0.20355094432082077,-0.7748171646566916,-0.27383694446671714,-0.0441722905445421
2020-01-31,-0.1420850375345759,-2.4516148235538626,-0.3200276382153322,1.6079913401683226,1.6369805123728056,1.378515776558345,0.7733085595731736,0.992239277563336,0.09352830693392554,-1.7287460624396618,-1.57402385885479,-0.146923227888258,-0.7408991735305875,-0.6830291492286906,0.03833845451408367
2020-02-29,0.7322557022346838,0.290520525461287,-0.3442435983791062,-0.6771297267171986,1.6454138651896126,3.633008843051166,1.4934466796165082,0.4909060168757716,0.0018317565791614724,-1.2048284636171935,-0.6146558628856673,-0.10893824193700241,-0.791397430460934,-2.7322793657574076,-0.05745346001681548
2020-03-31,-0.3107779303501247,0.17587470822021173,-0.5244618305437592,-0.6024833382177762,1.4162300352321906,0.35091821819801855,0.6478610126038215,2.391111780448484,-1.107661587169269,-1.3505782324591549,-0.4640373126166086,-0.11953612565867591,-1.7590779450797824,-0.24142139876865845,0.21874294800282745
2020-04-30,2.631085090737841,1.9616415046148752,0.7738854449250966,1.1550799692470295,2.876322009577613,0.5388806507142889,0.7449464375247744,-0.4373513269765639,-0.18579371706296807,0.4475735927918187,2.1954422999951073,0.5148104772626183,0.8774234084519902,0.09635259678843501,-0.0931216530593
2020-05-31,-0.6690927982956405,0.9453015808721984,0.08485737724345878,1.668699870456367,0.688616972570891,-0.3698256194934995,-2.301439777935364,0.09722895887451044,-0.2227032739542468,-0.20527749863262768,0.9810195954979796,0.39583975599006094,-0.6320026939484535,0.308086689078955,-0.02466138259708347
2020-06-30,-0.058657813053836154,1.0814729064441397,-0.5379384428127528,1.4153363396128662,0.601944068968267,2.162483614581434,1.4260444472130982,-0.0097076788065388,0.020983605521409453,-0.22707503521430134,0.614969067565278,0.13245910498769634,-1.6649767049286963,-2.733135533918189,0.3240254228393624
2020-07-31,3.4585930879143985,1.6795327858974418,1.5866428004478614,2.4432971230394243,2.182007564763883,1.8660366980803842,1.5237032472480858,-3.0683688299383634,1.900832973324017,3.6204455491454532,3.278335527957124,0.9948990319075816,1.6055666249159108,0.25698483931861993,0.16698284881013123
2020-08-31,1.424339622519984,3.2038952550035704,2.6004592855218744,1.325337957770533,2.021600556452765,1.911141007502729,2.92345064670531,-3.650404916140826,3.211959624024973,4.296651005380144,3.334453824615629,1.2576037116907621,2.502932736128958,1.9589571487377961,0.08124002852909273
2020-09-30,0.606933177376,3.144215178084736,2.828783582757732,0.4111795418691648,1.4156038460740255,-0.1431457508599253,-0.42851285287170204,-3.227098318238725,3.5290412314491264,3.3500161673069755,2.330472473817864,1.405395004760392,2.577677434860342,0.332980451356517,-0.10703766910874853
2020-10-31,-0.9689003717675208,0.5674494248376296,1.6304555646830892,0.6471538809542567,1.5888618148020435,-0.745999016225963,-1.8508208197414577,-2.1993158216018744,2.2858675234161114,2.013123650753297,0.7673038907045563,0.9980995612631416,1.6399948993880784,-0.23226099700277433,-0.015804198868565305
2020-11-30,-0.18318503687889734,-0.3078548187573223,3.460213365520679,-0.1605753462534041,1.1815329878923506,-0.6798111879672629,-1.9797168736064459,-1.8932823842524888,2.083542902158002,1.636389211903505,0.18968244794185918,1.6582935542846111,3.3121053772161186,-0.7466332576623848,0.03363602066316298
2020-12-31,0.20175790861965381,-0.5355316372304467,3.2542680789424567,-0.5796073156583486,0.9629179146674699,-0.6424754628298766,-0.7217068023648401,-1.8418619734234143,2.2804888348903587,1.5278264148398542,-0.04935458534543371,1.749982393360543,3.0159901925205306,-0.7086556160947177,-0.09718792903422459
2021-01-31,-0.8726757155987872,-0.48667035418433674,2.321861897783068,-0.7078763414107546,-0.1493681726431137,-0.8471303864735958,-0.09572194678103153,-1.295923851047799,1.4737614134062436,0.9671629470075379,-0.7117459223282883,1.9103534334359402,2.3838454092310615,-0.9671091852185343,0.010930253291579765
2021-02-28,0.008915875183610672,-0.37949174996119894,1.8837734025552753,-0.7303034728341792,-1.0570697744620667,-0.7390993700605354,-0.24173975553221907,-1.272756425408885,1.5838323298222095,0.896139837076469,-0.5650133400530291,2.700749050035699,1.89880870383326,-0.6296485685364998,-0.14101663079280602
2021-03-31,-1.1815813716381007,-1.1758151878335725,1.2926750392572375,-0.5802534534664324,-1.1860626061460928,-0.8227950933467295,-0.7189382391495349,-0.053649299770369356,-0.7595027127351539,0.3017746804266058,-1.0431042062918086,1.9099385831421245,1.6987166914912866,-0.5703561045853662,0.200659428935565
2021-04-30,1.5543391089632506,0.23803132090528142,1.1052201545581997,1.1022228019465978,0.05100018025292418,-0.21846927791035933,0.7552693805582952,-0.9624891355408937,0.8840066541515974,0.9573185953426439,0.18352051334982755,0.9404517665251639,1.1633252143802215,0.5919129659131876,0.1919586050656826
2021-05-31,1.3442777587174701,1.0321912690859019,2.50738696563572,1.4420555985351104,0.6485084974276423,0.08669599288767556,0.9535160587165061,-1.610049061543969,2.785681719465773,1.4334485465579014,1.2220431075019513,1.825978895653251,2.027175679625658,2.243879723993992,0.11026936141970675
2021-06-30,0.6856736490739128,2.067494862853028,2.9271771662919264,-1.1719378388636181,0.6889768515722192,-0.38635758849145735,0.8390674784732122,-1.7784294733671042,3.652161585580353,1.4855024409376332,1.564885767686998,2.2087172780271374,2.145671984446868,0.30760019872977623,0.28230864477387047
2021-07-31,1.9418314347347188,2.1716189573958986,2.186234219612862,-0.48469691908205936,0.8553944437310614,0.9333281123871817,0.5571866661496392,-2.1126455163097617,5.365813636170873,1.7649332026518314,2.677013990318179,1.6353398870990417,1.2107304724393055,6.079606947863958,-0.19165627520858158
2021-08-31,-1.5167455475569043,0.5093462574648522,0.4866756667856234,2.089820035973456,2.0755586473468424,-0.3280752973141349,-0.6363565928765671,-1.418942485115995,2.1613764209340163,1.005488108517606,0.5113794225036092,0.12998198543407177,0.36300705882022044,0.2234220829312361,0.19114749880483126
2021-09-30,1.1022473325730406,0.7816777300733855,0.8277938237821741,2.0134812074198214,1.0186415772201316,0.9154646806585146,0.4563586524454771,-1.5390240823493364,2.878994967085073,1.1426170713562052,0.9061599140014619,0.5019805248112238,0.43837765505780807,2.235676119891671,-0.07421671863316182
2021-10-31,-0.6685178141869074,-0.5763467151673218,0.8889652425470493,0.9820016632453415,1.360660231056437,-0.9529510604707985,-1.5250901102894414,-1.2139199380887682,1.9054814438809107,0.7958125410781427,0.011913539209252812,0.4674497869745531,0.5530449146127732,-0.5267675690752225,-0.09238510755658266
2021-11-30,-0.7544977926837515,-0.2009757616626735,0.5462006672295517,0.32555978412921566,1.415794925719392,-1.1864266357276327,-0.9465348716285205,-0.902789180784128,1.1963978910485418,0.5039470783370863,-0.6154140323535339,0.21594482438886733,0.4041997109165793,-0.7199399714563868,0.13669917066157874
2021-12-31,0.7013520702532648,-0.4697781466258524,0.8738332212038475,-0.1584506326752295,1.380270807257534,-1.010328862065752,-1.4550151127429023,-0.9580726169899245,1.542282984333792,0.6037733733398706,-0.19088673506420234,0.4222122178321306,0.4833424377257448,-0.8319316831599873,-0.07630639645549968
2022-01-31,-0.8350751606873201,-0.5599163402878058,0.8875889953327535,-0.11950180402621635,0.10744524575886447,-1.2347964787897507,-1.0079494261742206,-0.702179366104333,0.9963801291078959,0.3251571458064627,-0.5790943782409008,0.7416794784613777,0.5708892054559744,-1.3184665412894816,-0.17544092505738773
2022-02-28,-1.5052488156597896,-1.0514166007338475,0.09866604850822999,0.41086264541181733,-0.03341557816037361,-1.1206612815827892,-0.6456522735729651,-0.2678894518893151,0.2585947542900742,-0.1913203775393543,-1.4978606125967022,0.06694917409279166,0.14209992165263302,-0.6919118528378648,0.016352378647001245
2022-03-31,-0.11282372249829707,-1.5546979652077288,0.6643454164819974,-0.7253475779415947,-1.167850446684217,-0.9946107120870392,-0.47611152619656855,0.3644755886471679,-0.5235978207292518,-0.3090032815447795,-1.1784786433138748,1.1164295932980464,0.9396759006373483,-1.052511397514017,0.03790414693051263
2022-04-30,0.00931704149383671,-0.9859993788018028,-0.10015812572045683,-0.40700538567911243,-1.0203078848516483,-0.8515602255685584,0.19925979090575108,0.4768953179412619,-0.5169012327218623,-0.4125367030212008,-0.8515027057922171,0.1735616638230814,0.09768582395072176,-0.5226658259089925,0.05220500244872286
2022-05-31,0.16014194672621582,0.03140260919303308,-0.7040094799476226,-2.128763147013535,-0.9901153571678517,-0.5982767360922989,0.5233142479283225,0.47197445737967547,-0.4608388846628356,-0.36760805538313224,-0.5037493231199522,-0.4873678053579449,-0.5533117107100306,-0.1328088327797251,-0.04372318739281369
2022-06-30,-0.5515072321977061,-0.2249476121913746,-1.3899678178900539,-1.3190303018331122,-1.6569054313322022,-0.7374704514553071,-0.654589826266634,1.064472312610248,-0.7851773172283366,-0.805008926123125,-0.5469583843232247,-1.1885859132402812,-1.256057648713629,0.042106587982066714,0.09096259778755861
2022-07-31,0.3962076832272529,0.005058767195148886,-2.2769150441042876,-0.9319701609309348,-1.3024121690966748,-0.5303486173569418,-0.20177045029536342,0.7650585294589556,-0.48065859588920784,-0.6463984512019916,0.00436197452060449,-2.3533278184646895,-2.4132956714018663,0.21124276646458565,0.0009634840325256919
2022-08-31,-0.18124408539437456,-0.19011242296624015,-1.52888834846261,-0.8735296443406984,-2.5362149190121936,-0.27244657561059926,-0.18071498840335032,0.8118797225253293,-0.5151404712044612,-0.7457153588608996,-0.09840142702448403,-1.0304780566662648,-1.6007801218986606,0.025884797392284716,-0.045175748729948895
2022-09-30,-0.496549040226678,-0.13082521345400547,-2.225208636460308,-0.7927594181501894,-1.9510340786555638,-0.7686330436868495,0.6708833393253599,1.096222947274719,-0.7185792880574109,-1.0932314327752977,-0.40420548416197594,-2.9452782965149353,-2.3543574837263654,0.3720944831043417,-0.026613787871189124
2022-10-31,-0.3083948167527498,-0.6260351735714694,-1.8539024885044617,-1.4885856042778185,-1.704561807039233,-1.6125973008191419,-0.700574481329879,1.2304423073914084,-0.8218354815891521,-1.3154604315642309,-0.5404032027760654,-2.166998593180185,-1.9438836036742935,0.4482206964005743,0.04134886128894356
2022-11-30,0.2068936999507102,-0.37879677405099416,-1.362518896837072,-1.0088413644142558,-1.5740103029394557,-0.610494651169477,-0.3700487588472659,0.8816654499445034,-0.6345580096720334,-1.0003801533246919,-0.2470775194898273,-1.1677140506539514,-1.3856309488865888,0.08094643200659715,-0.05741150890185763
2022-12-31,-0.6089212784071645,-0.44248209567142577,-1.7519268548855225,-0.8826720778992392,-1.3697326853826133,-0.8620915138428534,-0.2511161840907965,1.2545647435378637,-0.8786941546904408,-1.4563108201074542,-0.6075374346617066,-2.16942756719943,-1.8363554704953615,0.40772975900050773,-0.028944242769180777
